42.219.145.151,1607
109.144.64.72,1
249.126.210.227,1
147.10.71.94,1
32.12.108.72,1
32.216.37.131,1
130.8.161.72,1
95.15.11.72,1
65.100.226.191,1
126.8.237.11,1
116.130.8.72,1
238.84.186.213,1
6.218.31.189,1
103.224.6.176,1
117.153.203.87,1
69.177.41.179,1
220.136.53.170,1
33.51.211.168,1
144.46.226.72,1
214.135.237.162,1
75.10.94.112,1
150.194.99.72,1
16.11.226.72,1
105.236.226.217,1
230.166.8.72,1
92.170.53.72,1
133.10.48.155,1
224.10.230.97,1
247.12.38.87,1
96.216.124.142,1
34.183.163.92,1
218.12.226.248,1
128.196.41.226,1
159.10.226.72,1
203.15.142.85,1
164.230.226.72,1
32.146.98.72,1
126.10.226.90,1
70.227.109.72,1
146.10.38.173,1
47.93.137.143,1
144.10.10.69,1
123.115.226.82,1
117.84.42.72,1
27.9.140.72,1
219.10.170.190,1
5.242.132.72,1
124.65.6.71,1
249.212.60.121,1
157.52.8.238,1
20.246.31.82,1
134.53.34.72,1
119.226.31.72,1
221.90.23.238,1
40.120.44.114,1
223.161.38.72,1
129.81.39.72,1
87.8.50.128,1
157.11.9.75,1
116.229.137.118,1
175.170.226.177,1
168.219.8.187,1
82.52.38.108,1
250.12.229.72,1
32.142.61.72,1
143.225.58.240,1
220.237.226.209,1
253.240.59.242,1
254.221.217.72,1
135.11.233.72,1
91.92.26.72,1
202.75.46.134,1
136.241.48.246,1
250.206.31.72,1
71.64.139.170,1
88.126.225.72,1
23.46.134.72,1
43.245.186.186,1
8.10.226.72,1
160.90.234.117,1
21.9.66.51,1
154.183.71.190,1
251.243.128.232,1
5.124.36.187,1
20.158.43.211,1
72.213.226.163,1
248.177.40.72,1
91.10.35.72,1
183.53.210.72,1
12.187.134.122,1
14.90.52.72,1
101.183.46.72,1
160.139.234.72,1
26.13.162.72,1
115.169.158.152,1
150.69.200.75,1
29.8.212.177,1
128.13.71.72,1
32.208.73.162,1
34.11.36.72,1
32.80.53.72,1
45.126.50.72,1
142.14.234.72,1
127.11.226.72,1
154.10.142.125,1
208.12.226.145,1
6.12.240.207,1
249.64.31.107,1
61.12.180.153,1
122.10.47.110,1
198.42.10.73,1
146.14.50.149,1
76.88.187.90,1
180.217.50.189,1
32.31.198.72,1
53.13.110.72,1
32.9.7.72,1
147.44.31.72,1
64.126.226.91,1
226.11.51.29,1
25.180.226.99,1
68.13.226.91,1
129.64.8.114,1
153.137.226.104,1
156.13.172.72,1
32.12.160.72,1
49.26.103.136,1
183.84.130.74,1
138.184.226.69,1
58.171.234.72,1
188.79.183.169,1
191.49.179.145,1
6.130.35.153,1
63.138.57.147,1
27.188.38.72,1
32.165.71.72,1
108.13.226.72,2
79.9.49.72,1
134.13.166.73,1
225.176.31.66,1
80.13.71.72,1
36.8.154.238,1
108.10.133.135,1
173.238.226.165,1
115.209.211.150,1
126.250.230.135,1
11.10.40.65,1
24.157.52.131,1
114.106.226.72,1
127.117.211.119,1
250.9.226.72,1
32.109.226.198,1
67.47.176.97,1
62.251.27.204,1
216.13.42.28,1
225.10.72.27,1
162.195.140.73,1
41.131.31.72,1
248.11.53.26,1
248.219.226.27,1
24.37.37.225,1
32.152.39.66,1
99.80.53.216,1
32.154.40.72,1
124.70.226.72,1
222.119.143.176,1
248.126.97.72,1
131.124.36.44,1
96.119.8.207,1
42.13.71.228,1
106.11.146.219,1
250.15.18.184,1
143.88.226.197,1
77.149.200.54,1
122.11.37.199,1
27.62.39.72,1
26.57.166.72,1
250.203.40.49,1
251.190.71.101,1
184.8.226.147,1
136.84.34.39,1
84.30.40.72,1
131.34.226.180,1
143.226.226.72,1
239.76.31.234,1
61.10.71.132,1
119.50.177.179,1
93.11.196.140,1
132.153.7.72,1
20.9.239.157,1
194.12.12.162,1
250.100.20.220,1
211.96.26.201,1
154.234.197.180,1
149.21.226.129,1
102.10.226.149,1
59.213.54.192,1
217.186.226.72,1
229.246.226.249,1
