238.68.226.131,1
32.247.44.141,1
126.72.226.60,1
42.219.145.151,2030
223.233.226.72,1
113.219.169.127,1
250.10.31.113,1
177.69.5.107,1
101.102.40.130,1
22.176.53.216,1
137.153.226.19,1
16.148.163.72,1
156.230.84.72,1
67.6.131.127,1
127.209.47.199,1
248.125.226.72,1
31.37.94.72,1
32.31.64.72,1
26.12.36.71,1
125.235.121.80,1
72.12.41.72,1
250.233.46.122,1
236.11.145.61,1
11.36.35.72,1
115.252.50.72,1
115.12.44.156,1
243.253.139.99,1
32.196.75.36,1
120.136.46.198,1
148.10.31.72,1
91.91.71.151,1
128.49.43.153,1
74.10.71.74,1
147.14.226.146,1
140.162.41.72,1
89.12.94.171,1
38.8.226.181,1
32.203.78.149,1
85.9.40.136,1
124.61.226.115,1
104.178.163.72,1
18.97.226.115,1
33.10.54.147,1
71.224.226.210,1
32.66.161.72,1
104.72.64.175,1
250.59.68.199,1
250.12.46.146,1
125.110.56.72,1
82.110.208.72,1
115.13.49.72,1
194.12.45.72,1
32.79.226.223,1
32.115.41.213,1
17.10.37.220,1
125.203.39.164,1
45.8.51.72,1
213.10.226.217,1
28.12.54.131,1
8.87.33.161,1
33.53.46.71,1
138.9.125.160,1
219.198.7.72,1
254.10.37.238,1
246.240.21.64,1
89.94.213.72,1
212.10.138.55,1
32.97.232.82,1
13.12.123.78,1
219.145.226.93,1
76.9.234.136,1
232.10.47.239,1
145.60.226.72,1
209.9.107.196,1
83.56.131.72,1
20.160.11.90,1
207.49.226.192,1
65.236.28.72,1
95.57.226.227,1
220.105.71.72,1
229.37.226.160,1
32.58.104.93,1
232.15.140.72,1
249.249.96.62,1
116.99.226.89,1
244.11.9.72,1
150.9.137.187,1
92.12.71.105,1
117.171.226.212,1
12.65.226.198,1
125.215.46.176,1
248.185.38.75,1
230.12.49.225,1
168.11.71.191,1
173.90.7.72,1
32.94.31.72,1
17.12.226.166,1
19.13.10.201,1
32.69.70.151,1
127.116.226.182,1
102.104.50.189,1
133.53.38.193,1
106.101.226.44,1
249.161.211.136,1
218.38.164.183,1
34.99.9.71,1
174.243.122.218,1
235.14.113.72,1
34.215.226.72,1
173.63.167.72,1
43.110.95.76,1
170.11.249.107,1
240.13.231.72,1
109.11.226.94,1
15.8.14.72,1
189.198.8.124,1
32.126.9.234,1
121.9.234.72,1
99.234.226.72,1
207.44.226.147,1
250.8.94.175,1
102.126.99.187,1
108.12.50.94,1
27.55.163.72,1
97.193.36.74,1
21.47.226.150,1
250.9.111.72,1
128.90.226.72,1
216.8.112.228,1
209.13.202.135,1
60.68.49.72,1
4.10.30.109,1
127.11.226.229,1
167.12.226.72,1
96.112.142.173,1
109.12.66.101,1
49.103.49.171,1
15.9.29.72,1
32.49.226.135,1
47.12.59.72,1
32.55.233.72,1
249.11.55.72,1
6.8.8.72,1
117.208.59.1,1
32.210.57.72,1
248.10.226.72,1
33.84.24.170,1
18.47.52.64,1
62.61.9.100,1
182.162.9.248,1
177.67.39.140,1
250.236.34.79,1
251.69.84.48,1
130.11.33.197,1
187.111.46.107,1
119.13.226.21,1
61.79.147.72,1
133.9.45.78,1
251.133.7.72,1
11.239.234.129,1
186.11.71.110,1
109.222.31.72,1
32.61.31.178,1
250.30.31.72,1
247.124.39.134,1
138.206.226.72,1
145.14.54.72,1
122.10.181.72,1
103.67.235.72,1
226.13.58.75,1
108.14.136.72,1
53.12.180.72,1
146.9.39.151,1
112.203.38.225,1
248.130.71.72,1
132.88.49.72,1
221.208.226.146,1
87.87.71.72,1
221.212.9.72,1
250.226.56.120,1
156.135.226.157,1
193.44.146.160,1
27.47.226.33,1
187.11.226.120,1
20.85.226.219,1
238.86.226.175,1
16.241.89.172,1
114.93.45.72,1
118.224.9.72,1
32.170.215.72,1
162.52.226.195,1
32.126.226.72,1
225.11.31.72,1
125.177.226.110,1
221.233.45.72,1
25.93.92.72,1
34.12.184.72,1
159.12.226.72,1
129.209.86.119,1
155.26.179.72,1
74.74.9.68,1
46.92.45.182,1
250.108.29.72,1
151.12.31.158,1
178.84.39.230,1
217.8.226.167,1
250.8.140.72,1
161.221.55.72,1
128.83.8.127,1
32.11.226.72,2
183.140.39.158,1
2.190.41.104,1
32.66.234.96,1
222.127.226.129,1
105.103.151.71,1
169.39.226.72,1
14.229.28.65,1
22.97.172.142,1
90.236.166.189,1
12.24.228.72,1
32.63.211.206,1
122.120.23.241,1
10.57.32.95,1
209.34.119.104,1
155.13.184.106,1
205.168.210.142,1
86.9.36.133,1
135.228.207.200,1
248.105.31.72,1
146.117.45.72,1
32.73.41.106,1
181.225.119.72,1
146.26.226.203,1
100.74.36.72,1
16.106.226.70,1
208.218.31.192,1
242.50.184.72,1
250.193.166.129,1
155.11.226.84,1
157.128.226.169,1
109.108.48.72,1
221.111.186.197,1
190.7.180.235,1
247.13.226.133,1
244.211.226.104,1
36.12.71.72,1
114.77.68.123,1
188.10.235.72,1
170.13.63.238,1
184.126.9.72,1
96.232.45.126,1
182.8.226.34,1
166.11.226.72,1
211.207.35.173,1
231.9.42.72,1
9.74.230.129,1
94.222.226.45,1
119.11.46.72,1
127.229.31.204,1
114.10.44.99,1
134.88.226.166,1
136.53.132.72,1
106.253.226.72,1
131.86.11.72,1
203.13.180.172,1
228.10.42.72,1
32.126.56.186,1
248.12.72.127,1
171.145.102.72,1
32.210.226.56,1
216.93.226.170,1
157.239.100.100,1
241.108.212.101,1
137.155.226.126,1
146.11.11.119,1
171.228.226.112,1
118.71.40.72,1
46.207.226.72,1
130.162.212.199,1
125.208.44.72,1
150.7.210.95,1
14.11.233.72,1
119.10.226.136,1
233.63.44.183,1
23.125.212.72,1
109.53.208.72,1
51.60.42.79,1
94.13.226.72,1
223.91.31.130,1
249.120.226.131,1
47.14.37.72,1
108.160.226.147,1
160.9.44.72,1
251.12.226.53,1
238.10.71.155,1
20.102.226.102,1
113.124.40.72,1
175.12.54.51,1
62.48.226.58,1
15.10.50.72,1
127.109.142.72,1
32.10.71.72,1
108.50.226.179,1
210.130.59.130,1
131.167.235.93,1
95.12.55.121,1
220.60.26.71,1
18.9.43.97,1
225.10.52.144,1
32.148.226.202,1
234.136.226.75,1
222.11.214.30,1
22.11.144.140,1
13.59.20.72,1
149.6.45.72,1
200.66.39.149,1
13.137.62.127,1
187.9.53.121,1
91.13.234.72,1
27.58.52.108,1
131.101.8.153,1
223.214.100.136,1
16.10.44.122,1
222.201.221.72,1
130.191.155.178,1
249.12.71.227,1
15.12.235.140,1
97.9.152.173,1
86.26.226.209,1
129.199.234.191,1
43.12.240.173,1
251.131.168.55,1
165.14.56.72,1
250.89.35.72,1
215.98.226.37,1
