42.219.145.151,7790
49.149.152.95,294
232.245.127.231,3
85.201.196.53,4
197.187.132.22,563
72.226.132.7,3
194.233.67.249,1848
239.6.17.17,2
201.124.138.214,4
158.153.81.77,3
189.192.70.87,2
246.71.179.65,1
69.26.98.144,2
189.82.70.168,2
92.36.184.6,18
68.119.65.98,4
85.239.36.20,4
246.183.3.40,15
220.227.5.58,2
150.219.71.41,2
56.243.225.184,2
189.36.140.64,1
68.119.64.110,2
68.119.234.79,2
79.220.161.89,5
211.57.241.79,1
68.119.234.224,4
60.134.195.164,1
54.143.54.91,25
68.119.65.194,2
133.97.151.167,2
235.62.183.71,2
133.196.172.247,2
189.83.208.101,2
76.164.214.139,18
133.97.151.171,5
225.126.187.39,8
56.188.116.184,2
68.119.201.59,2
72.226.130.217,2
196.181.103.232,2
68.119.234.76,3
69.95.72.106,2
225.230.216.251,35
62.27.235.66,291
240.111.186.124,139
104.52.144.227,4
189.83.158.184,5
68.119.65.172,2
32.125.110.209,212
68.119.201.126,7
51.168.154.33,2
68.119.234.215,2
69.91.248.157,2
35.164.186.72,2
189.36.30.188,3
60.134.195.171,2
197.71.32.189,2
207.120.127.99,5
92.36.124.189,2
223.19.145.125,2
189.82.67.198,2
69.26.98.34,2
69.25.212.128,2
189.83.208.86,2
237.157.96.77,2
60.134.172.114,2
54.143.54.197,11
77.82.146.5,2
56.231.25.228,2
72.226.152.187,2
68.119.65.11,2
48.48.62.151,5
189.36.111.184,7
248.17.166.84,2
63.20.120.141,2
68.119.201.96,2
189.36.111.111,9
55.5.22.217,288
192.145.111.54,2
189.83.208.197,2
196.181.103.150,2
232.245.111.16,2
213.184.51.220,3
202.168.155.38,2
158.125.129.63,2
60.134.174.31,2
37.218.122.44,2
176.244.57.124,2
68.119.65.197,2
189.82.67.84,2
254.202.208.231,2
189.83.159.29,2
207.120.127.94,2
245.73.75.109,2
240.43.236.194,6
169.39.13.208,2
72.226.130.32,1
85.239.118.59,4
85.201.196.177,3
194.233.67.153,3
194.233.67.156,34
206.166.183.220,2
233.178.31.68,2
189.83.159.247,2
60.134.173.209,2
85.201.196.180,6
60.134.199.104,2
68.119.65.131,2
68.119.201.224,4
254.202.32.174,3
224.154.223.164,2
213.184.51.212,2
185.87.169.210,2
33.203.63.160,2
68.119.64.118,2
150.219.71.140,2
189.36.111.93,4
68.119.65.214,2
209.3.194.87,2
226.168.177.32,2
56.188.120.130,2
189.82.70.163,4
48.7.127.207,2
60.241.143.42,5
189.82.171.67,2
85.201.196.143,6
106.150.228.0,11
217.207.85.214,2
60.134.173.91,2
213.184.51.167,2
207.120.127.47,3
192.142.63.19,2
68.119.64.243,1
189.82.70.250,2
189.83.142.86,2
92.104.226.168,2
189.83.208.64,5
187.121.64.73,2
68.119.65.92,2
173.15.224.134,1
245.104.4.148,2
60.134.199.131,2
248.24.211.32,24
207.120.127.90,4
69.3.209.212,2
68.119.64.187,5
220.70.159.73,2
254.202.165.184,2
72.226.134.161,2
42.58.34.154,2
127.193.34.217,13
62.34.214.36,2
33.197.255.219,2
76.225.246.80,2
210.45.128.63,4
189.83.208.71,7
229.241.104.210,3
68.119.16.228,2
133.97.150.156,1
207.120.127.73,4
60.134.199.70,6
