te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,17,11258,6,0.8003221247345209,42.219.145.151,80,238.68.226.131,48951,TCP
0,4,1400,1,20.29714970290661,42.219.145.151,80,32.247.44.141,0,TCP
0,4,17413,4,0.7982653907965869,42.219.145.151,80,126.72.226.60,0,TCP
0,4,1247,1,3.8369542602449656,109.144.64.72,0,42.219.145.151,5112,TCP
0,7,118,25,0.8110935450531542,42.219.145.151,80,223.233.226.72,44650,TCP
0,108,1345,15,0.7726386634167284,249.126.210.227,45269,42.219.145.151,161,TCP
0,8,8703,5,0.7839170198421925,147.10.71.94,42407,42.219.145.151,445,TCP
0,83,10985,5,14.683142837136984,32.12.108.72,0,42.219.145.151,80,TCP
0,28,315,7,20.202210154384375,32.216.37.131,20008,42.219.145.151,80,TCP
0,19,4745,1,16.828883193433285,130.8.161.72,0,42.219.145.151,80,TCP
0,25,1412,63,0.7818754145409912,42.219.145.151,80,113.219.169.127,0,TCP
0,26,9628,7,20.584850057959557,42.219.145.151,80,250.10.31.113,0,TCP
0,23,909,13,0.7775553858373314,42.219.145.151,1918,177.69.5.107,45767,TCP
0,70,6506,6,0.7903304630890489,95.15.11.72,45797,42.219.145.151,80,TCP
0,43,9319,6,0.780602834187448,42.219.145.151,80,101.102.40.130,44202,TCP
0,3,3633,7,0.7647314574569464,65.100.226.191,53,42.219.145.151,80,TCP
0,29,794,15,20.66701867058873,42.219.145.151,80,22.176.53.216,49320,TCP
0,9,7088,8,22.205171339213848,126.8.237.11,0,42.219.145.151,80,TCP
0,23,1790,4,20.33176402375102,42.219.145.151,80,137.153.226.19,0,TCP
0,3,304,6,10.402430333197117,116.130.8.72,47915,42.219.145.151,80,TCP
0,20,8594,37,20.327285271137953,238.84.186.213,38147,42.219.145.151,80,TCP
0,19,2240,1,20.494689468294382,6.218.31.189,5964,42.219.145.151,80,TCP
0,4,79,10,20.35371694341302,103.224.6.176,35913,42.219.145.151,80,TCP
0,34,55,2,0.8032400922384113,42.219.145.151,80,16.148.163.72,28745,TCP
0,4,8646,4,20.52040172740817,117.153.203.87,36003,42.219.145.151,80,TCP
0,44,45,9,0.7907005653250962,42.219.145.151,80,156.230.84.72,55727,TCP
0,32,523,4,0.7995997534599155,69.177.41.179,59570,42.219.145.151,80,TCP
0,25,812,8,20.257799696177244,42.219.145.151,80,67.6.131.127,0,TCP
0,4,476,10,0.781547317514196,220.136.53.170,46355,42.219.145.151,5067,TCP
0,4,7381,10,0.7661367303226143,33.51.211.168,31279,42.219.145.151,80,TCP
0,31,8675,2,0.7794931191019714,144.46.226.72,43947,42.219.145.151,80,TCP
0,44,940,15,20.503910668194294,42.219.145.151,161,127.209.47.199,62850,TCP
0,40,49,147,20.825186792761087,214.135.237.162,1458,42.219.145.151,80,TCP
0,26,782,1,20.597524981945753,75.10.94.112,5046,42.219.145.151,23,TCP
0,28,1114,4,0.7996628035325557,42.219.145.151,5059,248.125.226.72,6775,TCP
0,28,91,5,0.7934064783621579,150.194.99.72,60885,42.219.145.151,5113,TCP
0,84,738,2,0.7868032932747155,42.219.145.151,80,31.37.94.72,55972,TCP
0,4,499,5,20.2447407245636,42.219.145.151,80,32.31.64.72,48134,TCP
