te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,3,3650,72,2.6770014516077936,165.46.143.54,10474,42.219.158.224,80,TCP
0,3,3600,76,2.5329443751834333,165.54.143.54,10758,42.219.158.224,80,TCP
0,3,3942,89,2.6498255180194974,165.54.143.54,10507,42.219.158.224,80,TCP
0,3,2983,65,2.3756177094765007,165.63.143.54,11770,42.219.158.224,80,TCP
0,3,4141,1,2.3426224063150585,165.54.143.54,10037,42.219.158.224,80,TCP
0,3,4771,65,2.675208665896207,165.227.143.54,10897,42.219.158.224,80,TCP
0,3,1105,86,2.240640688687563,165.54.143.54,10715,42.219.158.224,80,TCP
0,3,4559,72,2.33929190877825,42.219.158.224,80,165.54.143.54,11677,TCP
0,3,3554,76,2.5531667140312493,165.54.143.54,11138,42.219.158.224,80,TCP
0,3,5808,70,2.1927466364577413,165.54.143.54,10772,42.219.158.224,80,TCP
0,3,3982,88,2.437624159734696,165.54.143.54,10583,42.219.158.224,80,TCP
0,3,3906,68,2.3523043957538903,81.54.143.54,10257,42.219.158.224,80,TCP
0,3,4152,75,2.5599183118902147,165.54.143.54,11090,42.219.158.224,80,TCP
0,3,4359,99,2.257561096921563,165.54.143.54,10797,42.219.158.224,80,TCP
0,3,5130,80,2.245027993340045,165.54.143.54,11478,42.219.158.224,80,TCP
0,3,3813,80,2.272743655834347,250.54.143.54,11358,42.219.158.224,80,TCP
0,3,55,77,2.7358755134046078,165.54.143.54,11374,42.219.158.224,80,TCP
0,3,3751,90,2.3425884302705526,165.54.143.54,11193,42.219.158.224,80,TCP
0,3,3714,69,2.4231052324175835,165.54.143.54,10284,42.219.158.224,80,TCP
0,3,4723,67,2.705633960198611,165.54.143.54,11581,42.219.158.224,80,TCP
0,3,4289,59,2.6346994168125093,165.54.143.54,11263,42.219.158.224,80,TCP
0,3,5404,76,2.460512012243271,165.54.143.54,11020,42.219.158.224,80,TCP
0,3,3751,68,2.2694314140826464,165.54.143.54,11669,42.219.158.224,80,TCP
0,3,46,58,2.6500974954105914,72.65.143.54,11540,42.219.158.224,80,TCP
0,3,52,76,2.539175345096737,165.54.143.54,11408,42.219.158.224,80,TCP
0,3,4144,72,0.7763498278800398,165.54.143.54,11817,42.219.158.224,80,TCP
0,3,166,65,2.7330773072317243,165.54.143.54,10625,42.219.158.224,80,TCP
0,3,4153,65,2.6092909136787057,165.54.143.54,11204,42.219.158.224,80,TCP
0,3,45,71,2.15685170609504,165.54.143.54,13017,42.219.158.224,80,TCP
0,3,52,73,2.4782938230782747,165.54.143.54,11263,42.219.158.224,80,TCP
0,16,4221,1,2.632034241221845,165.54.143.54,10693,42.219.158.224,80,TCP
0,3,3117,67,2.0452265390194952,165.67.143.54,10851,42.219.158.224,80,TCP
0,3,3693,72,2.1082649482414126,165.54.143.54,11308,42.219.158.224,80,TCP
0,3,3812,78,2.4371069124899805,165.54.143.54,10291,42.219.158.224,80,TCP
0,3,5156,72,2.4372010650113225,165.54.122.54,10429,42.219.158.224,80,TCP
0,3,3776,74,2.5037111160345376,165.228.143.54,10982,42.219.158.224,80,TCP
0,3,4349,71,2.367012304253876,49.54.143.54,26452,42.219.158.224,80,TCP
0,3,4526,74,2.472824525088072,165.54.143.54,11166,42.219.158.224,80,TCP
0,3,4493,66,23.81416592001915,165.54.143.54,11168,42.219.158.224,80,TCP
0,3,4359,69,2.4934236430563033,165.54.143.54,9325,42.219.158.224,80,TCP
0,3,4039,17,2.4710969869047403,43.54.143.99,10888,42.219.158.224,80,TCP
0,3,4002,67,2.4269808679819107,165.66.143.54,11362,42.219.158.224,80,TCP
0,3,4152,59,2.404190041590482,165.54.143.54,12306,42.219.158.224,80,TCP
0,3,48,67,2.505170057527721,165.54.143.54,9450,42.219.158.224,80,TCP
0,3,4426,82,2.6073914668522775,42.219.158.224,80,165.63.143.54,11574,TCP
0,3,3207,79,2.3633513431996107,165.68.143.54,11608,42.219.158.224,80,TCP
0,3,3495,80,2.370550545863807,165.54.143.54,10378,42.219.158.224,80,TCP
0,3,4111,74,2.464167564176023,165.54.143.54,11974,42.219.158.224,80,TCP
0,3,3848,78,2.501913090236485,165.228.143.54,11642,42.219.158.224,80,TCP
0,3,3285,19,2.393744013737887,165.54.143.54,10745,42.219.158.224,80,TCP
0,3,4304,77,2.631018847692758,165.54.143.54,11215,42.219.158.224,80,TCP
0,3,463,41,2.0167946750298142,165.54.143.54,10964,42.219.158.224,80,TCP
0,3,4220,79,0.739709114888683,165.54.143.54,10273,42.219.158.224,80,TCP
0,3,3435,78,2.321973084937781,165.54.143.54,11212,42.219.158.224,80,TCP
0,3,4840,74,2.468480155337602,165.54.143.54,10454,42.219.158.224,80,TCP
0,3,4213,70,2.577371349558234,165.54.143.54,11853,42.219.158.224,80,TCP
0,3,4108,80,2.3374430034309626,165.43.143.54,10792,42.219.158.224,80,TCP
0,3,4884,79,2.1586184604093432,165.54.143.54,11584,42.219.158.224,80,TCP
0,3,3152,68,2.4091140325181186,165.54.143.54,10971,42.219.158.224,80,TCP
0,3,4509,79,2.4271810054779053,165.54.143.223,10711,42.219.158.224,80,TCP
0,3,3640,85,2.3364965762011707,165.125.143.54,12234,42.219.158.224,80,TCP
0,3,2410,71,2.6180350966751575,165.44.143.54,11161,42.219.158.224,80,TCP
0,3,3938,83,2.499698562081903,165.54.143.54,10326,42.219.158.224,80,TCP
0,3,4111,70,2.5192021639086306,165.54.143.54,11190,42.219.158.224,80,TCP
0,3,4724,66,2.243561107199639,165.54.143.231,10701,42.219.158.224,80,TCP
0,3,5085,77,2.4951498289592564,165.54.143.54,11323,42.219.158.224,80,TCP
0,3,3933,71,2.401673278771341,165.54.143.54,10868,42.219.158.224,80,TCP
0,3,3090,74,2.3754518860951066,165.54.143.54,10777,42.219.158.224,80,TCP
0,3,3724,72,2.4769221036694944,140.54.143.54,11006,42.219.158.224,80,TCP
0,3,3970,18,2.7275317744351923,165.54.143.54,12062,42.219.158.224,80,TCP
0,3,4174,78,2.4224860570393503,165.54.143.54,59077,42.219.158.224,80,TCP
0,3,4939,4,2.458991541992873,165.54.143.54,11399,42.219.158.224,80,TCP
0,3,4469,1,2.2962376680225134,221.54.143.54,11329,42.219.158.224,80,TCP
0,3,3461,68,2.647920662071556,165.54.143.54,10870,42.219.158.224,80,TCP
0,3,3803,65,1.9773388523608446,165.54.143.54,12270,42.219.158.224,80,TCP
0,3,4197,68,2.5674422308802605,165.54.143.54,10840,42.219.158.224,80,TCP
0,3,4254,74,2.696647042874247,165.54.143.54,10545,42.219.158.224,80,TCP
0,3,3941,65,2.642827974166721,165.54.143.93,49421,42.219.158.224,80,TCP
0,3,45,76,2.4040032578632236,165.54.143.54,11730,42.219.158.224,80,TCP
0,3,4226,19,2.4554918403737247,165.54.143.54,10718,42.219.158.224,80,TCP
0,3,3617,78,2.660139698535204,165.54.143.54,12184,42.219.158.224,80,TCP
0,3,3335,1,2.7530283448286355,165.228.143.54,10796,42.219.158.224,80,TCP
0,3,4288,71,2.5358289582654834,165.54.143.54,10808,42.219.158.224,80,TCP
0,3,3270,72,2.2871861793100834,165.54.143.54,11196,42.219.158.224,80,TCP
0,3,50,73,2.490737507119775,165.54.143.54,10996,42.219.158.224,80,TCP
0,3,3698,77,2.278877768665552,165.54.143.54,10274,42.219.158.224,80,TCP
0,16,3619,78,2.374156232457608,165.54.143.54,11306,42.219.158.224,80,TCP
0,3,4101,61,0.7430633618496358,165.54.143.239,10733,42.219.158.224,80,TCP
0,3,3973,70,14.313791792839766,165.92.143.54,11114,42.219.158.224,80,TCP
0,3,4835,80,2.609587401151657,165.54.143.54,10983,42.219.158.224,80,TCP
0,3,2933,75,2.535240885335952,165.67.143.54,10357,42.219.158.224,80,TCP
0,3,4426,76,2.4870893927291036,165.54.143.54,11858,42.219.158.224,80,TCP
0,3,4321,77,2.500320272985846,165.54.143.54,10700,42.219.158.224,80,TCP
0,3,50,70,2.3603678746148944,165.54.143.54,13252,42.219.158.224,80,TCP
0,3,4286,84,2.4554911642335355,165.54.143.54,10710,42.219.158.224,80,TCP
0,3,3598,66,2.232624539639801,165.54.143.54,10691,42.219.158.224,80,TCP
0,3,3515,82,2.096064674668014,165.54.143.54,11713,42.219.158.224,80,TCP
0,3,3773,75,2.597363800741732,42.219.158.224,80,182.54.143.54,9900,TCP
0,3,4169,84,2.59865387622267,220.230.143.54,10705,42.219.158.224,80,TCP
0,3,3874,79,2.4029474649578333,165.54.143.54,10580,42.219.158.224,80,TCP
0,3,3413,74,2.490762524306774,165.54.143.54,11199,42.219.158.224,80,TCP
0,3,3764,65,2.4286796702072024,165.54.143.54,11313,42.219.158.224,80,TCP
0,3,3995,73,2.3653390263207257,165.54.143.54,10699,42.219.158.224,80,TCP
0,3,4099,81,2.654565260745585,252.54.143.54,10960,42.219.158.224,80,TCP
0,3,3974,91,2.3480837596580386,165.54.143.54,11311,42.219.158.224,80,TCP
0,3,4602,75,2.0986984097398818,165.54.143.54,10877,42.219.158.224,80,TCP
0,3,3525,2,2.4736489090137184,165.54.143.54,11555,42.219.158.224,80,TCP
0,3,3850,81,2.6460303431376815,165.229.143.54,10280,42.219.158.224,80,TCP
0,3,52,82,2.3469950049184263,165.54.143.54,10980,42.219.158.224,80,TCP
0,3,3961,75,2.4099477133713663,165.54.143.54,11645,42.219.158.224,80,TCP
0,3,5029,58,2.5641822209581733,165.54.143.54,11229,42.219.158.224,80,TCP
0,3,4046,90,2.5010224445722997,165.54.143.54,11401,42.219.158.224,80,TCP
0,3,5586,6,2.8730440735816956,165.54.143.54,11174,42.219.158.224,80,TCP
0,3,3796,75,2.0919694625772536,165.54.143.54,11841,42.219.158.224,80,TCP
0,3,3973,4,2.4380281534977257,165.228.143.54,11666,42.219.158.224,80,TCP
0,3,3101,87,2.568007991183549,165.54.143.54,10934,42.219.158.224,80,TCP
0,3,4753,80,2.2874537617899477,151.54.143.54,11894,42.219.158.224,80,TCP
0,3,3447,70,2.7143467026762664,165.54.143.54,11853,42.219.158.224,80,TCP
0,3,5154,67,2.3270008633844554,165.54.143.54,11285,42.219.158.224,80,TCP
0,3,43,83,2.4544228627346456,165.54.143.54,10509,42.219.158.224,80,TCP
0,3,49,65,2.421640374697745,165.54.143.54,11137,42.219.158.224,80,TCP
0,3,3818,84,2.5849517262540758,135.54.143.99,10857,42.219.158.224,80,TCP
0,3,3971,86,2.441891618538648,165.64.143.54,12650,42.219.158.224,80,TCP
0,3,3150,81,2.501098848413676,156.54.143.54,10635,42.219.158.224,80,TCP
0,3,2867,95,2.327660776209086,214.143.143.54,10526,42.219.158.224,80,TCP
0,3,4497,88,2.75979498680681,165.54.143.54,11017,42.219.158.224,80,TCP
0,3,3851,70,2.588437566999346,165.54.143.54,11423,42.219.158.224,80,TCP
0,3,3860,86,2.2287926841527224,84.54.143.54,10000,42.219.158.224,80,TCP
0,3,4407,83,2.3788075698539615,165.54.143.54,10633,42.219.158.224,80,TCP
0,3,3962,72,2.232387383468449,165.54.143.54,11790,42.219.158.224,80,TCP
0,3,3572,75,2.7808481329120696,165.54.143.54,9848,42.219.158.224,80,TCP
0,3,3557,67,2.633072961587459,165.54.143.95,10673,42.219.158.224,80,TCP
0,3,52,66,2.349495878443122,165.54.143.54,11498,42.219.158.224,80,TCP
0,3,3647,5,2.144712623208761,72.54.143.161,11627,42.219.158.224,80,TCP
0,3,3893,47,2.418600110337138,62.54.143.54,12002,42.219.158.224,80,TCP
0,3,3810,69,2.6108661512844265,214.54.143.54,11282,42.219.158.224,80,TCP
0,3,124,73,2.380460056476295,165.54.143.178,11132,42.219.158.224,80,TCP
0,3,4802,78,2.5098908683285117,165.54.143.93,11780,42.219.158.224,80,TCP
0,3,3896,84,2.5551153500564396,165.54.143.54,9917,42.219.158.224,80,TCP
0,3,4753,95,2.8038260811008513,165.54.143.54,11430,42.219.158.224,80,TCP
0,3,4179,68,2.5799545431509614,165.54.143.54,10798,42.219.158.224,80,TCP
0,3,4865,76,2.1918492293916643,165.54.143.54,10454,42.219.158.224,80,TCP
0,8,4184,79,2.3204002138227224,165.54.143.54,10722,42.219.158.224,80,TCP
0,3,3651,74,2.390297558158636,165.54.143.54,11367,42.219.158.224,80,TCP
0,3,3509,79,2.5109245176427066,165.54.143.54,11202,42.219.158.224,80,TCP
0,3,5278,96,2.415466031525284,168.54.143.54,11276,42.219.158.224,80,TCP
0,3,4629,61,2.3530714767985046,165.54.143.17,10718,42.219.158.224,80,TCP
0,3,257,85,2.2694902382791042,165.54.143.244,10979,42.219.158.224,80,TCP
0,3,4837,81,2.291307929903269,165.61.143.54,10747,42.219.158.224,80,TCP
0,3,3457,58,2.373219609260559,165.54.143.54,11722,42.219.158.224,80,TCP
