te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,3,360,5,0.8612411725334823,114.94.11.62,62704,42.219.153.174,443,TCP
0,17,288,5,0.8496140122879297,114.94.11.113,60968,42.219.153.174,443,TCP
0,3,280,5,0.8330936254933476,114.95.125.62,63084,42.219.153.174,443,TCP
0,3,305,5,0.8832907802425325,114.95.11.62,60807,42.219.153.174,443,TCP
0,3,82,5,1.068739806767553,114.94.11.62,60920,42.219.153.174,50587,TCP
0,3,269,1,0.956556485965848,114.95.233.62,60405,42.219.153.174,25,TCP
0,3,337,5,2.648587167263031,114.95.11.137,61322,42.219.153.174,443,TCP
0,3,307,5,0.8675853114109486,114.95.11.62,61447,42.219.153.174,44385,TCP
0,3,344,5,0.8408662795554847,56.95.11.62,24586,42.219.153.174,22,TCP
0,70,208,5,3.4966738633811474,114.95.11.62,53,42.219.153.174,443,TCP
0,3,274,10,0.8807637062855065,42.219.153.174,443,114.95.11.62,62276,TCP
0,3,322,5,0.8692923963535577,114.95.11.62,61293,42.219.153.174,443,TCP
0,3,490,5,0.9947040618862957,114.95.11.102,59829,42.219.153.174,443,TCP
0,3,306,5,0.8277791636064649,114.95.11.62,60396,42.219.153.174,443,TCP
0,3,324,5,0.9586100927554071,114.95.11.62,60619,42.219.153.174,443,TCP
0,3,296,5,5.353761183097959,42.219.153.174,443,114.95.11.62,53,TCP
0,3,304,5,1.0511054790113121,114.95.147.62,18585,42.219.153.174,443,TCP
0,3,52,5,0.928447732469067,115.95.11.62,60636,42.219.153.174,23,TCP
0,41,310,10,8.649033168330789,212.95.11.101,60806,42.219.153.174,54498,TCP
0,3,293,16,0.9165212956722826,114.95.11.62,61406,42.219.153.174,443,TCP
0,3,331,5,0.8936558403074741,114.95.11.62,60273,42.219.153.174,5113,TCP
0,3,280,5,0.9410620573908091,114.95.11.62,59805,42.219.153.174,443,TCP
0,3,329,5,5.283426037989557,114.95.11.62,62863,42.219.153.174,443,TCP
0,3,342,5,0.8127194086555392,114.94.11.62,60611,42.219.153.174,1103,TCP
0,3,287,5,0.9765191869810224,114.95.11.62,60453,42.219.153.174,25,TCP
0,3,284,5,10.737818855792284,114.95.112.62,60430,42.219.153.174,443,TCP
0,3,339,5,0.8111219429410994,114.94.233.62,61032,42.219.153.174,49496,TCP
0,3,310,5,0.965137634659186,114.95.11.112,60433,42.219.153.174,443,TCP
0,3,349,5,0.9520962426904589,114.94.11.62,60451,42.219.153.174,443,TCP
0,3,299,5,0.7096064239740372,114.95.11.62,61178,42.219.153.174,443,TCP
0,3,311,5,0.780902533326298,42.219.153.174,46166,114.94.11.62,60356,TCP
0,3,294,5,0.9225260121747851,42.219.153.174,443,114.95.11.62,60539,TCP
0,3,297,5,0.9609563837293535,114.94.11.62,60479,42.219.153.174,443,TCP
0,3,304,5,0.8745888560079038,114.95.11.62,59923,42.219.153.174,443,TCP
0,49,316,5,1.0488546083215624,114.94.11.62,61621,42.219.153.174,443,TCP
0,3,287,5,0.7397986189462245,42.219.153.174,443,114.95.11.62,60763,TCP
0,3,296,6,0.9358117443043739,114.95.11.62,60769,42.219.153.174,443,TCP
0,3,333,5,0.8297534929588437,114.95.35.62,61173,42.219.153.174,443,TCP
0,3,304,5,1.0382157114800066,114.95.11.62,60536,42.219.153.174,443,TCP
0,3,309,7,0.7960659912787378,42.219.153.174,443,114.13.11.62,60482,TCP
