te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,4,431,4,0.8693234988022596,57.238.220.223,38969,42.219.153.45,25,TCP
0,4,403,6,0.8871762198396027,57.4.220.223,63416,42.219.153.45,25,TCP
0,4,424,6,0.8866883001755923,94.4.220.132,36158,42.219.153.45,25,TCP
0,3,414,6,0.8833500270266086,58.141.220.223,24626,42.219.153.45,25,TCP
0,4,411,6,0.8694894067011774,57.4.220.39,26766,42.219.153.45,25,TCP
0,4,409,6,0.8566407146863639,238.4.220.223,38583,42.219.153.45,25,TCP
0,4,355,6,0.8793728859163821,57.4.220.87,37606,42.219.153.45,25,TCP
0,4,420,6,0.8536919828038663,254.4.220.189,48519,42.219.153.45,25,TCP
0,4,376,6,6.228269409388304,57.4.220.223,37869,42.219.153.45,25,TCP
0,4,410,6,0.8821369470097125,57.4.220.223,26542,42.219.153.45,25,TCP
0,4,409,3,0.8774630434345454,57.4.220.129,39616,42.219.153.45,25,TCP
0,4,417,6,2.6682011489756405,42.219.153.45,25,57.4.220.223,36759,TCP
0,4,418,6,9.949442099779844,95.49.220.139,59588,42.219.153.45,25,TCP
0,4,414,6,2.0401852377690375,57.4.220.223,38596,42.219.153.45,25,TCP
0,3,414,6,0.8928518251050264,152.4.220.110,14110,42.219.153.45,25,TCP
0,4,414,7,0.8665749889332801,18.4.220.64,36411,42.219.153.45,25,TCP
0,4,404,6,0.870070464676246,57.181.236.223,39644,42.219.153.45,25,TCP
0,4,80,5,0.8829746001865715,57.227.220.52,55759,42.219.153.45,25,TCP
0,4,408,7,0.8710627004038543,57.4.220.223,38884,42.219.153.45,25,TCP
0,4,385,6,0.8621695130132139,57.4.220.223,38791,42.219.153.45,25,TCP
0,4,395,6,0.8659568277653307,57.185.220.162,37210,42.219.153.45,25,TCP
0,4,396,6,0.8559164840262383,57.254.220.223,39362,42.219.153.45,25,TCP
0,4,451,6,0.8537604419980198,42.219.153.45,25,57.4.220.223,38752,TCP
0,4,392,6,0.8811103971675038,72.247.220.223,36785,42.219.153.45,25,TCP
0,4,410,6,0.87442582170479,57.4.220.149,57318,42.219.153.45,25,TCP
0,4,408,6,5.765236437320709,42.219.153.45,25,57.125.220.203,38936,TCP
0,3,421,6,0.8835037644021213,146.4.220.223,59806,42.219.153.45,25,TCP
0,4,375,6,0.8669472041074187,42.219.153.45,25,24.10.220.223,38614,TCP
0,4,337,6,0.8588254926726222,57.4.220.202,38753,42.219.153.45,25,TCP
0,4,403,6,0.8556964849121869,57.4.220.142,38200,42.219.153.45,25,TCP
0,4,1278,6,0.8817787617444992,57.4.220.223,39487,42.219.153.45,25,TCP
0,4,408,6,0.8738396926783025,57.4.220.223,36599,42.219.153.45,25,TCP
0,4,412,6,0.8848726947326213,57.171.220.202,39586,42.219.153.45,25,TCP
0,4,406,2,0.8809814234264195,57.4.220.159,38533,42.219.153.45,25,TCP
0,4,321,6,0.8649748186580837,57.4.220.223,39538,42.219.153.45,25,TCP
0,4,417,6,0.8861129048746079,57.4.220.223,36408,42.219.153.45,25,TCP
0,3,400,6,0.8608239940367639,57.4.220.130,38457,42.219.153.45,25,TCP
0,4,405,6,0.8694610933307558,57.4.220.223,39551,42.219.153.45,25,TCP
0,4,335,6,0.8903240750078112,57.4.220.180,27297,42.219.153.45,25,TCP
0,4,408,7,0.8746208036318421,57.4.220.223,38669,42.219.153.45,25,TCP
0,3,408,6,0.878072330262512,57.176.220.240,41588,42.219.153.45,25,TCP
0,4,34,6,0.8679003927391022,57.4.220.50,3541,42.219.153.45,25,TCP
0,3,418,6,0.8746672882698476,42.219.153.45,25,57.4.220.223,53509,TCP
0,4,413,6,0.889184609754011,42.219.153.45,25,62.47.220.168,46995,TCP
0,4,407,6,0.8747934729326516,57.4.220.51,25586,42.219.153.45,25,TCP
0,4,408,6,0.8806102224625647,57.4.220.223,36819,42.219.153.45,25,TCP
0,4,414,6,0.8725056680850685,57.4.220.223,37287,42.219.153.45,25,TCP
0,4,408,6,0.8836001143790781,57.4.220.120,34829,42.219.153.45,25,TCP
0,3,458,6,0.8547964578028768,57.4.220.108,36850,42.219.153.45,25,TCP
0,4,388,6,0.8842384752351791,57.44.220.48,13341,42.219.153.45,25,TCP
0,4,390,5,0.8848137015011162,57.4.220.223,36342,42.219.153.45,25,TCP
0,4,406,6,0.8658228674903512,57.193.220.223,39069,42.219.153.45,25,TCP
0,4,416,6,0.8878954639658332,57.4.241.223,38162,42.219.153.45,25,TCP
