te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,3,7458,10,0.940212233690545,42.219.153.59,17,209.131.152.106,57518,TCP
0,3,6943,10,0.8959042599890381,209.131.152.106,57514,42.219.153.59,5024,TCP
0,3,6597,10,0.8540001336950809,42.219.153.59,5027,209.131.152.106,57105,TCP
0,3,6926,13,0.8899876952636987,209.190.152.106,57917,42.219.153.59,5054,TCP
0,3,6462,10,0.9580031724181026,209.131.152.106,55660,42.219.153.59,5102,TCP
0,3,6391,11,0.9001593792345375,209.131.152.106,55841,42.219.153.59,17,TCP
0,3,7158,11,0.8653065499383956,209.131.152.106,56564,42.219.153.59,5054,TCP
0,3,7255,2,0.8697138007264584,209.131.152.106,20528,42.219.153.59,17,TCP
0,3,6982,11,0.8775929468683898,158.131.152.106,56569,42.219.153.59,17,TCP
0,3,7027,11,1.0178268731106073,209.131.152.106,57208,42.219.153.59,5065,TCP
0,3,7532,11,0.8403355095069855,208.131.152.106,57948,42.219.153.59,5092,TCP
0,3,6973,11,0.9494919197168201,42.219.153.59,5122,209.131.152.106,55206,TCP
0,3,6542,10,0.8707419564016163,209.131.152.106,57164,42.219.153.59,5084,TCP
0,3,7290,10,0.951108486391604,42.219.153.59,5123,209.131.152.226,57962,TCP
0,3,6855,10,23.616524733603,42.219.153.59,5074,209.131.152.106,56844,TCP
0,3,6242,10,0.9187459659297019,209.131.152.106,53,42.219.153.59,17,TCP
0,3,6617,11,0.9465711631346494,209.131.152.106,53,42.219.153.59,5070,TCP
0,3,6256,9,1.0369309606030583,209.131.152.106,53,42.219.153.59,17,TCP
0,3,6524,11,0.9759586667641997,154.131.152.106,54268,42.219.153.59,5118,TCP
0,3,6069,10,0.8850418988149613,209.131.152.106,57916,42.219.153.59,5085,TCP
0,3,7686,11,0.9753621420823038,209.131.152.106,57945,42.219.153.59,5114,TCP
0,3,6514,11,0.9135770432185382,209.53.152.106,57262,42.219.153.59,5026,TCP
0,3,6986,28,0.9347325400449336,209.131.152.106,56575,42.219.153.59,5114,TCP
0,3,7255,11,0.8608572939410806,209.131.152.106,57032,42.219.153.59,17,TCP
0,3,6613,10,0.8769325269386172,209.127.152.106,57102,42.219.153.59,5052,TCP
0,3,6593,9,0.9470615338068455,209.131.152.106,57093,42.219.153.59,5039,TCP
0,3,6746,10,0.9450533974450082,209.131.152.106,49755,42.219.153.59,5066,TCP
0,3,6824,22,0.9630328947678208,209.89.152.106,57927,42.219.153.59,17,TCP
0,3,7590,10,0.885545285185799,209.131.152.106,57863,42.219.153.59,5031,TCP
0,3,6688,11,0.9146748413331807,209.131.152.106,57520,42.219.153.59,5045,TCP
0,3,6934,10,0.9756026789546013,209.131.26.106,53,42.219.153.59,5072,TCP
0,3,7050,11,0.8723214198835194,184.131.152.106,53,42.219.153.59,5076,TCP
0,3,6060,9,0.925364279653877,209.131.152.171,55956,42.219.153.59,5104,TCP
0,3,7323,10,0.895850506843999,250.131.152.106,57884,42.219.153.59,5062,TCP
0,3,7078,11,0.9241528054699302,209.131.152.106,57929,42.219.153.59,5076,TCP
0,3,6771,12,0.8622126169502735,209.77.152.106,53,42.219.153.59,5102,TCP
0,3,6146,10,0.8205056700389832,209.131.152.106,56327,42.219.153.59,5109,TCP
0,3,7465,12,0.8799094031564891,209.131.152.106,56829,42.219.153.59,17,TCP
0,3,7776,2,0.8717574344482273,209.178.152.106,5085,42.219.153.59,5043,TCP
0,3,6499,10,0.9050112767145038,160.131.152.106,56539,42.219.153.59,5064,TCP
0,3,6160,10,1.0203857256565243,209.131.152.106,55189,42.219.153.59,5115,TCP
0,3,6524,10,0.9631648266222328,209.131.152.106,57439,42.219.153.59,5093,TCP
0,3,7057,11,0.9891596278175712,209.131.152.106,57141,42.219.153.59,17,TCP
0,3,6518,9,0.9324724569451064,209.131.152.106,57250,42.219.153.59,5033,TCP
0,3,7125,9,0.9221016496885568,42.219.153.59,5078,209.131.152.106,57890,TCP
0,3,6552,12,0.9350886968895793,209.128.152.106,56502,42.219.153.59,5112,TCP
0,3,6649,12,0.9325367747806013,42.219.153.59,5040,209.131.152.106,56513,TCP
0,3,6579,12,0.9323980815242976,209.131.152.106,56481,42.219.153.59,5115,TCP
0,3,6313,10,0.9279460364487022,209.131.152.106,55899,42.219.153.59,5095,TCP
0,3,6667,11,0.9041492824908346,209.131.152.106,55942,42.219.153.59,5042,TCP
0,3,7152,10,0.928708215476945,209.131.152.106,55195,42.219.153.59,5112,TCP
0,3,6818,12,0.8326789825223386,209.131.152.106,56326,42.219.153.59,5114,TCP
0,3,6409,11,0.8198106824420393,42.219.153.59,5045,209.131.152.106,55921,TCP
0,3,6916,12,0.8442536573857069,209.131.152.106,57949,42.219.153.59,5069,TCP
0,3,1808,1,1.0234884484671056,209.131.152.106,56355,42.219.153.59,5078,TCP
0,3,7242,12,0.8973935432732105,209.131.152.106,56364,42.219.153.59,5073,TCP
0,3,7122,5,0.8977890852838755,165.131.152.106,56336,42.219.153.59,5041,TCP
0,3,7964,12,1.3472911398857832,167.131.72.106,56844,42.219.153.59,17,TCP
0,3,7380,12,1.3850033660419285,209.131.152.106,56946,42.219.153.59,5068,TCP
0,3,6502,11,0.9190473554190248,209.131.152.106,53,42.219.153.59,5037,TCP
0,3,8053,10,0.9553161913063377,209.131.152.106,56439,42.219.153.59,5121,TCP
0,3,6843,10,0.9511109373997897,209.131.152.106,56045,42.219.153.59,5096,TCP
0,3,6613,12,0.8043969681020826,250.131.152.106,56408,42.219.153.59,5067,TCP
0,3,6413,10,0.9295498409774154,209.127.152.106,57068,42.219.153.59,5046,TCP
0,3,6446,12,0.9872057517059147,209.131.152.106,53,42.219.153.59,5057,TCP
0,3,7219,10,0.890244290465489,209.131.152.106,57056,42.219.153.59,5034,TCP
0,3,7025,11,1.0085241138003767,209.131.72.106,53,42.219.153.59,5085,TCP
0,3,6074,11,0.9830430101137608,164.127.152.106,57068,42.219.153.59,17,TCP
0,3,6463,12,0.861189616844058,209.131.152.237,57112,42.219.153.59,5066,TCP
0,3,6649,12,0.8921668105758727,209.131.152.106,55968,42.219.153.59,5118,TCP
