te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,24,367,1,0.6950368706602603,42.219.156.227,5047,116.3.105.177,46853,TCP
0,2,81,2,0.8540795801673084,42.219.156.227,123,188.62.105.148,46562,TCP
0,72,688,70,0.6398528016870841,42.219.156.227,123,60.96.105.125,46517,TCP
0,3,215,2,0.8640453794505447,42.219.156.227,443,59.173.105.178,46515,TCP
0,106,1928,1,0.6251103255199268,42.219.156.227,5070,163.107.105.211,51533,TCP
0,60,73,3,0.7310527455992997,42.219.156.227,5014,59.195.105.234,43724,TCP
0,2,1140,54,1.054692487232387,42.219.156.227,5053,109.89.43.159,58644,TCP
0,2,45,5,0.8814919937867671,42.219.156.227,80,59.199.105.218,53,TCP
0,12,63,5,0.6882735248655081,42.219.156.227,123,60.42.105.142,54596,TCP
0,6,125,1,0.9626900916919112,42.219.156.227,80,65.238.18.68,37074,TCP
0,62,1461,1,0.915798248257488,42.219.156.227,123,155.100.105.123,46473,TCP
0,32,117,6,0.8603119868785143,42.219.156.227,123,59.246.143.218,59810,TCP
0,2,60,9,0.9059852566570044,42.219.156.227,123,59.198.120.174,50869,TCP
0,105,391,3,0.9105765866115689,42.219.156.227,3341,6.10.226.211,443,TCP
0,10,440,6,0.28983864840120077,42.219.156.227,22,59.10.105.40,46517,TCP
0,2,378,37,0.8175643756985664,42.219.156.227,123,167.7.105.107,52312,TCP
0,13,72,1,1.4169834447093308,42.219.156.227,5094,59.63.105.58,46077,TCP
0,4,211,1,2.500627578701824,42.219.156.227,41769,166.2.105.79,28949,TCP
0,3,192,1,0.7705302047543228,42.219.156.227,5082,119.182.105.175,46495,TCP
0,26,53,283,342.8826116323471,42.219.156.227,53,202.8.105.170,46469,TCP
0,38,48,6,0.9896084158681333,42.219.156.227,58908,202.6.253.173,56201,TCP
0,206,40,3,0.8415026119910181,42.219.156.227,22,191.223.153.84,57140,TCP
0,132,1578,1,2.3546098647639155,42.219.156.227,123,194.227.105.142,80,TCP
0,2,85,463,0.7603547174949199,42.219.156.227,23,59.2.134.174,64008,TCP
0,3,75,6,0.889510847395286,42.219.156.227,5065,59.2.248.218,45031,TCP
0,57,189,12,0.8284335827920586,42.219.156.227,5031,192.195.105.199,43725,TCP
