te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,3,1242,16,10.559622785076499,42.219.155.30,0,175.210.133.165,771,Other
0,84,1244,17,16.93020685762167,42.219.155.30,0,175.210.133.165,771,Other
0,3,1533,13,16.786191701889038,42.219.155.30,0,175.210.133.165,771,Other
0,3,1578,15,0.5790578678715974,42.219.155.30,0,175.210.133.165,771,Other
0,3,1532,13,17.239019013941288,42.219.155.30,0,175.210.133.165,771,Other
0,3,1195,15,16.99938952177763,42.219.155.30,0,175.210.133.165,771,Other
0,32,1275,13,16.991148725152016,42.219.155.30,0,175.210.133.165,771,Other
0,3,1491,15,16.902942180633545,42.219.155.30,0,175.210.133.165,771,Other
0,15,1364,12,16.85520262643695,175.210.133.165,771,42.219.155.30,0,Other
0,3,1378,16,17.072712868452072,42.219.155.30,0,175.210.133.165,771,Other
0,3,1442,5,16.882034573704004,42.219.155.30,0,175.210.133.165,771,Other
0,28,1407,15,17.051885046064854,42.219.155.30,0,175.210.133.165,771,Other
0,3,1421,13,17.053908057510853,42.219.155.30,0,175.210.133.165,771,Other
0,3,1132,16,25.23414145410061,42.219.155.30,0,175.210.133.165,771,Other
0,3,1454,14,17.19539174437523,42.219.155.30,0,175.210.133.165,771,Other
0,136,1234,15,17.176673479378223,42.219.155.30,0,175.210.133.165,771,Other
0,3,1681,15,17.090627878904343,42.219.155.30,0,175.210.133.165,771,Other
0,3,1552,13,16.90331405773759,42.219.155.30,0,175.210.133.165,771,Other
0,3,1405,15,17.130380865186453,42.219.155.30,0,175.210.133.165,771,Other
0,3,1619,18,17.00102172419429,42.219.155.30,0,175.210.133.165,771,Other
0,3,1405,16,16.852377712726593,42.219.155.30,0,175.210.133.165,771,Other
0,3,1423,16,16.88352208212018,42.219.155.30,0,175.210.133.165,771,Other
0,3,1597,14,16.937353659421206,42.219.155.30,0,175.210.133.171,771,Other
0,27,1485,14,17.02196178585291,42.219.155.30,0,175.210.133.165,771,Other
0,3,1185,14,16.87833608686924,42.219.155.30,0,175.210.133.165,771,Other
0,2,1476,1,17.099662464112043,42.219.155.30,0,175.210.53.165,771,Other
0,3,1628,15,16.926542177796364,42.219.155.30,0,175.210.133.165,771,Other
0,3,1512,17,16.86376526579261,42.219.155.30,0,175.210.133.229,771,Other
0,2,66,13,17.036872029304504,42.219.155.30,0,175.210.133.165,771,Other
0,3,1406,16,16.84033700823784,42.219.155.30,0,175.210.133.165,771,Other
0,3,1509,15,16.85398557409644,42.219.155.30,0,175.210.142.165,771,Other
0,3,1450,16,16.976101901382208,42.219.155.30,0,175.210.133.165,771,Other
0,3,1290,14,16.88436320051551,42.219.155.30,0,175.210.133.165,771,Other
0,3,1659,16,16.9184230864048,42.219.155.30,0,175.210.133.165,771,Other
0,3,1304,18,16.861966732889414,42.219.155.30,0,175.210.133.165,771,Other
0,3,1451,15,16.840615577995777,42.219.155.30,0,175.210.133.165,771,Other
0,3,1318,12,17.13299347087741,42.219.155.30,0,175.210.133.165,771,Other
0,3,1701,15,17.017903592437506,42.219.155.30,0,175.210.133.165,771,Other
0,3,1412,14,17.128484968096018,42.219.155.30,0,175.210.133.165,771,Other
0,2,1438,14,17.001108270138502,42.219.155.30,0,175.210.133.165,771,Other
0,3,1433,14,17.0991093814373,42.219.155.30,0,175.210.133.165,771,Other
0,3,1229,13,16.84676034003496,42.219.155.30,0,175.210.133.165,771,Other
0,3,1612,13,16.963243067264557,42.219.155.30,0,175.210.133.165,771,Other
0,3,1534,13,16.95236938074231,42.219.155.30,0,175.210.133.149,771,Other
0,3,1438,14,16.944132640957832,42.219.155.30,0,175.210.133.165,771,Other
0,3,1346,14,16.91000784561038,42.219.155.30,0,175.210.133.165,771,Other
0,3,1221,14,16.951069839298725,42.219.155.30,0,175.210.71.165,771,Other
0,3,1223,15,17.072385616600513,42.219.155.30,0,175.210.133.165,771,Other
0,3,1503,15,16.985301464796066,42.219.155.30,0,175.210.233.165,771,Other
0,3,1276,14,16.969506829977036,42.219.155.30,0,175.210.133.165,771,Other
