te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,4,593,24,12.524062234908342,251.60.178.178,37143,42.219.153.81,80,TCP
0,4,53,26,0.8006983122322708,42.219.153.81,80,136.249.233.178,33358,TCP
0,4,54,21,14.764051124453545,42.219.153.81,80,129.66.103.121,55759,TCP
0,66,2814,24,3.449956971220672,240.61.103.138,18555,42.219.153.81,80,TCP
0,4,55,5,6.174487190321088,42.219.153.81,80,136.61.103.186,33654,TCP
0,4,1475,5,0.7985579059459269,42.219.153.81,80,136.122.142.192,55691,TCP
0,4,1683,28,0.8169128301087767,42.219.153.81,80,117.56.154.178,33663,TCP
0,4,827,2,3.4793741405010223,42.219.153.81,80,213.122.103.192,20148,TCP
0,4,3461,22,0.7855053576640785,93.67.103.42,56918,42.219.153.81,80,TCP
0,4,22953,16,4.233720084652305,136.74.233.35,63388,42.219.153.81,80,TCP
0,4,5934,7,2.7090812609530985,42.219.153.81,43639,90.188.103.178,4909,TCP
0,4,1847,29,0.7888861431274563,42.219.153.81,80,118.152.17.117,51274,TCP
0,4,48,27,0.03817352280020714,42.219.153.81,80,136.243.182.184,18562,TCP
0,4,47,32,0.8331337713170797,160.147.121.35,56094,42.219.153.81,80,TCP
0,4,48478,21,5.705730691552162,42.219.153.81,80,217.122.91.118,57100,TCP
0,4,1537,25,0.8108926468994468,42.219.153.81,80,136.232.226.117,44943,TCP
0,4,69,15,3.567400493659079,42.219.153.81,80,136.228.104.114,35852,TCP
0,4,18773,4,3.4850036837160587,42.219.153.81,80,181.227.103.187,6240,TCP
0,4,210871,16,3.5199736542999744,250.122.161.131,55664,42.219.153.81,80,TCP
0,45,49,27,0.8111608210019767,118.122.234.125,46901,42.219.153.81,80,TCP
0,4,7448,18,4.037399738095701,199.61.103.7,39227,42.219.153.81,25,TCP
0,4,71,2,4.273659685626626,42.219.153.81,80,64.122.71.178,17737,TCP
0,4,768,5,0.7867481033317745,42.219.153.81,80,251.122.103.174,57088,TCP
0,4,9571,29,0.8530579323414713,136.122.145.89,46934,42.219.153.81,53,TCP
0,10,82,5,10.819466164335608,42.219.153.81,80,218.57.71.52,56297,TCP
0,4,115384,28,0.2671054629608989,251.70.238.142,56563,42.219.153.81,80,TCP
0,4,281,7,3.305423554033041,215.223.135.141,51213,42.219.153.81,32901,TCP
0,4,1375,14,3.6299492083489895,42.219.153.81,80,251.122.103.139,80,TCP
0,4,1304,2,27.066751822829247,42.219.153.81,80,138.61.233.178,44166,TCP
0,4,700,25,3.520338431932032,42.219.153.81,80,135.56.173.207,31707,TCP
0,4,48,25,3.719579027965665,143.74.233.148,57234,42.219.153.81,80,TCP
0,4,531,18,13.271761044859886,40.239.109.205,56594,42.219.153.81,80,TCP
0,4,1764,47,0.8095848227385432,42.219.153.81,25,102.62.103.233,2801,TCP
0,4,48,4,0.8244923616293818,42.219.153.81,80,251.126.136.36,57552,TCP
0,6,48,10,0.6913611190393567,42.219.153.81,80,136.62.216.236,23524,TCP
0,3,847,31,0.784791607176885,42.219.153.81,80,125.59.168.60,53368,TCP
0,12,309,6,0.778231356991455,42.219.153.81,80,157.69.103.178,56834,TCP
0,4,626,5,4.168213594704866,136.198.103.116,56811,42.219.153.81,80,TCP
0,4,1161,2,0.8350894222967327,145.122.103.252,49906,42.219.153.81,80,TCP
0,4,1509,21,0.8075724605005234,42.219.153.81,80,144.122.157.118,18619,TCP
0,4,4966,5,0.8509943524841219,42.219.153.81,80,23.31.144.110,40975,TCP
0,4,4412,22,4.478017986752093,42.219.153.81,80,135.201.71.157,56474,TCP
0,22,10789,14,4.427455885335803,42.219.153.81,80,136.141.103.19,55747,TCP
0,4,11799,12,0.8261268460191786,42.219.153.81,80,150.67.163.110,1318,TCP
0,3,397,5,5.361321782693267,42.219.153.81,80,124.122.103.9,36310,TCP
0,4,242757,26,6.278199657797813,42.219.153.81,80,84.6.31.35,56070,TCP
0,3,51,46,3.534242916852236,25.6.142.138,51852,42.219.153.81,80,TCP
0,4,50,8,0.8661420901771635,42.219.153.81,80,136.54.103.185,56575,TCP
0,4,4421,2,0.8498416179791093,186.122.128.171,34998,42.219.153.81,80,TCP
0,4,23999,5,2.213665399700403,42.219.153.81,80,136.235.233.150,22450,TCP
0,4,52,10,3.7971776090562344,159.65.133.178,35615,42.219.153.81,80,TCP
0,4,98,14,0.814694921253249,42.219.153.81,80,133.71.234.85,56464,TCP
0,4,50,20,3.263741201721132,42.219.153.81,80,180.114.141.178,47545,TCP
0,3,398,18,3.969786395318806,42.219.153.81,53,136.174.184.119,9454,TCP
0,4,657,2,3.2178448056802154,42.219.153.81,80,156.57.103.204,1111,TCP
0,4,2842,2,0.7974263008218259,250.93.103.225,5186,42.219.153.81,80,TCP
0,4,716,17,0.7544796508736908,42.219.153.81,43644,191.52.143.162,56977,TCP
0,4,50,5,0.8119436223059893,203.65.103.176,54276,42.219.153.81,5031,TCP
0,8,1680,13,3.7630592370405793,42.219.153.81,80,101.62.233.132,11607,TCP
0,4,59,25,2.7568865697830915,116.64.174.114,56931,42.219.153.81,80,TCP
0,4,10898,64,4.417743131518364,136.59.233.106,19962,42.219.153.81,80,TCP
0,4,1022,12,29.95202051103115,42.219.153.81,80,141.218.233.178,80,TCP
0,4,570,5,0.8210164939519018,135.122.235.178,56454,42.219.153.81,80,TCP
0,4,4860,32,0.8011352678295225,42.219.153.81,80,246.105.31.158,5182,TCP
0,4,43,36,0.8422875262331218,42.219.153.81,80,136.217.103.53,56266,TCP
0,4,1531,6,0.8049842803739011,224.58.233.30,19622,42.219.153.81,80,TCP
