te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,3,3731,3,0.6429641875438392,150.68.132.201,6858,42.219.153.238,443,TCP
0,3,154,1,0.6433847467415035,150.211.167.201,45844,42.219.153.238,443,TCP
0,24,12567,1,5.632744062691927,155.180.52.58,8154,42.219.153.238,443,TCP
0,3,77,1,16.5908723808825,150.167.71.164,56845,42.219.153.238,443,TCP
0,11,523,1,0.6619727702345699,177.63.167.201,59418,42.219.153.238,443,TCP
0,19,81,1,20.330281924456358,150.73.177.132,57401,42.219.153.238,443,TCP
0,19,52,1,0.6667469115927815,150.211.167.199,60862,42.219.153.238,55138,TCP
0,8,722,1,0.6817563363583758,152.211.167.156,35800,42.219.153.238,443,TCP
0,9,79,1,2.599863152951002,150.76.144.201,60746,42.219.153.238,443,TCP
0,3,54,2,0.7376614243257791,150.163.127.201,56264,42.219.153.238,443,TCP
0,3,77,3,0.6541422216687351,150.137.239.163,38097,42.219.153.238,57401,TCP
0,10,3875,48,2.4383849864825606,150.179.167.172,34824,42.219.153.238,443,TCP
0,3,275,11,13.668860882520676,150.126.167.201,58661,42.219.153.238,443,TCP
0,4,94,1,2.3782654744572937,81.211.42.116,56849,42.219.153.238,5028,TCP
0,3,74,1,0.6725730848265812,29.48.244.188,123,42.219.153.238,443,TCP
0,10,43,2,2.653997641056776,150.58.167.201,65504,42.219.153.238,443,TCP
0,3,185,29,0.7056665128329769,150.211.233.201,53,42.219.153.238,443,TCP
0,3,125,5,3.274722056463361,176.211.161.201,65534,42.219.153.238,5120,TCP
0,11,52,1,0.676112805493176,171.70.167.201,65334,42.219.153.238,443,TCP
0,3,84,1,0.6913180151022971,66.227.167.74,65397,42.219.153.238,443,TCP
0,118,133,3,0.6679788390174508,71.140.167.201,34317,42.219.153.238,53,TCP
0,30,12537,8,2.7757275542244315,112.228.167.201,65421,42.219.153.238,443,TCP
0,3,662,1,13.198026604950428,150.229.39.202,65065,42.219.153.238,443,TCP
0,3,1340,6,2.3696497580967844,73.211.167.201,48918,42.219.153.238,443,TCP
0,3,94,5,0.6806283232290298,150.211.233.116,65191,42.219.153.238,59612,TCP
0,22,77,1,0.7108411404769868,146.14.233.11,40977,42.219.153.238,443,TCP
0,3,108,33,31.704573176801205,131.211.216.13,48207,42.219.153.238,59727,TCP
0,3,603,12,0.6664424794726074,150.211.167.201,65535,42.219.153.238,53,TCP
0,14,53,5,21.05726109445095,195.211.104.201,4905,42.219.153.238,443,TCP
0,38,144,1,12.354276672005653,150.65.245.201,65475,42.219.153.238,443,TCP
0,92,215,6,0.6273633514065295,169.6.167.201,53,42.219.153.238,443,TCP
0,4,69,1,21.83458025380969,218.174.133.201,999,42.219.153.238,443,TCP
0,4,34,22,25.271372437477112,150.126.46.201,5055,42.219.153.238,53,TCP
0,3,72,1,0.7034663103986531,168.188.157.201,55589,42.219.153.238,53,TCP
0,3,104,1,22.917157776653767,150.238.166.201,49171,42.219.153.238,5049,TCP
0,3,120,5,0.667921198066324,201.207.31.69,35873,42.219.153.238,443,TCP
0,3,55,1,0.6385264259297401,162.167.148.63,65421,42.219.153.238,443,TCP
0,3,98,4,0.6753294548252597,122.88.166.201,34876,42.219.153.238,3375,TCP
0,3,968,1,257.44220530986786,150.211.238.201,56314,42.219.153.238,443,TCP
0,3,113,11,2.667850232217461,155.77.184.201,65031,42.219.153.238,443,TCP
0,14,85,5,0.6328228453639895,172.28.162.117,65055,42.219.153.238,443,TCP
0,4,43,15,0.6907761309994385,150.86.233.59,55682,42.219.153.238,443,TCP
0,14,82,6,0.6907519589876756,249.211.233.213,60760,42.219.153.238,59805,TCP
0,3,47,2,0.6841239257482812,254.211.134.113,54146,42.219.153.238,443,TCP
0,3,797,6,0.6781277455156669,179.211.167.132,65514,42.219.153.238,443,TCP
0,3,1501,9,0.6502610924653709,170.76.177.201,23734,42.219.153.238,443,TCP
0,47,114,6,0.6649079793132842,136.244.167.110,1062,42.219.153.238,445,TCP
0,3,109,25,27.691508062183857,168.37.167.201,27120,42.219.153.238,25,TCP
0,3,1161,1,0.6232940861955285,45.168.167.34,4835,42.219.153.238,50753,TCP
0,40,1265,2,3.357696966268122,6.211.233.160,19981,42.219.153.238,443,TCP
0,4,67,1,0.6889204642502591,150.227.57.243,25204,42.219.153.238,59775,TCP
0,3,72,1,4.035681665875018,92.16.233.143,65535,42.219.153.238,443,TCP
0,8,60,3,0.719371325103566,150.84.151.174,65453,42.219.153.238,52910,TCP
0,3,81,6,0.6335736990440637,147.93.233.201,6849,42.219.153.238,443,TCP
0,3,116,1,0.6320564827183262,11.253.167.201,1369,42.219.153.238,443,TCP
0,3,188,12,0.6946691771736369,150.211.167.201,34900,42.219.153.238,443,TCP
0,41,745,5,0.6484352604020387,222.204.144.62,58508,42.219.153.238,50040,TCP
0,3,377,21,2.5732597410678864,150.101.167.201,56387,42.219.153.238,443,TCP
0,3,169,1,4.2145995162427425,150.169.237.201,65273,42.219.153.238,443,TCP
0,20,203,11,0.6459080174099654,150.42.170.201,51524,42.219.153.238,443,TCP
0,3,91,4,14.067080408334732,178.50.25.201,19659,42.219.153.238,5065,TCP
0,24,179,1,0.7194893960841,82.110.71.201,65535,42.219.153.238,59808,TCP
0,11,914,1,0.6647840343648568,176.103.71.201,10089,42.219.153.238,443,TCP
0,3,5082,100,0.7029920403147116,191.9.250.201,64825,42.219.153.238,443,TCP
0,33,143,1,0.6781246606260538,8.236.167.151,65353,42.219.153.238,443,TCP
0,54,68,2,0.6673166864784434,183.191.167.147,65263,42.219.153.238,443,TCP
0,21,75,20,2.123529827222228,132.159.71.201,34900,42.219.153.238,443,TCP
0,4,23920,1,8.569753026589751,170.211.233.88,2628,42.219.153.238,443,TCP
0,3,335,8,1.943775084335357,150.72.99.201,33704,42.219.153.238,443,TCP
0,4,4256,1,4.254907613620162,150.182.71.201,6688,42.219.153.238,443,TCP
0,3,54,16,0.700971775688231,150.211.147.201,54534,42.219.153.238,443,TCP
0,4,96,1,0.6820328354369849,162.222.71.156,54548,42.219.153.238,443,TCP
