te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,4,601,19,5.534318335354328,42.219.158.162,44340,196.224.213.69,48518,TCP
0,4,75791,6,5.5588858891278505,212.224.62.69,47412,42.219.158.162,445,TCP
0,4,602,1,11.238954355940223,42.219.158.162,80,212.224.243.70,46559,TCP
0,4,535,4,5.1317934868857265,42.219.158.162,80,76.229.62.69,47814,TCP
0,4,553,5,5.997526427730918,42.219.158.162,80,212.68.62.69,23963,TCP
0,4,31293,7,5.4559036530554295,42.219.158.162,46479,212.224.173.70,38152,TCP
0,4,530,40,5.5134107284247875,42.219.158.162,80,212.224.62.69,46898,TCP
0,3,567,1,5.683825101703405,42.219.158.162,443,212.224.233.69,47485,TCP
0,4,7262,5,5.525170834735036,42.219.158.162,80,212.224.233.69,47995,TCP
0,4,2094,5,5.514788702130318,42.219.158.162,80,212.63.62.69,48661,TCP
0,4,1922,5,16.050970382988453,42.219.158.162,80,212.77.62.151,57120,TCP
0,4,606,5,5.446799425408244,42.219.158.162,39115,212.140.62.69,50221,TCP
0,4,565,5,5.551871272735298,42.219.158.162,3411,212.224.62.152,48179,TCP
0,3,570,91,5.4406424928456545,42.219.158.162,80,212.224.233.145,47219,TCP
0,4,539,1,0.7905183455441147,145.16.62.148,47822,42.219.158.162,36875,TCP
0,4,545,5,5.2132453909143806,42.219.158.162,80,212.224.62.69,48339,TCP
0,4,5457,5,5.321625930257142,42.219.158.162,80,212.224.62.69,47271,TCP
0,4,8998,5,0.8130743822548538,42.219.158.162,80,212.224.62.69,47203,UDP
0,4,585,51,5.832370396703482,124.68.62.70,48016,42.219.158.162,80,TCP
0,4,510,5,5.417792335152626,42.219.158.162,51076,212.224.62.69,46103,TCP
0,3,624,5,5.418989103287458,42.219.158.162,37989,212.224.213.40,10536,TCP
0,4,8817,1,5.573601742275059,42.219.158.162,34515,212.224.70.69,47050,TCP
0,4,182,5,0.803057111799717,42.219.158.162,59827,212.224.62.69,47323,TCP
0,4,531,5,5.595263245515525,42.219.158.162,80,212.224.62.69,47603,TCP
0,4,7184,6,5.433409145101905,42.219.158.162,80,212.224.177.69,47898,TCP
0,21,8325,2,4.9408893613144755,42.219.158.162,80,212.224.62.69,47190,TCP
