te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,3,11491,6,0.8606485356576741,13.218.7.199,42334,42.219.153.210,80,TCP
0,3,13943,6,0.8792569278739393,13.218.7.199,12224,42.219.153.210,80,TCP
0,3,1045,6,0.8909639571793377,224.162.147.199,44845,42.219.153.210,80,TCP
0,3,1085,5,0.8605981632135808,42.219.153.210,80,15.218.7.212,43723,TCP
0,3,5650,5,0.8600962136406451,14.159.7.199,55462,42.219.153.210,80,TCP
0,3,1133,3,0.8632513373158872,42.219.153.210,443,224.157.189.199,47662,TCP
0,3,1010,3,0.8374652944039553,16.218.7.156,47036,42.219.153.210,80,TCP
0,3,1186,3,0.8728040149435401,42.219.153.210,80,14.218.7.199,47305,TCP
0,3,1109,2,0.8651397968642414,42.219.153.210,80,224.167.7.199,46492,TCP
0,3,1103,5,0.8576677716337144,224.218.7.199,59005,42.219.153.210,80,TCP
0,3,1010,5,0.8566572801209986,14.158.7.199,46654,42.219.153.210,443,TCP
0,3,1039,5,0.8695579504128546,14.226.7.199,46641,42.219.153.210,80,TCP
0,3,1024,1,0.8575025398749858,11.218.7.159,55107,42.219.153.210,80,TCP
0,4,1088,6,0.8551209205761552,15.164.7.199,55538,42.219.153.210,80,TCP
0,3,1079,6,3.613943279720843,224.218.7.199,53934,42.219.153.210,80,TCP
0,3,1061,1,0.8709070191252977,42.219.153.210,80,224.218.7.199,55889,TCP
0,3,8870,3,0.8653611482586712,12.218.31.199,60853,42.219.153.210,80,TCP
0,3,13230,5,0.840439127990976,42.219.153.210,80,12.160.7.199,56123,TCP
0,3,4358,1,0.8459196668118238,224.218.7.199,42600,42.219.153.210,80,TCP
0,3,1093,1,0.8664218431804329,11.218.233.199,51176,42.219.153.210,80,TCP
0,3,5053,5,0.8379158573225141,224.218.7.199,42059,42.219.153.210,80,TCP
0,3,1087,5,0.8680364659521729,15.218.7.199,57917,42.219.153.210,80,TCP
0,3,4415,2,0.8602197782602161,14.129.7.143,54796,42.219.153.210,80,TCP
0,3,1032,3,0.8328541028313339,223.164.7.199,55812,42.219.153.210,80,TCP
0,3,1001,4,0.8664081513416022,42.219.153.210,80,139.159.242.199,51219,TCP
0,3,1045,6,0.8884474479127675,223.161.7.199,54911,42.219.153.210,80,TCP
0,3,1415,5,0.87605574214831,170.218.7.199,54663,42.219.153.210,80,TCP
0,3,910,5,0.8352845732588321,42.219.153.210,80,14.218.7.199,34219,TCP
0,17,989,5,0.8657674239948392,42.219.153.210,80,224.218.85.199,61481,TCP
0,3,1137,6,0.8867445043288171,223.159.7.199,46731,42.219.153.210,80,TCP
0,3,4646,4,0.8568238641601056,14.218.7.199,16218,42.219.153.210,80,TCP
0,3,2137,5,0.8469995472114533,224.160.7.199,34907,42.219.153.210,80,TCP
0,3,1039,4,0.8609564329963177,12.218.7.199,53960,42.219.153.210,80,TCP
0,3,1231,6,0.8627810818143189,42.219.153.210,80,14.164.7.199,35968,TCP
0,3,976,5,0.8657173051033169,224.218.7.96,47036,42.219.153.210,80,TCP
0,4,1202,5,0.8919412333052605,224.160.7.159,46673,42.219.153.210,80,TCP
0,3,1140,6,0.8523964136838913,224.218.7.199,53880,42.219.153.210,80,TCP
0,3,1079,3,0.8596253665164113,16.164.7.199,55170,42.219.153.210,80,TCP
0,3,955,3,0.8656927950214595,224.218.195.199,51281,42.219.153.210,80,TCP
0,3,999,8,0.8501715743914247,15.165.7.199,47706,42.219.153.210,80,TCP
0,3,1187,4,0.8442922818940133,16.218.7.199,42095,42.219.153.210,80,TCP
0,3,1120,5,0.8785415715537965,42.219.153.210,80,224.218.7.199,53443,TCP
0,3,1185,8,0.8699566195718944,224.218.7.199,42041,42.219.153.210,80,TCP
0,3,1278,3,0.8621719640213996,223.218.178.199,47075,42.219.153.210,80,TCP
0,3,1094,5,0.8577255816198885,224.218.7.199,51025,42.219.153.210,80,TCP
0,3,17170,5,0.8683500259649009,12.218.7.199,49733,42.219.153.210,80,TCP
0,3,1069,5,0.8709005957935005,12.218.7.199,55599,42.219.153.210,80,TCP
0,3,1054,6,0.8288999504875392,15.218.31.228,42094,42.219.153.210,80,TCP
0,3,1078,4,0.8564118412323296,223.218.216.199,42591,42.219.153.210,80,TCP
0,3,882,5,0.8708138808142394,42.219.153.210,80,224.159.7.199,59462,TCP
0,3,1054,5,0.8791688606142998,42.219.153.210,80,12.161.7.199,55639,TCP
0,3,8101,5,0.8747987975366414,15.90.7.199,46823,42.219.153.210,80,TCP
0,3,1191,4,0.8498809186276048,116.218.7.52,58266,42.219.153.210,80,TCP
0,3,10426,3,0.8625859308522195,15.157.18.199,59472,42.219.153.210,80,TCP
0,3,49,5,0.8649721986148506,90.218.7.199,54860,42.219.153.210,80,TCP
0,4,1093,20,0.8521372829563916,14.159.7.120,48312,42.219.153.210,80,TCP
0,3,1081,5,0.8767126123420894,224.218.7.72,46444,42.219.153.210,80,TCP
0,3,1042,5,0.8710668417625129,14.161.7.199,46710,42.219.153.210,80,TCP
0,3,1037,5,0.872875009663403,15.218.191.199,56910,42.219.153.210,80,TCP
0,9,1175,4,0.866905536968261,223.218.7.199,54447,42.219.153.210,80,TCP
0,3,972,6,0.8389318424742669,224.218.139.199,65001,42.219.153.210,80,TCP
0,4,1098,5,0.8594763621222228,79.129.7.58,42091,42.219.153.210,80,TCP
0,3,992,6,0.8415987929329276,16.218.187.199,57886,42.219.153.210,80,TCP
0,3,1123,3,0.8748900764621794,11.163.7.199,53738,42.219.153.210,80,TCP
0,3,1035,5,0.8697605389170349,42.219.153.210,80,12.218.7.199,42407,TCP
0,3,1073,1,0.8664358730893582,224.155.7.199,54891,42.219.153.210,80,TCP
0,3,1212,2,0.8659998471848667,223.167.99.162,48406,42.219.153.210,80,TCP
0,3,1058,5,0.828135235933587,224.218.7.199,42108,42.219.153.210,80,TCP
0,3,1198,5,0.8731375210918486,224.161.7.199,55577,42.219.153.210,80,TCP
0,3,1321,4,0.8805976293515414,224.218.7.205,56892,42.219.153.210,80,TCP
0,3,1116,5,0.8693971135653555,13.218.7.199,48490,42.219.153.210,80,TCP
