te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,4,614,4,5.877151837572455,40.1.150.106,53,42.219.153.80,22,TCP
0,3,725,25,0.8868034975603223,40.228.150.106,20156,42.219.153.80,80,TCP
0,4,466,5,0.8509447406977415,104.119.150.106,53,42.219.153.80,5025,TCP
0,3,535,7,0.8463202798739076,42.219.153.80,80,40.164.150.135,21025,TCP
0,3,608,96,0.8607731144875288,44.228.150.119,11981,42.219.153.80,80,TCP
0,3,4458,5,0.8664281819947064,42.219.153.80,80,40.228.150.81,53,TCP
0,4,651,36,0.877934904769063,42.219.153.80,80,48.228.150.112,5176,TCP
0,4,15820,4,0.8771389187313616,183.227.204.239,19960,42.219.153.80,80,TCP
0,3,2553,3,0.858651555608958,40.230.203.106,21100,42.219.153.80,80,TCP
0,3,615,19,0.8714954301249236,40.228.150.133,53,42.219.153.80,80,TCP
0,4,3910,4,0.8427454421762377,40.142.235.116,44345,42.219.153.80,80,TCP
0,3,3789,1,0.8514623260125518,140.126.214.93,20726,42.219.153.80,80,TCP
0,3,6586,6,0.8443594733253121,228.74.150.167,54792,42.219.153.80,80,TCP
0,11,572,5,0.8783284183591604,150.252.150.106,53,42.219.153.80,80,TCP
0,3,5094,1,0.861973516875878,40.228.150.106,41580,42.219.153.80,443,TCP
0,3,590,6,0.8664984160568565,42.219.153.80,80,40.60.150.106,36219,TCP
0,4,511,51,0.8433477140497416,40.228.150.138,53,42.219.153.80,443,TCP
0,3,516,1,0.8723705245647579,42.219.153.80,80,127.100.150.184,8493,TCP
0,4,5932,10,0.8946211149450392,249.228.212.102,21070,42.219.153.80,5105,TCP
0,3,900,4,4.536822913214564,40.65.71.174,53,42.219.153.80,80,TCP
0,12,3290,6,0.8512884734664112,40.146.150.237,53,42.219.153.80,80,TCP
0,3,5024,6,0.8740648473612964,40.207.150.106,53,42.219.153.80,80,TCP
0,4,572,15,0.8445632450748235,40.228.150.21,53,42.219.153.80,80,TCP
0,3,536,1,0.887713159667328,40.228.150.106,21122,42.219.153.80,80,TCP
0,3,544,2,0.8753543312195688,40.71.150.106,53,42.219.153.80,443,TCP
0,3,433,36,2.557090017478913,40.73.150.106,19337,42.219.153.80,80,TCP
0,3,55952,1,0.8594051138497889,206.228.205.106,3609,42.219.153.80,80,TCP
0,4,602,6,0.8753642197698355,42.219.153.80,80,235.228.150.192,53,TCP
0,3,558,3,19.791469864547253,131.1.142.194,22013,42.219.153.80,80,TCP
0,3,1376,23,0.8781761177815497,40.228.150.106,49159,42.219.153.80,80,TCP
0,11,550,2,0.8591819875873625,124.81.150.106,12048,42.219.153.80,80,TCP
0,3,658,3,0.854643227532506,56.228.48.197,53,42.219.153.80,80,TCP
0,3,814,1,2.6426486279815435,15.228.31.86,10170,42.219.153.80,80,TCP
0,4,562,29,0.8634959310293198,40.212.44.106,54470,42.219.153.80,80,TCP
0,3,534,29,0.8575422631110996,40.15.150.96,53,42.219.153.80,80,TCP
0,3,569,31,0.875039080856368,40.82.150.106,12029,42.219.153.80,80,TCP
0,3,1121,6,0.8544287220574915,40.154.211.106,21106,42.219.153.80,80,TCP
0,3,50621,9,0.8488555520307273,131.228.210.68,47900,42.219.153.80,80,TCP
0,3,570,4,0.8830482149496675,40.228.150.106,19994,42.219.153.80,80,TCP
0,12,682,4,0.8576829002704471,42.219.153.80,80,199.126.68.106,5093,TCP
0,3,540,2,0.8335242422763258,81.16.233.106,55750,42.219.153.80,80,TCP
0,3,2577,4,0.8524547307752073,40.73.204.113,53,42.219.153.80,80,TCP
0,3,554,110,0.904149197973311,40.228.147.193,53,42.219.153.80,80,TCP
0,3,763,15,0.8419380462728441,150.228.81.116,37679,42.219.153.80,80,TCP
0,3,611,4,0.8712941939011216,42.219.153.80,80,40.228.208.135,53,TCP
0,3,557,6,9.74506182409823,42.219.153.80,80,40.181.150.106,53,TCP
0,3,509,41,0.8668658137321472,184.228.233.200,3230,42.219.153.80,80,TCP
0,3,348,6,0.876999971922487,40.228.150.106,20006,42.219.153.80,80,TCP
0,3,3931,5,0.8568032418843359,235.228.101.106,29597,42.219.153.80,38766,TCP
0,3,529,6,0.8628782769665122,20.228.150.106,53,42.219.153.80,443,TCP
