te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,1,69,1,0.7655779849737883,42.219.153.190,24757,152.193.232.158,53,UDP
0,1,69,1,0.7751874583773315,42.219.153.190,13469,5.56.156.158,53,UDP
0,1,69,1,0.7597673207055777,42.219.153.190,63855,211.57.120.158,53,UDP
0,1,69,1,0.7520157115068287,42.219.153.190,17772,5.191.78.211,53,UDP
0,1,69,3,0.7547095385380089,42.219.153.190,24798,127.192.36.158,53,UDP
0,1,69,1,0.7662948626093566,42.219.153.190,24727,142.51.7.129,53,UDP
0,1,68,1,0.758000650908798,42.219.153.190,13441,54.233.130.148,53,UDP
0,1,69,1,0.7618958100210875,42.219.153.190,24823,5.56.72.106,53,UDP
0,1,68,1,0.7594029656611383,42.219.153.190,13446,75.192.117.128,53,UDP
0,6,68,1,0.7733035627752542,42.219.153.190,16827,5.190.78.158,53,UDP
0,1,69,1,0.7722039052750915,42.219.153.190,13479,120.54.232.158,53,UDP
0,1,68,1,0.7863333758432418,42.219.153.190,57363,17.188.41.158,53,UDP
0,1,69,1,0.7606584734749049,42.219.153.190,13435,151.57.98.158,53,UDP
0,1,25,1,0.7861396616790444,42.219.153.190,21584,5.191.78.158,53,UDP
0,1,68,1,0.7628489986527711,42.219.153.190,24774,100.242.78.158,53,UDP
0,1,69,1,0.7650232119485736,42.219.153.190,26220,5.190.129.158,53,UDP
0,1,69,1,0.778831684961915,42.219.153.190,24814,77.57.35.158,53,UDP
0,1,69,1,0.7895314344204962,42.219.153.190,21546,56.191.78.158,53,UDP
0,1,69,4,0.7845923993736506,42.219.153.190,24731,182.59.35.37,53,UDP
0,1,69,1,0.7808863904792815,42.219.153.190,24729,234.193.35.158,53,UDP
0,46,69,1,0.7494487452786416,42.219.153.190,13489,119.234.231.170,53,UDP
0,1,69,1,0.7760234212037176,42.219.153.190,13519,227.192.30.158,53,UDP
0,1,69,1,0.7660550018772483,42.219.153.190,24764,41.56.121.158,53,UDP
0,1,69,2,0.7654649850446731,42.219.153.190,13500,53.189.118.158,53,UDP
0,1,554,1,0.7627130099572241,42.219.153.190,21621,151.60.35.92,53,UDP
0,1,68,1,0.7708763040136546,42.219.153.190,13456,16.189.78.158,53,UDP
0,1,69,1,0.7698032695334405,42.219.153.190,16846,149.192.78.158,53,UDP
0,1,69,1,0.7621930581517518,42.219.153.190,26217,177.54.70.221,53,UDP
0,1,69,1,0.7738670411054045,42.219.153.190,24818,6.61.162.158,53,UDP
0,6,69,1,0.7644523805938661,42.219.153.190,13451,191.192.35.158,53,UDP
0,1,68,2,0.7695951873902231,42.219.153.190,13519,62.56.42.119,53,UDP
0,1,69,1,35.28117357194424,42.219.153.190,21534,151.192.35.158,53,UDP
