te,teDelta,byt,pkt,td,sa,sp,da,dp,pr
0,3,534,5,0.6388999088667333,172.30.27.64,34283,42.219.153.5,59942,TCP
0,5,1007,6,0.6555202376330271,249.30.24.64,60532,42.219.153.5,21277,TCP
0,4,690,2,0.6109442166052759,250.72.111.200,60630,42.219.153.5,80,TCP
0,3,439,8,0.6596128719393164,172.30.111.64,36694,42.219.153.5,60477,TCP
0,20,280,2,35.300289407372475,172.121.111.64,55489,42.219.153.5,54978,TCP
0,106,469,7,0.6670738253742456,42.219.153.5,23,77.8.38.64,63641,TCP
0,11,376,7,0.6886344992090017,42.219.153.5,5029,126.30.111.64,34253,TCP
0,3,47,33,0.6784664917504415,172.30.36.64,60678,42.219.153.5,80,TCP
0,3,52,7,157.4916898906231,172.30.111.64,59826,42.219.153.5,47297,TCP
0,3,487,7,0.6558859449578449,172.30.111.64,51455,42.219.153.5,58564,TCP
0,3,43,2,0.6302278193179518,172.30.111.64,60649,42.219.153.5,80,TCP
0,4,34,391,0.686316690640524,172.168.30.64,46835,42.219.153.5,25,TCP
0,22,1667,1,0.6745380327338353,42.219.153.5,50727,172.30.111.64,60651,UDP
0,3,679,8,0.6451028612209484,184.30.111.64,51516,42.219.153.5,59980,TCP
0,3,1055,7,0.6629592165118083,64.84.111.64,60691,42.219.153.5,58050,TCP
0,3,490,7,0.5900273127481341,172.30.35.64,5514,42.219.153.5,40859,TCP
0,17,630,17,0.6327061266638339,218.30.111.64,33200,42.219.153.5,60482,TCP
0,3,51,8,0.6717508983565494,174.128.111.152,60669,42.219.153.5,25,TCP
0,3,884,22,0.5987422526814044,58.30.37.64,51612,42.219.153.5,60380,UDP
0,3,515,14,0.6706796387443319,172.30.39.64,60594,42.219.153.5,5107,TCP
0,3,595,1,0.6972249870887026,204.7.4.64,60661,42.219.153.5,53420,TCP
0,83,46,7,0.6605095606064424,106.30.133.64,60653,42.219.153.5,49452,TCP
0,27,3270,9,0.6370664702262729,172.202.111.64,60667,42.219.153.5,49434,TCP
0,3,816,7,11.423441234976053,121.30.111.76,60690,42.219.153.5,80,TCP
0,3,3895,77,0.6327961378265172,42.219.153.5,5036,171.30.111.64,49808,TCP
0,3,642,6,0.6508462072815746,172.30.111.64,60498,42.219.153.5,59992,TCP
0,40,648,144,0.6764815977076069,93.30.111.64,33206,42.219.153.5,80,TCP
0,50,657,65,2.625897930935025,172.30.111.64,80,42.219.153.5,8115,TCP
0,3,610,1,0.6531488026957959,206.30.111.64,35143,42.219.153.5,59998,TCP
0,22,514,7,0.6526580939535052,64.30.111.102,51584,42.219.153.5,57750,TCP
0,7,638,20,0.6791342224460095,160.30.111.64,56784,42.219.153.5,59990,TCP
0,77,490,2,2.5095683494582772,172.30.111.102,60666,42.219.153.5,52021,TCP
0,18,3493,7,0.6745395117904991,172.243.111.64,57915,42.219.153.5,56161,TCP
0,3,52,8,0.665106384200044,172.151.111.64,60650,42.219.153.5,42082,TCP
0,9,605,36,0.6427587254438549,72.137.40.64,60674,42.219.153.5,80,TCP
0,3,482,20,0.6310601901495829,172.30.111.102,35991,42.219.153.5,59940,TCP
0,6,102016,69,0.6453687533503398,171.30.111.64,58004,42.219.153.5,5031,UDP
0,4,218,710,0.664288803935051,172.30.111.64,43526,42.219.153.5,80,TCP
0,3,486,1,0.646429828600958,172.30.111.64,5427,42.219.153.5,45505,TCP
0,11,532,6,0.7063302289461717,172.30.111.64,46885,42.219.153.5,56699,TCP
0,16,45,6,3.5172930965200067,105.30.111.64,52928,42.219.153.5,46685,TCP
0,29,1267,6,0.6551104544196278,172.30.111.64,65370,42.219.153.5,59927,TCP
0,2,200,19,0.6342959435423836,172.30.111.64,60371,42.219.153.5,50737,TCP
0,103,3788,13,0.6472078546648845,172.30.111.64,52215,42.219.153.5,56697,TCP
0,18,43,7,0.6496749211801216,172.30.111.64,60653,42.219.153.5,56625,TCP
0,3,6503,6,0.7127006950322539,172.30.111.64,51438,42.219.153.5,5088,UDP
0,3,633,32,0.6634677584515885,172.30.145.64,2999,42.219.153.5,59926,UDP
0,3,3518,7,0.615910381777212,172.30.111.64,46753,42.219.153.5,443,TCP
0,3,50,6,0.6623278706101701,172.79.111.64,56760,42.219.153.5,59955,TCP
0,3,50,6,0.645080971182324,172.187.111.64,43548,42.219.153.5,59986,TCP
0,3,379,1,0.6985959458397701,172.30.111.64,60139,42.219.153.5,32970,TCP
0,3,720,26,0.6453955031465739,200.30.111.64,51431,42.219.153.5,5033,UDP
0,6,666,2,0.6186411852249876,172.30.34.64,49187,42.219.153.5,58590,TCP
0,3,495,68,0.6695579644292593,171.30.111.64,34232,42.219.153.5,5054,TCP
0,27,3407,6,0.6751653640531003,172.67.111.64,34272,42.219.153.5,80,TCP
0,15,144,8,0.6664682995760813,171.152.111.64,58080,42.219.153.5,55255,TCP
0,3,225,1,0.6631831456907094,220.30.111.64,47560,42.219.153.5,54371,TCP
0,19,632,1,0.6570791210979223,172.30.203.64,34260,42.219.153.5,50731,TCP
0,3,40,6,0.6611307644052431,97.30.236.64,49262,42.219.153.5,58060,TCP
0,3,265,1,0.6631205604644492,172.81.111.64,53010,42.219.153.5,37121,TCP
0,3,218,6,0.7184112905524671,171.45.111.64,52943,42.219.153.5,58555,TCP
0,18,734,4,0.6911775892367586,172.30.180.64,34246,42.219.153.5,51961,TCP
0,4,47,37,0.6548904130468145,172.30.111.64,60675,42.219.153.5,59988,TCP
0,75,217,22,0.6668166808085516,172.23.72.64,33200,42.219.153.5,80,TCP
0,3,4443,6,0.651362820644863,171.30.31.64,60723,42.219.153.5,49503,TCP
0,32,34,1,0.638290326227434,90.30.31.64,60624,42.219.153.5,43565,TCP
0,3,497,6,0.6648511835373938,172.30.111.64,60690,42.219.153.5,56198,TCP
0,12,688,2,0.678886036737822,172.30.201.193,52996,42.219.153.5,56000,TCP
0,3,781,5,0.6876018641050905,172.194.186.64,43555,42.219.153.5,59925,TCP
0,26,3599,10,0.6663187458179891,171.30.28.64,34249,42.219.153.5,52694,TCP
0,10,741,120,0.6801833807257935,172.30.111.64,60648,42.219.153.5,43685,TCP
0,13,4358,151,0.6956844861852005,250.30.31.64,60618,42.219.153.5,21265,TCP
0,3,13663,6,0.6587077737785876,172.30.6.64,60647,42.219.153.5,55943,TCP
0,3,589,6,5.554806397296488,250.30.111.64,60656,42.219.153.5,60456,TCP
0,3,511,389,0.6791602961020544,172.233.111.64,60682,42.219.153.5,80,TCP
0,3,466,6,0.6731266746064648,172.30.111.64,60666,42.219.153.5,40906,TCP
0,3,1478,42,0.6794270334066823,171.30.111.64,22565,42.219.153.5,51942,TCP
0,4,371,6,0.6551737157860771,127.30.33.114,60677,42.219.153.5,49452,TCP
0,3,3080,7,0.6766083317343146,172.249.111.64,161,42.219.153.5,443,UDP
0,3,566,8,0.670600023237057,172.30.111.64,60716,42.219.153.5,55015,TCP
0,3,49,84,0.6473605355713516,172.67.5.64,34225,42.219.153.5,43695,UDP
0,4,2238,4,0.6725825507892296,172.30.111.64,34227,42.219.153.5,51961,TCP
0,3,43,4,0.6851162882521749,172.30.111.64,80,42.219.153.5,52010,TCP
0,3,304,1,0.6650538143003359,172.30.112.64,34293,42.219.153.5,59944,TCP
0,8,95,2,0.6603358348365873,172.77.111.64,57957,42.219.153.5,4071,TCP
0,3,334,6,0.6385149315465242,172.30.111.64,60565,42.219.153.5,51977,TCP
0,11,782,10,0.6370098857441917,230.30.111.105,60681,42.219.153.5,57975,TCP
0,17,514,263,0.6718521926086396,71.87.111.64,60562,42.219.153.5,22,TCP
0,3,526,6,0.6439443795243278,172.30.111.64,60683,42.219.153.5,54930,TCP
0,3,919,7,0.6009722475428134,171.30.139.64,60449,42.219.153.5,80,TCP
0,4,829,6,0.6538523265626281,171.30.111.17,34314,42.219.153.5,54975,TCP
0,3,330,6,0.6801388399908319,172.30.111.64,40770,42.219.153.5,57965,TCP
0,3,550,1,0.6952526438981295,42.219.153.5,58117,172.75.111.44,63937,TCP
0,3,559,1,0.678365028463304,172.30.111.64,35614,42.219.153.5,54960,TCP
0,3,1187,7,0.6507408561883494,45.30.3.164,34273,42.219.153.5,59987,UDP
0,3,38,9,0.6421827807789668,172.188.111.64,41619,42.219.153.5,59931,TCP
0,3,48,6,0.6553022246807814,171.30.112.64,43090,42.219.153.5,54984,TCP
0,3,1509,2,0.6577970129437745,172.30.111.124,24282,42.219.153.5,1717,TCP
0,4,425,1,0.6875702122924849,172.87.111.128,60602,42.219.153.5,41164,TCP
0,4,1156,7,0.668804025859572,172.30.111.64,43614,42.219.153.5,443,TCP
0,3,745,7,0.6315178947988898,172.117.111.64,34263,42.219.153.5,40902,TCP
0,103,503,1,0.6941389987478033,42.219.153.5,443,172.30.111.68,43556,TCP
0,3,47,61,0.6655339583521709,172.30.112.64,63960,42.219.153.5,55300,TCP
0,3,370,39,0.5821326153818518,172.30.36.64,41817,42.219.153.5,55976,TCP
