te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,label,TS
2016-04-12 00:00:09,0.0,194.231.191.138,42.219.154.68,49717,1604,TCP,....S.,0,40,1,40,background,2016-04-12 00:00:09
2016-04-12 00:00:14,0.0,194.231.191.138,42.219.158.19,36877,7218,TCP,....S.,0,40,1,40,background,2016-04-12 00:00:14
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.152.18,5064,5060,UDP,.A....,0,0,1,444,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.152.20,5064,5060,UDP,.A....,0,0,1,445,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.152.21,5064,5060,UDP,.A....,0,0,1,443,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.152.22,5064,5060,UDP,.A....,0,0,1,443,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.152.23,5064,5060,UDP,.A....,0,0,1,446,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.154.66,5064,5060,UDP,.A....,0,0,1,442,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.154.68,5064,5060,UDP,.A....,0,0,1,445,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.154.69,5064,5060,UDP,.A....,0,0,1,443,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.154.70,5064,5060,UDP,.A....,0,0,1,441,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.154.71,5064,5060,UDP,.A....,0,0,1,444,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.156.27,5064,5060,UDP,.A....,0,0,1,443,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.156.28,5064,5060,UDP,.A....,0,0,1,442,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.156.29,5064,5060,UDP,.A....,0,0,1,444,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.156.30,5064,5060,UDP,.A....,0,0,1,444,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.156.31,5064,5060,UDP,.A....,0,0,1,445,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.158.16,5064,5060,UDP,.A....,0,0,1,445,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.158.17,5064,5060,UDP,.A....,0,0,1,445,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.158.18,5064,5060,UDP,.A....,0,0,1,444,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.158.19,5064,5060,UDP,.A....,0,0,1,444,background,2016-04-12 00:00:17
2016-04-12 00:00:17,0.0,33.12.111.207,42.219.158.21,5064,5060,UDP,.A....,0,0,1,444,background,2016-04-12 00:00:17
2016-04-12 00:00:35,0.0,56.228.87.2,42.219.156.30,31632,2376,TCP,....S.,0,16,1,40,background,2016-04-12 00:00:35
2016-04-12 00:00:39,0.0,227.123.66.126,42.219.154.71,37800,8088,TCP,....S.,0,40,1,40,background,2016-04-12 00:00:39
2016-04-12 00:00:46,3.0,235.5.29.123,42.219.154.70,34529,445,TCP,....S.,0,40,2,96,background,2016-04-12 00:00:46
2016-04-12 00:00:48,0.0,117.208.149.93,42.219.158.16,44442,143,TCP,....S.,0,72,1,40,background,2016-04-12 00:00:48
2016-04-12 00:00:48,0.0,117.208.149.94,42.219.158.16,47563,143,TCP,....S.,0,72,1,40,background,2016-04-12 00:00:48
2016-04-12 00:00:51,5.0,47.50.84.10,42.219.152.23,59898,23,TCP,....S.,0,40,6,360,background,2016-04-12 00:00:51
2016-04-12 00:01:02,0.0,56.228.69.101,42.219.156.31,34680,8010,TCP,....S.,0,0,1,40,background,2016-04-12 00:01:02
2016-04-12 00:01:07,0.0,240.62.27.30,42.219.156.29,47198,21320,TCP,....S.,0,0,1,40,background,2016-04-12 00:01:07
2016-04-12 00:01:14,0.0,240.111.145.48,42.219.152.23,80,8981,TCP,.A..S.,0,0,1,44,background,2016-04-12 00:01:14
2016-04-12 00:02:26,0.0,198.132.44.182,42.219.158.16,35372,62078,TCP,....S.,0,40,1,40,background,2016-04-12 00:02:26
2016-04-12 00:03:59,0.0,138.211.60.100,42.219.152.23,80,25988,TCP,.A..S.,0,40,1,44,background,2016-04-12 00:03:59
2016-04-12 00:04:16,0.0,242.101.129.130,42.219.152.21,46265,554,TCP,....S.,0,0,1,40,background,2016-04-12 00:04:16
2016-04-12 00:04:17,0.0,32.100.20.28,42.219.152.20,41478,5672,TCP,....S.,0,40,1,40,background,2016-04-12 00:04:17
2016-04-12 00:04:26,0.0,240.111.145.48,42.219.156.30,80,38289,TCP,.A..S.,0,0,1,44,background,2016-04-12 00:04:26
2016-04-12 00:04:36,0.0,240.111.145.48,42.219.152.21,80,14797,TCP,.A..S.,0,0,1,44,background,2016-04-12 00:04:36
2016-04-12 00:04:50,8.984,64.221.139.194,42.219.154.69,49075,23,TCP,....S.,0,0,3,180,background,2016-04-12 00:04:50
2016-04-12 00:04:53,0.0,176.42.135.160,42.219.158.21,80,29040,TCP,.A..S.,0,0,1,44,background,2016-04-12 00:04:53
2016-04-12 00:04:55,0.0,32.100.20.28,42.219.152.23,41478,5672,TCP,....S.,0,40,1,40,background,2016-04-12 00:04:55
2016-04-12 00:05:08,3.048,209.181.215.185,42.219.154.70,3496,445,TCP,....S.,0,72,2,96,background,2016-04-12 00:05:08
2016-04-12 00:05:24,0.0,240.111.145.48,42.219.154.66,80,59010,TCP,.A..S.,0,0,1,44,background,2016-04-12 00:05:24
2016-04-12 00:06:13,0.0,32.100.20.28,42.219.152.21,41478,5672,TCP,....S.,0,40,1,40,background,2016-04-12 00:06:13
2016-04-12 00:06:14,0.0,240.111.145.48,42.219.156.27,80,43701,TCP,.A..S.,0,0,1,44,background,2016-04-12 00:06:14
2016-04-12 00:06:14,2.908,36.6.79.89,42.219.158.17,1202,445,TCP,....S.,0,72,2,96,background,2016-04-12 00:06:14
2016-04-12 00:06:49,0.0,56.170.91.79,42.219.154.70,47660,53,UDP,.A....,0,40,1,59,background,2016-04-12 00:06:49
2016-04-12 00:06:50,0.0,56.228.87.2,42.219.152.23,34680,3749,TCP,....S.,0,16,1,40,background,2016-04-12 00:06:50
2016-04-12 00:06:56,0.0,82.7.67.216,42.219.156.29,37701,1604,TCP,....S.,0,0,1,40,background,2016-04-12 00:06:56
2016-04-12 00:07:02,0.0,201.182.87.68,42.219.156.30,0,778,ICMP,.A....,0,72,2,136,background,2016-04-12 00:07:02
2016-04-12 00:07:06,0.0,224.4.174.187,42.219.158.18,50213,23,TCP,....S.,0,40,1,60,background,2016-04-12 00:07:06
2016-04-12 00:07:09,2.9960000000000004,224.4.174.187,42.219.158.17,53872,23,TCP,....S.,0,40,2,120,background,2016-04-12 00:07:09
2016-04-12 00:07:15,9.0,224.4.174.187,42.219.158.21,50665,23,TCP,....S.,0,40,2,120,background,2016-04-12 00:07:15
2016-04-12 00:08:16,0.0,240.111.145.48,42.219.158.21,80,40996,TCP,.A..S.,0,0,1,44,background,2016-04-12 00:08:16
2016-04-12 00:08:21,0.0,112.92.212.128,42.219.158.16,34067,139,TCP,....S.,0,0,1,40,background,2016-04-12 00:08:21
2016-04-12 00:09:08,0.0,100.4.65.10,42.219.152.22,80,35858,TCP,.A..S.,0,40,1,44,background,2016-04-12 00:09:08
2016-04-12 00:09:18,0.0,82.7.67.216,42.219.154.68,59221,1604,TCP,....S.,0,0,1,40,background,2016-04-12 00:09:18
2016-04-12 00:09:26,0.0,213.84.123.229,42.219.156.31,33655,139,TCP,....S.,0,0,1,40,background,2016-04-12 00:09:26
2016-04-12 00:09:36,3.048,51.48.78.242,42.219.154.71,3743,445,TCP,....S.,0,72,2,96,background,2016-04-12 00:09:36
2016-04-12 00:10:08,3.0039999999999996,223.57.220.215,42.219.158.21,60623,23,TCP,....S.,0,72,2,104,background,2016-04-12 00:10:08
2016-04-12 00:10:15,0.0,194.231.191.138,42.219.152.22,63487,129,UDP,.A....,0,40,1,29,background,2016-04-12 00:10:15
2016-04-12 00:10:35,0.0,208.42.102.83,42.219.158.18,52634,1080,TCP,....S.,0,0,1,40,background,2016-04-12 00:10:35
2016-04-12 00:10:36,0.0,208.42.102.83,42.219.152.20,52634,1080,TCP,....S.,0,0,1,40,background,2016-04-12 00:10:36
2016-04-12 00:10:37,0.0,208.42.102.83,42.219.154.68,52634,1080,TCP,....S.,0,0,1,40,background,2016-04-12 00:10:37
2016-04-12 00:10:37,0.0,82.7.67.216,42.219.158.17,50926,1604,TCP,....S.,0,0,1,40,background,2016-04-12 00:10:37
2016-04-12 00:10:39,0.0,208.42.102.83,42.219.156.30,52634,1080,TCP,....S.,0,0,1,40,background,2016-04-12 00:10:39
2016-04-12 00:10:45,0.0,208.42.102.83,42.219.156.31,52634,1080,TCP,....S.,0,0,1,40,background,2016-04-12 00:10:45
2016-04-12 00:10:47,0.0,208.42.102.83,42.219.158.17,52634,1080,TCP,....S.,0,0,1,40,background,2016-04-12 00:10:47
