te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,label,TS
2016-04-16 00:01:18,3.0,36.56.21.116,42.219.152.23,59958,23,TCP,....S.,0,40,2,104,background,2016-04-16 00:01:18
2016-04-16 00:01:55,9.0,210.94.54.213,42.219.158.21,38570,23,TCP,....S.,0,64,3,180,background,2016-04-16 00:01:55
2016-04-16 00:02:09,0.0,222.156.20.245,42.219.158.21,55233,123,UDP,.A....,0,40,1,220,background,2016-04-16 00:02:09
2016-04-16 00:02:32,0.0,80.33.184.245,42.219.152.23,0,2048,ICMP,.A....,0,40,1,28,background,2016-04-16 00:02:32
2016-04-16 00:02:54,8.992,47.106.73.126,42.219.154.69,59631,23,TCP,....S.,0,72,3,180,background,2016-04-16 00:02:54
2016-04-16 00:02:55,8.996,47.106.73.126,42.219.154.66,48393,23,TCP,....S.,0,72,3,180,background,2016-04-16 00:02:55
2016-04-16 00:02:55,8.996,47.106.73.126,42.219.154.68,42174,23,TCP,....S.,0,72,3,180,background,2016-04-16 00:02:55
2016-04-16 00:02:55,8.996,47.106.73.126,42.219.154.70,41422,23,TCP,....S.,0,72,3,180,background,2016-04-16 00:02:55
2016-04-16 00:02:55,8.996,47.106.73.126,42.219.154.71,55532,23,TCP,....S.,0,72,3,180,background,2016-04-16 00:02:55
2016-04-16 00:03:02,0.0,240.62.27.30,42.219.156.29,49888,21320,TCP,....S.,0,0,1,40,background,2016-04-16 00:03:02
2016-04-16 00:03:03,0.0,192.253.239.83,42.219.152.20,58569,2222,TCP,....S.,0,72,1,40,background,2016-04-16 00:03:03
2016-04-16 00:03:03,2.9960000000000004,212.192.145.3,42.219.152.22,40289,23,TCP,....S.,0,0,2,120,background,2016-04-16 00:03:03
2016-04-16 00:03:56,9.0,178.203.176.196,42.219.152.22,2086,23,TCP,....S.,0,40,3,180,background,2016-04-16 00:03:56
2016-04-16 00:04:32,0.0,192.253.239.180,42.219.154.69,35316,2222,TCP,....S.,0,72,1,40,background,2016-04-16 00:04:32
2016-04-16 00:05:02,0.0,192.253.239.21,42.219.156.28,40138,22,TCP,....S.,0,72,1,40,background,2016-04-16 00:05:02
2016-04-16 00:05:21,2.888,74.218.13.226,42.219.152.23,34281,23,TCP,....S.,0,72,2,104,background,2016-04-16 00:05:21
2016-04-16 00:06:00,3.02,183.113.170.135,42.219.154.71,3625,445,TCP,....S.,0,72,2,96,background,2016-04-16 00:06:00
2016-04-16 00:06:00,7.0,43.24.180.114,42.219.154.69,52266,23,TCP,....S.,0,40,4,240,background,2016-04-16 00:06:00
2016-04-16 00:06:22,0.0,112.41.19.204,42.219.156.30,54768,22,TCP,....S.,0,40,1,40,background,2016-04-16 00:06:22
2016-04-16 00:06:24,3.012,237.130.100.30,42.219.152.20,33947,23,TCP,....S.,0,72,2,104,background,2016-04-16 00:06:24
2016-04-16 00:06:29,3.008,173.14.165.96,42.219.154.71,57299,23,TCP,....S.,0,72,2,104,background,2016-04-16 00:06:29
2016-04-16 00:06:48,0.0,165.28.39.233,42.219.158.17,57387,70,TCP,....S.,0,16,1,40,background,2016-04-16 00:06:48
2016-04-16 00:06:55,3.008,210.179.23.45,42.219.156.29,33044,23,TCP,....S.,0,0,2,104,background,2016-04-16 00:06:55
2016-04-16 00:07:18,5.004,226.177.56.14,42.219.154.68,56049,23,TCP,....S.,0,40,5,300,background,2016-04-16 00:07:18
2016-04-16 00:07:22,0.0,33.12.111.238,42.219.158.16,5127,5060,UDP,.A....,0,0,1,446,background,2016-04-16 00:07:22
2016-04-16 00:07:22,0.0,33.12.111.238,42.219.158.17,5127,5060,UDP,.A....,0,0,1,446,background,2016-04-16 00:07:22
2016-04-16 00:07:22,0.0,33.12.111.238,42.219.158.18,5127,5060,UDP,.A....,0,0,1,446,background,2016-04-16 00:07:22
2016-04-16 00:07:22,0.0,33.12.111.238,42.219.158.19,5127,5060,UDP,.A....,0,0,1,446,background,2016-04-16 00:07:22
2016-04-16 00:07:22,0.0,33.12.111.238,42.219.158.21,5127,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:07:22
2016-04-16 00:07:24,0.0,33.12.111.238,42.219.156.30,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:07:24
2016-04-16 00:07:24,0.0,33.12.111.238,42.219.156.31,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:07:24
2016-04-16 00:07:25,0.0,33.12.111.238,42.219.156.27,5127,5060,UDP,.A....,0,0,1,442,background,2016-04-16 00:07:25
2016-04-16 00:07:25,0.0,33.12.111.238,42.219.156.28,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:07:25
2016-04-16 00:07:25,0.0,33.12.111.238,42.219.156.29,5127,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:07:25
2016-04-16 00:07:26,0.0,33.12.111.238,42.219.152.18,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:07:26
2016-04-16 00:07:26,0.0,33.12.111.238,42.219.152.20,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:07:26
2016-04-16 00:07:26,0.0,33.12.111.238,42.219.152.21,5127,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:07:26
2016-04-16 00:07:26,0.0,33.12.111.238,42.219.152.22,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:07:26
2016-04-16 00:07:26,0.0,33.12.111.238,42.219.152.23,5127,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:07:26
2016-04-16 00:07:28,0.0,33.12.111.238,42.219.154.66,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:07:28
2016-04-16 00:07:28,0.0,33.12.111.238,42.219.154.68,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:07:28
2016-04-16 00:07:28,0.0,33.12.111.238,42.219.154.69,5127,5060,UDP,.A....,0,0,1,442,background,2016-04-16 00:07:28
2016-04-16 00:07:28,0.0,33.12.111.238,42.219.154.70,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:07:28
2016-04-16 00:07:28,0.0,33.12.111.238,42.219.154.71,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:07:28
2016-04-16 00:07:41,0.0,82.7.67.216,42.219.154.68,55662,1604,TCP,....S.,0,0,1,40,background,2016-04-16 00:07:41
2016-04-16 00:07:44,0.0,210.45.113.126,42.219.154.69,34680,9080,TCP,....S.,0,40,1,40,background,2016-04-16 00:07:44
2016-04-16 00:07:57,3.008,129.117.210.12,42.219.152.21,45160,23,TCP,....S.,0,72,2,104,background,2016-04-16 00:07:57
2016-04-16 00:08:15,8.904,182.175.70.119,42.219.158.19,4175,23,TCP,....S.,0,40,3,180,background,2016-04-16 00:08:15
2016-04-16 00:08:15,8.932,182.175.70.119,42.219.158.21,3728,23,TCP,....S.,0,40,3,180,background,2016-04-16 00:08:15
2016-04-16 00:08:15,8.943999999999999,182.175.70.119,42.219.158.18,4015,23,TCP,....S.,0,40,3,180,background,2016-04-16 00:08:15
2016-04-16 00:08:15,9.0,182.175.70.119,42.219.158.16,4898,23,TCP,....S.,0,40,3,180,background,2016-04-16 00:08:15
2016-04-16 00:08:15,9.0,182.175.70.119,42.219.158.17,3622,23,TCP,....S.,0,40,3,180,background,2016-04-16 00:08:15
2016-04-16 00:08:35,2.8560000000000003,64.35.135.227,42.219.154.70,2177,445,TCP,....S.,0,0,2,96,background,2016-04-16 00:08:35
2016-04-16 00:08:44,0.0,61.138.36.21,42.219.152.23,38151,8080,TCP,....S.,0,0,1,40,background,2016-04-16 00:08:44
2016-04-16 00:09:00,0.0,239.7.165.190,42.219.152.23,61142,3306,TCP,....S.,0,40,1,40,background,2016-04-16 00:09:00
2016-04-16 00:09:09,3.0439999999999996,183.84.96.123,42.219.152.21,42914,23,TCP,....S.,0,72,2,104,background,2016-04-16 00:09:09
2016-04-16 00:09:56,1.168,240.147.39.191,42.219.158.16,80,60332,TCP,.A..S.,0,40,2,88,background,2016-04-16 00:09:56
2016-04-16 00:10:03,0.0,250.54.44.184,42.219.156.30,48826,80,TCP,....S.,0,40,1,40,background,2016-04-16 00:10:03
2016-04-16 00:10:24,25.612,67.143.9.91,42.219.154.66,48851,80,TCP,....S.,0,40,3,120,background,2016-04-16 00:10:24
2016-04-16 00:10:37,0.0,67.143.9.91,42.219.154.66,48851,80,TCP,....S.,0,40,1,40,background,2016-04-16 00:10:37
2016-04-16 00:10:47,0.0,227.123.95.46,42.219.154.68,59305,9999,TCP,....S.,0,40,1,40,background,2016-04-16 00:10:47
2016-04-16 00:11:22,0.0,240.63.255.213,42.219.158.18,49051,5060,TCP,....S.,0,0,1,40,background,2016-04-16 00:11:22
2016-04-16 00:11:45,0.0,33.12.102.177,42.219.158.16,5101,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:11:45
2016-04-16 00:11:45,0.0,33.12.102.177,42.219.158.17,5101,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:11:45
2016-04-16 00:11:45,0.0,33.12.102.177,42.219.158.18,5101,5060,UDP,.A....,0,0,1,442,background,2016-04-16 00:11:45
2016-04-16 00:11:45,0.0,33.12.102.177,42.219.158.19,5101,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:11:45
2016-04-16 00:11:45,0.0,33.12.102.177,42.219.158.21,5101,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:11:45
2016-04-16 00:11:48,0.0,33.12.102.177,42.219.156.27,5101,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:11:48
2016-04-16 00:11:48,0.0,33.12.102.177,42.219.156.28,5101,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:11:48
2016-04-16 00:11:48,0.0,33.12.102.177,42.219.156.29,5101,5060,UDP,.A....,0,0,1,446,background,2016-04-16 00:11:48
2016-04-16 00:11:48,0.0,33.12.102.177,42.219.156.30,5101,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:11:48
2016-04-16 00:11:48,0.0,33.12.102.177,42.219.156.31,5101,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:11:48
2016-04-16 00:11:50,0.0,33.12.102.177,42.219.152.18,5101,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:11:50
2016-04-16 00:11:50,0.0,33.12.102.177,42.219.152.20,5101,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:11:50
2016-04-16 00:11:50,0.0,33.12.102.177,42.219.152.21,5101,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:11:50
2016-04-16 00:11:50,0.0,33.12.102.177,42.219.152.22,5101,5060,UDP,.A....,0,0,1,442,background,2016-04-16 00:11:50
2016-04-16 00:11:50,0.0,33.12.102.177,42.219.152.23,5101,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:11:50
2016-04-16 00:11:52,0.0,33.12.102.177,42.219.154.66,5101,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:11:52
2016-04-16 00:11:52,0.0,33.12.102.177,42.219.154.68,5101,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:11:52
2016-04-16 00:11:52,0.0,33.12.102.177,42.219.154.69,5101,5060,UDP,.A....,0,0,1,442,background,2016-04-16 00:11:52
2016-04-16 00:11:52,0.0,33.12.102.177,42.219.154.70,5101,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:11:52
2016-04-16 00:11:52,0.0,33.12.102.177,42.219.154.71,5101,5060,UDP,.A....,0,0,1,442,background,2016-04-16 00:11:52
2016-04-16 00:11:54,45.168,78.187.26.44,42.219.156.28,60740,53413,UDP,.A....,0,72,29,4575,background,2016-04-16 00:11:54
2016-04-16 00:12:14,0.0,165.72.140.4,42.219.156.31,48881,80,TCP,....S.,0,0,1,40,background,2016-04-16 00:12:14
2016-04-16 00:12:20,0.0,82.7.67.216,42.219.154.69,40167,1604,TCP,....S.,0,0,1,40,background,2016-04-16 00:12:20
2016-04-16 00:12:25,0.0,56.228.69.74,42.219.154.70,34680,8080,TCP,....S.,0,0,1,40,background,2016-04-16 00:12:25
2016-04-16 00:13:19,0.0,240.63.255.213,42.219.158.17,49051,5060,TCP,....S.,0,0,1,40,background,2016-04-16 00:13:19
2016-04-16 00:13:23,0.0,117.208.149.97,42.219.152.23,55304,995,TCP,....S.,0,72,1,40,background,2016-04-16 00:13:23
2016-04-16 00:13:23,0.0,117.208.149.98,42.219.152.23,40475,995,TCP,....S.,0,72,1,40,background,2016-04-16 00:13:23
2016-04-16 00:13:25,0.0,194.231.140.151,42.219.158.21,18639,2455,TCP,....S.,0,40,1,40,background,2016-04-16 00:13:25
2016-04-16 00:13:32,0.0,192.253.239.95,42.219.156.31,49626,2222,TCP,....S.,0,72,1,40,background,2016-04-16 00:13:32
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.152.18,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.152.20,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.152.21,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.152.22,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.152.23,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.154.66,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.154.68,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.154.69,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.154.70,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.154.71,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.156.27,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.156.28,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.156.29,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.156.30,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.156.31,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.158.16,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.158.17,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.158.18,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.158.19,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:13:48,0.0,32.125.179.98,42.219.158.21,15104,5038,TCP,....S.,0,40,1,48,background,2016-04-16 00:13:48
2016-04-16 00:14:12,0.0,165.72.140.4,42.219.156.27,48881,80,TCP,....S.,0,0,1,40,background,2016-04-16 00:14:12
2016-04-16 00:14:41,0.0,242.100.247.131,42.219.158.16,36518,8888,TCP,....S.,0,0,1,40,background,2016-04-16 00:14:41
2016-04-16 00:14:42,0.0,194.231.171.145,42.219.156.29,34680,8069,TCP,....S.,0,40,1,40,background,2016-04-16 00:14:42
2016-04-16 00:15:16,0.0,36.59.53.111,42.219.158.18,80,10027,TCP,.A..S.,0,0,1,44,background,2016-04-16 00:15:16
2016-04-16 00:15:26,0.0,33.12.107.63,42.219.158.16,5075,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:15:26
2016-04-16 00:15:26,0.0,33.12.107.63,42.219.158.17,5075,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:15:26
2016-04-16 00:15:26,0.0,33.12.107.63,42.219.158.18,5075,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:15:26
2016-04-16 00:15:26,0.0,33.12.107.63,42.219.158.19,5075,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:15:26
2016-04-16 00:15:26,0.0,33.12.107.63,42.219.158.21,5075,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:15:26
2016-04-16 00:15:29,0.0,33.12.107.63,42.219.156.27,5075,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:15:29
2016-04-16 00:15:29,0.0,33.12.107.63,42.219.156.28,5075,5060,UDP,.A....,0,0,1,444,background,2016-04-16 00:15:29
2016-04-16 00:15:29,0.0,33.12.107.63,42.219.156.29,5075,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:15:29
2016-04-16 00:15:29,0.0,33.12.107.63,42.219.156.30,5075,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:15:29
2016-04-16 00:15:29,0.0,33.12.107.63,42.219.156.31,5075,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:15:29
2016-04-16 00:15:30,0.0,33.12.107.63,42.219.152.18,5075,5060,UDP,.A....,0,0,1,442,background,2016-04-16 00:15:30
2016-04-16 00:15:30,0.0,33.12.107.63,42.219.152.20,5075,5060,UDP,.A....,0,0,1,443,background,2016-04-16 00:15:30
2016-04-16 00:15:30,0.0,33.12.107.63,42.219.152.21,5075,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:15:30
2016-04-16 00:15:30,0.0,33.12.107.63,42.219.152.22,5075,5060,UDP,.A....,0,0,1,445,background,2016-04-16 00:15:30
2016-04-16 00:15:30,0.0,33.12.107.63,42.219.152.23,5075,5060,UDP,.A....,0,0,1,446,background,2016-04-16 00:15:30
