te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,label,TS
2016-04-15 00:00:01,0.004,227.107.159.57,42.219.152.23,37980,25,TCP,....S.,0,72,2,88,background,2016-04-15 00:00:01
2016-04-15 00:00:01,0.004,227.107.159.57,42.219.152.23,37981,25,TCP,....S.,0,72,2,88,background,2016-04-15 00:00:01
2016-04-15 00:00:07,3.072,129.209.76.30,42.219.154.69,60427,445,TCP,....S.,0,0,2,96,background,2016-04-15 00:00:07
2016-04-15 00:00:10,0.0,69.81.144.249,42.219.152.23,46361,1900,UDP,.A....,0,40,1,122,background,2016-04-15 00:00:10
2016-04-15 00:00:32,0.0,202.5.201.157,42.219.158.16,443,48091,TCP,.A..S.,0,40,1,44,background,2016-04-15 00:00:32
2016-04-15 00:00:36,0.0,217.231.255.137,42.219.154.68,45263,123,UDP,.A....,0,40,1,220,background,2016-04-15 00:00:36
2016-04-15 00:00:58,0.0,133.253.112.64,42.219.152.18,7777,26290,UDP,.A....,0,0,1,31,background,2016-04-15 00:00:58
2016-04-15 00:01:02,0.0,82.7.67.216,42.219.158.16,50687,1604,TCP,....S.,0,0,1,40,background,2016-04-15 00:01:02
2016-04-15 00:01:11,3.008,58.99.175.81,42.219.154.70,3093,445,TCP,....S.,0,72,2,104,background,2016-04-15 00:01:11
2016-04-15 00:01:29,3.016,216.247.157.16,42.219.154.68,40648,23,TCP,....S.,0,0,2,104,background,2016-04-15 00:01:29
2016-04-15 00:01:45,0.0,82.7.67.216,42.219.154.68,55028,1604,TCP,....S.,0,0,1,40,background,2016-04-15 00:01:45
2016-04-15 00:01:47,0.0,69.81.144.249,42.219.154.69,54898,1900,UDP,.A....,0,40,1,122,background,2016-04-15 00:01:47
2016-04-15 00:02:25,0.0,213.84.121.65,42.219.154.71,34360,465,TCP,....S.,0,0,1,40,background,2016-04-15 00:02:25
2016-04-15 00:02:25,0.0,217.231.255.137,42.219.154.66,59811,123,UDP,.A....,0,40,1,220,background,2016-04-15 00:02:25
2016-04-15 00:02:26,0.0,221.161.150.30,42.219.152.23,443,50808,TCP,.A....,0,8,1,44,background,2016-04-15 00:02:26
2016-04-15 00:02:47,0.0,79.212.76.159,42.219.158.17,0,2048,ICMP,.A....,0,40,1,60,background,2016-04-15 00:02:47
2016-04-15 00:03:34,3.0,129.117.5.175,42.219.156.28,56423,23,TCP,....S.,0,72,2,104,background,2016-04-15 00:03:34
2016-04-15 00:03:45,0.0,192.253.239.87,42.219.158.16,48140,8443,TCP,....S.,0,72,1,40,background,2016-04-15 00:03:45
2016-04-15 00:04:02,3.02,223.50.156.70,42.219.152.20,44974,23,TCP,....S.,0,16,2,104,background,2016-04-15 00:04:02
2016-04-15 00:04:04,9.02,64.221.154.5,42.219.154.70,53077,23,TCP,....S.,0,0,3,180,background,2016-04-15 00:04:04
2016-04-15 00:04:12,0.0,62.40.208.28,42.219.152.20,46240,3387,TCP,....S.,0,0,1,40,background,2016-04-15 00:04:12
2016-04-15 00:04:19,9.0,58.82.216.35,42.219.152.23,56913,23,TCP,....S.,0,40,3,180,background,2016-04-15 00:04:19
2016-04-15 00:04:47,7.007999999999999,165.146.83.244,42.219.156.30,51515,23,TCP,....S.,0,40,4,240,background,2016-04-15 00:04:47
2016-04-15 00:05:06,0.0,198.132.44.182,42.219.152.20,34680,7777,TCP,....S.,0,40,1,40,background,2016-04-15 00:05:06
2016-04-15 00:05:21,9.0,64.141.197.204,42.219.154.68,35719,23,TCP,....S.,0,72,3,168,background,2016-04-15 00:05:21
2016-04-15 00:05:33,0.0,225.24.101.167,42.219.154.66,58993,23,TCP,....S.,0,72,1,52,background,2016-04-15 00:05:33
2016-04-15 00:06:12,0.0,62.40.208.28,42.219.152.22,46240,3387,TCP,....S.,0,0,1,40,background,2016-04-15 00:06:12
2016-04-15 00:06:12,2.852,129.119.87.88,42.219.152.22,52744,23,TCP,....S.,0,72,2,104,background,2016-04-15 00:06:12
2016-04-15 00:06:20,0.0,175.167.25.36,42.219.152.23,1024,3389,TCP,....S.,0,40,1,44,background,2016-04-15 00:06:20
2016-04-15 00:06:20,0.0,175.167.25.36,42.219.152.23,1025,3389,TCP,....S.,0,40,1,44,background,2016-04-15 00:06:20
2016-04-15 00:06:29,0.0,69.124.8.121,42.219.158.21,52351,53413,UDP,.A....,0,40,1,256,background,2016-04-15 00:06:29
2016-04-15 00:06:30,0.0,176.116.194.129,42.219.156.29,36040,6969,UDP,.A....,0,40,1,44,background,2016-04-15 00:06:30
2016-04-15 00:06:32,0.0,179.188.151.43,42.219.152.22,84,13575,TCP,.A.R..,0,40,1,40,background,2016-04-15 00:06:32
2016-04-15 00:07:07,4.992,73.190.221.172,42.219.152.20,55853,23,TCP,....S.,0,40,6,360,background,2016-04-15 00:07:07
2016-04-15 00:07:11,0.0,117.208.149.94,42.219.152.20,53867,110,TCP,....S.,0,72,1,40,background,2016-04-15 00:07:11
2016-04-15 00:07:11,0.0,117.208.149.95,42.219.152.20,59889,110,TCP,....S.,0,72,1,40,background,2016-04-15 00:07:11
2016-04-15 00:07:14,0.0,192.253.239.199,42.219.154.69,38114,8443,TCP,....S.,0,72,1,40,background,2016-04-15 00:07:14
2016-04-15 00:07:49,0.0,198.132.25.203,42.219.154.70,34680,8334,TCP,....S.,0,40,1,40,background,2016-04-15 00:07:49
2016-04-15 00:08:30,3.0,36.254.160.34,42.219.158.18,57381,23,TCP,....S.,0,72,2,104,background,2016-04-15 00:08:30
2016-04-15 00:08:33,0.0,242.101.133.245,42.219.158.19,38527,1755,TCP,....S.,0,0,1,40,background,2016-04-15 00:08:33
2016-04-15 00:08:37,0.0,105.190.43.16,42.219.158.18,80,21421,TCP,.A..S.,0,40,1,44,background,2016-04-15 00:08:37
2016-04-15 00:08:37,3.0239999999999996,36.163.87.8,42.219.154.68,43116,23,TCP,....S.,0,0,2,104,background,2016-04-15 00:08:37
2016-04-15 00:09:00,0.0,242.103.61.21,42.219.152.23,33459,25,TCP,....S.,0,0,1,40,background,2016-04-15 00:09:00
2016-04-15 00:09:06,2.86,189.179.108.198,42.219.152.22,60392,23,TCP,....S.,0,0,2,104,background,2016-04-15 00:09:06
2016-04-15 00:09:08,0.0,61.200.223.181,42.219.154.71,7171,34532,TCP,.A....,0,8,1,44,background,2016-04-15 00:09:08
2016-04-15 00:09:23,0.0,214.248.75.49,42.219.152.22,0,2048,ICMP,.A....,0,40,1,28,background,2016-04-15 00:09:23
2016-04-15 00:09:40,9.0,70.217.13.156,42.219.156.29,35893,23,TCP,....S.,0,72,3,168,background,2016-04-15 00:09:40
2016-04-15 00:09:55,15.024000000000001,71.163.121.21,42.219.154.66,35369,23,TCP,....S.,0,72,5,300,background,2016-04-15 00:09:55
2016-04-15 00:09:55,15.024000000000001,71.163.121.21,42.219.154.71,43553,23,TCP,....S.,0,72,5,300,background,2016-04-15 00:09:55
2016-04-15 00:09:55,15.027999999999999,71.163.121.21,42.219.154.68,57132,23,TCP,....S.,0,72,5,300,background,2016-04-15 00:09:55
2016-04-15 00:09:55,15.027999999999999,71.163.121.21,42.219.154.69,44819,23,TCP,....S.,0,72,5,300,background,2016-04-15 00:09:55
2016-04-15 00:09:55,15.027999999999999,71.163.121.21,42.219.154.70,38939,23,TCP,....S.,0,72,5,300,background,2016-04-15 00:09:55
2016-04-15 00:09:55,3.0,235.228.30.236,42.219.156.31,40427,23,TCP,....S.,0,0,2,104,background,2016-04-15 00:09:55
2016-04-15 00:10:03,3.0039999999999996,237.140.111.199,42.219.156.29,38645,23,TCP,....S.,0,72,2,104,background,2016-04-15 00:10:03
2016-04-15 00:10:14,9.008,216.182.7.63,42.219.152.21,50270,23,TCP,....S.,0,0,3,180,background,2016-04-15 00:10:14
2016-04-15 00:10:23,0.0,218.5.37.126,42.219.156.31,80,50155,TCP,.A....,0,0,1,40,background,2016-04-15 00:10:23
2016-04-15 00:11:25,0.0,200.143.53.92,42.219.158.16,50733,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:11:25
2016-04-15 00:11:25,0.0,200.143.53.92,42.219.158.17,50746,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:11:25
2016-04-15 00:11:26,0.0,200.143.53.92,42.219.158.18,50758,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:11:26
2016-04-15 00:11:26,0.0,200.143.53.92,42.219.158.19,50770,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:11:26
2016-04-15 00:11:26,0.0,200.143.53.92,42.219.158.21,50782,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:11:26
2016-04-15 00:11:28,0.0,242.100.155.243,42.219.158.19,35886,8001,TCP,....S.,0,0,1,40,background,2016-04-15 00:11:28
2016-04-15 00:11:34,0.0,218.5.37.126,42.219.154.68,80,55049,TCP,.A....,0,0,1,40,background,2016-04-15 00:11:34
2016-04-15 00:11:37,0.0,73.86.161.111,42.219.152.22,7683,3389,TCP,....S.,0,72,1,52,background,2016-04-15 00:11:37
2016-04-15 00:12:08,0.0,112.92.200.56,42.219.152.20,39197,465,TCP,....S.,0,0,1,40,background,2016-04-15 00:12:08
2016-04-15 00:13:03,3.0039999999999996,221.50.40.175,42.219.152.20,60622,23,TCP,....S.,0,72,2,104,background,2016-04-15 00:13:03
2016-04-15 00:13:06,0.0,56.228.70.238,42.219.158.18,30705,2000,TCP,....S.,0,0,1,40,background,2016-04-15 00:13:06
2016-04-15 00:13:28,3.0039999999999996,76.203.131.221,42.219.154.69,35051,23,TCP,....S.,0,72,2,104,background,2016-04-15 00:13:28
2016-04-15 00:13:42,0.0,165.72.140.4,42.219.158.21,46985,8080,TCP,....S.,0,0,1,40,background,2016-04-15 00:13:42
2016-04-15 00:13:51,0.0,218.5.37.126,42.219.152.20,80,52147,TCP,.A....,0,0,1,40,background,2016-04-15 00:13:51
2016-04-15 00:13:52,7.016,42.231.241.53,42.219.158.16,33090,443,TCP,....S.,0,72,4,240,background,2016-04-15 00:13:52
2016-04-15 00:13:53,0.0,226.62.196.9,42.219.154.68,53203,25,TCP,....S.,0,40,1,52,background,2016-04-15 00:13:53
2016-04-15 00:14:28,0.0,200.143.53.92,42.219.156.29,57900,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:14:28
2016-04-15 00:14:28,0.0,200.143.53.92,42.219.156.30,57877,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:14:28
2016-04-15 00:14:28,0.0,200.143.53.92,42.219.156.31,57888,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:14:28
2016-04-15 00:14:29,0.0,200.143.53.92,42.219.156.27,57929,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:14:29
2016-04-15 00:14:29,0.0,200.143.53.92,42.219.156.28,57912,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:14:29
2016-04-15 00:14:30,0.0,33.12.111.238,42.219.158.16,5127,5060,UDP,.A....,0,0,1,446,background,2016-04-15 00:14:30
2016-04-15 00:14:30,0.0,33.12.111.238,42.219.158.17,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-15 00:14:30
2016-04-15 00:14:30,0.0,33.12.111.238,42.219.158.18,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-15 00:14:30
2016-04-15 00:14:30,0.0,33.12.111.238,42.219.158.19,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:30
2016-04-15 00:14:30,0.0,33.12.111.238,42.219.158.21,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-15 00:14:30
2016-04-15 00:14:30,3.008,217.106.122.165,42.219.154.70,59567,23,TCP,....S.,0,0,2,104,background,2016-04-15 00:14:30
2016-04-15 00:14:33,0.0,33.12.111.238,42.219.156.27,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-15 00:14:33
2016-04-15 00:14:33,0.0,33.12.111.238,42.219.156.28,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-15 00:14:33
2016-04-15 00:14:33,0.0,33.12.111.238,42.219.156.29,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:33
2016-04-15 00:14:33,0.0,33.12.111.238,42.219.156.30,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:33
2016-04-15 00:14:33,0.0,33.12.111.238,42.219.156.31,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:33
2016-04-15 00:14:35,0.0,33.12.111.238,42.219.152.18,5127,5060,UDP,.A....,0,0,1,442,background,2016-04-15 00:14:35
2016-04-15 00:14:35,0.0,33.12.111.238,42.219.152.20,5127,5060,UDP,.A....,0,0,1,443,background,2016-04-15 00:14:35
2016-04-15 00:14:35,0.0,33.12.111.238,42.219.152.21,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:35
2016-04-15 00:14:35,0.0,33.12.111.238,42.219.152.22,5127,5060,UDP,.A....,0,0,1,445,background,2016-04-15 00:14:35
2016-04-15 00:14:35,0.0,33.12.111.238,42.219.152.23,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:35
2016-04-15 00:14:36,0.0,33.12.111.238,42.219.154.66,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:36
2016-04-15 00:14:36,0.0,33.12.111.238,42.219.154.68,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:36
2016-04-15 00:14:36,0.0,33.12.111.238,42.219.154.69,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:36
2016-04-15 00:14:36,0.0,33.12.111.238,42.219.154.70,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:36
2016-04-15 00:14:36,0.0,33.12.111.238,42.219.154.71,5127,5060,UDP,.A....,0,0,1,444,background,2016-04-15 00:14:36
2016-04-15 00:14:57,0.0,225.36.160.216,42.219.158.21,57101,25,TCP,....S.,0,40,1,52,background,2016-04-15 00:14:57
2016-04-15 00:15:29,0.0,179.189.113.54,42.219.152.23,0,2048,ICMP,.A....,0,40,1,28,background,2016-04-15 00:15:29
2016-04-15 00:15:47,0.0,200.143.53.92,42.219.152.20,60946,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:15:47
2016-04-15 00:15:48,0.0,200.143.53.92,42.219.152.21,60961,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:15:48
2016-04-15 00:15:48,0.0,200.143.53.92,42.219.152.22,60972,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:15:48
2016-04-15 00:15:48,0.0,200.143.53.92,42.219.152.23,60979,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:15:48
2016-04-15 00:15:49,0.0,200.143.53.92,42.219.152.18,60994,443,TCP,....S.,0,0,1,52,background,2016-04-15 00:15:49
2016-04-15 00:16:12,0.0,56.228.69.74,42.219.158.16,41249,44818,TCP,....S.,0,0,1,40,background,2016-04-15 00:16:12
2016-04-15 00:16:39,0.0,56.228.69.101,42.219.158.18,30227,2123,UDP,.A....,0,0,1,40,background,2016-04-15 00:16:39
2016-04-15 00:16:53,0.0,70.99.0.148,42.219.154.66,4935,3389,TCP,....S.,0,72,1,52,background,2016-04-15 00:16:53
2016-04-15 00:16:59,0.0,228.8.216.6,42.219.158.21,55378,9600,TCP,....S.,0,40,1,40,background,2016-04-15 00:16:59
2016-04-15 00:17:22,0.0,56.228.70.238,42.219.158.21,49717,13,TCP,....S.,0,0,1,40,background,2016-04-15 00:17:22
2016-04-15 00:18:38,0.0,217.231.255.137,42.219.152.18,47204,123,UDP,.A....,0,40,1,220,background,2016-04-15 00:18:38
2016-04-15 00:18:47,0.0,69.81.144.249,42.219.156.30,39369,1900,UDP,.A....,0,40,1,122,background,2016-04-15 00:18:47
2016-04-15 00:18:53,0.0,168.225.173.144,42.219.154.68,9110,17458,TCP,.A....,0,0,1,40,background,2016-04-15 00:18:53
2016-04-15 00:18:55,0.0,82.7.67.216,42.219.156.28,54682,1604,TCP,....S.,0,0,1,40,background,2016-04-15 00:18:55
2016-04-15 00:19:06,2.988,221.158.57.238,42.219.156.31,34842,23,TCP,....S.,0,72,2,104,background,2016-04-15 00:19:06
2016-04-15 00:19:26,0.0,213.84.123.229,42.219.156.28,58547,500,TCP,....S.,0,0,1,40,background,2016-04-15 00:19:26
2016-04-15 00:19:44,2.9960000000000004,228.137.26.177,42.219.158.18,44055,23,TCP,....S.,0,40,2,120,background,2016-04-15 00:19:44
2016-04-15 00:19:48,0.0,56.212.99.68,42.219.158.19,25,53548,TCP,.A..S.,0,0,1,44,background,2016-04-15 00:19:48
2016-04-15 00:19:49,0.0,69.81.144.249,42.219.154.71,40923,1900,UDP,.A....,0,40,1,122,background,2016-04-15 00:19:49
