teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
2,577,8,0.8685292876325548,111.65.31.188,33145,42.219.153.115,623,TCP,2016-11-04 04:00:02
2,545,7,0.8849168973974884,42.219.153.115,623,106.65.31.188,33906,TCP,2016-11-04 04:00:04
2,571,7,13.867505460977554,111.67.31.188,33077,42.219.153.115,623,TCP,2016-11-04 04:00:06
2,546,7,0.854890103219077,111.65.31.188,32410,42.219.153.115,623,TCP,2016-11-04 04:00:08
2,569,7,0.8698002621531487,111.65.31.188,57591,42.219.153.115,623,TCP,2016-11-04 04:00:10
2,555,8,0.8798552274238318,111.65.31.142,50133,42.219.153.115,623,TCP,2016-11-04 04:00:12
3,588,8,0.8721267760265619,111.65.31.188,34212,42.219.153.115,623,TCP,2016-11-04 04:00:15
2,544,8,0.8783596898429096,111.65.31.188,31895,42.219.153.115,623,TCP,2016-11-04 04:00:17
23,549,8,0.8988748819101602,111.65.31.188,37039,42.219.153.115,623,TCP,2016-11-04 04:00:40
2,579,7,0.8519935186486691,42.219.153.115,623,111.65.31.188,33021,TCP,2016-11-04 04:00:42
2,85,8,0.8738404533360153,111.65.192.103,40425,42.219.153.115,2078,TCP,2016-11-04 04:00:44
2,598,6,0.8855242403224111,111.65.31.188,34688,42.219.153.115,623,TCP,2016-11-04 04:00:46
2,565,7,0.85184704978019,42.219.153.115,623,111.65.31.188,32008,TCP,2016-11-04 04:00:48
2,570,7,0.8731268718838692,111.65.31.188,33592,42.219.153.115,623,TCP,2016-11-04 04:00:50
2,409,8,0.8594455132260919,111.61.31.188,34092,42.219.153.115,623,TCP,2016-11-04 04:00:52
2,519,7,0.8740683125797659,111.65.31.188,33787,42.219.153.115,623,UDP,2016-11-04 04:00:54
2,598,1,0.8790245892014354,163.65.31.96,34143,42.219.153.115,623,TCP,2016-11-04 04:00:56
34,581,8,0.8674329263158143,111.65.31.188,34156,42.219.153.115,623,TCP,2016-11-04 04:01:30
2,572,8,0.8762602745555341,42.219.153.115,623,10.65.31.188,34316,TCP,2016-11-04 04:01:32
2,5010,8,0.8664025731850415,111.65.31.188,33902,42.219.153.115,623,TCP,2016-11-04 04:01:34
56,4106,8,0.8840263362508267,111.65.31.188,33809,42.219.153.115,623,TCP,2016-11-04 04:02:30
1,561,7,0.8756652711890638,111.65.249.188,33431,42.219.153.115,623,TCP,2016-11-04 04:02:31
27,858,7,3.082225282676518,111.65.31.188,34063,42.219.153.115,623,TCP,2016-11-04 04:02:58
242,4390,7,0.8619032828137279,111.65.233.188,33000,42.219.153.115,623,TCP,2016-11-04 04:07:00
2,576,6,0.8737030278425664,111.65.139.188,40515,42.219.153.115,623,TCP,2016-11-04 04:07:02
2,531,8,0.8676302747335285,42.219.153.115,623,111.65.31.188,15880,TCP,2016-11-04 04:07:04
2,577,20,0.8596628077793866,111.67.31.188,34737,42.219.153.115,623,TCP,2016-11-04 04:07:06
19,561,8,0.8558712671510875,111.65.31.188,34048,42.219.153.115,623,TCP,2016-11-04 04:07:25
2,6451,1,0.8621744150295854,111.65.31.188,34918,42.219.153.115,623,TCP,2016-11-04 04:07:27
2,561,9,0.884800601284951,111.65.31.188,32968,42.219.153.115,17,TCP,2016-11-04 04:07:29
2,520,7,0.8709706608206034,111.65.31.188,35444,42.219.153.115,623,TCP,2016-11-04 04:07:31
16,537,8,0.856080278987065,111.65.31.188,16937,42.219.153.115,623,TCP,2016-11-04 04:07:47
2,538,1,0.8499585902318358,111.65.31.188,53,42.219.153.115,623,TCP,2016-11-04 04:07:49
2,541,7,0.8660909570753574,111.65.31.188,34629,42.219.153.115,623,TCP,2016-11-04 04:07:51
188,547,7,0.8757022053468972,111.65.31.188,41445,42.219.153.115,623,TCP,2016-11-04 04:10:59
80,568,8,0.8689686942379922,204.65.31.188,31563,42.219.153.115,623,TCP,2016-11-04 04:12:19
2,5553,8,0.8738596388138831,42.219.153.115,623,111.65.31.188,33660,TCP,2016-11-04 04:12:21
109,564,7,0.8737275379244238,111.65.72.188,34075,42.219.153.115,623,TCP,2016-11-04 04:14:10
2,559,7,0.8645138600841165,111.65.31.188,34637,42.219.153.115,623,TCP,2016-11-04 04:14:12
2,575,7,0.8633604494389147,42.219.153.115,623,242.65.31.188,33133,TCP,2016-11-04 04:14:14
2,555,7,0.8647470439318568,111.65.31.188,33022,42.219.153.115,623,TCP,2016-11-04 04:14:16
19,581,8,0.882829652633518,111.65.31.110,32950,42.219.153.115,123,TCP,2016-11-04 04:14:35
3,593,8,0.8755003775004297,162.65.31.188,45651,42.219.153.115,623,TCP,2016-11-04 04:14:38
177,550,8,0.8643253860063851,111.65.31.188,34429,42.219.153.115,623,TCP,2016-11-04 04:17:35
2,563,7,0.8530866682995111,111.65.31.188,34759,42.219.153.115,80,TCP,2016-11-04 04:17:37
35,569,7,0.8486032672226429,111.65.175.188,57930,42.219.153.115,623,TCP,2016-11-04 04:18:12
43,539,6,0.8694070866331458,42.219.153.115,623,111.65.31.188,35003,TCP,2016-11-04 04:18:55
2,569,9,0.8667904241010547,111.65.233.188,5073,42.219.153.115,623,TCP,2016-11-04 04:18:57
2,573,7,0.8850946377497166,42.219.153.115,623,111.65.31.188,34646,TCP,2016-11-04 04:18:59
103,552,6,0.8612513991538435,111.65.31.188,37002,42.219.153.115,623,TCP,2016-11-04 04:20:42
71,549,7,0.8594955476000905,111.65.31.188,34038,42.219.153.115,623,TCP,2016-11-04 04:21:53
2,564,9,0.8651994662359357,42.219.153.115,623,111.65.31.188,51837,TCP,2016-11-04 04:21:55
2,571,16,0.8437029412016273,111.228.31.188,34410,42.219.153.115,623,TCP,2016-11-04 04:21:57
2,557,8,0.8620397786144167,111.65.31.188,35377,42.219.153.115,623,TCP,2016-11-04 04:21:59
22,5456,7,2.470197213348001,110.65.31.188,33677,42.219.153.115,623,TCP,2016-11-04 04:22:21
2,540,6,0.8631331818178296,111.65.31.188,33862,42.219.153.115,623,TCP,2016-11-04 04:22:23
18,571,7,0.8669374845921993,46.65.31.188,33340,42.219.153.115,623,TCP,2016-11-04 04:22:41
2,559,8,22.7123251631856,42.219.153.115,623,111.65.31.188,50157,TCP,2016-11-04 04:22:43
2,587,6,0.8650749719236046,111.243.31.188,34014,42.219.153.115,623,TCP,2016-11-04 04:22:45
116,10124,8,0.8638040819205344,111.65.31.12,34870,42.219.153.115,623,TCP,2016-11-04 04:24:41
2,5265,1,0.8730825847014785,111.65.31.188,33527,42.219.153.115,80,TCP,2016-11-04 04:24:43
2,561,7,0.8774537465069443,111.65.31.188,36208,42.219.153.115,623,TCP,2016-11-04 04:24:45
2,552,7,8.097930908203125,111.65.31.188,42540,42.219.153.115,623,TCP,2016-11-04 04:24:47
12,4190,1,0.8654952775686979,111.65.31.200,33872,42.219.153.115,623,TCP,2016-11-04 04:24:59
4,564,8,0.8762012813240291,42.219.153.115,623,111.65.31.129,34046,TCP,2016-11-04 04:25:03
26,2885,7,0.8884987500496209,111.65.31.188,80,42.219.153.115,2028,TCP,2016-11-04 04:25:29
8,582,1,30.15255016833544,111.65.31.188,14339,42.219.153.115,623,TCP,2016-11-04 04:25:37
2,584,7,0.8549939752556384,111.65.233.188,34177,42.219.153.115,80,TCP,2016-11-04 04:25:39
26,543,8,0.8611011269968003,111.65.31.188,33465,42.219.153.115,623,TCP,2016-11-04 04:26:05
24,554,8,0.8821283262223005,111.65.31.29,34675,42.219.153.115,623,TCP,2016-11-04 04:26:29
29,595,7,0.8804592741653323,111.65.31.188,33545,42.219.153.115,623,TCP,2016-11-04 04:26:58
58,558,8,0.8688969388604164,209.65.31.161,32800,42.219.153.115,623,TCP,2016-11-04 04:27:56
22,582,9,0.8844924503937364,111.65.31.221,51789,42.219.153.115,623,TCP,2016-11-04 04:28:18
3,542,8,0.8769084394443779,205.65.214.188,33004,42.219.153.115,623,TCP,2016-11-04 04:28:21
3,551,7,0.8577139182016253,111.65.31.174,34598,42.219.153.115,623,TCP,2016-11-04 04:28:24
28,588,8,0.8821530898567289,63.65.31.188,33989,42.219.153.115,623,TCP,2016-11-04 04:28:52
35,4173,6,6.1369059663265935,111.65.31.188,34040,42.219.153.115,80,TCP,2016-11-04 04:29:27
32,555,1,0.8666644929908216,111.65.142.118,60097,42.219.153.115,623,TCP,2016-11-04 04:29:59
2,562,6,0.8838293259032071,111.65.31.188,34421,42.219.153.115,623,TCP,2016-11-04 04:30:01
25,560,7,0.8806528192944825,111.65.31.188,65091,42.219.153.115,17,TCP,2016-11-04 04:30:26
63,564,8,0.8736393861472607,111.65.31.188,35180,42.219.153.115,623,TCP,2016-11-04 04:31:29
43,542,7,0.8704609356354922,42.219.153.115,623,111.65.31.188,33840,TCP,2016-11-04 04:32:12
3,447,8,0.8479867118876427,111.237.31.188,33157,42.219.153.115,623,TCP,2016-11-04 04:32:15
2,563,8,0.8414216442033648,111.65.123.188,34276,42.219.153.115,623,TCP,2016-11-04 04:32:17
2,567,7,0.8766695929225534,111.65.31.188,34913,42.219.153.115,623,TCP,2016-11-04 04:32:19
2,573,8,0.8689381834119558,111.65.31.188,34687,42.219.153.115,623,TCP,2016-11-04 04:32:21
2,536,1,0.8822395512834191,111.65.31.188,33672,42.219.153.115,623,TCP,2016-11-04 04:32:23
90,557,8,0.8723926681559533,111.65.31.236,10218,42.219.153.115,623,TCP,2016-11-04 04:33:53
160,573,8,0.8597715818323195,111.65.31.188,33215,42.219.153.115,80,TCP,2016-11-04 04:36:33
2,563,1,0.8672163924202323,111.65.31.188,32833,42.219.153.115,445,TCP,2016-11-04 04:36:35
6,553,8,0.8546744990162551,111.65.31.188,46112,42.219.153.115,623,TCP,2016-11-04 04:36:41
2,541,7,0.8701241333037615,58.65.31.188,36505,42.219.153.115,623,TCP,2016-11-04 04:36:43
20,565,8,0.8807799336500466,42.219.153.115,623,111.65.228.188,33463,TCP,2016-11-04 04:37:03
