teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
19,548,10,0.8085208316333592,42.219.153.36,123,78.229.112.225,5087,TCP,2016-11-04 04:00:19
40,895,5,0.8354216606821865,42.219.153.36,53,142.187.233.225,51008,TCP,2016-11-04 04:00:59
35,405,64,0.8338267304934561,100.79.145.121,59068,42.219.153.36,53,TCP,2016-11-04 04:01:34
121,348,158,0.8405173912178725,42.219.153.36,37010,121.187.127.92,58172,UDP,2016-11-04 04:03:35
15,62,5,0.8037447463721037,42.219.153.36,53,94.139.148.142,10200,TCP,2016-11-04 04:03:50
194,546,5,0.851826004916802,82.54.153.192,47752,42.219.153.36,53,TCP,2016-11-04 04:07:04
40,567,1,0.818184903357178,42.219.153.36,53,62.104.31.225,14115,TCP,2016-11-04 04:07:44
4,377,102,0.8355252791661769,47.223.126.106,14029,42.219.153.36,5076,TCP,2016-11-04 04:07:48
25,603,34,2.6692236419767137,42.219.153.36,5066,168.187.117.177,27131,TCP,2016-11-04 04:08:13
49,227,40,0.8237510584294796,42.219.153.36,53,213.153.126.52,39660,TCP,2016-11-04 04:09:02
3,631,5,0.8152032096404582,42.219.153.36,80,47.22.113.225,49835,TCP,2016-11-04 04:09:05
96,94,7,4.288357282988727,224.9.126.225,4517,42.219.153.36,44921,TCP,2016-11-04 04:10:41
12,598,4,2.638269944116473,42.219.153.36,53,126.52.114.225,5187,TCP,2016-11-04 04:10:53
5,41,9,13.423321925103664,42.219.153.36,53,114.187.31.225,58824,TCP,2016-11-04 04:10:58
8,2230,1,0.8099195966497064,42.219.153.36,53,83.182.233.184,57770,TCP,2016-11-04 04:11:06
31,96,9,0.8213154324330391,42.219.153.36,53,82.187.239.225,62262,TCP,2016-11-04 04:11:37
108,49,30,4.312073914334178,42.219.153.36,443,146.187.74.225,5065,UDP,2016-11-04 04:13:25
9,438,1,0.7878024594392627,130.187.36.157,14093,42.219.153.36,80,TCP,2016-11-04 04:13:34
4,560,57,0.8490553514566272,47.169.141.225,39666,42.219.153.36,5089,TCP,2016-11-04 04:13:38
38,885,5,3.0069570187479258,127.187.247.47,49834,42.219.153.36,5066,UDP,2016-11-04 04:14:16
21,44,3,0.8213898078538477,42.219.153.36,53,121.66.67.225,5367,TCP,2016-11-04 04:14:37
3,16274,4,0.8435602756217122,42.219.153.36,445,253.187.197.88,51060,TCP,2016-11-04 04:14:40
4,413,1,2.566672445274889,42.219.153.36,53,105.73.233.183,56918,TCP,2016-11-04 04:14:44
