teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
12,502,1,0.7880619282368571,178.210.133.165,50530,42.219.155.89,8107,UDP,2016-11-04 04:00:12
43,961,1,4.4362592305988064,175.174.136.165,6798,42.219.155.89,161,UDP,2016-11-04 04:00:55
10,674,6,2.5267157717607915,175.210.133.165,45217,42.219.155.89,8038,UDP,2016-11-04 04:01:05
3,1455,43,3.267708454281092,18.74.133.165,43649,42.219.155.89,22,UDP,2016-11-04 04:01:08
78,410,4,0.8570921227801591,175.185.133.164,34915,42.219.155.89,161,UDP,2016-11-04 04:02:26
4,40,4,0.8042552322149277,253.210.213.165,62531,42.219.155.89,161,UDP,2016-11-04 04:02:30
26,1062,45,2.4461362576112147,175.229.132.165,34852,42.219.155.89,445,UDP,2016-11-04 04:02:56
5,36,4,2.4159090723842382,175.75.45.165,34863,42.219.155.89,161,UDP,2016-11-04 04:03:01
17,45,4,12.517502322793007,27.210.133.183,34883,42.219.155.89,161,UDP,2016-11-04 04:03:18
22,1224,10,2.547351063229144,175.130.133.165,49532,42.219.155.89,161,UDP,2016-11-04 04:03:40
18,451,75,0.8040721672587097,96.92.75.165,34855,42.219.155.89,161,UDP,2016-11-04 04:03:58
19,1070,1,0.8309721511323005,175.188.133.165,5065,42.219.155.89,161,UDP,2016-11-04 04:04:17
11,39,1,0.8188940053805709,175.234.133.165,34830,42.219.155.89,5110,UDP,2016-11-04 04:04:28
25,1132,5,2.6713563571684062,175.201.133.179,34902,42.219.155.89,161,UDP,2016-11-04 04:04:53
32,808,2,16.477814979851242,42.219.155.89,161,175.204.133.165,6818,UDP,2016-11-04 04:05:25
7,749,5,0.8400563481263816,251.210.133.38,41534,42.219.155.89,161,UDP,2016-11-04 04:05:32
4,422,12,4.308015720918775,174.210.133.164,34837,42.219.155.89,161,UDP,2016-11-04 04:05:36
66,442,278,8.196885377168655,175.119.137.165,6726,42.219.155.89,161,UDP,2016-11-04 04:06:42
4,42,4,0.7791091559920459,175.14.133.164,34879,42.219.155.89,161,UDP,2016-11-04 04:06:46
