teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
4,287,4,5.100102120079099,175.210.133.165,34874,42.219.155.27,0,UDP,2016-11-04 04:00:04
65,288,4,0.8553220722824335,175.171.133.165,49535,42.219.155.27,80,Other,2016-11-04 04:01:09
53,1075,2,4.282603668048978,171.142.133.165,55167,42.219.155.27,0,TCP,2016-11-04 04:02:02
49,466,4,0.8102942628320307,200.7.133.165,46030,42.219.155.27,53,TCP,2016-11-04 04:02:51
4,1208,6,0.838569515850395,175.85.44.165,34905,42.219.155.27,161,Other,2016-11-04 04:02:55
64,289,2,0.8302686272654682,245.210.133.99,34843,42.219.155.27,161,TCP,2016-11-04 04:03:59
18,284,6,0.8142756298184395,217.210.133.39,34900,42.219.155.27,0,TCP,2016-11-04 04:04:17
66,350,3,6.19848408177495,175.119.133.165,51964,42.219.155.27,161,TCP,2016-11-04 04:05:23
11,286,9,0.845215804874897,117.19.133.203,34858,42.219.155.27,161,TCP,2016-11-04 04:05:34
13,882,4,16.60435055941343,199.240.133.180,44682,42.219.155.27,0,TCP,2016-11-04 04:05:47
20,2701,4,2.616001774091273,175.210.133.165,51440,42.219.155.27,161,TCP,2016-11-04 04:06:07
54,286,7,5.461193097755313,175.210.133.165,44198,42.219.155.27,5042,TCP,2016-11-04 04:07:01
41,291,4,0.8356969342567027,175.210.28.165,34875,42.219.155.27,80,Other,2016-11-04 04:07:42
4,40,4,0.8601140468381345,175.216.133.72,34846,42.219.155.27,0,UDP,2016-11-04 04:07:46
49,42,4,0.8804170154035091,157.84.133.165,36775,42.219.155.27,161,UDP,2016-11-04 04:08:35
4,691,15,5.163557538762689,97.169.233.85,43683,42.219.155.27,161,TCP,2016-11-04 04:08:39
3,286,4,24.36484153568745,46.210.133.126,34889,42.219.155.27,161,Other,2016-11-04 04:08:42
3,288,17,3.656075265258551,185.210.54.165,51354,42.219.155.27,80,TCP,2016-11-04 04:08:45
69,291,10,0.8436875590123236,42.219.155.27,161,175.210.133.165,34824,Other,2016-11-04 04:09:54
2,285,4,0.824783862568438,105.88.8.165,48274,42.219.155.27,53,Other,2016-11-04 04:09:56
84,511,5,0.8641566045116633,96.212.133.165,60183,42.219.155.27,161,UDP,2016-11-04 04:11:20
63,281,4,8.878548955544831,78.210.133.151,34852,42.219.155.27,53,Other,2016-11-04 04:12:23
28,938,6,0.8590016271919012,42.219.155.27,161,162.215.133.157,2168,UDP,2016-11-04 04:12:51
13,468,4,13.887859985232351,42.219.155.27,5079,175.210.10.165,0,TCP,2016-11-04 04:13:04
3,487,4,5.359707836061716,113.210.42.165,34863,42.219.155.27,80,TCP,2016-11-04 04:13:07
14,285,2,0.8162964438088238,42.219.155.27,161,175.210.140.158,42942,Other,2016-11-04 04:13:21
58,370,4,0.8549829879775643,175.210.133.165,55444,42.219.155.27,80,TCP,2016-11-04 04:14:19
63,433,4,26.70114929974079,206.249.133.165,34903,42.219.155.27,161,Other,2016-11-04 04:15:22
3,95,13,0.8281310945749283,175.75.202.225,46277,42.219.155.27,161,Other,2016-11-04 04:15:25
19,289,5,0.8385989279486239,175.210.133.79,55504,42.219.155.27,161,UDP,2016-11-04 04:15:44
4,66,5,0.8526596012525259,175.17.133.165,34866,42.219.155.27,0,TCP,2016-11-04 04:15:48
58,289,4,15.786354806274176,175.96.132.210,37489,42.219.155.27,80,TCP,2016-11-04 04:16:46
17,287,10,0.8463261961005628,208.210.133.109,0,42.219.155.27,53,UDP,2016-11-04 04:17:03
18,135,2,0.8129358580335975,175.210.203.165,0,42.219.155.27,0,Other,2016-11-04 04:17:21
10,40,6,0.8486266785766929,219.36.102.165,34862,42.219.155.27,0,Other,2016-11-04 04:17:31
3,16113,4,0.8582119799684733,175.85.150.165,34862,42.219.155.27,0,Other,2016-11-04 04:17:34
77,425,14,2.5550499334931374,16.210.133.185,51527,42.219.155.27,23,Other,2016-11-04 04:18:51
49,153,5,0.8464307442773134,175.210.133.165,50274,42.219.155.27,5077,TCP,2016-11-04 04:19:40
86,289,2,0.8246199830900878,175.74.133.158,34882,42.219.155.27,22,UDP,2016-11-04 04:21:06
62,378,3,4.842423741705716,42.219.155.27,161,118.210.55.139,58652,TCP,2016-11-04 04:22:08
3,1914,4,0.8479179146233946,109.91.133.105,34845,42.219.155.27,80,TCP,2016-11-04 04:22:11
59,684,2,4.7216208167374125,211.81.42.165,34851,42.219.155.27,161,TCP,2016-11-04 04:23:10
29,1349,18,0.8461800653021783,42.219.155.27,161,175.210.133.165,34828,UDP,2016-11-04 04:23:39
3,358,5,3.330154057592153,175.41.133.165,0,42.219.155.27,0,TCP,2016-11-04 04:23:42
3,42,14,0.8276506124529988,175.210.133.165,50028,42.219.155.27,161,TCP,2016-11-04 04:23:45
3,290,5,0.8528355667367578,175.210.218.165,12151,42.219.155.27,445,Other,2016-11-04 04:23:48
15,381,4,0.8273236986715347,42.219.155.27,161,6.169.133.139,34842,Other,2016-11-04 04:24:03
11,286,4,0.8451945909764618,141.249.133.97,34904,42.219.155.27,161,Other,2016-11-04 04:24:14
