teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,43,1,0.7015546930488199,223.215.81.66,53354,42.219.153.71,53,TCP,2016-11-04 04:00:03
18,317,2,0.7092573666013777,42.219.153.71,110,143.70.24.210,31095,TCP,2016-11-04 04:00:21
44,258,6,0.7919336759950966,217.164.139.97,21062,42.219.153.71,123,TCP,2016-11-04 04:01:05
3,41,1,0.75691848853603,38.70.104.138,46614,42.219.153.71,123,TCP,2016-11-04 04:01:08
3,42,5,0.7915180188138038,42.219.153.71,53,243.70.80.162,14817,TCP,2016-11-04 04:01:11
3,122,2,0.7432359466329217,129.226.213.170,26510,42.219.153.71,110,TCP,2016-11-04 04:01:14
83,96,6,0.7281703599728644,111.70.166.37,35177,42.219.153.71,25,TCP,2016-11-04 04:02:37
309,113,1,0.774604202946648,245.148.215.37,14770,42.219.153.71,1472,TCP,2016-11-04 04:07:46
2,43,2,6.299830058589578,42.219.153.71,53,20.203.164.189,22166,TCP,2016-11-04 04:07:48
3,43,1,0.7567639059852809,42.219.153.71,110,63.153.176.146,28229,TCP,2016-11-04 04:07:51
109,41,5,0.7454401636496186,244.211.200.69,41910,42.219.153.71,25,TCP,2016-11-04 04:09:40
3,40,1,0.7559375781565905,42.219.153.71,123,177.70.187.79,42254,UDP,2016-11-04 04:09:43
100,39,10,0.7430645450949669,42.219.153.71,123,41.71.233.88,42854,TCP,2016-11-04 04:11:23
111,42,3,0.7828508312813938,42.219.153.71,53,14.241.88.186,31049,UDP,2016-11-04 04:13:14
95,39,5,16.356522191315893,31.70.139.52,50571,42.219.153.71,80,TCP,2016-11-04 04:14:49
273,35,2,8.248963722959159,42.219.153.71,25,185.70.6.94,52939,TCP,2016-11-04 04:19:22
3,127,6,0.7698325971141458,244.70.88.156,40186,42.219.153.71,3378,TCP,2016-11-04 04:19:25
30,103,16,16.465652570128437,243.70.169.36,20080,42.219.153.71,53,TCP,2016-11-04 04:19:55
58,330,6,0.6942801852710545,23.234.32.22,64048,42.219.153.71,123,TCP,2016-11-04 04:20:53
3,233,5,2.3881694069132204,42.219.153.71,5049,244.70.123.138,31089,TCP,2016-11-04 04:20:56
3,268,15,0.7547947322018445,228.209.171.135,14807,42.219.153.71,53,TCP,2016-11-04 04:20:59
19,40,9,0.6240702528739348,42.219.153.71,110,96.70.128.63,41197,UDP,2016-11-04 04:21:18
135,42,5,0.73812339711003,42.219.153.71,110,108.70.128.189,23147,TCP,2016-11-04 04:23:33
3,36,52,0.7563441074453294,69.6.81.131,39124,42.219.153.71,80,TCP,2016-11-04 04:23:36
2,42,6,0.6930264945840463,42.219.153.71,25,96.70.138.101,19443,TCP,2016-11-04 04:23:38
194,40,15,0.7230810527689755,42.219.153.71,25,244.225.164.170,42047,TCP,2016-11-04 04:26:52
3,44,5,0.7685835971496999,105.217.237.36,14801,42.219.153.71,110,TCP,2016-11-04 04:26:55
3,42,1,0.7399796554818749,109.71.157.34,59183,42.219.153.71,110,TCP,2016-11-04 04:26:58
46,275,6,0.8111321695614606,42.219.153.71,80,243.230.169.162,41832,TCP,2016-11-04 04:27:44
167,148,5,0.7109079938381909,121.70.74.22,23010,42.219.153.71,53,TCP,2016-11-04 04:30:31
82,42,5,0.7435279546771199,244.158.31.140,65473,42.219.153.71,3238,TCP,2016-11-04 04:31:53
2,40,1,0.7294793673790991,43.231.164.74,34057,42.219.153.71,123,UDP,2016-11-04 04:31:55
3,39,23,0.7542676809243858,42.219.153.71,110,244.116.133.127,26469,TCP,2016-11-04 04:31:58
25,35,1,15.770529069006445,244.179.105.57,14799,42.219.153.71,25,TCP,2016-11-04 04:32:23
3,36,2,0.742788257310167,95.70.31.142,59215,42.219.153.71,25,TCP,2016-11-04 04:32:26
3,33,5,0.7010151754366234,42.219.153.71,110,244.70.124.121,42495,TCP,2016-11-04 04:32:29
53,35,9,0.694268606370315,42.219.153.71,25,244.70.210.138,23297,TCP,2016-11-04 04:33:22
47,38,2,0.7410843840334564,42.219.153.71,25,116.223.65.43,41824,TCP,2016-11-04 04:34:09
220,40,2,0.737529999576509,42.219.153.71,53,218.233.120.110,50701,TCP,2016-11-04 04:37:49
3,42,2,6.732720024883747,163.235.15.130,43463,42.219.153.71,443,TCP,2016-11-04 04:37:52
2,246,6,0.7266685680951923,69.231.124.136,47575,42.219.153.71,53,TCP,2016-11-04 04:37:54
3,37,2,20.58188856393099,42.219.153.71,25,73.70.111.63,31053,TCP,2016-11-04 04:37:57
3,38,2,0.7404686738736928,243.70.145.74,14758,42.219.153.71,445,TCP,2016-11-04 04:38:00
3,42,39,0.7801843879278749,42.219.153.71,110,244.157.139.188,48309,UDP,2016-11-04 04:38:03
65,39,1,0.7505242307670414,42.219.153.71,123,244.94.157.74,22082,TCP,2016-11-04 04:39:08
12,40,9,0.6910599408438429,42.219.153.71,80,244.235.81.156,45644,TCP,2016-11-04 04:39:20
103,41,109,13.9287096709013,42.219.153.71,25,243.45.142.156,38367,UDP,2016-11-04 04:41:03
17,108,5,17.180489614605904,40.70.8.100,22938,42.219.153.71,23,TCP,2016-11-04 04:41:20
3,39,22,0.6567654343089089,243.41.139.179,46633,42.219.153.71,161,TCP,2016-11-04 04:41:23
80,247,9,2.3941699820570648,42.219.153.71,43056,239.142.157.183,42320,TCP,2016-11-04 04:42:43
77,39,16,0.6557877778541297,42.219.153.71,53,221.207.220.78,65478,TCP,2016-11-04 04:44:00
3,359,1,2.3004204402677715,42.219.153.71,25,34.211.81.115,26962,TCP,2016-11-04 04:44:03
63,37,5,0.7300952465739101,42.219.153.71,110,212.70.165.132,31047,TCP,2016-11-04 04:45:06
30,36,3,0.7719839906785637,150.179.121.120,14822,42.219.153.71,53,TCP,2016-11-04 04:45:36
3,219,5,0.8080018940381706,42.219.153.71,25,250.31.111.141,14750,TCP,2016-11-04 04:45:39
145,38,18,13.776010170578955,42.219.153.71,53,245.70.123.47,39248,TCP,2016-11-04 04:48:04
150,2964,5,0.7613963959738612,42.219.153.71,123,13.236.233.86,20749,TCP,2016-11-04 04:50:34
88,265,2,2.2913596546277404,42.219.153.71,25,44.57.179.49,42837,TCP,2016-11-04 04:52:02
65,39,5,0.7345554053317755,42.219.153.71,5050,54.9.213.98,63987,TCP,2016-11-04 04:53:07
2,40,8,0.7717597656883299,252.83.51.135,14804,42.219.153.71,43057,TCP,2016-11-04 04:53:09
83,45,18,11.349675692617893,42.219.153.71,25,103.70.119.96,40793,TCP,2016-11-04 04:54:32
3,291,5,12.29751605540514,42.219.153.71,443,144.148.31.134,65091,TCP,2016-11-04 04:54:35
3,38,2,0.7336418554186821,233.70.62.248,55092,42.219.153.71,53,TCP,2016-11-04 04:54:38
3,41,2,0.8406355467159301,130.70.232.147,40761,42.219.153.71,443,TCP,2016-11-04 04:54:41
3,250,5,0.7136358814314008,42.219.153.71,25,92.40.162.76,59323,TCP,2016-11-04 04:54:44
3,292,2,0.6935290357796475,80.177.254.93,31119,42.219.153.71,1473,TCP,2016-11-04 04:54:47
2,45,22,0.7687637039925903,141.187.69.192,58571,42.219.153.71,25,TCP,2016-11-04 04:54:49
18,39,2,0.6662278894800693,42.219.153.71,25,244.34.134.99,57908,TCP,2016-11-04 04:55:07
25,35,4,0.7240575682371855,42.219.153.71,25,216.7.21.99,35726,TCP,2016-11-04 04:55:32
139,43,5,0.7281239598523825,3.169.71.111,31068,42.219.153.71,5044,TCP,2016-11-04 04:57:51
3,42,5,0.7440615983214229,90.70.31.35,31407,42.219.153.71,110,TCP,2016-11-04 04:57:54
122,42,2,0.7833514285739511,124.70.144.134,24562,42.219.153.71,110,TCP,2016-11-04 04:59:56
