teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,421,7,0.8361835861578584,42.219.154.181,37987,12.18.227.136,80,TCP,2016-11-04 04:00:03
3,509,7,0.8388867101166397,42.219.154.181,38241,12.192.227.36,80,TCP,2016-11-04 04:00:06
3,497,35,0.8408650963101536,42.219.154.181,39260,12.192.4.36,80,TCP,2016-11-04 04:00:09
3,477,5,0.8374201620463282,42.219.154.181,48725,12.192.227.163,80,TCP,2016-11-04 04:00:12
3,246,9,0.8463408176321536,42.219.154.181,39188,12.192.227.53,80,TCP,2016-11-04 04:00:15
3,436,8,0.8434067917987704,42.219.154.181,41649,12.192.227.36,80,TCP,2016-11-04 04:00:18
3,485,6,0.8353302127216011,42.219.154.181,36897,12.199.227.169,80,TCP,2016-11-04 04:00:21
3,502,6,0.8579677243251354,42.219.154.181,53677,12.192.227.224,80,TCP,2016-11-04 04:00:24
3,521,5,0.8366229927632958,42.219.154.181,41273,12.192.227.36,80,TCP,2016-11-04 04:00:27
3,482,9,0.8404641451779753,42.219.154.181,55237,12.192.227.36,80,TCP,2016-11-04 04:00:30
3,495,6,0.8347465347032994,42.219.154.181,40543,169.192.227.104,80,TCP,2016-11-04 04:00:33
3,487,5,0.8370068713556975,42.219.154.181,40122,12.192.227.211,80,TCP,2016-11-04 04:00:36
3,482,7,0.8413883442990482,42.219.154.181,41692,220.192.191.36,80,TCP,2016-11-04 04:00:39
3,550,7,0.8434244559612125,42.219.154.181,37500,12.192.227.135,80,TCP,2016-11-04 04:00:42
3,492,7,0.8413023054599762,42.219.154.181,37833,209.192.227.36,80,TCP,2016-11-04 04:00:45
3,486,7,0.8433482211548835,42.219.154.181,36483,19.192.17.36,80,TCP,2016-11-04 04:00:48
3,492,6,0.8390889605507255,42.219.154.181,33236,127.192.227.36,80,TCP,2016-11-04 04:00:51
3,492,1,0.842024338664487,42.219.154.181,36461,12.192.227.206,80,TCP,2016-11-04 04:00:54
3,504,5,0.8499066119547933,42.219.154.181,34062,129.198.227.158,80,TCP,2016-11-04 04:00:57
3,483,7,0.8425845208112149,42.219.154.181,35933,128.223.227.36,80,TCP,2016-11-04 04:01:00
3,475,7,0.8348177829757333,42.219.154.181,39447,12.192.227.120,80,TCP,2016-11-04 04:01:03
3,511,8,0.8507992015220225,42.219.154.181,36437,12.232.227.36,80,TCP,2016-11-04 04:01:06
3,558,7,0.8312050814274698,42.219.154.181,47542,12.192.227.33,80,TCP,2016-11-04 04:01:09
3,539,9,0.8440806500148028,42.219.154.181,38318,12.207.227.36,80,TCP,2016-11-04 04:01:12
3,498,6,0.8526675458997488,42.219.154.181,40086,12.192.227.93,80,TCP,2016-11-04 04:01:15
3,481,7,0.8453771488275379,42.219.154.181,38965,12.192.227.36,80,TCP,2016-11-04 04:01:18
3,500,7,0.8338303647469729,42.219.154.181,38733,250.192.227.143,80,TCP,2016-11-04 04:01:21
3,470,6,0.8353409464471042,42.219.154.181,38886,12.192.227.71,80,TCP,2016-11-04 04:01:24
3,3759,6,0.8515928210690618,42.219.154.181,37649,12.192.227.36,80,TCP,2016-11-04 04:01:27
3,475,7,0.8422222787048668,42.219.154.181,52649,12.192.227.112,80,TCP,2016-11-04 04:01:30
3,465,7,0.835491810226813,42.219.154.181,41237,12.248.227.36,80,TCP,2016-11-04 04:01:33
3,499,9,0.8437884729355574,42.219.154.181,36271,12.192.227.104,80,TCP,2016-11-04 04:01:36
3,475,5,0.8427073247730732,42.219.154.181,35550,12.192.227.36,80,TCP,2016-11-04 04:01:39
3,503,5,0.8415840023662895,42.219.154.181,39191,12.192.227.133,80,TCP,2016-11-04 04:01:42
3,473,6,0.8484444587957114,42.219.154.181,41473,128.192.227.36,80,TCP,2016-11-04 04:01:45
3,458,5,0.8366063428111374,42.219.154.181,35705,12.19.227.36,80,TCP,2016-11-04 04:01:48
3,547,6,0.8430363514926285,42.219.154.181,55868,12.192.227.36,80,TCP,2016-11-04 04:01:51
3,200,7,0.8430350837297738,42.219.154.181,38286,79.192.227.36,80,TCP,2016-11-04 04:01:54
3,3705,6,0.8361607664264739,42.219.154.181,41484,130.192.227.214,80,TCP,2016-11-04 04:01:57
3,499,87,0.8395819512661546,42.219.154.181,36024,12.192.227.36,80,TCP,2016-11-04 04:02:00
3,450,20,0.8386507371906191,42.219.154.181,37014,12.192.146.163,80,TCP,2016-11-04 04:02:03
3,503,5,0.8472467609681189,42.219.154.181,40352,12.192.227.36,80,TCP,2016-11-04 04:02:06
3,520,9,0.8449884527362883,42.219.154.181,36852,109.192.227.36,80,TCP,2016-11-04 04:02:09
3,354,7,0.8486558371223509,42.219.154.181,37950,12.192.227.37,80,TCP,2016-11-04 04:02:12
3,330,8,0.8464201795868576,42.219.154.181,41341,12.192.227.36,80,TCP,2016-11-04 04:02:15
3,480,7,0.8324238241184503,42.219.154.181,42269,12.192.227.191,80,TCP,2016-11-04 04:02:18
3,529,7,0.834858943009749,42.219.154.181,35154,129.20.227.80,80,TCP,2016-11-04 04:02:21
3,495,6,0.8393654173705727,42.219.154.181,54633,12.192.227.108,80,TCP,2016-11-04 04:02:24
3,527,6,0.8396260694134979,42.219.154.181,37527,12.192.227.36,80,TCP,2016-11-04 04:02:27
3,460,7,0.8413540301844478,42.219.154.181,36329,12.192.227.36,80,TCP,2016-11-04 04:02:30
3,497,7,0.8442430081777275,42.219.154.181,42640,12.192.227.36,80,TCP,2016-11-04 04:02:33
2,482,8,0.8317033967468888,42.219.154.181,36464,83.192.227.36,80,TCP,2016-11-04 04:02:35
3,503,7,0.835394530557096,42.219.154.181,34598,12.192.227.182,53,TCP,2016-11-04 04:02:38
3,475,7,0.8470965733285993,42.219.154.181,59258,12.192.227.175,80,TCP,2016-11-04 04:02:41
2,469,9,0.8345910224597901,42.219.154.181,41243,12.192.227.240,80,TCP,2016-11-04 04:02:43
3,457,7,0.8488199701532722,42.219.154.181,40120,14.194.227.36,80,TCP,2016-11-04 04:02:46
3,516,5,0.8338984013535082,42.219.154.181,40710,12.192.227.98,80,TCP,2016-11-04 04:02:49
3,483,5,0.8517826474271715,42.219.154.181,53078,12.192.227.160,80,TCP,2016-11-04 04:02:52
3,463,6,0.8513315774034709,42.219.154.181,42428,12.192.227.36,80,TCP,2016-11-04 04:02:55
3,492,7,0.8372457178775221,42.219.154.181,39001,12.192.227.36,80,TCP,2016-11-04 04:02:58
3,527,5,0.8340821424499154,42.219.154.181,37066,12.192.227.178,80,TCP,2016-11-04 04:03:01
3,499,8,0.8415657465811819,42.219.154.181,39013,12.200.227.178,80,TCP,2016-11-04 04:03:04
3,484,8,0.8401369778439403,42.219.154.181,36591,12.192.227.36,80,TCP,2016-11-04 04:03:07
3,472,6,0.8572709618601948,42.219.154.181,34456,12.192.227.212,80,TCP,2016-11-04 04:03:10
3,519,2,0.8330495073460042,42.219.154.181,41357,12.192.227.36,80,TCP,2016-11-04 04:03:13
3,174,5,0.8403702462092042,42.219.154.181,36044,12.192.227.223,80,TCP,2016-11-04 04:03:16
3,510,7,0.8291633916087449,42.219.154.181,42241,12.192.227.36,80,TCP,2016-11-04 04:03:19
3,496,5,0.8392899432219565,12.192.227.36,80,42.219.154.181,43747,TCP,2016-11-04 04:03:22
3,505,6,0.839798400644213,42.219.154.181,41491,12.192.227.70,80,TCP,2016-11-04 04:03:25
3,501,8,0.8424899457022548,42.219.154.181,51901,12.192.227.203,80,TCP,2016-11-04 04:03:28
3,468,7,0.833311258116737,42.219.154.181,39821,12.192.227.36,80,TCP,2016-11-04 04:03:31
3,530,6,0.8442693776451051,42.219.154.181,43176,182.192.227.36,80,TCP,2016-11-04 04:03:34
3,509,7,0.8476166096515954,42.219.154.181,53097,12.192.227.126,80,TCP,2016-11-04 04:03:37
3,439,7,0.8280743833165616,42.219.154.181,33711,12.192.227.37,80,TCP,2016-11-04 04:03:40
3,453,5,0.8355431123636663,42.219.154.181,60609,160.192.227.36,80,TCP,2016-11-04 04:03:43
3,528,5,0.8435392307583243,42.219.154.181,42470,12.192.227.36,80,TCP,2016-11-04 04:03:46
3,511,5,0.8416047091595829,42.219.154.181,41188,12.10.227.36,80,TCP,2016-11-04 04:03:49
3,464,8,0.8459017490968108,42.219.154.181,36663,12.192.227.36,80,TCP,2016-11-04 04:03:52
3,487,5,0.8505530864931643,42.219.154.181,59859,12.192.227.36,80,TCP,2016-11-04 04:03:55
3,460,5,0.8496573697775602,42.219.154.181,35509,12.192.227.36,80,TCP,2016-11-04 04:03:58
3,477,5,5.908707976341248,42.219.154.181,36455,12.192.227.106,80,TCP,2016-11-04 04:04:01
3,490,7,0.8471764423884451,42.219.154.181,37147,12.192.227.199,80,TCP,2016-11-04 04:04:04
3,498,7,0.8368514436297119,42.219.154.181,59575,12.192.227.193,80,TCP,2016-11-04 04:04:07
3,458,5,0.8417936903424561,182.32.227.105,80,42.219.154.181,38933,TCP,2016-11-04 04:04:10
3,498,5,0.8404840067960322,42.219.154.181,38028,12.192.227.101,80,TCP,2016-11-04 04:04:13
3,491,5,0.8441079491749406,42.219.154.181,40807,12.192.227.152,80,TCP,2016-11-04 04:04:16
3,515,5,0.8393212992232293,42.219.154.181,36133,128.192.227.37,80,TCP,2016-11-04 04:04:19
3,3486,8,0.8389727489557117,42.219.154.181,32822,12.192.227.36,80,TCP,2016-11-04 04:04:22
3,502,7,0.8347848211415112,42.219.154.181,38273,130.122.227.150,80,TCP,2016-11-04 04:04:25
3,477,8,0.8280289974063635,42.219.154.181,38099,12.169.227.37,80,TCP,2016-11-04 04:04:28
3,437,7,0.8443709677085279,42.219.154.181,48031,12.197.227.42,53,TCP,2016-11-04 04:04:31
3,497,6,0.8569651774596423,42.219.154.181,36940,12.233.227.70,80,TCP,2016-11-04 04:04:34
3,497,8,0.8436125919688493,42.219.154.181,41269,12.192.227.43,80,TCP,2016-11-04 04:04:37
3,382,7,0.8448510272428393,42.219.154.181,51766,147.192.227.36,80,TCP,2016-11-04 04:04:40
3,512,8,0.8382562093902379,42.219.154.181,41716,224.192.227.136,80,TCP,2016-11-04 04:04:43
3,3528,8,0.8424952703062445,42.219.154.181,35593,12.192.227.43,80,TCP,2016-11-04 04:04:46
3,567,7,0.8480293087195605,42.219.154.181,41403,12.192.18.123,80,TCP,2016-11-04 04:04:49
3,544,8,0.839409789070487,42.219.154.181,39274,131.192.227.189,80,TCP,2016-11-04 04:04:52
3,444,6,0.8414956815540791,42.219.154.181,36436,12.19.227.36,80,TCP,2016-11-04 04:04:55
3,494,7,0.8293200870975852,42.219.154.181,33302,12.192.227.42,80,TCP,2016-11-04 04:04:58
3,506,6,0.8431279684882611,42.219.154.181,48660,12.227.227.36,80,TCP,2016-11-04 04:05:01
3,496,8,0.8486627675592899,42.219.154.181,36478,12.192.4.36,80,TCP,2016-11-04 04:05:04
3,491,8,0.8410509503446519,42.219.154.181,35009,12.192.227.36,80,TCP,2016-11-04 04:05:07
3,504,6,0.8444033379200846,42.219.154.181,38300,12.175.237.220,80,TCP,2016-11-04 04:05:10
3,450,8,0.8256652113050222,42.219.154.181,36544,12.192.227.36,80,TCP,2016-11-04 04:05:13
3,494,7,0.8363659749738872,42.219.154.181,34492,12.192.227.36,80,TCP,2016-11-04 04:05:16
3,486,7,0.8395525391679257,42.219.154.181,36218,12.192.227.36,80,TCP,2016-11-04 04:05:19
3,505,6,0.8317105807363987,42.219.154.181,37993,12.192.227.36,80,TCP,2016-11-04 04:05:22
3,526,7,0.8380320689175278,42.219.154.181,36602,12.192.227.36,80,TCP,2016-11-04 04:05:25
3,538,5,0.8416669985745102,42.219.154.181,41425,12.192.227.36,80,TCP,2016-11-04 04:05:28
3,509,7,0.8410212001763284,42.219.154.181,50339,12.192.227.36,80,TCP,2016-11-04 04:05:31
3,513,8,0.8540592959616333,42.219.154.181,38500,12.192.227.36,80,TCP,2016-11-04 04:05:34
3,490,5,0.83882737881504,42.219.154.181,52335,12.192.227.208,80,TCP,2016-11-04 04:05:37
2,427,5,0.8317641648463905,42.219.154.181,36942,12.175.227.243,80,TCP,2016-11-04 04:05:39
3,495,7,0.8355928931850941,42.219.154.181,36886,12.192.227.205,80,TCP,2016-11-04 04:05:42
3,444,5,0.8415531534701586,42.219.154.181,36894,12.192.227.57,80,TCP,2016-11-04 04:05:45
3,483,7,0.8390177122782916,42.219.154.181,38416,12.192.227.176,80,TCP,2016-11-04 04:05:48
3,535,1,0.8350197798572481,42.219.154.181,42183,12.192.227.135,80,TCP,2016-11-04 04:05:51
3,496,8,0.8482728882227093,42.219.154.181,40553,12.67.227.164,80,TCP,2016-11-04 04:05:54
3,488,6,0.8256898059044033,42.219.154.181,36857,12.192.3.36,80,TCP,2016-11-04 04:05:57
3,498,7,0.8480311681050807,42.219.154.181,37130,12.18.227.33,80,TCP,2016-11-04 04:06:00
3,511,6,0.8346348870545626,42.219.154.181,35667,12.122.227.36,80,TCP,2016-11-04 04:06:03
3,394,13,0.8433989316690713,42.219.154.181,37009,12.192.227.37,80,TCP,2016-11-04 04:06:06
3,493,2,0.839788343058899,42.219.154.181,43355,12.19.227.36,80,TCP,2016-11-04 04:06:09
3,452,8,0.8497164475265891,42.219.154.181,39111,12.192.227.36,80,TCP,2016-11-04 04:06:12
3,483,5,0.8387450587470084,42.219.154.181,36666,12.192.227.196,80,TCP,2016-11-04 04:06:15
3,481,5,0.8347670724615455,42.219.154.181,35523,12.192.227.67,80,TCP,2016-11-04 04:06:18
3,553,1,0.8418220882304013,42.219.154.181,36932,12.192.227.36,80,TCP,2016-11-04 04:06:21
2,525,5,0.8342163562774658,42.219.154.181,38978,12.192.227.204,80,TCP,2016-11-04 04:06:23
3,496,5,0.8312502983026206,42.219.154.181,36301,12.192.227.218,80,TCP,2016-11-04 04:06:26
3,481,5,0.8491001457441598,42.219.154.181,42840,12.19.227.151,80,TCP,2016-11-04 04:06:29
3,482,8,0.8394534846302122,42.219.154.181,45475,12.192.227.142,80,TCP,2016-11-04 04:06:32
3,465,8,0.8264757343567908,42.219.154.181,40321,230.21.227.235,80,TCP,2016-11-04 04:06:35
3,482,6,0.8423524356912822,42.219.154.181,38965,12.69.227.36,80,TCP,2016-11-04 04:06:38
3,487,7,0.8405279559083283,42.219.154.181,34791,12.192.227.36,80,TCP,2016-11-04 04:06:41
3,553,5,0.8447591566946357,42.219.154.181,36827,12.192.227.217,80,TCP,2016-11-04 04:06:44
3,471,9,0.8307773382402956,42.219.154.181,36245,12.192.227.102,80,TCP,2016-11-04 04:06:47
3,437,8,0.84567203046754,42.219.154.181,42230,12.192.227.36,80,TCP,2016-11-04 04:06:50
3,499,8,0.8553545270115137,42.219.154.181,35508,12.130.227.36,80,TCP,2016-11-04 04:06:53
3,485,6,0.8347441682126373,42.219.154.181,56283,12.192.227.36,80,TCP,2016-11-04 04:06:56
3,534,7,0.8344401586800814,42.219.154.181,39179,12.192.227.211,80,TCP,2016-11-04 04:06:59
3,498,5,0.8333635744638741,42.219.154.181,49618,12.209.227.123,80,TCP,2016-11-04 04:07:02
3,460,8,0.835352947935462,42.219.154.181,36905,12.19.227.70,80,TCP,2016-11-04 04:07:05
3,483,7,0.8527247642632574,42.219.154.181,34092,12.192.227.36,80,TCP,2016-11-04 04:07:08
3,504,6,0.8507728320546448,42.219.154.181,38954,12.37.227.146,80,TCP,2016-11-04 04:07:11
3,522,7,0.8351103826425971,42.219.154.181,38799,13.192.227.162,80,TCP,2016-11-04 04:07:14
3,466,6,0.8450422058813274,42.219.154.181,52931,12.192.227.212,80,TCP,2016-11-04 04:07:17
3,470,6,0.8445301987230778,42.219.154.181,36517,12.192.227.74,80,TCP,2016-11-04 04:07:20
3,487,8,0.8354501430876553,42.219.154.181,41165,12.192.227.36,80,TCP,2016-11-04 04:07:23
3,516,7,0.8284788841847329,42.219.154.181,39790,12.192.227.36,80,TCP,2016-11-04 04:07:26
3,505,7,0.8455763566307724,42.219.154.181,41414,12.192.227.36,80,TCP,2016-11-04 04:07:29
3,455,9,0.8449224445503205,42.219.154.181,37338,12.46.36.90,80,TCP,2016-11-04 04:07:32
3,3484,6,0.8468551067635417,42.219.154.181,44826,12.192.227.193,80,TCP,2016-11-04 04:07:35
3,504,5,0.8450052717234939,42.219.154.181,56103,126.192.227.36,80,TCP,2016-11-04 04:07:38
3,470,8,0.8449260788038373,42.219.154.181,40517,12.192.227.191,80,TCP,2016-11-04 04:07:41
3,471,8,0.8428547233343124,14.192.227.36,80,42.219.154.181,33653,TCP,2016-11-04 04:07:44
3,474,7,0.8446925568860024,42.219.154.181,36832,12.192.227.55,80,TCP,2016-11-04 04:07:47
3,511,5,0.8404176605399698,42.219.154.181,36183,129.231.227.70,80,TCP,2016-11-04 04:07:50
3,471,8,0.8520762613043189,42.219.154.181,39085,62.6.227.234,80,TCP,2016-11-04 04:07:53
3,487,18,0.8436977011151612,42.219.154.181,35833,12.192.227.36,80,TCP,2016-11-04 04:07:56
3,522,6,0.8318705724086612,42.219.154.181,59836,12.192.227.36,80,TCP,2016-11-04 04:07:59
3,381,7,0.8364970616530627,42.219.154.181,37181,12.192.227.70,80,TCP,2016-11-04 04:08:02
3,479,8,0.8427586269099265,42.219.154.181,41414,129.192.227.68,80,TCP,2016-11-04 04:08:05
3,513,5,0.8279440572950989,42.219.154.181,35931,12.192.227.89,80,TCP,2016-11-04 04:08:08
3,479,5,0.8395193237811327,42.219.154.181,33344,214.192.227.252,80,TCP,2016-11-04 04:08:11
3,507,5,0.8314574507530779,42.219.154.181,40569,12.192.227.36,80,TCP,2016-11-04 04:08:14
1,484,5,0.8337037574965507,42.219.154.181,41295,12.192.116.210,80,TCP,2016-11-04 04:08:15
3,500,5,0.8300778712145984,42.219.154.181,41595,12.192.227.79,80,TCP,2016-11-04 04:08:18
3,516,6,0.8371000941842794,42.219.154.181,37716,12.192.227.97,80,TCP,2016-11-04 04:08:21
3,503,8,0.8365184445865452,42.219.154.181,38850,130.192.227.247,80,TCP,2016-11-04 04:08:24
3,501,5,0.8475356418639421,42.219.154.181,55892,12.192.227.106,80,TCP,2016-11-04 04:08:27
3,467,1,0.8317606996279209,42.219.154.181,36337,12.192.227.156,80,TCP,2016-11-04 04:08:30
3,464,7,0.8342023263685405,42.219.154.181,41642,129.192.227.36,80,TCP,2016-11-04 04:08:33
3,471,5,0.8198266562540084,42.219.154.181,49861,12.192.227.151,80,TCP,2016-11-04 04:08:36
3,476,8,0.8356160509865731,42.219.154.181,34492,12.19.227.74,80,TCP,2016-11-04 04:08:39
3,486,5,0.8482569989282638,127.192.227.170,80,42.219.154.181,37216,TCP,2016-11-04 04:08:42
3,476,6,0.8352112965658307,42.219.154.181,34951,12.122.227.119,80,TCP,2016-11-04 04:08:45
3,533,7,0.8393627128098159,42.219.154.181,35100,12.215.227.36,80,TCP,2016-11-04 04:08:48
3,512,9,0.8344988138414919,42.219.154.181,48411,12.122.227.70,80,TCP,2016-11-04 04:08:51
3,498,8,0.8476163560990244,42.219.154.181,40129,12.192.227.36,80,TCP,2016-11-04 04:08:54
3,323,6,0.8315148381516337,42.219.154.181,36594,12.192.227.154,80,TCP,2016-11-04 04:08:57
3,530,6,0.8452993081882596,42.219.154.181,40824,12.192.227.37,80,TCP,2016-11-04 04:09:00
3,496,5,0.8319316785782576,42.219.154.181,42173,12.20.227.105,80,TCP,2016-11-04 04:09:03
3,502,9,0.8399862830992788,42.219.154.181,40959,12.192.227.36,80,TCP,2016-11-04 04:09:06
3,470,5,0.8420519758947194,42.219.154.181,37595,12.192.227.235,80,TCP,2016-11-04 04:09:09
3,519,2,0.8407493918202817,42.219.154.181,35444,217.192.227.55,80,TCP,2016-11-04 04:09:12
3,497,6,0.8587376789655536,42.219.154.181,37206,12.192.227.168,80,TCP,2016-11-04 04:09:15
3,491,5,0.8485774893779308,42.219.154.181,36920,162.192.227.128,80,TCP,2016-11-04 04:09:18
3,493,2,0.8270689628552645,42.219.154.181,39487,130.192.227.36,80,TCP,2016-11-04 04:09:21
3,512,7,0.8516305158846079,42.219.154.181,38404,12.192.227.71,80,TCP,2016-11-04 04:09:24
3,489,10,0.8347487321589142,42.219.154.181,37105,12.205.227.36,80,TCP,2016-11-04 04:09:27
3,522,8,0.8330230533611029,42.219.154.181,35194,12.192.227.214,80,TCP,2016-11-04 04:09:30
3,486,6,0.8453899109736085,42.219.154.181,38676,12.192.227.44,80,TCP,2016-11-04 04:09:33
3,483,7,0.8485905050765723,42.219.154.181,37258,12.123.227.189,80,TCP,2016-11-04 04:09:36
3,485,7,0.8415838333312422,42.219.154.181,39148,12.175.227.93,80,TCP,2016-11-04 04:09:39
