teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,360,5,0.8612411725334823,114.94.11.62,62704,42.219.153.174,443,TCP,2016-11-04 04:00:03
17,288,5,0.8496140122879297,114.94.11.113,60968,42.219.153.174,443,TCP,2016-11-04 04:00:20
3,280,5,0.8330936254933476,114.95.125.62,63084,42.219.153.174,443,TCP,2016-11-04 04:00:23
3,305,5,0.8832907802425325,114.95.11.62,60807,42.219.153.174,443,TCP,2016-11-04 04:00:26
3,82,5,1.0687398067675529,114.94.11.62,60920,42.219.153.174,50587,TCP,2016-11-04 04:00:29
3,269,1,0.956556485965848,114.95.233.62,60405,42.219.153.174,25,TCP,2016-11-04 04:00:32
3,337,5,2.6485871672630306,114.95.11.137,61322,42.219.153.174,443,TCP,2016-11-04 04:00:35
3,307,5,0.8675853114109486,114.95.11.62,61447,42.219.153.174,44385,TCP,2016-11-04 04:00:38
3,344,5,0.8408662795554847,56.95.11.62,24586,42.219.153.174,22,TCP,2016-11-04 04:00:41
70,208,5,3.4966738633811474,114.95.11.62,53,42.219.153.174,443,TCP,2016-11-04 04:01:51
3,274,10,0.8807637062855065,42.219.153.174,443,114.95.11.62,62276,TCP,2016-11-04 04:01:54
3,322,5,0.8692923963535577,114.95.11.62,61293,42.219.153.174,443,TCP,2016-11-04 04:01:57
3,490,5,0.9947040618862956,114.95.11.102,59829,42.219.153.174,443,TCP,2016-11-04 04:02:00
3,306,5,0.8277791636064649,114.95.11.62,60396,42.219.153.174,443,TCP,2016-11-04 04:02:03
3,324,5,0.9586100927554072,114.95.11.62,60619,42.219.153.174,443,TCP,2016-11-04 04:02:06
3,296,5,5.3537611830979595,42.219.153.174,443,114.95.11.62,53,TCP,2016-11-04 04:02:09
3,304,5,1.051105479011312,114.95.147.62,18585,42.219.153.174,443,TCP,2016-11-04 04:02:12
3,52,5,0.928447732469067,115.95.11.62,60636,42.219.153.174,23,TCP,2016-11-04 04:02:15
41,310,10,8.649033168330789,212.95.11.101,60806,42.219.153.174,54498,TCP,2016-11-04 04:02:56
3,293,16,0.9165212956722826,114.95.11.62,61406,42.219.153.174,443,TCP,2016-11-04 04:02:59
3,331,5,0.8936558403074741,114.95.11.62,60273,42.219.153.174,5113,TCP,2016-11-04 04:03:02
3,280,5,0.9410620573908092,114.95.11.62,59805,42.219.153.174,443,TCP,2016-11-04 04:03:05
3,329,5,5.283426037989557,114.95.11.62,62863,42.219.153.174,443,TCP,2016-11-04 04:03:08
3,342,5,0.8127194086555392,114.94.11.62,60611,42.219.153.174,1103,TCP,2016-11-04 04:03:11
3,287,5,0.9765191869810224,114.95.11.62,60453,42.219.153.174,25,TCP,2016-11-04 04:03:14
3,284,5,10.737818855792284,114.95.112.62,60430,42.219.153.174,443,TCP,2016-11-04 04:03:17
3,339,5,0.8111219429410994,114.94.233.62,61032,42.219.153.174,49496,TCP,2016-11-04 04:03:20
3,310,5,0.9651376346591859,114.95.11.112,60433,42.219.153.174,443,TCP,2016-11-04 04:03:23
3,349,5,0.9520962426904588,114.94.11.62,60451,42.219.153.174,443,TCP,2016-11-04 04:03:26
3,299,5,0.7096064239740372,114.95.11.62,61178,42.219.153.174,443,TCP,2016-11-04 04:03:29
3,311,5,0.780902533326298,42.219.153.174,46166,114.94.11.62,60356,TCP,2016-11-04 04:03:32
3,294,5,0.9225260121747852,42.219.153.174,443,114.95.11.62,60539,TCP,2016-11-04 04:03:35
3,297,5,0.9609563837293535,114.94.11.62,60479,42.219.153.174,443,TCP,2016-11-04 04:03:38
3,304,5,0.8745888560079038,114.95.11.62,59923,42.219.153.174,443,TCP,2016-11-04 04:03:41
49,316,5,1.0488546083215624,114.94.11.62,61621,42.219.153.174,443,TCP,2016-11-04 04:04:30
3,287,5,0.7397986189462245,42.219.153.174,443,114.95.11.62,60763,TCP,2016-11-04 04:04:33
3,296,6,0.935811744304374,114.95.11.62,60769,42.219.153.174,443,TCP,2016-11-04 04:04:36
3,333,5,0.8297534929588437,114.95.35.62,61173,42.219.153.174,443,TCP,2016-11-04 04:04:39
3,304,5,1.0382157114800066,114.95.11.62,60536,42.219.153.174,443,TCP,2016-11-04 04:04:42
3,309,7,0.7960659912787378,42.219.153.174,443,114.13.11.62,60482,TCP,2016-11-04 04:04:45
3,281,5,0.8618877315893769,114.95.11.62,60430,42.219.153.174,443,TCP,2016-11-04 04:04:48
3,267,5,0.8958915823604912,42.219.153.174,443,114.58.11.62,37553,TCP,2016-11-04 04:04:51
3,285,5,0.8614294775761664,42.219.153.174,443,114.95.11.61,60970,TCP,2016-11-04 04:04:54
3,277,5,0.9226588737219572,114.94.11.62,59744,42.219.153.174,443,TCP,2016-11-04 04:04:57
3,336,10,0.7875849958509207,114.94.11.62,49742,42.219.153.174,443,TCP,2016-11-04 04:05:00
3,273,5,0.916302986908704,114.95.11.62,60434,42.219.153.174,443,TCP,2016-11-04 04:05:03
3,325,5,0.9965119762346148,114.5.11.62,62815,42.219.153.174,443,TCP,2016-11-04 04:05:06
3,333,5,0.8855413128621876,114.95.11.62,52368,42.219.153.174,443,TCP,2016-11-04 04:05:09
3,361,5,1.0431860180106014,114.95.11.62,60329,42.219.153.174,443,TCP,2016-11-04 04:05:12
19,294,5,0.8368099455256015,114.95.11.62,53,42.219.153.174,80,TCP,2016-11-04 04:05:31
3,350,5,0.9646373754367232,114.95.11.62,60465,42.219.153.174,443,TCP,2016-11-04 04:05:34
3,318,5,0.9435359698254616,114.95.11.62,53,42.219.153.174,443,TCP,2016-11-04 04:05:37
3,297,4,0.8188331527635455,114.95.11.62,60461,42.219.153.174,443,TCP,2016-11-04 04:05:40
3,321,8,1.0801872827578336,114.95.11.62,60807,42.219.153.174,443,TCP,2016-11-04 04:05:43
3,92,5,0.8403641609475017,114.95.11.62,61543,42.219.153.174,443,TCP,2016-11-04 04:05:46
3,305,5,1.0271153489593416,114.95.11.62,34091,42.219.153.174,443,TCP,2016-11-04 04:05:49
3,267,5,1.4722141250967982,114.95.11.62,60101,42.219.153.174,445,TCP,2016-11-04 04:05:52
3,306,5,0.7499709790572524,114.94.11.62,62117,42.219.153.174,443,TCP,2016-11-04 04:05:55
3,275,4,1.0041025795508176,114.94.11.62,37113,42.219.153.174,443,TCP,2016-11-04 04:05:58
