teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
40,64,5,0.7618706237990409,42.219.155.91,161,175.210.133.81,55178,UDP,2016-11-04 04:00:40
110,468,1,0.7566237759310752,42.219.155.91,161,175.210.75.101,27793,UDP,2016-11-04 04:02:30
96,97,29,0.7456026063300669,42.219.155.91,161,175.210.231.194,47661,UDP,2016-11-04 04:04:06
33,594,3,2.5203483905643225,42.219.155.91,161,152.210.133.76,41436,UDP,2016-11-04 04:04:39
55,3,57,0.7722616307437421,42.219.155.91,161,151.210.123.128,41604,UDP,2016-11-04 04:05:34
32,13048,8,0.7410893705673516,42.219.155.91,3264,175.210.224.182,42611,UDP,2016-11-04 04:06:06
71,3516,4,0.7477896662894636,42.219.155.91,161,175.210.133.140,41431,UDP,2016-11-04 04:07:17
45,11082,139,0.7564511911477894,42.219.155.91,161,175.210.133.171,19931,UDP,2016-11-04 04:08:02
26,9883,16,0.7358386348932981,42.219.155.91,161,175.210.112.96,27786,UDP,2016-11-04 04:08:28
144,102,4,0.7605410786345601,42.219.155.91,161,175.210.133.194,34831,UDP,2016-11-04 04:10:52
15,188,45,0.7604442215524614,42.219.155.91,161,175.68.133.110,41610,UDP,2016-11-04 04:11:07
34,986,2,2.8247570148669183,42.219.155.91,161,175.210.120.194,38206,UDP,2016-11-04 04:11:41
119,325,5,0.7430032698903233,42.219.155.91,161,175.210.134.227,19952,UDP,2016-11-04 04:13:40
30,203,8,0.7623742637224495,42.219.155.91,161,175.210.169.225,19082,UDP,2016-11-04 04:14:10
69,15518,1,0.7722676314879209,42.219.155.91,161,175.210.133.185,27806,UDP,2016-11-04 04:15:19
63,53,5,0.7595974404830486,42.219.155.91,161,175.210.133.163,34829,UDP,2016-11-04 04:16:22
98,9,2,23.58386986702681,42.219.155.91,161,175.210.133.224,42590,UDP,2016-11-04 04:18:00
28,134,386,0.7464175242930651,42.219.155.91,161,175.210.155.73,27809,UDP,2016-11-04 04:18:28
59,134,6,0.7789298098068684,42.219.155.91,161,152.210.133.228,20012,UDP,2016-11-04 04:19:27
182,211,6,0.7877826823387295,42.219.155.91,161,151.64.38.194,27757,UDP,2016-11-04 04:22:29
235,6,43,0.7460273068863899,42.219.155.91,161,208.210.133.163,34904,UDP,2016-11-04 04:26:24
83,12015,5,0.7578087961301208,42.219.155.91,161,175.210.19.223,33689,UDP,2016-11-04 04:27:47
103,204,5,0.7335844680201262,42.219.155.91,161,175.210.117.177,56454,UDP,2016-11-04 04:29:30
74,96,2,4.1624231301248065,42.219.155.91,161,173.210.231.123,27811,UDP,2016-11-04 04:30:44
101,2653,5,2.604845630005002,42.219.155.91,161,175.210.133.149,41580,UDP,2016-11-04 04:32:25
4,215,3,0.7289104799274355,42.219.155.91,161,175.69.133.117,44113,UDP,2016-11-04 04:32:29
76,16295,1,0.7746821281034499,42.219.155.91,161,175.209.231.56,19981,UDP,2016-11-04 04:33:45
75,69,2,0.7445043011102825,42.219.155.91,161,175.210.133.194,53,UDP,2016-11-04 04:35:00
29,699,3,0.737382770050317,42.219.155.91,161,175.210.133.80,5058,UDP,2016-11-04 04:35:29
40,24,5,17.98248789086938,42.219.155.91,161,175.210.6.138,5103,UDP,2016-11-04 04:36:09
58,9941,3,27.74210768938065,42.219.155.91,161,175.210.133.226,5459,UDP,2016-11-04 04:37:07
48,205,2,0.748252737801522,42.219.155.91,161,175.210.133.231,27763,UDP,2016-11-04 04:37:55
22,466,4,0.7219894244335592,42.219.155.91,161,223.210.133.215,53,UDP,2016-11-04 04:38:17
41,233,6,0.7700546246487647,42.219.155.91,161,175.210.231.160,53,UDP,2016-11-04 04:38:58
108,409,2,0.7773791668005288,42.219.155.91,161,175.210.133.194,34836,UDP,2016-11-04 04:40:46
34,5,5,0.7552065015770495,42.219.155.91,161,175.210.201.143,41450,UDP,2016-11-04 04:41:20
94,470,5,0.7565041836351156,42.219.155.91,161,175.210.133.207,5465,UDP,2016-11-04 04:42:54
93,45,1,0.7582309611607343,42.219.155.91,161,120.210.133.71,33730,UDP,2016-11-04 04:44:27
3,8888,9,0.7528482936322689,42.219.155.91,161,175.210.146.183,49798,UDP,2016-11-04 04:44:30
79,198,1,0.7446459524799138,42.219.155.91,161,175.170.207.179,5470,UDP,2016-11-04 04:45:49
99,41,6,0.757581697544083,42.219.155.91,161,175.210.133.98,27802,UDP,2016-11-04 04:47:28
25,210,13,0.7733836008701473,42.219.155.91,161,175.210.133.194,27815,UDP,2016-11-04 04:47:53
53,57,12,0.7617476508021355,42.219.155.91,161,66.210.123.148,27750,UDP,2016-11-04 04:48:46
24,290,5,0.7709630189929157,42.219.155.91,161,175.210.38.127,27725,UDP,2016-11-04 04:49:10
81,134,1,0.7466487642377615,10.210.133.110,49505,42.219.155.91,161,UDP,2016-11-04 04:50:31
123,2057,75,0.7504440236371009,42.219.155.91,161,175.210.133.168,38192,UDP,2016-11-04 04:52:34
92,136,8,0.7674382156692445,42.219.155.91,161,175.127.32.119,41619,UDP,2016-11-04 04:54:06
111,57,51,0.7561737201176584,42.219.155.91,161,175.213.133.212,19965,UDP,2016-11-04 04:55:57
21,82,3,0.7460318708326668,42.219.155.91,161,151.227.166.173,45461,UDP,2016-11-04 04:56:18
101,280,1,19.487282507121567,42.219.155.91,161,123.210.212.194,27783,UDP,2016-11-04 04:57:59
52,46,63,0.7570548998191953,42.219.155.91,161,186.210.133.143,55127,UDP,2016-11-04 04:58:51
23,243,3,0.7687378416303545,42.219.155.91,161,175.210.133.108,5057,UDP,2016-11-04 04:59:14
48,208,67,0.7507941797375679,42.219.155.91,161,175.210.133.73,53255,UDP,2016-11-04 05:00:02
27,156,2,0.7495500817894936,42.219.155.91,161,175.210.133.119,5061,UDP,2016-11-04 05:00:29
110,1388,6,0.7452777209691703,42.219.155.91,161,175.210.92.42,55133,UDP,2016-11-04 05:02:19
19,107,5,0.7622535726986825,42.219.155.91,161,151.210.203.194,41606,UDP,2016-11-04 05:02:38
83,837,5,0.7515473153907806,42.219.155.91,161,175.4.134.131,27776,UDP,2016-11-04 05:04:01
66,589,20,15.120034877210855,42.219.155.91,161,175.210.133.167,41612,UDP,2016-11-04 05:05:07
38,13,5,0.7660458739846945,42.219.155.91,161,175.210.134.164,53503,UDP,2016-11-04 05:05:45
62,463,1,0.732855842448771,42.219.155.91,161,175.210.220.130,41035,UDP,2016-11-04 05:06:47
101,99,27,0.7613982553593814,42.219.155.91,161,175.210.133.240,47171,UDP,2016-11-04 05:08:28
339,335,10,10.880055086687207,42.219.155.91,161,175.210.73.202,44096,UDP,2016-11-04 05:14:07
216,117,1,0.7341397481504828,42.219.155.91,161,175.152.69.230,33744,UDP,2016-11-04 05:17:43
76,72,1,0.772342175943777,42.219.155.91,161,121.210.133.66,27804,UDP,2016-11-04 05:18:59
96,87,1,0.7515811224002391,42.219.155.91,161,175.210.133.5,34876,UDP,2016-11-04 05:20:35
29,176,148,0.7717355936765671,42.219.155.91,161,175.210.133.73,5438,UDP,2016-11-04 05:21:04
117,62,2,5.988664258271456,42.219.155.91,161,175.127.232.121,6802,UDP,2016-11-04 05:23:01
80,60,4,0.7447860825341195,42.219.155.91,161,175.210.217.141,27753,UDP,2016-11-04 05:24:21
3,47,5,155.06515797972682,42.219.155.91,161,175.210.133.208,34891,UDP,2016-11-04 05:24:24
60,12284,6,2.4710964797995985,42.219.155.91,161,175.210.107.194,52805,UDP,2016-11-04 05:25:24
62,36,22,0.7430784059688449,42.219.155.91,161,175.210.67.148,37463,UDP,2016-11-04 05:26:26
52,189,64,0.740156973246485,42.219.155.91,161,175.210.133.31,19989,UDP,2016-11-04 05:27:18
46,39,1,0.7605512207373977,42.219.155.91,161,175.210.133.135,27823,UDP,2016-11-04 05:28:04
