teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
10,61,6,1.1494067120365798,67.53.12.38,5185,42.219.155.86,80,TCP,2016-11-04 04:00:10
4,59,1,0.8243196923285723,67.60.60.203,5087,42.219.155.86,80,TCP,2016-11-04 04:00:14
4,4406,1,0.7980404896661639,65.54.176.201,33135,42.219.155.86,80,TCP,2016-11-04 04:00:18
26,46,2,6.942926600575447,42.219.155.86,80,67.18.176.186,59617,TCP,2016-11-04 04:00:44
4,52,1,0.8410837431438267,148.50.233.189,5611,42.219.155.86,80,TCP,2016-11-04 04:00:48
84,14092,20,0.831004521343857,67.231.176.69,50004,42.219.155.86,80,TCP,2016-11-04 04:02:12
16,48,7,6.020706541836263,42.219.155.86,80,172.231.30.110,36725,TCP,2016-11-04 04:02:28
98,55,7,5.136497056111693,199.234.31.196,38253,42.219.155.86,19,TCP,2016-11-04 04:04:06
41,54,1,4.594056827947497,67.56.176.149,35557,42.219.155.86,80,TCP,2016-11-04 04:04:47
6,719,1,16.393919505178932,42.219.155.86,80,183.25.239.64,46116,TCP,2016-11-04 04:04:53
19,58,1,0.8531128687318414,67.231.166.108,43641,42.219.155.86,80,TCP,2016-11-04 04:05:12
18,58,1,0.7719392809085548,67.52.8.56,41299,42.219.155.86,80,TCP,2016-11-04 04:05:30
36,5333,7,11.840997017920015,42.219.155.86,80,41.230.166.123,57813,TCP,2016-11-04 04:06:06
23,45,8,4.278449462726711,67.58.176.223,17996,42.219.155.86,80,TCP,2016-11-04 04:06:29
28,231,5,0.8327558934688568,137.54.9.130,42617,42.219.155.86,80,TCP,2016-11-04 04:06:57
29,46,1,9.394156560301779,172.231.233.119,18556,42.219.155.86,80,TCP,2016-11-04 04:07:26
4,46,8,0.8031030893325806,113.231.231.196,5213,42.219.155.86,80,TCP,2016-11-04 04:07:30
4,323,1,0.8315729016903788,185.52.38.65,54529,42.219.155.86,80,TCP,2016-11-04 04:07:34
32,393,3,4.193290620110928,42.219.155.86,80,187.54.128.179,61788,TCP,2016-11-04 04:08:06
4,55,1,0.7965272879227996,85.54.178.175,24597,42.219.155.86,5045,TCP,2016-11-04 04:08:10
28,767,1,11.476047646254301,202.231.232.196,54053,42.219.155.86,80,TCP,2016-11-04 04:08:38
4,134,1,13.56666634976864,201.77.64.154,3477,42.219.155.86,80,TCP,2016-11-04 04:08:42
12,42,1,0.8262313096784055,9.231.54.196,53466,42.219.155.86,80,TCP,2016-11-04 04:08:54
33,67,1,0.7802714409772307,246.231.21.37,59162,42.219.155.86,80,TCP,2016-11-04 04:09:27
4,46,1,4.314783546142279,42.219.155.86,80,133.58.176.102,11689,TCP,2016-11-04 04:09:31
22,45,2,0.8216039752587676,212.231.238.168,49400,42.219.155.86,80,TCP,2016-11-04 04:09:53
4,49,1,0.8210784452967346,42.219.155.86,17,67.60.207.46,1115,TCP,2016-11-04 04:09:57
4,60,1,6.034269914031029,42.219.155.86,80,67.231.31.150,21366,TCP,2016-11-04 04:10:01
4,6765,6,0.8071160658728331,42.219.155.86,80,67.65.30.16,27320,TCP,2016-11-04 04:10:05
23,589,1,0.8483230071142316,193.231.71.196,19747,42.219.155.86,80,TCP,2016-11-04 04:10:28
3,768,2,22.96800622344017,42.219.155.86,80,67.60.233.37,60043,TCP,2016-11-04 04:10:31
7,514,5,0.7960853457916528,125.231.10.196,44657,42.219.155.86,22,TCP,2016-11-04 04:10:38
17,5664,1,0.8021506613586098,42.219.155.86,80,67.63.31.29,5173,TCP,2016-11-04 04:10:55
10,46,21,0.7914678154047579,67.231.176.119,54043,42.219.155.86,161,TCP,2016-11-04 04:11:05
136,1918,6,0.8353490601293743,182.230.172.196,53721,42.219.155.86,22,TCP,2016-11-04 04:13:21
7,638,1,0.7976679364219308,215.51.233.230,57915,42.219.155.86,80,TCP,2016-11-04 04:13:28
4,44,1,0.8187462687492371,224.163.176.87,38932,42.219.155.86,80,TCP,2016-11-04 04:13:32
9,243,6,3.8936175126582384,151.211.161.173,43518,42.219.155.86,80,TCP,2016-11-04 04:13:41
5,54,2,3.362656792625785,80.117.176.84,46167,42.219.155.86,25,TCP,2016-11-04 04:13:46
4,45,5,3.95184366311878,139.231.31.5,47533,42.219.155.86,80,TCP,2016-11-04 04:13:50
22,5280,1,0.8016749967355281,67.231.71.148,5259,42.219.155.86,80,TCP,2016-11-04 04:14:12
36,56,1,0.7708992082625628,167.230.45.106,22594,42.219.155.86,80,TCP,2016-11-04 04:14:48
36,3004,8,0.8330302373506129,42.219.155.86,5033,67.62.176.105,27964,TCP,2016-11-04 04:15:24
4,1529,1,0.8091172717977315,182.59.176.8,5053,42.219.155.86,80,TCP,2016-11-04 04:15:28
4,540,1,0.8366639837622643,157.126.9.93,49012,42.219.155.86,80,TCP,2016-11-04 04:15:32
27,4110,2,6.146346911787987,156.231.169.154,47556,42.219.155.86,80,TCP,2016-11-04 04:15:59
33,56,1,0.822118179872632,85.230.51.203,33384,42.219.155.86,80,TCP,2016-11-04 04:16:32
151,4447,1,0.8171842158772051,148.231.71.197,50738,42.219.155.86,80,TCP,2016-11-04 04:19:03
29,7729,5,3.0972961094230413,148.56.176.74,5067,42.219.155.86,80,TCP,2016-11-04 04:19:32
4,740,5,21.55331540107727,130.20.176.196,53248,42.219.155.86,80,TCP,2016-11-04 04:19:36
9,231,2,5.439808135852218,141.231.176.180,34473,42.219.155.86,80,TCP,2016-11-04 04:19:45
22,56,1,0.8346588055137545,42.219.155.86,80,197.231.176.135,40235,TCP,2016-11-04 04:20:07
23,45,1,0.8385346946306527,67.52.31.117,54375,42.219.155.86,80,TCP,2016-11-04 04:20:30
4,386,1,0.7961901475209743,212.231.156.196,11279,42.219.155.86,23,TCP,2016-11-04 04:20:34
26,57,8,4.5470468290150166,67.55.102.37,60992,42.219.155.86,80,TCP,2016-11-04 04:21:00
16,55,1,0.8283418812789023,125.231.59.144,11674,42.219.155.86,80,TCP,2016-11-04 04:21:16
4,449,2,3.3367339158430696,120.231.176.230,60939,42.219.155.86,80,TCP,2016-11-04 04:21:20
