teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,67,1,0.7413681938778609,134.208.170.240,34853,42.219.156.240,4499,TCP,2016-11-04 04:00:03
32,47,1,0.7004143403610215,134.208.41.240,35970,42.219.156.240,22,TCP,2016-11-04 04:00:35
90,87,5,0.6700596604496241,107.208.41.240,33028,42.219.156.240,4465,TCP,2016-11-04 04:02:05
3,58,1,0.6464522257447243,134.208.41.124,58733,42.219.156.240,4490,TCP,2016-11-04 04:02:08
81,83,1,0.7103600667323917,134.208.41.240,36749,42.219.156.240,4496,TCP,2016-11-04 04:03:29
3,77,1,0.6341600816231221,134.208.92.229,35829,42.219.156.240,22,TCP,2016-11-04 04:03:32
12,84,21,0.7220801117364317,134.208.41.240,57942,42.219.156.240,22,TCP,2016-11-04 04:03:44
51,51,2,0.7418461404740809,134.208.41.240,35014,42.219.156.240,443,TCP,2016-11-04 04:04:35
37,62,1,0.7306648101657629,134.208.41.129,34386,42.219.156.240,22,TCP,2016-11-04 04:05:12
91,52,1,0.6991922169690952,134.208.41.240,35023,42.219.156.240,22,TCP,2016-11-04 04:06:43
91,85,2,0.6886343301739544,134.208.41.240,35931,42.219.156.240,22,TCP,2016-11-04 04:08:14
63,111,2,0.6901452922029421,134.208.41.91,42047,42.219.156.240,4503,TCP,2016-11-04 04:09:17
319,54,14,0.7244114431086928,134.208.41.240,58007,42.219.156.240,22,TCP,2016-11-04 04:14:36
4,64,2,0.7044737592805177,134.208.41.240,34945,42.219.156.240,22,TCP,2016-11-04 04:14:40
17,48,4,0.7101687190588564,134.208.41.240,40266,42.219.156.240,80,TCP,2016-11-04 04:14:57
34,82,2,0.7254532061051577,134.208.41.240,35917,42.219.156.240,22,TCP,2016-11-04 04:15:31
3,77,1,0.7097535689827055,134.208.41.240,57941,42.219.156.240,4490,TCP,2016-11-04 04:15:34
61,78,4,0.6919802944175899,42.219.156.240,4427,100.208.41.240,36812,TCP,2016-11-04 04:16:35
76,83,9,0.6876149643212557,134.208.41.168,35830,42.219.156.240,22,TCP,2016-11-04 04:17:51
130,58,5,0.7144339804071933,134.208.41.240,35884,42.219.156.240,22,TCP,2016-11-04 04:20:01
56,95,2,0.7188075932208449,134.208.41.35,36612,42.219.156.240,4433,TCP,2016-11-04 04:20:57
