teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,284,17,6.088016973808408,42.219.153.158,80,72.232.242.60,35387,TCP,2016-11-04 04:00:03
3,135,15,6.395132018253207,6.232.241.60,35100,42.219.153.158,80,TCP,2016-11-04 04:00:06
3,956,13,6.165046920999885,72.232.186.60,12940,42.219.153.158,80,TCP,2016-11-04 04:00:09
3,1231,7,6.416527798399329,42.219.153.158,80,72.232.242.60,35395,TCP,2016-11-04 04:00:12
3,840,4,3.115199625492096,71.232.242.186,35382,42.219.153.158,80,TCP,2016-11-04 04:00:15
3,46,17,6.540575182065368,72.232.242.60,35806,42.219.153.158,80,TCP,2016-11-04 04:00:18
3,1136,22,10.50942275673151,72.232.242.60,51096,42.219.153.158,80,TCP,2016-11-04 04:00:21
3,47,12,6.140358338132501,72.232.242.60,35296,42.219.153.158,80,TCP,2016-11-04 04:00:24
3,937,2,6.325243463739753,42.219.153.158,80,72.232.242.60,35439,TCP,2016-11-04 04:00:27
3,1123,13,6.542892314493656,72.232.242.60,35557,42.219.153.158,80,TCP,2016-11-04 04:00:30
3,975,13,6.1579149942845115,72.232.242.60,35032,42.219.153.158,80,TCP,2016-11-04 04:00:33
3,1105,11,6.143918216228485,72.232.242.60,36095,42.219.153.158,80,TCP,2016-11-04 04:00:36
3,83,11,0.7525796969421208,72.232.242.60,35811,42.219.153.158,80,TCP,2016-11-04 04:00:39
3,112,12,14.37175052985549,72.232.242.60,35673,42.219.153.158,80,TCP,2016-11-04 04:00:42
3,1207,17,0.7229833505116403,72.232.242.60,35282,42.219.153.158,80,TCP,2016-11-04 04:00:45
3,914,23,6.182034267112613,72.232.242.60,35137,42.219.153.158,80,TCP,2016-11-04 04:00:48
3,874,14,6.026395585387945,72.232.242.60,34914,42.219.153.158,80,TCP,2016-11-04 04:00:51
3,1209,17,6.545553602278233,42.219.153.158,80,72.232.242.72,35644,TCP,2016-11-04 04:00:54
3,937,13,5.998362137004732,72.232.242.60,37150,42.219.153.158,80,TCP,2016-11-04 04:00:57
3,959,10,6.233011180534959,73.232.242.60,35947,42.219.153.158,80,TCP,2016-11-04 04:01:00
3,899,9,6.091111667454243,72.232.242.61,35500,42.219.153.158,80,TCP,2016-11-04 04:01:03
3,1013,13,6.417793532833457,42.219.153.158,80,72.232.242.60,37491,TCP,2016-11-04 04:01:06
3,830,22,6.254849832504988,42.219.153.158,80,72.232.242.60,34602,TCP,2016-11-04 04:01:09
3,891,13,6.154309138655663,72.232.242.60,35508,42.219.153.158,80,TCP,2016-11-04 04:01:12
3,1032,13,0.7126166000962257,72.232.242.60,36484,42.219.153.158,80,TCP,2016-11-04 04:01:15
3,1083,15,0.7395318816415966,72.232.242.60,35256,42.219.153.158,80,TCP,2016-11-04 04:01:18
3,937,6,6.459753440693022,42.219.153.158,80,72.232.242.60,36307,TCP,2016-11-04 04:01:21
3,85,13,0.7266945994924754,72.232.242.60,35156,42.219.153.158,80,TCP,2016-11-04 04:01:24
7,1229,23,6.372169621288776,72.232.242.60,36860,42.219.153.158,80,TCP,2016-11-04 04:01:31
3,807,13,25.178157046437263,227.232.242.60,57085,42.219.153.158,80,TCP,2016-11-04 04:01:34
3,254,14,13.269456759095194,42.219.153.158,22,72.232.242.60,35235,TCP,2016-11-04 04:01:37
3,1045,15,4.891712671145797,42.219.153.158,80,72.232.242.60,35196,TCP,2016-11-04 04:01:40
3,1069,39,6.5114010851830235,72.232.242.60,36294,42.219.153.158,80,TCP,2016-11-04 04:01:43
3,5940,20,6.524249777197838,72.232.242.60,35410,42.219.153.158,80,TCP,2016-11-04 04:01:46
3,1269,17,6.427934283390641,72.232.242.60,34978,42.219.153.158,80,TCP,2016-11-04 04:01:49
3,47,11,5.897139893844724,72.232.242.255,35330,42.219.153.158,80,TCP,2016-11-04 04:01:52
4,1063,11,6.601963302120566,72.232.242.60,35653,42.219.153.158,80,TCP,2016-11-04 04:01:56
4,351,12,6.134369764477015,72.66.242.60,35918,42.219.153.158,80,TCP,2016-11-04 04:02:00
3,1181,15,6.366421753540635,72.232.242.60,34990,42.219.153.158,80,TCP,2016-11-04 04:02:03
3,1005,1,6.359976785257459,42.219.153.158,80,72.232.242.60,35161,TCP,2016-11-04 04:02:06
3,743,19,6.094152946025133,72.232.242.60,34271,42.219.153.158,80,TCP,2016-11-04 04:02:09
3,48,11,0.7281100144609809,72.232.242.60,35947,42.219.153.158,80,TCP,2016-11-04 04:02:12
3,119,17,0.7418777500279248,72.232.242.60,35153,42.219.153.158,80,TCP,2016-11-04 04:02:15
10,792,18,6.439951322972775,72.232.242.60,35147,42.219.153.158,80,TCP,2016-11-04 04:02:25
3,1033,12,6.578025911003351,72.232.242.60,34856,42.219.153.158,80,TCP,2016-11-04 04:02:28
3,955,16,6.272488301619887,42.219.153.158,80,72.232.242.60,36412,TCP,2016-11-04 04:02:31
3,872,27,6.40270546451211,72.232.242.60,35857,42.219.153.158,80,TCP,2016-11-04 04:02:34
3,1034,11,6.13783092610538,72.232.242.60,55591,42.219.153.158,80,TCP,2016-11-04 04:02:37
3,330,1,2.758819485548884,72.232.71.60,35245,42.219.153.158,80,TCP,2016-11-04 04:02:40
3,1193,13,6.325200866907835,72.232.242.60,36017,42.219.153.158,80,TCP,2016-11-04 04:02:43
3,859,10,6.154653294011951,72.232.242.60,35286,42.219.153.158,80,TCP,2016-11-04 04:02:46
3,199,15,4.980815777555109,72.232.242.60,17104,42.219.153.158,80,TCP,2016-11-04 04:02:49
3,805,11,6.31073890440166,72.232.242.60,60281,42.219.153.158,80,TCP,2016-11-04 04:02:52
3,48,13,6.398582361638546,72.160.242.60,36691,42.219.153.158,80,TCP,2016-11-04 04:02:55
3,131,14,5.900995921343565,72.157.242.64,36024,42.219.153.158,80,TCP,2016-11-04 04:02:58
3,1038,18,6.424066761508584,72.232.242.60,35885,42.219.153.158,80,TCP,2016-11-04 04:03:01
3,108887,13,4.343836613930762,72.232.242.60,35395,42.219.153.158,80,TCP,2016-11-04 04:03:04
3,1030,10,6.564022371545434,72.232.242.145,35014,42.219.153.158,80,TCP,2016-11-04 04:03:07
3,1040,6,6.551175031810999,42.219.153.158,80,72.232.242.60,35937,TCP,2016-11-04 04:03:10
3,935,8,0.7464953649323434,72.232.242.60,44532,42.219.153.158,80,TCP,2016-11-04 04:03:13
3,992,16,6.41629047319293,72.232.242.60,35783,42.219.153.158,80,TCP,2016-11-04 04:03:16
3,879,14,6.533282333984972,72.232.242.60,1335,42.219.153.158,80,TCP,2016-11-04 04:03:19
3,1140,17,6.62162072584033,42.219.153.158,80,72.232.242.60,36002,TCP,2016-11-04 04:03:22
3,1100,10,0.7192240955773741,72.232.242.60,36078,42.219.153.158,80,TCP,2016-11-04 04:03:25
3,972,13,5.906982466578484,42.219.153.158,80,72.232.242.60,51686,TCP,2016-11-04 04:03:28
4,197,13,3.3588910298421983,72.232.242.60,35482,42.219.153.158,80,TCP,2016-11-04 04:03:32
3,1130,14,0.7443253775127232,71.232.242.60,36387,42.219.153.158,80,TCP,2016-11-04 04:03:35
4,1116,17,6.686452427878977,42.219.153.158,80,72.232.242.60,35249,TCP,2016-11-04 04:03:39
3,1046,2,6.680554457008839,72.232.242.60,36262,42.219.153.158,80,TCP,2016-11-04 04:03:42
3,1210,15,6.094981217756867,72.232.242.60,35648,42.219.153.158,80,TCP,2016-11-04 04:03:45
3,1190,12,6.224952941760421,72.232.242.60,36347,42.219.153.158,80,TCP,2016-11-04 04:03:48
3,1021,20,6.179187716916204,72.232.242.60,35949,42.219.153.158,80,TCP,2016-11-04 04:03:51
3,45,13,6.39221853017807,72.232.242.60,36194,42.219.153.158,80,TCP,2016-11-04 04:03:54
3,1050,4,0.7359899212606251,42.219.153.158,80,72.232.242.60,35247,TCP,2016-11-04 04:03:57
3,1010,14,6.526660216972232,71.232.242.60,35312,42.219.153.158,80,TCP,2016-11-04 04:04:00
3,970,17,6.298902394250035,72.232.242.60,37296,42.219.153.158,80,TCP,2016-11-04 04:04:03
3,1169,10,0.750383340055123,42.219.153.158,80,71.232.242.60,35298,TCP,2016-11-04 04:04:06
3,955,17,6.136340713128448,71.232.242.60,35273,42.219.153.158,80,TCP,2016-11-04 04:04:09
3,999,16,7.254120122641325,72.232.242.60,9000,42.219.153.158,80,TCP,2016-11-04 04:04:12
3,1075,9,6.512096157297492,72.232.242.60,35233,42.219.153.158,80,TCP,2016-11-04 04:04:15
3,1205,1,5.96607306227088,72.232.242.60,55837,42.219.153.158,80,TCP,2016-11-04 04:04:18
3,1040,16,6.10276697203517,72.232.242.60,2435,42.219.153.158,80,TCP,2016-11-04 04:04:21
3,872,14,5.9867913499474525,42.219.153.158,80,72.232.242.60,34363,TCP,2016-11-04 04:04:24
3,47,15,6.621265076100826,72.247.242.60,35266,42.219.153.158,80,TCP,2016-11-04 04:04:27
3,1049,14,6.403808249160647,72.232.242.60,35540,42.219.153.158,80,TCP,2016-11-04 04:04:30
3,93,17,0.7817917421925813,72.232.242.60,51303,42.219.153.158,80,TCP,2016-11-04 04:04:33
3,904,17,6.480732042342424,72.232.242.60,35601,42.219.153.158,80,TCP,2016-11-04 04:04:36
3,1014,9,6.34315306507051,72.232.242.60,35181,42.219.153.158,80,TCP,2016-11-04 04:04:39
3,1075,13,6.278094179928303,42.219.153.158,80,72.232.242.60,36979,TCP,2016-11-04 04:04:42
3,49,13,6.1438167952001095,72.232.242.60,2051,42.219.153.158,80,TCP,2016-11-04 04:04:45
3,918,53,6.207689730450512,72.232.242.60,35126,42.219.153.158,80,TCP,2016-11-04 04:04:48
3,1152,14,6.133417759090662,72.232.242.60,35666,42.219.153.158,80,TCP,2016-11-04 04:04:51
3,47,19,6.125906517729162,72.232.242.60,35716,42.219.153.158,80,TCP,2016-11-04 04:04:54
3,879,11,6.175960499793291,72.232.242.60,34286,42.219.153.158,80,TCP,2016-11-04 04:04:57
3,869,17,6.206620752811433,72.232.242.60,35583,42.219.153.158,80,TCP,2016-11-04 04:05:00
3,769,13,2.206752542406321,72.232.242.60,35691,42.219.153.158,80,TCP,2016-11-04 04:05:03
3,988,13,5.756276227533817,72.232.242.60,35656,42.219.153.158,80,TCP,2016-11-04 04:05:06
3,1060,14,6.666635435074568,72.232.242.60,36406,42.219.153.158,80,TCP,2016-11-04 04:05:09
3,928,17,6.227568252012134,72.232.242.60,35442,42.219.153.158,80,TCP,2016-11-04 04:05:12
3,888,12,6.392067750915885,72.232.242.60,36308,42.219.153.158,80,TCP,2016-11-04 04:05:15
3,1086,20,6.3070208095014095,72.232.242.60,34613,42.219.153.158,80,TCP,2016-11-04 04:05:18
3,961,16,6.125529907643795,72.232.242.165,35877,42.219.153.158,80,TCP,2016-11-04 04:05:21
3,1130,19,7.870790401473641,72.232.242.60,36346,42.219.153.158,80,TCP,2016-11-04 04:05:24
3,730,13,6.208062283694744,72.232.242.60,35477,42.219.153.158,80,TCP,2016-11-04 04:05:27
3,803,14,6.091591050848365,72.232.242.60,35158,42.219.153.158,80,TCP,2016-11-04 04:05:30
4,177,13,5.953048573806883,72.232.242.60,35629,42.219.153.158,80,TCP,2016-11-04 04:05:34
3,1061,18,6.652584565803409,72.232.242.60,35662,42.219.153.158,80,TCP,2016-11-04 04:05:37
3,47,16,6.419001119211316,72.232.242.60,35953,42.219.153.158,80,TCP,2016-11-04 04:05:40
3,47,10,6.2197791170328856,72.232.242.60,35874,42.219.153.158,80,TCP,2016-11-04 04:05:43
4,847,15,6.279543824493885,72.232.242.60,35339,42.219.153.158,80,TCP,2016-11-04 04:05:47
3,172,17,6.426590792834759,72.232.242.60,36437,42.219.153.158,80,TCP,2016-11-04 04:05:50
3,232,16,6.302330425009131,72.232.242.60,34787,42.219.153.158,80,TCP,2016-11-04 04:05:53
3,1185,20,1.99027983751148,42.219.153.158,80,72.232.242.60,35318,TCP,2016-11-04 04:05:56
3,84844,15,0.716274264967069,72.232.242.60,35311,42.219.153.158,80,TCP,2016-11-04 04:05:59
3,131,15,0.7695503085851669,42.219.153.158,80,72.232.242.60,34070,TCP,2016-11-04 04:06:02
3,45,20,6.404297098517418,72.232.242.60,35992,42.219.153.158,80,TCP,2016-11-04 04:06:05
3,49,6,6.440837066620588,72.232.242.60,35411,42.219.153.158,80,TCP,2016-11-04 04:06:08
3,946,4,6.490466432645918,29.232.242.60,35548,42.219.153.158,80,TCP,2016-11-04 04:06:11
3,914,19,6.086642380803824,72.232.242.60,35126,42.219.153.158,80,TCP,2016-11-04 04:06:14
3,97,16,6.6764110699296,72.232.242.60,37244,42.219.153.158,80,TCP,2016-11-04 04:06:17
3,148,9,6.769238356500863,72.232.242.60,34157,42.219.153.158,80,TCP,2016-11-04 04:06:20
3,393,17,6.4012754280120125,72.232.242.60,36510,42.219.153.158,80,TCP,2016-11-04 04:06:23
3,298,20,6.557677472010255,42.219.153.158,80,72.232.242.60,46400,TCP,2016-11-04 04:06:26
3,107,18,6.398792641237378,72.232.242.60,35527,42.219.153.158,80,TCP,2016-11-04 04:06:29
11,162,17,6.2187459748238325,72.232.242.60,35350,42.219.153.158,80,TCP,2016-11-04 04:06:40
3,46,13,6.400877181440593,72.232.242.60,35234,42.219.153.158,80,TCP,2016-11-04 04:06:43
3,1090,14,6.045947531238197,72.232.242.60,33876,42.219.153.158,80,TCP,2016-11-04 04:06:46
3,1089,13,6.419598150998354,72.232.242.60,37215,42.219.153.158,80,TCP,2016-11-04 04:06:49
3,1019,9,6.369401503354311,72.232.242.60,35756,42.219.153.158,80,TCP,2016-11-04 04:06:52
3,131,3,8.712571414187549,72.232.242.60,46229,42.219.153.158,80,TCP,2016-11-04 04:06:55
4,48,18,0.7380933088716121,72.232.242.60,36004,42.219.153.158,80,TCP,2016-11-04 04:06:59
3,949,17,5.98242280818522,42.219.153.158,80,72.232.242.60,35692,TCP,2016-11-04 04:07:02
3,83,13,6.155733089894056,72.232.242.60,43747,42.219.153.158,80,TCP,2016-11-04 04:07:05
67,6786,18,0.6981100545963272,42.219.153.158,80,72.232.242.60,35131,TCP,2016-11-04 04:08:12
4,1125,5,0.7244470249861479,72.232.242.60,37854,42.219.153.158,80,TCP,2016-11-04 04:08:16
3,2647,16,12.401456382125616,72.232.242.60,36008,42.219.153.158,80,TCP,2016-11-04 04:08:19
3,162,6,6.075972888618707,73.232.242.60,34935,42.219.153.158,80,TCP,2016-11-04 04:08:22
