teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,64,180,0.826029481831938,42.219.156.237,53698,236.113.71.210,7693,TCP,2016-11-04 04:00:03
3,160677,3,0.8159562607761472,42.219.156.237,22,74.113.45.210,36847,TCP,2016-11-04 04:00:06
49,112,1,0.850046488456428,42.219.156.237,25,38.113.45.210,53,TCP,2016-11-04 04:00:55
3,72,89,0.8178932333830744,42.219.156.237,5049,163.20.45.210,53,TCP,2016-11-04 04:00:58
3,42,1,0.838906487217173,42.219.156.237,46537,251.113.45.210,53,TCP,2016-11-04 04:01:01
3,152,4,0.8591026256326586,42.219.156.237,44153,126.11.45.210,53,TCP,2016-11-04 04:01:04
4,36,2,0.8573901315685362,42.219.156.237,25,250.9.55.210,57596,TCP,2016-11-04 04:01:08
13,40,1,0.8133701090700924,42.219.156.237,23,171.113.45.210,56407,TCP,2016-11-04 04:01:21
3,519,1,0.8330608326941729,42.219.156.237,54851,250.113.45.210,60551,TCP,2016-11-04 04:01:24
3,232,1,0.8652678409125656,42.219.156.237,25,159.113.31.210,2157,TCP,2016-11-04 04:01:27
3,64,130,0.8476063830312341,42.219.156.237,445,126.113.45.16,33595,TCP,2016-11-04 04:01:30
7,142,6,0.8441433620173484,42.219.156.237,43565,126.113.252.210,12045,TCP,2016-11-04 04:01:37
4,38,2,0.8183431201614441,42.219.156.237,44156,165.150.45.210,15132,TCP,2016-11-04 04:01:41
4,41,4,0.8344906156416982,42.219.156.237,25,126.113.45.210,53,TCP,2016-11-04 04:01:45
4,39,1,0.8209908006247133,42.219.156.237,51996,126.113.45.17,12467,TCP,2016-11-04 04:01:49
3,38,1,0.8131479125004262,42.219.156.237,44173,218.9.45.210,12042,TCP,2016-11-04 04:01:52
4,41,13,0.8470859241206199,42.219.156.237,44199,126.9.45.210,49437,TCP,2016-11-04 04:01:56
4,234,18,0.8342519381549209,42.219.156.237,22,221.113.45.1,25,TCP,2016-11-04 04:02:00
10,39,4,3.3951541185379033,42.219.156.237,22,224.113.45.210,53,TCP,2016-11-04 04:02:10
59,191,1,0.8228490028996021,42.219.156.237,46567,194.113.45.210,3739,TCP,2016-11-04 04:03:09
4,40,1,11.537042252719402,42.219.156.237,22,250.113.71.210,12097,TCP,2016-11-04 04:03:13
4,42,104,0.8066136091947556,42.219.156.237,5095,213.113.45.210,63906,TCP,2016-11-04 04:03:17
3,47,42,0.8398685501888394,42.219.156.237,43590,79.113.45.210,27435,TCP,2016-11-04 04:03:20
4,40,34,0.8147189242299646,42.219.156.237,445,250.113.45.210,52413,TCP,2016-11-04 04:03:24
10,40,1,0.8279658628161997,42.219.156.237,41862,126.113.15.210,25495,TCP,2016-11-04 04:03:34
3,62,4,0.8239093597512692,42.219.156.237,49723,174.113.45.187,17060,TCP,2016-11-04 04:03:37
3,40,4,0.8331185581628233,42.219.156.237,25,126.113.45.210,50942,TCP,2016-11-04 04:03:40
4,40,42,0.8184581485111266,42.219.156.237,25,137.113.45.196,12078,TCP,2016-11-04 04:03:44
9,1047,5,0.8411737543065101,42.219.156.237,25,242.113.45.210,56792,TCP,2016-11-04 04:03:53
4,39,2,2.5014499342069034,42.219.156.237,52116,126.9.232.210,60091,TCP,2016-11-04 04:03:57
3,41,1,2.640815273858607,42.219.156.237,47128,126.8.71.210,25457,TCP,2016-11-04 04:04:00
