teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,3291,25,25.137115336954594,102.195.202.45,18784,42.219.153.146,22,TCP,2016-11-04 04:00:03
3,3019,22,24.88901245594025,101.195.202.45,18006,42.219.153.146,22,TCP,2016-11-04 04:00:06
3,2869,26,25.0001158118248,102.195.202.45,18596,42.219.153.146,22,TCP,2016-11-04 04:00:09
13,2953,26,24.78374824672937,42.219.153.146,22,101.195.202.45,18424,TCP,2016-11-04 04:00:22
3,3105,30,25.209175653755665,102.195.202.45,6925,42.219.153.146,22,TCP,2016-11-04 04:00:25
3,2984,22,25.13119775801897,102.195.202.45,18655,42.219.153.146,22,TCP,2016-11-04 04:00:28
3,2946,34,25.227041982114315,102.195.202.45,18937,42.219.153.146,22,TCP,2016-11-04 04:00:31
3,3038,25,25.132801562547684,102.195.202.45,18003,42.219.153.146,22,TCP,2016-11-04 04:00:34
3,3041,20,24.971918061375614,102.195.202.45,18282,42.219.153.146,22,TCP,2016-11-04 04:00:37
3,3072,20,24.889675073325638,102.195.202.45,18479,42.219.153.146,22,TCP,2016-11-04 04:00:40
3,2988,20,24.972180403769016,102.195.202.45,18935,42.219.153.146,22,TCP,2016-11-04 04:00:43
3,3316,27,24.78091116249561,102.195.202.45,50801,42.219.153.146,22,TCP,2016-11-04 04:00:46
3,2927,28,25.031367011368275,102.195.202.45,18831,42.219.153.146,22,TCP,2016-11-04 04:00:49
3,2858,24,25.25205105543137,102.195.202.45,18732,42.219.153.146,22,TCP,2016-11-04 04:00:52
3,2691,26,16.803310219198465,102.195.202.45,17959,42.219.153.146,22,TCP,2016-11-04 04:00:55
3,3005,24,25.089893706142906,102.195.202.45,18125,42.219.153.146,22,TCP,2016-11-04 04:00:58
3,2862,25,0.7450611025560647,102.195.202.45,17757,42.219.153.146,22,TCP,2016-11-04 04:01:01
3,3042,23,25.348227940499786,102.195.202.45,19263,42.219.153.146,22,TCP,2016-11-04 04:01:04
3,2852,22,25.200418286025524,6.195.202.45,17532,42.219.153.146,22,TCP,2016-11-04 04:01:07
3,3021,30,24.840795546770096,102.195.202.45,18485,42.219.153.146,22,TCP,2016-11-04 04:01:10
3,2903,18,25.136455424129963,101.195.202.24,20386,42.219.153.146,22,TCP,2016-11-04 04:01:13
3,3080,28,25.27626769244671,102.195.202.45,18825,42.219.153.146,22,TCP,2016-11-04 04:01:16
3,3099,26,18.630821138620373,42.219.153.146,22,165.195.202.45,18092,TCP,2016-11-04 04:01:19
3,3092,28,25.07257640361786,102.195.202.45,18925,42.219.153.146,22,TCP,2016-11-04 04:01:22
3,3103,29,24.964453473687172,102.195.202.45,18521,42.219.153.146,22,TCP,2016-11-04 04:01:25
3,2907,22,25.29168639332056,42.219.153.146,22,251.195.202.45,20098,TCP,2016-11-04 04:01:28
3,2976,27,24.87698256969452,102.195.202.218,18984,42.219.153.146,22,TCP,2016-11-04 04:01:31
3,3149,25,24.648384980857372,42.219.153.146,22,102.195.202.45,18652,TCP,2016-11-04 04:01:34
3,3052,23,24.76966289430857,101.195.202.45,17980,42.219.153.146,1663,TCP,2016-11-04 04:01:37
3,3127,23,25.08755155652761,102.195.202.45,53,42.219.153.146,22,TCP,2016-11-04 04:01:40
3,2963,21,25.215910010039806,102.195.202.45,18759,42.219.153.146,22,TCP,2016-11-04 04:01:43
7,3203,27,23.55729214847088,101.195.202.45,18578,42.219.153.146,22,TCP,2016-11-04 04:01:50
3,2918,24,25.226268477737907,102.195.202.45,18486,42.219.153.146,22,TCP,2016-11-04 04:01:53
3,3066,31,25.13044589012861,102.195.202.45,18562,42.219.153.146,22,TCP,2016-11-04 04:01:56
3,2824,18,25.158037818968296,42.219.153.146,22,102.195.202.45,19261,TCP,2016-11-04 04:01:59
3,2998,26,25.073509477078915,102.195.202.45,18779,42.219.153.146,22,TCP,2016-11-04 04:02:02
3,3041,28,3.016915887594223,102.195.202.45,20185,42.219.153.146,22,TCP,2016-11-04 04:02:05
3,3094,22,25.01561564952135,102.195.202.45,18449,42.219.153.146,22,TCP,2016-11-04 04:02:08
3,3032,24,25.06243159621954,102.195.202.45,18747,42.219.153.146,22,TCP,2016-11-04 04:02:11
3,2960,24,25.10785469412804,102.195.202.45,18105,42.219.153.146,22,TCP,2016-11-04 04:02:14
3,3105,28,25.31576780229807,102.195.202.45,17802,42.219.153.146,22,TCP,2016-11-04 04:02:17
3,2924,27,0.7661224468611181,102.195.202.45,18337,42.219.153.146,22,TCP,2016-11-04 04:02:20
3,2875,21,5.903530770912767,102.195.202.45,18461,42.219.153.146,25,TCP,2016-11-04 04:02:23
3,3127,25,25.14288686960936,42.219.153.146,22,102.195.202.45,18069,TCP,2016-11-04 04:02:26
3,2942,22,24.77874480932951,102.5.202.45,19148,42.219.153.146,22,TCP,2016-11-04 04:02:29
3,2994,24,25.170492321252823,102.195.202.45,17695,42.219.153.146,22,TCP,2016-11-04 04:02:32
3,3154,24,25.133493930101395,102.195.202.45,20155,42.219.153.146,22,TCP,2016-11-04 04:02:35
