teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
179,602,663,7.973948433995247,231.228.130.99,123,42.219.152.246,443,TCP,2016-11-04 04:02:59
229,628,67,0.7761430134996772,42.219.152.246,80,230.77.154.161,12886,TCP,2016-11-04 04:06:48
150,541,1,0.7758110286667943,126.101.146.218,45551,42.219.152.246,5059,TCP,2016-11-04 04:09:18
4,432,1,0.8088896661065519,124.183.97.166,15247,42.219.152.246,3486,TCP,2016-11-04 04:09:22
92,90,5,0.7516836421564221,141.71.182.122,6764,42.219.152.246,80,TCP,2016-11-04 04:10:54
5,104,1,24.004383087158203,42.219.152.246,161,140.10.111.229,12838,TCP,2016-11-04 04:10:59
203,395,6,2.5418773703277107,148.109.32.61,6762,42.219.152.246,80,TCP,2016-11-04 04:14:22
15,477,15,22.159796923398968,151.243.137.186,5927,42.219.152.246,8073,TCP,2016-11-04 04:14:37
110,603,33,18.13636117056012,222.221.130.215,5200,42.219.152.246,161,TCP,2016-11-04 04:16:27
30,445,54,0.79385433671996,12.185.119.183,12850,42.219.152.246,3521,TCP,2016-11-04 04:16:57
139,77,2,0.8345810493919998,42.219.152.246,80,238.209.111.61,12852,TCP,2016-11-04 04:19:16
34,483,1,2.5604668306186795,111.173.152.138,6801,42.219.152.246,80,TCP,2016-11-04 04:19:50
148,76954,1,0.7874651500023901,42.219.152.246,80,246.85.48.100,5193,TCP,2016-11-04 04:22:18
154,55,1,0.8146538457367569,131.60.99.234,5195,42.219.152.246,22,TCP,2016-11-04 04:24:52
123,28,5,2.457233915571124,155.67.59.165,62765,42.219.152.246,5086,TCP,2016-11-04 04:26:55
188,78,88,5.5309362821280965,42.219.152.246,3511,35.179.32.173,6777,TCP,2016-11-04 04:30:03
174,118,1,3.736464276909828,240.222.43.136,6787,42.219.152.246,80,TCP,2016-11-04 04:32:57
150,17280,14,0.11847463622689247,155.13.150.66,5182,42.219.152.246,110,TCP,2016-11-04 04:35:27
98,573,1,0.8256034289952368,214.231.33.196,53,42.219.152.246,3219,TCP,2016-11-04 04:37:05
88,76,453,0.7605059193447232,139.57.67.32,5942,42.219.152.246,445,TCP,2016-11-04 04:38:33
116,533,1,289.6165255308151,42.219.152.246,3426,104.234.101.216,39744,TCP,2016-11-04 04:40:29
68,44,57,0.8271590585354716,42.219.152.246,80,136.77.140.110,6752,TCP,2016-11-04 04:41:37
86,512,3,2.5534965014085174,42.219.152.246,5087,248.202.51.173,53517,TCP,2016-11-04 04:43:03
14,419,1,0.7118748743087053,138.78.73.163,6787,42.219.152.246,3462,UDP,2016-11-04 04:43:17
147,508,29,2.630289123393595,227.235.28.34,41481,42.219.152.246,5045,TCP,2016-11-04 04:45:44
35,92,2,27.42186876386404,42.219.152.246,22,144.221.86.211,20014,TCP,2016-11-04 04:46:19
33,584,403,0.8169619347900152,229.203.123.133,12908,42.219.152.246,5122,TCP,2016-11-04 04:46:52
105,368,60,0.724115040153265,137.10.129.154,5193,42.219.152.246,8078,TCP,2016-11-04 04:48:37
20,561,5,2.392518509645015,42.219.152.246,8096,38.185.79.70,6746,TCP,2016-11-04 04:48:57
