teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
24,109,1,0.7658015338238329,182.67.3.175,54392,42.219.158.223,80,TCP,2016-11-04 04:00:24
3,65,1,8.662646574899554,42.219.158.223,80,182.227.12.200,5040,TCP,2016-11-04 04:00:27
4,40,1,0.8086832743138075,238.226.72.62,4286,42.219.158.223,80,TCP,2016-11-04 04:00:31
19,102,1,0.778970547253266,249.63.155.200,22052,42.219.158.223,80,TCP,2016-11-04 04:00:50
4,52,1,3.394836670719087,67.242.233.167,61009,42.219.158.223,80,TCP,2016-11-04 04:00:54
3,44,14,2.5225559882819653,249.216.3.38,17607,42.219.158.223,80,TCP,2016-11-04 04:00:57
34,41,1,2.758272826205939,246.240.248.200,12805,42.219.158.223,80,TCP,2016-11-04 04:01:31
26,644,2,0.7706483602523804,141.232.3.214,39378,42.219.158.223,80,TCP,2016-11-04 04:01:57
44,110,5,0.7858418219257146,172.61.189.200,5217,42.219.158.223,1517,TCP,2016-11-04 04:02:41
13,468,1,2.501366092823446,239.230.249.59,23626,42.219.158.223,80,TCP,2016-11-04 04:02:54
3,100,1,3.528624191880226,20.226.148.172,14090,42.219.158.223,80,TCP,2016-11-04 04:02:57
8,162,1,0.7901196763850749,205.60.3.208,36550,42.219.158.223,80,TCP,2016-11-04 04:03:05
3,49,1,2.214237921405584,244.61.3.200,24511,42.219.158.223,80,TCP,2016-11-04 04:03:08
4,8510,1,67.32831993699074,16.64.3.149,38155,42.219.158.223,80,TCP,2016-11-04 04:03:12
3,598,17,15.55287954211235,248.62.139.200,2823,42.219.158.223,80,TCP,2016-11-04 04:03:15
9,100,2,12.409447006881235,237.49.36.244,23229,42.219.158.223,5090,TCP,2016-11-04 04:03:24
4,18433,2,0.7776447208598256,63.77.72.199,13898,42.219.158.223,161,TCP,2016-11-04 04:03:28
3,16913,5,2.3933270042762156,219.65.216.243,50023,42.219.158.223,80,TCP,2016-11-04 04:03:31
3,85,3,0.7678813410457224,182.216.243.249,3339,42.219.158.223,80,TCP,2016-11-04 04:03:34
19,277,1,0.799911031499505,150.227.196.200,47526,42.219.158.223,80,TCP,2016-11-04 04:03:53
4,45,1,0.8182641807943583,86.63.3.238,58197,42.219.158.223,80,TCP,2016-11-04 04:03:57
15,2644,10,0.7723573045805097,182.64.45.136,5751,42.219.158.223,80,TCP,2016-11-04 04:04:12
20,60,1,11.571463197469713,85.216.58.115,54343,42.219.158.223,80,TCP,2016-11-04 04:04:32
3,83,1,0.7984558932948858,23.62.59.211,33092,42.219.158.223,80,TCP,2016-11-04 04:04:35
4,73,1,0.8358144981320947,251.62.233.200,31319,42.219.158.223,25,TCP,2016-11-04 04:04:39
4,5110,1,0.8102147318422794,252.216.3.169,4292,42.219.158.223,80,TCP,2016-11-04 04:04:43
4,107,4,0.8296210539992899,42.219.158.223,80,83.216.3.200,39959,TCP,2016-11-04 04:04:47
3,24324100,1,2.7581639676354825,227.215.148.200,4587,42.219.158.223,80,TCP,2016-11-04 04:04:50
3,213,1,3.8654457936063413,235.62.3.200,49256,42.219.158.223,80,TCP,2016-11-04 04:04:53
4,2229,1,0.8038665361236781,42.65.3.159,11554,42.219.158.223,80,TCP,2016-11-04 04:04:57
4,54,2,0.7954163050744683,249.125.160.199,11653,42.219.158.223,80,TCP,2016-11-04 04:05:01
3,125,1,0.8303693721536547,64.64.3.41,53,42.219.158.223,80,TCP,2016-11-04 04:05:04
3,128,19,0.7696271350141615,221.98.3.12,23580,42.219.158.223,80,TCP,2016-11-04 04:05:07
4,5537,1,0.8152070129290223,92.68.233.189,37973,42.219.158.223,5079,TCP,2016-11-04 04:05:11
9,49,1,6.594119399785996,42.219.158.223,80,89.235.132.200,41309,TCP,2016-11-04 04:05:20
3,1265,8,0.8081591811496764,216.228.202.53,5036,42.219.158.223,80,TCP,2016-11-04 04:05:23
9,6627,135,3.0948927691206336,233.210.3.225,42601,42.219.158.223,80,TCP,2016-11-04 04:05:32
4,123,1,2.112141767051071,86.33.233.200,34890,42.219.158.223,80,TCP,2016-11-04 04:05:36
3,28896,2,2.918671365827322,252.64.31.182,56586,42.219.158.223,123,TCP,2016-11-04 04:05:39
4,48,1,2.6480263089761142,198.226.72.236,25516,42.219.158.223,80,TCP,2016-11-04 04:05:43
4,62,1,4.2318593468517065,74.218.3.154,53887,42.219.158.223,80,TCP,2016-11-04 04:05:47
3,54,2,0.7860877679195255,251.62.3.40,59572,42.219.158.223,80,TCP,2016-11-04 04:05:50
3,5482109,3,10.380703244358301,182.93.173.155,50437,42.219.158.223,80,TCP,2016-11-04 04:05:53
16,1489,1,4.962198257446289,251.212.233.144,33341,42.219.158.223,80,TCP,2016-11-04 04:06:09
12,74,9,3.4025477115064864,229.66.3.235,55241,42.219.158.223,80,TCP,2016-11-04 04:06:21
21,2902,6,0.8142007472924888,174.61.15.200,52877,42.219.158.223,80,TCP,2016-11-04 04:06:42
4,68,1,15.615660510957241,195.216.3.122,50635,42.219.158.223,443,TCP,2016-11-04 04:06:46
2,139,1,2.7784767402336,44.216.3.123,37002,42.219.158.223,443,TCP,2016-11-04 04:06:48
4,51,1,23.418780773878094,42.219.158.223,80,149.240.158.104,37228,TCP,2016-11-04 04:06:52
4,1309,1,3.5563706187531348,239.216.3.141,56348,42.219.158.223,80,TCP,2016-11-04 04:06:56
19,247,8,0.7766164806671441,87.65.144.200,28660,42.219.158.223,80,TCP,2016-11-04 04:07:15
