teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,77,1,5.0944083435460925,51.76.171.201,59111,42.219.153.60,80,TCP,2016-11-04 04:00:03
3,77,68,5.6751177683472624,51.76.171.201,59049,42.219.153.60,80,TCP,2016-11-04 04:00:06
3,77,12,4.852462395094335,42.219.153.60,80,51.76.171.201,59107,TCP,2016-11-04 04:00:09
3,77,1,4.772996314801277,42.219.153.60,80,51.76.171.201,53297,TCP,2016-11-04 04:00:12
3,77,1,5.2952966932207355,51.76.171.201,59084,42.219.153.60,80,TCP,2016-11-04 04:00:15
3,77,2,5.409254712983966,42.219.153.60,80,51.76.171.201,59062,TCP,2016-11-04 04:00:18
4,77,79,5.476578667759894,42.219.153.60,80,51.76.171.119,59026,TCP,2016-11-04 04:00:22
6,21193,1,4.3589953389018765,42.219.153.60,80,51.76.171.201,59061,TCP,2016-11-04 04:00:28
4,77,1,0.7299957694485784,42.219.153.60,80,51.76.171.82,59075,TCP,2016-11-04 04:00:32
3,77,2,4.694892318919301,51.76.171.112,59056,42.219.153.60,80,TCP,2016-11-04 04:00:35
16,54512,1,4.5505891274660835,51.76.171.158,53233,42.219.153.60,443,TCP,2016-11-04 04:00:51
4,77,2,4.851060756482183,42.219.153.60,80,102.76.171.201,59839,TCP,2016-11-04 04:00:55
4,77,6,4.68372180685401,51.76.171.178,34954,42.219.153.60,80,TCP,2016-11-04 04:00:59
3,77,1,4.819609757512809,158.76.171.61,59083,42.219.153.60,80,TCP,2016-11-04 04:01:02
3,77,1,4.930372338742019,42.219.153.60,80,51.76.171.201,59094,TCP,2016-11-04 04:01:05
3,77,1,4.8636028189212075,51.76.171.201,59900,42.219.153.60,80,TCP,2016-11-04 04:01:08
4,77,1,4.9000809201970705,42.219.153.60,80,51.76.171.201,59065,TCP,2016-11-04 04:01:12
3,47576,4,4.75136287137866,42.219.153.60,80,51.76.171.201,59093,TCP,2016-11-04 04:01:15
4,77,1,4.934916676953434,51.76.171.201,59051,42.219.153.60,80,TCP,2016-11-04 04:01:19
3,77,1,5.491941248998046,42.219.153.60,80,51.76.171.201,61449,TCP,2016-11-04 04:01:22
3,77,1,4.836253624409436,42.219.153.60,80,51.76.171.202,59098,TCP,2016-11-04 04:01:25
3,77,8,4.910196991637348,42.219.153.60,80,51.76.171.229,28833,TCP,2016-11-04 04:01:28
4,77,1,5.000134455040096,42.219.153.60,80,51.76.171.99,59040,TCP,2016-11-04 04:01:32
4,77,1,4.972972889430822,51.76.233.201,20527,42.219.153.60,80,TCP,2016-11-04 04:01:36
3,77,1,0.7272454847116023,42.219.153.60,80,51.76.171.201,60661,TCP,2016-11-04 04:01:39
3,77,11,5.422583126462996,51.79.171.174,59084,42.219.153.60,80,TCP,2016-11-04 04:01:42
65,77,1,5.230885888449848,42.219.153.60,5109,51.76.171.72,59070,TCP,2016-11-04 04:02:47
4,77,1,4.731615182943641,42.219.153.60,80,51.76.171.201,59063,TCP,2016-11-04 04:02:51
3,77,1,4.879023548215628,42.219.153.60,80,51.76.171.201,59070,TCP,2016-11-04 04:02:54
3,77,1,4.886057096533476,51.76.171.106,59060,42.219.153.60,80,TCP,2016-11-04 04:02:57
3,77,8,5.080228669568896,51.76.171.201,59063,42.219.153.60,161,TCP,2016-11-04 04:03:00
3,77,1,4.873411246575415,51.76.171.131,59827,42.219.153.60,80,TCP,2016-11-04 04:03:03
16,77,1,4.819940728135407,42.219.153.60,80,51.76.171.144,59062,TCP,2016-11-04 04:03:19
4,77,5,0.7603936800733209,42.219.153.60,80,51.76.171.201,59049,TCP,2016-11-04 04:03:23
3,77,2,4.997117517516016,51.76.171.63,59914,42.219.153.60,80,TCP,2016-11-04 04:03:26
3,77,1,5.066894508898257,42.219.153.60,80,51.76.171.137,59047,TCP,2016-11-04 04:03:29
3,77,1,4.8927312763407835,51.76.171.201,59093,42.219.153.60,80,TCP,2016-11-04 04:03:32
4,77,2,5.095708899199963,51.76.171.201,53239,42.219.153.60,80,TCP,2016-11-04 04:03:36
3,77,1,5.109756049700081,51.76.171.120,59879,42.219.153.60,80,TCP,2016-11-04 04:03:39
3,77,1,0.753526039654389,51.76.171.201,59119,42.219.153.60,80,TCP,2016-11-04 04:03:42
8,77,2,4.644528664648534,42.219.153.60,80,51.76.171.201,59112,TCP,2016-11-04 04:03:50
3,77,10,4.759604006074369,42.219.153.60,80,51.76.171.201,59063,TCP,2016-11-04 04:03:53
7,77,1,4.588494560681284,42.219.153.60,80,51.233.171.200,59062,TCP,2016-11-04 04:04:00
3,148,1,0.7573363431729376,51.76.171.195,59225,42.219.153.60,80,TCP,2016-11-04 04:04:03
3,77,12,5.017367578111589,51.76.171.201,59121,42.219.153.60,80,TCP,2016-11-04 04:04:06
3,77,2,0.7279478253331035,42.219.153.60,80,51.76.171.201,53272,TCP,2016-11-04 04:04:09
11,77,1,4.7059370689094076,51.76.171.201,59070,42.219.153.60,80,TCP,2016-11-04 04:04:20
3,1830,1,4.572499112226068,42.219.153.60,80,51.76.171.161,58912,TCP,2016-11-04 04:04:23
3,77,1,4.847422108054161,42.219.153.60,80,51.76.171.201,57905,TCP,2016-11-04 04:04:26
3,77,1,4.4632128830999145,42.219.153.60,80,90.76.171.201,53308,TCP,2016-11-04 04:04:29
3,77,6,5.124332279898227,42.219.153.60,80,51.76.171.177,59106,TCP,2016-11-04 04:04:32
3,77,1,4.97897126711905,51.76.171.201,53229,42.219.153.60,80,TCP,2016-11-04 04:04:35
3,77,1,0.7840700810775161,42.219.153.60,80,51.76.171.201,59121,TCP,2016-11-04 04:04:38
4,77,1,4.822501609101892,51.76.171.201,59110,42.219.153.60,80,TCP,2016-11-04 04:04:42
3,108,2,4.672909649088979,51.76.171.141,59071,42.219.153.60,80,TCP,2016-11-04 04:04:45
3,77,4,0.742202719906345,42.219.153.60,80,51.76.171.119,59095,TCP,2016-11-04 04:04:48
3,77,1,4.6733910609036675,51.76.171.201,59045,42.219.153.60,80,TCP,2016-11-04 04:04:51
12,77,1,4.99844410456717,51.76.171.224,59116,42.219.153.60,443,TCP,2016-11-04 04:05:03
3,77,14,5.02428178768605,51.76.171.194,59854,42.219.153.60,80,TCP,2016-11-04 04:05:06
3,46,25,4.623591645620762,51.76.171.201,35015,42.219.153.60,80,TCP,2016-11-04 04:05:09
3,77,1,5.349643489345908,51.76.171.201,53257,42.219.153.60,25,TCP,2016-11-04 04:05:12
65,77,1,5.456734291277826,51.76.171.201,59900,42.219.153.60,80,TCP,2016-11-04 04:06:17
3,77,2,5.610961530357598,51.76.171.237,59889,42.219.153.60,80,TCP,2016-11-04 04:06:20
4,77,1,10.349004440009594,51.76.171.201,59889,42.219.153.60,80,TCP,2016-11-04 04:06:24
14,77,2,4.754120171070099,42.219.153.60,80,51.76.171.201,59075,TCP,2016-11-04 04:06:38
3,134,3,4.420236398465931,51.76.171.201,59123,42.219.153.60,80,TCP,2016-11-04 04:06:41
3,77,1,0.7821337846107781,42.219.153.60,80,51.76.171.57,59860,TCP,2016-11-04 04:06:44
3,77,1,4.8752709701657295,42.219.153.60,80,51.76.171.201,59866,TCP,2016-11-04 04:06:47
3,77,1,0.760308317374438,42.219.153.60,80,51.76.171.15,58371,TCP,2016-11-04 04:06:50
3,77,2,5.699824606999755,42.219.153.60,80,208.76.171.201,58077,TCP,2016-11-04 04:06:53
3,77,12,5.048357111401857,42.219.153.60,80,51.76.171.150,59076,TCP,2016-11-04 04:06:56
78,77,2,4.480053506791592,42.219.153.60,80,51.76.171.201,53819,TCP,2016-11-04 04:08:14
3,77,1,5.004563511349262,51.76.171.12,61438,42.219.153.60,80,TCP,2016-11-04 04:08:17
3,77,1,4.522266291081905,42.219.153.60,80,51.76.171.201,64578,TCP,2016-11-04 04:08:20
3,77,28,4.994669551961124,42.219.153.60,80,51.76.171.201,59266,TCP,2016-11-04 04:08:23
3,77,43,5.053000504150988,51.76.171.201,47560,42.219.153.60,80,TCP,2016-11-04 04:08:26
4,183,5,4.5041835978627205,51.253.171.201,59095,42.219.153.60,80,TCP,2016-11-04 04:08:30
3,77,1,5.3923633787781,51.76.171.213,57805,42.219.153.60,80,TCP,2016-11-04 04:08:33
4,77,1,18.713219638913873,51.116.171.201,59046,42.219.153.60,80,TCP,2016-11-04 04:08:37
4,77,2,24.504921555519104,42.219.153.60,80,51.76.171.201,59881,TCP,2016-11-04 04:08:41
3,77,5,5.145006280392408,51.76.171.201,59038,42.219.153.60,80,TCP,2016-11-04 04:08:44
3,77,1,0.7864378395024687,42.219.153.60,80,51.76.171.201,44300,TCP,2016-11-04 04:08:47
