teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
12,760,8,0.848828844493255,42.219.153.140,80,215.64.233.194,51878,TCP,2016-11-04 04:00:12
3,761,7,0.8614376757759601,215.64.233.194,52242,42.219.153.140,80,TCP,2016-11-04 04:00:15
3,760,8,0.8710222165100276,215.228.233.194,52159,42.219.153.140,80,TCP,2016-11-04 04:00:18
3,773,7,0.8486654721200466,215.64.233.128,51757,42.219.153.140,80,TCP,2016-11-04 04:00:21
3,783,8,0.8683878898154944,42.219.153.140,80,215.104.233.194,51869,TCP,2016-11-04 04:00:24
4,757,8,0.8754614994395524,215.64.233.194,52310,42.219.153.140,80,TCP,2016-11-04 04:00:28
3,781,8,0.8610380769241601,215.64.233.194,51917,42.219.153.140,80,TCP,2016-11-04 04:00:31
4,782,7,0.8632709453813732,215.64.233.194,52403,42.219.153.140,80,TCP,2016-11-04 04:00:35
4,774,9,0.8631848220247775,215.64.233.194,52263,42.219.153.140,80,TCP,2016-11-04 04:00:39
3,763,8,0.8609710545279086,215.64.233.194,51736,42.219.153.140,80,TCP,2016-11-04 04:00:42
3,772,7,0.8348801569081843,215.64.233.194,52234,42.219.153.140,80,TCP,2016-11-04 04:00:45
3,789,8,0.8633746483828872,215.64.233.194,51779,42.219.153.140,80,TCP,2016-11-04 04:00:48
3,791,6,0.8543633900117129,215.64.233.194,52000,42.219.153.140,80,TCP,2016-11-04 04:00:51
3,779,7,2.2316192882135506,215.64.233.194,52276,42.219.153.140,80,TCP,2016-11-04 04:00:54
3,791,7,0.8583286986686289,215.64.233.194,52336,42.219.153.140,80,TCP,2016-11-04 04:00:57
3,767,7,0.8756091515533626,215.64.233.194,52815,42.219.153.140,80,TCP,2016-11-04 04:01:00
3,764,7,0.8530929225962609,42.219.153.140,80,215.64.233.194,51768,TCP,2016-11-04 04:01:03
3,752,7,0.8579089001286775,215.64.233.194,52238,42.219.153.140,80,TCP,2016-11-04 04:01:06
3,766,8,0.8492068068590015,215.64.233.194,52303,42.219.153.140,80,TCP,2016-11-04 04:01:09
3,771,7,0.8607795378193259,215.64.233.194,51895,42.219.153.140,80,TCP,2016-11-04 04:01:12
18,764,8,0.8620380882639438,215.64.233.194,52016,42.219.153.140,80,TCP,2016-11-04 04:01:30
3,780,7,0.8683879743330181,42.219.153.140,80,215.64.233.194,52273,TCP,2016-11-04 04:01:33
3,772,7,0.8612655135802925,215.64.233.194,51945,42.219.153.140,80,TCP,2016-11-04 04:01:36
3,776,7,0.8648712846916169,42.219.153.140,80,215.64.233.194,51817,TCP,2016-11-04 04:01:39
4,764,7,0.8507520407438278,215.64.233.194,52336,42.219.153.140,80,TCP,2016-11-04 04:01:43
3,734,8,0.8761509088799357,215.64.233.194,51904,42.219.153.140,80,TCP,2016-11-04 04:01:46
3,772,7,0.859197876881808,215.64.233.194,51735,42.219.153.140,80,TCP,2016-11-04 04:01:49
