teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,154,2,0.6725102460477501,182.158.219.42,23373,42.219.153.246,55836,TCP,2016-11-04 04:00:03
43,148,2,157.72778722643852,182.159.219.42,23375,42.219.153.246,56162,TCP,2016-11-04 04:00:46
17,149,2,0.6418186792870983,182.158.219.195,23344,42.219.153.246,58949,TCP,2016-11-04 04:01:03
3,149,5,0.6263619455276057,182.158.219.42,23372,42.219.153.246,54619,TCP,2016-11-04 04:01:06
3,148,2,0.6309414007700981,182.246.219.42,17668,42.219.153.246,58960,TCP,2016-11-04 04:01:09
21,149,5,0.6677433731965721,182.159.219.81,23389,42.219.153.246,58974,TCP,2016-11-04 04:01:30
15,147,5,0.6173094003461301,182.159.219.42,11029,42.219.153.246,59004,TCP,2016-11-04 04:01:45
11,144,2,0.6410591625608504,182.158.219.42,23351,42.219.153.246,55879,TCP,2016-11-04 04:01:56
49,144,2,0.6113746643532068,182.158.219.42,23330,42.219.153.246,54616,TCP,2016-11-04 04:02:45
89,147,7,0.6047111337538809,182.158.219.42,23367,42.219.153.246,58962,TCP,2016-11-04 04:04:14
30,146,2,0.6713262823177502,182.209.219.42,12653,42.219.153.246,53891,TCP,2016-11-04 04:04:44
140,148,2,0.6502293138764799,182.214.219.42,23363,42.219.153.246,55908,TCP,2016-11-04 04:07:04
243,651,2,0.6545181556139141,182.158.219.42,23361,42.219.153.246,58963,TCP,2016-11-04 04:11:07
9,521,2,0.656892548664473,182.158.219.42,23370,42.219.153.246,55879,TCP,2016-11-04 04:11:16
3,148,2,0.635083562345244,182.245.219.42,23327,42.219.153.246,58967,TCP,2016-11-04 04:11:19
44,147,2,0.6733814949402586,182.158.219.42,23422,42.219.153.246,54475,TCP,2016-11-04 04:12:03
3,149,2,0.6502705584280193,182.159.219.42,23356,42.219.153.246,5097,TCP,2016-11-04 04:12:06
3,690,2,0.6432550123427063,182.158.219.42,23400,42.219.153.246,58993,TCP,2016-11-04 04:12:09
3,701,2,0.6549825794063509,182.158.219.42,23374,42.219.153.246,52453,TCP,2016-11-04 04:12:12
2,144,2,0.6085851212264971,182.53.219.42,23379,42.219.153.246,56194,TCP,2016-11-04 04:12:14
53,146,2,0.6454176044790074,182.158.219.42,12629,42.219.153.246,52500,TCP,2016-11-04 04:13:07
3,145,2,0.6126787697430699,182.158.219.42,23327,42.219.153.246,58935,TCP,2016-11-04 04:13:10
22,146,2,0.6105727620888501,182.158.219.42,23378,42.219.153.246,58990,TCP,2016-11-04 04:13:32
7,149,2,0.6387580884620547,182.162.219.42,23358,42.219.153.246,54453,TCP,2016-11-04 04:13:39
8,147,2,0.6321269703330472,182.158.219.42,23355,42.219.153.246,54518,TCP,2016-11-04 04:13:47
3,144,2,0.6583005683496594,182.122.219.42,23336,42.219.153.246,58983,TCP,2016-11-04 04:13:50
23,145,2,0.6824080932419747,182.158.219.42,23362,42.219.153.246,59014,TCP,2016-11-04 04:14:13
17,679,2,0.5993847548961639,182.158.219.42,23359,42.219.153.246,59017,TCP,2016-11-04 04:14:30
8,149,2,0.6012367028743029,182.122.219.42,23371,42.219.153.246,58946,TCP,2016-11-04 04:14:38
3,146,2,17.73946552723646,182.158.219.42,11059,42.219.153.246,54533,TCP,2016-11-04 04:14:41
3,151,5,0.6604983197757974,182.158.219.42,23325,42.219.153.246,59996,TCP,2016-11-04 04:14:44
18,1030,2,0.6279125885339454,182.214.219.42,23385,42.219.153.246,59016,TCP,2016-11-04 04:15:02
3,149,2,0.6487415941664949,182.159.219.68,23378,42.219.153.246,58930,TCP,2016-11-04 04:15:05
3,148,2,0.6424701403593644,182.158.219.42,23348,42.219.153.246,58938,TCP,2016-11-04 04:15:08
4,147,1,0.6423358842730522,182.158.219.42,12707,42.219.153.246,58984,TCP,2016-11-04 04:15:12
18,149,2,0.6253194218734279,182.104.219.102,23403,42.219.153.246,54426,TCP,2016-11-04 04:15:30
3,567,2,0.6587290299357846,182.158.219.42,23360,42.219.153.246,58994,TCP,2016-11-04 04:15:33
3,143,2,0.6507108947262168,182.158.219.42,12702,42.219.153.246,56221,TCP,2016-11-04 04:15:36
3,147,2,0.6454048845916986,182.158.219.82,23400,42.219.153.246,58952,TCP,2016-11-04 04:15:39
8,148,2,11.248675223439932,182.159.219.42,23329,42.219.153.246,5090,TCP,2016-11-04 04:15:47
3,145,2,0.6136934448732063,182.158.219.42,23328,42.219.153.246,58957,TCP,2016-11-04 04:15:50
3,145,5,0.6281805513426661,182.158.219.42,23328,42.219.153.246,58934,TCP,2016-11-04 04:15:53
3,144,2,0.6201163118239492,182.158.219.42,23339,42.219.153.246,55874,TCP,2016-11-04 04:15:56
25,629,2,0.6432295303093271,182.158.219.42,23389,42.219.153.246,5042,TCP,2016-11-04 04:16:21
3,719,2,0.6563168575521559,182.159.219.42,23420,42.219.153.246,58937,TCP,2016-11-04 04:16:24
3,146,2,40.96602775901556,182.158.219.42,16444,42.219.153.246,58945,TCP,2016-11-04 04:16:27
36,146,18,0.6053471703780815,182.158.219.42,23396,42.219.153.246,59006,TCP,2016-11-04 04:17:03
3,148,2,0.6246960206190124,182.158.219.42,12700,42.219.153.246,44792,TCP,2016-11-04 04:17:06
27,145,18,0.6107789003290236,182.158.219.42,23411,42.219.153.246,58924,TCP,2016-11-04 04:17:33
73,147,5,0.6500817040214315,182.52.219.42,23407,42.219.153.246,59005,TCP,2016-11-04 04:18:46
3,150,2,0.6304961624555289,182.158.219.42,23423,42.219.153.246,53873,TCP,2016-11-04 04:18:49
33,781,45,0.6586047469172627,182.158.219.42,23266,42.219.153.246,59015,TCP,2016-11-04 04:19:22
16,149,2,0.6706164618954062,182.158.219.42,23359,42.219.153.246,54464,TCP,2016-11-04 04:19:38
18,147,5,0.6157728295074776,182.158.219.42,23419,42.219.153.246,58927,TCP,2016-11-04 04:19:56
4,146,2,0.6663886418100446,182.86.219.42,12672,42.219.153.246,58988,TCP,2016-11-04 04:20:00
3,147,2,0.6446104621281847,182.158.219.42,23370,42.219.153.246,58960,TCP,2016-11-04 04:20:03
8,147,2,0.6556707210838795,182.159.219.42,23362,42.219.153.246,58960,TCP,2016-11-04 04:20:11
3,151,2,0.6441707597114146,182.159.219.42,23402,42.219.153.246,59018,TCP,2016-11-04 04:20:14
10,644,2,0.6391028354410082,78.159.219.42,23335,42.219.153.246,55876,TCP,2016-11-04 04:20:24
3,1871,2,0.6541596322786063,182.158.219.42,23381,42.219.153.246,58959,TCP,2016-11-04 04:20:27
3,146,1,0.6302869815845042,182.158.219.42,23368,42.219.153.246,52517,TCP,2016-11-04 04:20:30
12,147,2,0.696050742873922,73.158.219.42,23334,42.219.153.246,58966,TCP,2016-11-04 04:20:42
13,146,2,0.6744748136261478,182.158.219.42,23370,42.219.153.246,22,TCP,2016-11-04 04:20:55
3,150,2,0.6706080946605653,182.159.219.42,23402,42.219.153.246,55863,TCP,2016-11-04 04:20:58
3,143,2,0.6501529100351036,182.215.219.42,20043,42.219.153.246,54496,TCP,2016-11-04 04:21:01
6,150,2,0.6541393058141693,182.158.219.42,23330,42.219.153.246,59000,TCP,2016-11-04 04:21:07
2,149,2,0.6050332300364971,182.220.219.42,23413,42.219.153.246,58944,TCP,2016-11-04 04:21:09
3,152,2,0.6313487329753116,182.158.219.42,12679,42.219.153.246,2037,TCP,2016-11-04 04:21:12
8,143,2,0.674606449669227,182.158.219.42,23346,42.219.153.246,58934,TCP,2016-11-04 04:21:20
26,153,2,0.6797326910309494,182.158.219.42,23377,42.219.153.246,58979,TCP,2016-11-04 04:21:46
3,611,2,0.6207138084573671,182.158.219.42,23403,42.219.153.246,52435,TCP,2016-11-04 04:21:49
3,147,2,0.5891599939204752,182.158.219.42,23353,42.219.153.246,58932,TCP,2016-11-04 04:21:52
5,153,2,0.6244004628388211,182.159.219.42,23397,42.219.153.246,55865,TCP,2016-11-04 04:21:57
3,148,2,0.6293436392443255,182.158.219.11,23340,42.219.153.246,58934,TCP,2016-11-04 04:22:00
110,149,2,0.6671468062559143,182.208.219.42,23350,42.219.153.246,59017,TCP,2016-11-04 04:23:50
8,142,2,0.6508651392068714,182.158.219.42,23389,42.219.153.246,55865,TCP,2016-11-04 04:23:58
37,143,2,23.881504073739052,182.158.219.42,35570,42.219.153.246,58924,TCP,2016-11-04 04:24:35
67,148,2,0.6208246531896293,182.158.219.42,23365,42.219.153.246,52519,TCP,2016-11-04 04:25:42
3,685,2,0.6449270647717641,182.158.219.42,19773,42.219.153.246,53800,TCP,2016-11-04 04:25:45
3,147,2,0.608507449622266,182.158.219.42,20027,42.219.153.246,58928,TCP,2016-11-04 04:25:48
89,148,2,0.6598885681014508,182.158.219.42,23335,42.219.153.246,58931,TCP,2016-11-04 04:27:17
16,149,2,0.6566438981099054,42.219.153.246,59023,182.159.219.42,12640,TCP,2016-11-04 04:27:33
3,695,2,0.6168582458049059,182.158.219.42,23392,42.219.153.246,58987,TCP,2016-11-04 04:27:36
3,142,2,0.6346871751593426,182.159.219.42,23410,42.219.153.246,58995,TCP,2016-11-04 04:27:39
3,147,2,0.6370245917933062,182.158.219.42,23371,42.219.153.246,60001,TCP,2016-11-04 04:27:42
3,149,2,0.6041644744109362,182.158.219.42,23361,42.219.153.246,52435,TCP,2016-11-04 04:27:45
3,149,2,0.6761173271806911,182.158.219.42,23372,42.219.153.246,59017,TCP,2016-11-04 04:27:48
3,143,2,0.6633587731048465,182.159.219.42,23344,42.219.153.246,54511,TCP,2016-11-04 04:27:51
9,146,5,0.6319547236198559,182.158.219.42,23395,42.219.153.246,55159,TCP,2016-11-04 04:28:00
4,145,2,0.6598530284827575,182.158.219.42,23405,42.219.153.246,59013,TCP,2016-11-04 04:28:04
3,143,2,0.6516713941236958,182.158.219.42,23392,42.219.153.246,58939,TCP,2016-11-04 04:28:07
62,682,2,0.6255469430470839,182.159.219.42,23407,42.219.153.246,54517,TCP,2016-11-04 04:29:09
86,147,2,0.6208149759331718,182.159.219.42,23419,42.219.153.246,54563,TCP,2016-11-04 04:30:35
3,556,2,0.6053609467344359,182.158.219.97,23357,42.219.153.246,58947,TCP,2016-11-04 04:30:38
67,149,5,3.7412581108510494,182.142.219.46,47119,42.219.153.246,58924,TCP,2016-11-04 04:31:45
37,147,5,0.6130153607809916,182.158.219.20,23405,42.219.153.246,58961,TCP,2016-11-04 04:32:22
3,143,2,0.6162314638495445,182.158.219.42,23396,42.219.153.246,52503,TCP,2016-11-04 04:32:25
3,150,1,1.253382874187082,182.158.219.42,12695,42.219.153.246,58966,TCP,2016-11-04 04:32:28
35,146,2,28.537573099136356,182.158.219.42,23345,42.219.153.246,58985,TCP,2016-11-04 04:33:03
232,150,2,0.6657868347829208,182.158.219.42,12710,42.219.153.246,59008,TCP,2016-11-04 04:36:55
4,144,2,0.5765241170302033,182.158.219.42,23334,42.219.153.246,58966,TCP,2016-11-04 04:36:59
3,149,2,0.6446268162690103,176.158.219.42,23334,42.219.153.246,52509,TCP,2016-11-04 04:37:02
362,153,3,103.3123385310173,182.158.219.42,23388,42.219.153.246,55920,TCP,2016-11-04 04:43:04
3,145,2,0.6396129409549758,182.158.219.42,23349,42.219.153.246,58925,TCP,2016-11-04 04:43:07
279,148,2,0.6153489318676293,182.158.219.42,12714,42.219.153.246,54590,TCP,2016-11-04 04:47:46
24,149,2,0.6237783716060221,182.158.219.42,23406,42.219.153.246,58960,TCP,2016-11-04 04:48:10
66,150,2,0.6250885622575879,182.159.219.42,23399,42.219.153.246,54456,TCP,2016-11-04 04:49:16
3,555,73,0.6596404669107869,182.158.219.42,23421,42.219.153.246,54466,TCP,2016-11-04 04:49:19
3,146,2,0.6200923933647573,182.159.219.42,23332,42.219.153.246,54455,TCP,2016-11-04 04:49:22
3,624,2,0.6513088562060148,182.158.219.42,23329,42.219.153.246,54435,TCP,2016-11-04 04:49:25
3,143,2,0.5711595362517983,213.158.219.46,23407,42.219.153.246,54592,TCP,2016-11-04 04:49:28
45,151,1,0.6372004727600142,182.159.219.42,22000,42.219.153.246,58970,TCP,2016-11-04 04:50:13
64,149,2,0.6101700360886753,182.158.219.42,23398,42.219.153.246,58954,TCP,2016-11-04 04:51:17
28,625,2,0.6261457919608802,182.158.219.130,23369,42.219.153.246,56156,TCP,2016-11-04 04:51:45
285,147,1,0.6009962927782908,182.159.219.42,23404,42.219.153.246,54475,TCP,2016-11-04 04:56:30
15,583,2,0.6334820397896692,182.158.219.42,23414,42.219.153.246,52469,TCP,2016-11-04 04:56:45
64,731,1,0.6390170501545072,182.158.219.42,23366,42.219.153.246,58976,TCP,2016-11-04 04:57:49
207,147,2,0.6600817329017445,182.158.219.42,23381,42.219.153.246,58964,TCP,2016-11-04 05:01:16
8,148,2,0.6738138443324715,182.158.219.43,12709,42.219.153.246,52464,TCP,2016-11-04 05:01:24
3,247,2,0.5834291564533487,182.158.219.42,23395,42.219.153.246,5044,TCP,2016-11-04 05:01:27
55,147,2,39.15634395182133,182.158.126.42,14927,42.219.153.246,54590,TCP,2016-11-04 05:02:22
3,632,2,0.6510287651326507,42.219.153.246,58946,182.159.219.42,14933,TCP,2016-11-04 05:02:25
3,152,2,0.6623536061961204,42.219.153.246,59003,182.158.219.42,23331,TCP,2016-11-04 05:02:28
125,145,2,0.6298352354206145,182.158.219.42,23362,42.219.153.246,59956,TCP,2016-11-04 05:04:33
126,148,5,0.6216275696642697,182.158.219.144,23387,42.219.153.246,59001,TCP,2016-11-04 05:06:39
60,147,1,0.6522366050630808,182.158.219.42,22498,42.219.153.246,58944,TCP,2016-11-04 05:07:39
3,147,2,0.6245860210619867,182.142.219.42,23372,42.219.153.246,58971,TCP,2016-11-04 05:07:42
36,146,2,0.6432753810659051,182.65.219.42,23407,42.219.153.246,54616,TCP,2016-11-04 05:08:18
4,149,2,0.634810401708819,182.158.219.42,23376,42.219.153.246,5037,TCP,2016-11-04 05:08:22
14,146,2,0.6510966749629006,182.158.37.42,23358,42.219.153.246,59007,TCP,2016-11-04 05:08:36
21,146,5,0.5948325565550476,182.158.219.42,23404,42.219.153.246,58972,TCP,2016-11-04 05:08:57
88,147,2,0.6431148822885007,182.210.219.42,23349,42.219.153.246,59980,TCP,2016-11-04 05:10:25
3,661,2,0.6058438376057893,182.158.219.42,23389,42.219.153.246,58952,TCP,2016-11-04 05:10:28
3,656,2,0.6685298087541014,182.158.219.42,23358,42.219.153.246,54509,TCP,2016-11-04 05:10:31
81,150,2,0.6003297453280538,182.158.219.42,23335,42.219.153.246,58950,TCP,2016-11-04 05:11:52
3,147,2,0.6737945743370801,182.158.219.167,23383,42.219.153.246,58990,TCP,2016-11-04 05:11:55
80,143,2,0.6714019255014136,182.183.219.42,23385,42.219.153.246,55845,TCP,2016-11-04 05:13:15
23,144,2,0.6150335969869047,182.158.219.42,23335,42.219.153.246,56176,TCP,2016-11-04 05:13:38
3,149,2,0.6531120375730097,182.158.219.42,20083,42.219.153.246,58974,TCP,2016-11-04 05:13:41
16,147,2,0.9730847328901292,182.159.219.42,23363,42.219.153.246,52478,TCP,2016-11-04 05:13:57
11,146,2,0.6531812574248761,182.158.219.42,23371,42.219.153.246,59005,TCP,2016-11-04 05:14:08
33,150,2,0.6328814582666382,182.158.219.46,23421,42.219.153.246,44788,TCP,2016-11-04 05:14:41
3,499,2,0.6301839969819412,182.110.219.42,23423,42.219.153.246,58997,TCP,2016-11-04 05:14:44
19,950,10,0.6048232039902359,182.158.219.42,23379,42.219.153.246,59003,TCP,2016-11-04 05:15:03
185,153,2,0.633532031904906,173.158.219.42,6388,42.219.153.246,59011,TCP,2016-11-04 05:18:08
67,145,2,0.6502056912286207,182.158.219.42,12689,42.219.153.246,58997,TCP,2016-11-04 05:19:15
18,146,5,0.6571499045239761,182.158.219.42,23385,42.219.153.246,55853,TCP,2016-11-04 05:19:33
252,150,2,311.97073709964747,182.169.219.42,23353,42.219.153.246,59928,TCP,2016-11-04 05:23:45
139,151,46,0.6251838557654992,182.158.219.42,23361,42.219.153.246,52430,TCP,2016-11-04 05:26:04
3,149,2,0.6490586616564542,182.159.219.222,23329,42.219.153.246,58963,TCP,2016-11-04 05:26:07
22,154,2,0.5958332017762586,182.158.219.42,23406,42.219.153.246,59000,TCP,2016-11-04 05:26:29
3,145,5,0.5858753471402451,182.87.219.43,23346,42.219.153.246,56156,TCP,2016-11-04 05:26:32
15,754,2,0.5986014042282477,182.158.219.158,12721,42.219.153.246,59020,TCP,2016-11-04 05:26:47
3,149,2,0.6365406021941453,182.158.219.42,23352,42.219.153.246,55909,TCP,2016-11-04 05:26:50
100,148,5,0.5970745951635763,182.158.219.42,23400,42.219.153.246,58960,TCP,2016-11-04 05:28:30
55,147,1,0.6362254786072299,182.158.210.42,23349,42.219.153.246,54440,TCP,2016-11-04 05:29:25
3,148,1,0.6460173830855638,182.171.219.42,23414,42.219.153.246,58989,TCP,2016-11-04 05:29:28
176,146,2,0.6725427430355921,182.158.219.42,23392,42.219.153.246,58956,TCP,2016-11-04 05:32:24
3,148,1,0.6089547586161643,182.158.219.42,23409,42.219.153.246,58982,TCP,2016-11-04 05:32:27
3,625,2,0.6611247636610642,182.72.219.42,23332,42.219.153.246,58945,TCP,2016-11-04 05:32:30
41,149,2,0.6228033774532378,182.158.219.42,23386,42.219.153.246,58925,TCP,2016-11-04 05:33:11
87,146,2,0.7219870579428971,182.159.219.42,20117,42.219.153.246,59022,TCP,2016-11-04 05:34:38
3,146,2,0.642996980343014,182.159.219.42,23331,42.219.153.246,58950,TCP,2016-11-04 05:34:41
3,689,2,0.6080707475775853,182.94.219.42,23396,42.219.153.246,58956,TCP,2016-11-04 05:34:44
46,152,2,9.785903396084905,182.158.219.42,23343,42.219.153.246,58939,TCP,2016-11-04 05:35:30
3,142,2,0.6737084509804845,182.158.219.42,23347,42.219.153.246,58932,TCP,2016-11-04 05:35:33
3,145,2,0.6458678293274716,182.158.219.42,23421,42.219.153.246,58972,TCP,2016-11-04 05:35:36
3,146,5,0.6239777484443039,182.213.219.42,12697,42.219.153.246,52478,TCP,2016-11-04 05:35:39
47,618,2,17.779296945780516,182.159.219.42,23407,42.219.153.246,58927,TCP,2016-11-04 05:36:26
24,668,1,0.6523153753951192,182.159.219.42,23390,42.219.153.246,58930,TCP,2016-11-04 05:36:50
11,147,2,0.6439398155780509,182.158.219.42,23390,42.219.153.246,58935,TCP,2016-11-04 05:37:01
3,151,2,0.5973559962585568,182.159.219.42,23341,42.219.153.246,443,TCP,2016-11-04 05:37:04
3,641,1,0.6950392371509224,182.158.219.84,23347,42.219.153.246,59949,TCP,2016-11-04 05:37:07
3,151,2,0.44695030152797705,182.158.219.42,23377,42.219.153.246,58950,TCP,2016-11-04 05:37:10
3,147,2,0.608227104996331,182.158.219.42,23378,42.219.153.246,56145,TCP,2016-11-04 05:37:13
14,150,2,8.293489582836628,182.158.219.42,23330,42.219.153.246,54595,TCP,2016-11-04 05:37:27
3,148,2,0.6773389012087137,182.158.219.42,23390,42.219.153.246,58946,TCP,2016-11-04 05:37:30
70,148,2,0.6381757627241313,182.159.219.42,23409,42.219.153.246,59021,TCP,2016-11-04 05:38:40
29,151,2,0.6693409234285355,182.158.219.42,23372,42.219.153.246,59022,TCP,2016-11-04 05:39:09
42,151,2,0.6038040916901082,182.158.219.42,23345,42.219.153.246,58954,TCP,2016-11-04 05:39:51
25,147,2,0.6094769501360133,182.158.219.181,23332,42.219.153.246,59008,TCP,2016-11-04 05:40:16
21,147,2,0.6492114693392068,182.224.219.42,23370,42.219.153.246,58973,TCP,2016-11-04 05:40:37
3,144,2,34.21725887060165,182.158.219.42,23352,42.219.153.246,59020,TCP,2016-11-04 05:40:40
3,145,2,0.6264768471010029,182.158.219.42,23423,42.219.153.246,55919,TCP,2016-11-04 05:40:43
163,145,2,0.6135228462517262,182.158.219.42,12625,42.219.153.246,54466,TCP,2016-11-04 05:43:26
