teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,1242,16,10.5596227850765,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:00:03
84,1244,17,16.93020685762167,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:01:27
3,1533,13,16.786191701889038,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:01:30
3,1578,15,0.5790578678715974,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:01:33
3,1532,13,17.239019013941288,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:01:36
3,1195,15,16.99938952177763,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:01:39
32,1275,13,16.991148725152016,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:02:11
3,1491,15,16.902942180633545,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:02:14
15,1364,12,16.85520262643695,175.210.133.165,771,42.219.155.30,0,Other,2016-11-04 04:02:29
3,1378,16,17.072712868452072,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:02:32
3,1442,5,16.882034573704008,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:02:35
28,1407,15,17.051885046064857,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:03:03
3,1421,13,17.05390805751085,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:03:06
3,1132,16,25.23414145410061,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:03:09
3,1454,14,17.195391744375232,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:03:12
136,1234,15,17.176673479378223,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:05:28
3,1681,15,17.090627878904346,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:05:31
3,1552,13,16.90331405773759,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:05:34
3,1405,15,17.130380865186453,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:05:37
3,1619,18,17.00102172419429,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:05:40
3,1405,16,16.85237771272659,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:05:43
3,1423,16,16.88352208212018,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:05:46
3,1597,14,16.937353659421206,42.219.155.30,0,175.210.133.171,771,Other,2016-11-04 04:05:49
27,1485,14,17.02196178585291,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:16
3,1185,14,16.87833608686924,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:19
2,1476,1,17.099662464112047,42.219.155.30,0,175.210.53.165,771,Other,2016-11-04 04:06:21
3,1628,15,16.926542177796367,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:24
3,1512,17,16.86376526579261,42.219.155.30,0,175.210.133.229,771,Other,2016-11-04 04:06:27
2,66,13,17.036872029304508,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:29
3,1406,16,16.84033700823784,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:32
3,1509,15,16.853985574096438,42.219.155.30,0,175.210.142.165,771,Other,2016-11-04 04:06:35
3,1450,16,16.976101901382208,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:38
3,1290,14,16.88436320051551,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:41
3,1659,16,16.9184230864048,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:44
3,1304,18,16.861966732889414,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:47
3,1451,15,16.840615577995774,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:50
3,1318,12,17.13299347087741,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:53
3,1701,15,17.017903592437506,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:56
3,1412,14,17.128484968096018,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:06:59
2,1438,14,17.001108270138502,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:07:01
3,1433,14,17.0991093814373,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:07:04
3,1229,13,16.84676034003496,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:07:07
3,1612,13,16.963243067264553,42.219.155.30,0,175.210.133.165,771,Other,2016-11-04 04:07:10
3,1534,13,16.95236938074231,42.219.155.30,0,175.210.133.149,771,Other,2016-11-04 04:07:13
