teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,3731,3,0.6429641875438392,150.68.132.201,6858,42.219.153.238,443,TCP,2016-11-04 04:00:03
3,154,1,0.6433847467415035,150.211.167.201,45844,42.219.153.238,443,TCP,2016-11-04 04:00:06
24,12567,1,5.632744062691928,155.180.52.58,8154,42.219.153.238,443,TCP,2016-11-04 04:00:30
3,77,1,16.590872380882498,150.167.71.164,56845,42.219.153.238,443,TCP,2016-11-04 04:00:33
11,523,1,0.6619727702345699,177.63.167.201,59418,42.219.153.238,443,TCP,2016-11-04 04:00:44
19,81,1,20.33028192445636,150.73.177.132,57401,42.219.153.238,443,TCP,2016-11-04 04:01:03
19,52,1,0.6667469115927815,150.211.167.199,60862,42.219.153.238,55138,TCP,2016-11-04 04:01:22
8,722,1,0.6817563363583758,152.211.167.156,35800,42.219.153.238,443,TCP,2016-11-04 04:01:30
9,79,1,2.5998631529510017,150.76.144.201,60746,42.219.153.238,443,TCP,2016-11-04 04:01:39
3,54,2,0.7376614243257791,150.163.127.201,56264,42.219.153.238,443,TCP,2016-11-04 04:01:42
3,77,3,0.6541422216687351,150.137.239.163,38097,42.219.153.238,57401,TCP,2016-11-04 04:01:45
10,3875,48,2.4383849864825606,150.179.167.172,34824,42.219.153.238,443,TCP,2016-11-04 04:01:55
3,275,11,13.668860882520676,150.126.167.201,58661,42.219.153.238,443,TCP,2016-11-04 04:01:58
4,94,1,2.3782654744572937,81.211.42.116,56849,42.219.153.238,5028,TCP,2016-11-04 04:02:02
3,74,1,0.6725730848265812,29.48.244.188,123,42.219.153.238,443,TCP,2016-11-04 04:02:05
10,43,2,2.6539976410567756,150.58.167.201,65504,42.219.153.238,443,TCP,2016-11-04 04:02:15
3,185,29,0.7056665128329769,150.211.233.201,53,42.219.153.238,443,TCP,2016-11-04 04:02:18
3,125,5,3.2747220564633612,176.211.161.201,65534,42.219.153.238,5120,TCP,2016-11-04 04:02:21
11,52,1,0.676112805493176,171.70.167.201,65334,42.219.153.238,443,TCP,2016-11-04 04:02:32
3,84,1,0.6913180151022971,66.227.167.74,65397,42.219.153.238,443,TCP,2016-11-04 04:02:35
