teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,4393,3,0.839161730138585,42.219.155.72,54686,99.40.34.194,443,TCP,2016-11-04 04:00:03
3,62084,16,0.8212879642378539,99.5.149.194,80,42.219.155.72,55011,TCP,2016-11-04 04:00:06
3,8412,22,0.8501919431146234,42.219.155.72,54717,99.40.109.75,443,TCP,2016-11-04 04:00:09
3,8953,9,0.799492331687361,42.219.155.72,54624,250.40.149.119,53,TCP,2016-11-04 04:00:12
3,6111,12,0.8802540656179191,42.219.155.72,54674,99.40.149.249,443,TCP,2016-11-04 04:00:15
3,11237,16,0.8209537819493562,42.219.155.72,54682,99.40.149.163,443,TCP,2016-11-04 04:00:18
3,9676,1,0.7716415256727487,27.40.149.144,443,42.219.155.72,54710,TCP,2016-11-04 04:00:21
7,10019,15,0.8217044665943831,99.126.149.194,53,42.219.155.72,55011,TCP,2016-11-04 04:00:28
3,192,6,0.856263090390712,99.157.33.136,443,42.219.155.72,54723,TCP,2016-11-04 04:00:31
3,10559,14,0.8289118674583733,42.219.155.72,54646,99.40.138.131,443,TCP,2016-11-04 04:00:34
3,8423,11,0.8579966293182224,99.214.149.194,443,42.219.155.72,54676,TCP,2016-11-04 04:00:37
3,74,13,0.7878559590317309,42.219.155.72,1843,99.40.232.194,443,TCP,2016-11-04 04:00:40
3,18928,19,0.8696392562706023,42.219.155.72,1902,119.40.149.194,443,TCP,2016-11-04 04:00:43
65,9090,17,2.044471628498286,42.219.155.72,54689,99.40.146.194,443,TCP,2016-11-04 04:01:48
3,386,6,0.8646995450835675,42.219.155.72,53756,99.40.149.194,443,TCP,2016-11-04 04:01:51
3,3810,14,0.8029130939394236,42.219.155.72,54698,161.40.149.120,443,TCP,2016-11-04 04:01:54
3,4363,9,0.8508322478737682,42.219.155.72,54718,250.40.149.194,443,TCP,2016-11-04 04:01:57
3,876,11,0.8518338650465012,42.219.155.72,54643,210.40.149.194,443,TCP,2016-11-04 04:02:00
3,9360,11,1.7542504537850618,42.219.155.72,1846,99.40.78.194,443,TCP,2016-11-04 04:02:03
3,8107,17,0.8538807949516922,42.219.155.72,54638,99.222.149.194,53,TCP,2016-11-04 04:02:06
3,1160,6,0.7839291058480741,99.43.149.194,53,42.219.155.72,54975,TCP,2016-11-04 04:02:09
3,10538,11,5.24908792041242,42.219.155.72,54675,101.40.149.194,443,TCP,2016-11-04 04:02:12
3,9341,5,0.8545279456302524,42.219.155.72,1909,99.40.149.194,443,TCP,2016-11-04 04:02:15
3,2021,13,0.8237400711514056,42.219.155.72,53746,153.40.84.194,443,TCP,2016-11-04 04:02:18
3,54,13,0.8605898804962635,99.40.232.194,443,42.219.155.72,54647,TCP,2016-11-04 04:02:21
3,46,13,0.7705660401843488,99.48.149.194,443,42.219.155.72,1843,TCP,2016-11-04 04:02:24
3,417,15,0.8409667708911002,99.40.149.194,443,42.219.155.72,54635,TCP,2016-11-04 04:02:27
3,563,6,0.8279745681211352,99.40.149.194,443,42.219.155.72,1827,TCP,2016-11-04 04:02:30
3,9660,8,0.8498176150023937,42.219.155.72,1906,99.45.149.194,443,TCP,2016-11-04 04:02:33
3,9565,6,0.7868343112058938,251.40.86.194,443,42.219.155.72,54704,TCP,2016-11-04 04:02:36
3,3410,16,0.8234606562182307,42.219.155.72,54678,99.40.116.194,443,TCP,2016-11-04 04:02:39
3,844,12,0.8334452183917165,42.219.155.72,54723,99.198.149.28,443,TCP,2016-11-04 04:02:42
3,286,1,0.8933353498578072,42.219.155.72,1833,99.176.149.194,443,TCP,2016-11-04 04:02:45
3,9688,13,0.8543715882115066,42.219.155.72,1866,199.40.170.194,443,TCP,2016-11-04 04:02:48
3,9956,4,0.8051735151093453,42.219.155.72,54691,99.40.149.194,443,TCP,2016-11-04 04:02:51
3,9668,11,0.8605766957625747,99.40.149.194,443,42.219.155.72,54689,TCP,2016-11-04 04:02:54
3,488,9,0.8043531035073102,42.219.155.72,1913,99.40.153.235,443,TCP,2016-11-04 04:02:57
3,159,14,0.8630341272801161,42.219.155.72,1864,99.81.149.194,443,TCP,2016-11-04 04:03:00
3,22,21,0.8152191834524274,99.40.149.194,443,42.219.155.72,54682,TCP,2016-11-04 04:03:03
3,8228,6,5.299560433253647,42.219.155.72,54641,29.40.149.226,443,TCP,2016-11-04 04:03:06
3,9581,13,0.8163864549715072,42.219.155.72,54709,34.40.149.194,443,TCP,2016-11-04 04:03:09
3,639,15,0.8648559870198369,42.219.155.72,54638,99.40.179.194,443,TCP,2016-11-04 04:03:12
3,12177,6,0.8348908906336874,99.7.149.177,443,42.219.155.72,54628,TCP,2016-11-04 04:03:15
