teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,102,17,4.1383917555212975,42.219.158.209,80,156.0.54.216,57658,TCP,2016-11-04 04:00:03
3,103,2,4.479372295551002,42.219.158.209,80,156.0.54.216,57661,TCP,2016-11-04 04:00:06
3,103,2,52.81205525994301,156.4.54.216,57707,42.219.158.209,80,TCP,2016-11-04 04:00:09
3,102,7,4.332028839737177,156.104.54.216,57668,42.219.158.209,80,TCP,2016-11-04 04:00:12
3,1658,2,4.523767998442054,42.219.158.209,80,156.0.54.216,57624,TCP,2016-11-04 04:00:15
3,12437,2,4.78052040282637,42.219.158.209,80,156.0.54.216,57056,TCP,2016-11-04 04:00:18
3,103,2,4.191888305358589,42.219.158.209,80,156.4.54.216,57712,TCP,2016-11-04 04:00:21
3,103,2,0.8260044646449387,42.219.158.209,80,156.0.54.216,57710,TCP,2016-11-04 04:00:24
3,102,5,4.248465687967837,42.219.158.209,80,156.58.54.216,57642,TCP,2016-11-04 04:00:27
3,8154,2,4.1096064392477265,42.219.158.209,80,156.0.54.216,57637,TCP,2016-11-04 04:00:30
3,102,3,4.170311657711864,42.219.158.209,80,81.63.54.216,57668,TCP,2016-11-04 04:00:33
3,103,2,4.502387093380094,42.219.158.209,80,156.0.54.216,57662,TCP,2016-11-04 04:00:36
11,104,2,4.356407412327826,42.219.158.209,80,156.0.54.216,57765,TCP,2016-11-04 04:00:47
3,103,5,4.2750968215987095,156.0.54.216,57660,42.219.158.209,80,TCP,2016-11-04 04:00:50
3,103,11,4.7540650656446815,156.0.54.216,57649,42.219.158.209,53,TCP,2016-11-04 04:00:53
3,103,2,4.0481148697435865,42.219.158.209,80,156.80.54.216,57654,TCP,2016-11-04 04:00:56
3,103,6,4.243053523823619,42.219.158.209,80,156.0.54.216,57711,TCP,2016-11-04 04:00:59
3,103,18,4.4763073520734915,42.219.158.209,80,156.28.54.216,57629,TCP,2016-11-04 04:01:02
3,103,2,4.529133846983314,42.219.158.209,80,156.8.54.216,57674,TCP,2016-11-04 04:01:05
3,102,3,6.026880377903581,42.219.158.209,80,156.0.54.216,57701,TCP,2016-11-04 04:01:08
3,103,12,4.055197100155056,42.219.158.209,25,156.76.54.216,57692,TCP,2016-11-04 04:01:11
3,103,2,4.388054153881967,156.70.54.216,57684,42.219.158.209,80,TCP,2016-11-04 04:01:14
3,102,2,7.615480542182922,42.219.158.209,80,156.70.54.216,57628,TCP,2016-11-04 04:01:17
3,103,14,4.123742840252817,42.219.158.209,80,156.252.54.216,57688,TCP,2016-11-04 04:01:20
3,102,2,4.028676515445113,42.219.158.209,80,156.5.54.216,57663,TCP,2016-11-04 04:01:23
3,103,3,4.7090131687000385,42.219.158.209,80,156.213.54.216,57693,TCP,2016-11-04 04:01:26
3,102,7,3.780297769233584,42.219.158.209,80,156.202.54.216,57680,TCP,2016-11-04 04:01:29
3,47,2,17.537245519459248,42.219.158.209,80,156.245.54.216,57684,TCP,2016-11-04 04:01:32
3,103,2,4.458422767929734,42.219.158.209,80,156.0.54.216,57719,TCP,2016-11-04 04:01:35
3,103,2,4.235777917318046,156.0.54.216,49458,42.219.158.209,80,TCP,2016-11-04 04:01:38
3,103,2,4.2588873747736224,156.27.54.216,57658,42.219.158.209,80,TCP,2016-11-04 04:01:41
3,103,2,4.525503650307655,42.219.158.209,80,189.69.54.216,57693,TCP,2016-11-04 04:01:44
3,103,4,3.8771656695753336,42.219.158.209,80,156.0.54.216,57679,TCP,2016-11-04 04:01:47
3,103,5,4.1121277660131454,42.219.158.209,80,156.104.54.216,57661,TCP,2016-11-04 04:01:50
3,103,2,4.229722405783832,156.229.54.216,57710,42.219.158.209,80,TCP,2016-11-04 04:01:53
3,102,2,0.8042999419849366,42.219.158.209,80,156.5.31.216,57637,TCP,2016-11-04 04:01:56
3,103,2,3.638814082369208,156.0.54.216,57665,42.219.158.209,80,TCP,2016-11-04 04:01:59
3,1773,2,4.03489294834435,156.45.54.216,57709,42.219.158.209,80,TCP,2016-11-04 04:02:02
3,7316,2,7.899625075981021,42.219.158.209,80,156.0.54.216,57653,TCP,2016-11-04 04:02:05
3,103,2,4.080005359835924,42.219.158.209,80,156.0.54.216,57661,TCP,2016-11-04 04:02:08
3,103,2,4.233617649413645,42.219.158.209,80,156.0.54.216,57720,TCP,2016-11-04 04:02:11
3,102,2,4.2245644703507415,42.219.158.209,443,156.27.54.216,57669,TCP,2016-11-04 04:02:14
3,103,2,3.9170748442411423,156.0.54.216,57674,42.219.158.209,80,TCP,2016-11-04 04:02:17
3,103,2,4.1089198188856235,42.219.158.209,80,156.35.54.216,57720,TCP,2016-11-04 04:02:20
3,103,9,3.884646146558225,42.219.158.209,80,156.207.54.216,57698,TCP,2016-11-04 04:02:23
3,102,2,4.3866920694708815,156.47.54.216,57688,42.219.158.209,80,TCP,2016-11-04 04:02:26
3,103,2,4.739855303429066,42.219.158.209,80,156.0.54.216,57648,TCP,2016-11-04 04:02:29
3,102,5,4.368862590752542,42.219.158.209,80,156.0.54.216,57696,TCP,2016-11-04 04:02:32
3,103,2,4.263632526621223,42.219.158.209,38252,156.0.54.216,57649,TCP,2016-11-04 04:02:35
3,104,2,4.5747198946774015,42.219.158.209,80,156.62.54.216,57686,TCP,2016-11-04 04:02:38
3,103,2,0.8045337174553424,156.7.54.216,57702,42.219.158.209,80,TCP,2016-11-04 04:02:41
3,102,2,4.112694709561765,42.219.158.209,80,156.223.54.216,57687,TCP,2016-11-04 04:02:44
3,103,3,4.7776731764897695,156.0.54.239,57807,42.219.158.209,80,TCP,2016-11-04 04:02:47
3,103,2,3.978612391278148,156.171.54.216,57687,42.219.158.209,80,TCP,2016-11-04 04:02:50
3,103,2,3.889416991733015,42.219.158.209,80,156.40.54.216,57684,TCP,2016-11-04 04:02:53
3,8266,3,6.150940608233213,42.219.158.209,80,156.87.54.216,57636,TCP,2016-11-04 04:02:56
3,102,2,4.316216625273229,42.219.158.209,80,156.238.54.216,57632,TCP,2016-11-04 04:02:59
3,102,5,4.162818334065378,42.219.158.209,80,156.0.54.216,57717,TCP,2016-11-04 04:03:02
3,102,11,4.1051638601347795,42.219.158.209,80,156.9.54.216,57684,TCP,2016-11-04 04:03:05
3,103,7,5.340572730638087,42.219.158.209,80,203.0.54.216,57701,TCP,2016-11-04 04:03:08
3,102,2,4.068307120352984,156.66.54.216,57700,42.219.158.209,80,TCP,2016-11-04 04:03:11
3,103,14,4.2405244214460245,156.0.54.216,57669,42.219.158.209,80,TCP,2016-11-04 04:03:14
3,102,2,17.878707133233547,42.219.158.209,80,156.54.54.216,57719,TCP,2016-11-04 04:03:17
3,103,8,4.354494273662567,42.219.158.209,80,156.0.54.216,57670,TCP,2016-11-04 04:03:20
7,166,3,4.410032090730965,156.111.54.58,57713,42.219.158.209,80,TCP,2016-11-04 04:03:27
3,103,7,4.660098144784571,42.219.158.209,80,156.0.54.216,57654,TCP,2016-11-04 04:03:30
