teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
56,112,2,16.823315855115652,203.9.97.2,47026,42.219.156.190,25,TCP,2016-11-04 04:00:56
3,46,5,3.312605177052319,42.219.156.190,25,177.66.190.116,47546,TCP,2016-11-04 04:00:59
3,51,21,0.7319277555216104,201.9.179.185,47218,42.219.156.190,0,TCP,2016-11-04 04:01:02
35,36,1,1.925550908781588,210.9.198.82,33551,42.219.156.190,25,TCP,2016-11-04 04:01:37
42,38,1,0.7738747322000563,215.9.23.34,48140,42.219.156.190,0,TCP,2016-11-04 04:02:19
157,34,3,17.67578123509884,210.9.79.161,62026,42.219.156.190,0,TCP,2016-11-04 04:04:56
18,46,1,0.7653753119520843,39.149.151.97,62177,42.219.156.190,25,TCP,2016-11-04 04:05:14
3,41,23,0.7540803900919855,42.219.156.190,63169,179.41.179.105,41615,TCP,2016-11-04 04:05:17
3,44,1,0.7685098133515567,165.193.44.66,56339,42.219.156.190,25,TCP,2016-11-04 04:05:20
6,185,5,0.758939640596509,253.201.49.176,49944,42.219.156.190,0,TCP,2016-11-04 04:05:26
48,43,1,2.006933339405805,210.190.208.238,43188,42.219.156.190,0,TCP,2016-11-04 04:06:14
5,42,3,4.7596810860559335,195.239.119.66,49672,42.219.156.190,0,TCP,2016-11-04 04:06:19
101,44,1,3.194781663827598,214.9.232.215,52031,42.219.156.190,0,TCP,2016-11-04 04:08:00
16,953,6,4.338729050941765,217.9.86.202,51151,42.219.156.190,0,TCP,2016-11-04 04:08:16
31,38,5,14.272050954401493,219.83.25.53,53912,42.219.156.190,0,TCP,2016-11-04 04:08:47
2,41,1,0.7863855231553316,224.209.116.129,49970,42.219.156.190,25,TCP,2016-11-04 04:08:49
65,194,17,0.8027705128770322,42.219.156.190,0,173.9.179.72,123,TCP,2016-11-04 04:09:54
29,405,23,0.8167448092717677,198.9.43.237,53839,42.219.156.190,0,TCP,2016-11-04 04:10:23
3,36,1,0.7700370450038463,42.219.156.190,0,23.9.179.238,51352,TCP,2016-11-04 04:10:26
3,66,1,0.7936176031362265,42.219.156.190,123,136.9.163.136,52824,TCP,2016-11-04 04:10:29
64,300,3,41.91920962929726,224.9.87.145,60357,42.219.156.190,25,TCP,2016-11-04 04:11:33
4,87,3,0.7739746319130063,205.56.71.198,48420,42.219.156.190,0,TCP,2016-11-04 04:11:37
226,114,3,0.8172113460022956,220.70.157.190,59590,42.219.156.190,0,TCP,2016-11-04 04:15:23
84,39,20,0.7813633228652179,212.9.179.114,5097,42.219.156.190,0,TCP,2016-11-04 04:16:47
3,36,1,0.7859145915135741,202.58.123.44,42467,42.219.156.190,0,TCP,2016-11-04 04:16:50
116,45,2,4.197385663166642,219.16.191.238,5964,42.219.156.190,0,TCP,2016-11-04 04:18:46
15,136,3,0.7590934624895453,42.219.156.190,0,253.214.179.238,25,TCP,2016-11-04 04:19:01
24,532,1,20.979755144566298,211.9.76.238,60308,42.219.156.190,123,TCP,2016-11-04 04:19:25
35,89,3,1.7661268562078476,211.9.138.159,48403,42.219.156.190,0,TCP,2016-11-04 04:20:00
