teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
4,25258,33,0.8157911980524659,137.236.69.212,7383,42.219.154.185,80,TCP,2016-11-04 04:00:04
3,53,4,5.522092368453741,189.236.131.212,31329,42.219.154.185,5525,TCP,2016-11-04 04:00:07
3,49,2,0.8196699607651681,42.219.154.185,80,137.236.76.212,25096,TCP,2016-11-04 04:00:10
4,106080,7,0.81937888241373,199.204.76.212,31695,42.219.154.185,80,TCP,2016-11-04 04:00:14
4,43,87,0.8352701207622886,42.219.154.185,80,137.172.76.212,51867,TCP,2016-11-04 04:00:18
3,101212,31,18.18700001388788,137.74.76.212,42083,42.219.154.185,22,TCP,2016-11-04 04:00:21
4,71463,9,4.803047365508974,137.236.233.212,27297,42.219.154.185,80,TCP,2016-11-04 04:00:25
4,64499,82,4.203728534281254,137.103.76.194,26299,42.219.154.185,80,TCP,2016-11-04 04:00:29
3,54,50,4.470249135978519,42.219.154.185,53,211.236.233.176,25463,TCP,2016-11-04 04:00:32
4,52,2,0.7924156794324517,137.236.230.200,39045,42.219.154.185,80,TCP,2016-11-04 04:00:36
3,3333,8,10.208474110811947,137.236.76.212,16494,42.219.154.185,80,TCP,2016-11-04 04:00:39
4,1795,15,0.8362399593461305,211.227.76.211,28466,42.219.154.185,80,TCP,2016-11-04 04:00:43
4,45660,3,0.8298531391192228,137.236.76.212,27704,42.219.154.185,80,TCP,2016-11-04 04:00:47
4,18152,15,17.044657107442614,137.236.233.212,25758,42.219.154.185,80,TCP,2016-11-04 04:00:51
4,82586,61,0.8308248370885849,137.242.155.120,53672,42.219.154.185,80,TCP,2016-11-04 04:00:55
4,24479,29,0.8320384242106229,104.54.126.212,29267,42.219.154.185,5112,TCP,2016-11-04 04:00:59
4,148248,20,0.8136014335323125,42.219.154.185,443,137.235.177.212,38929,TCP,2016-11-04 04:01:03
4,16111,15,4.765508738346399,137.236.211.212,39717,42.219.154.185,40667,TCP,2016-11-04 04:01:07
3,25900,4,3.83412123285234,137.236.76.212,24190,42.219.154.185,80,TCP,2016-11-04 04:01:10
4,40349,37,4.466169982217251,137.69.160.163,26263,42.219.154.185,80,TCP,2016-11-04 04:01:14
4,19441,3,0.8352651342283934,42.219.154.185,5112,137.123.33.35,28363,UDP,2016-11-04 04:01:18
3,416493,9,0.8429973043967038,42.219.154.185,80,137.126.233.212,24636,TCP,2016-11-04 04:01:21
3,17598,80,2.0333944237791,30.236.46.194,16424,42.219.154.185,80,TCP,2016-11-04 04:01:24
4,51,1,0.8625770565122366,236.236.138.219,41518,42.219.154.185,80,TCP,2016-11-04 04:01:28
4,200,5,3.907699484378099,42.219.154.185,80,160.236.76.212,22601,UDP,2016-11-04 04:01:32
4,173,12,4.250886607915163,137.236.233.212,16523,42.219.154.185,80,TCP,2016-11-04 04:01:36
4,49,5,0.8328222397249192,137.236.76.212,26266,42.219.154.185,80,TCP,2016-11-04 04:01:40
3,54,12,0.8346950635313988,42.219.154.185,80,137.236.155.212,55283,TCP,2016-11-04 04:01:43
4,58631,41,0.8607617046218365,137.236.233.196,28490,42.219.154.185,80,TCP,2016-11-04 04:01:47
4,51,9,4.488030946813523,137.236.76.186,20040,42.219.154.185,53,TCP,2016-11-04 04:01:51
4,44,13,5.259643144905566,137.236.233.99,16735,42.219.154.185,53401,TCP,2016-11-04 04:01:55
4,60772,161,4.783643832430244,42.219.154.185,80,142.227.76.212,43595,TCP,2016-11-04 04:01:59
3,62,64,13.96326719596982,78.62.76.112,14613,42.219.154.185,25,UDP,2016-11-04 04:02:02
4,33055,95,5.009954377077519,167.208.155.212,999,42.219.154.185,80,TCP,2016-11-04 04:02:06
4,81663,22,4.91592863202095,42.219.154.185,80,137.236.76.212,49269,TCP,2016-11-04 04:02:10
4,80102,18,0.8379778931848705,137.236.76.212,16502,42.219.154.185,80,TCP,2016-11-04 04:02:14
3,496,16,4.821022890508175,137.236.132.212,24227,42.219.154.185,443,TCP,2016-11-04 04:02:17
4,97,4,0.8913600062951446,42.219.154.185,23,252.44.132.212,26228,TCP,2016-11-04 04:02:21
4,12383,29,0.8368598108645529,42.219.154.185,80,137.236.71.212,27283,TCP,2016-11-04 04:02:25
4,52,36,7.599008414894342,121.236.76.58,39802,42.219.154.185,80,TCP,2016-11-04 04:02:29
4,51445,10,0.8464787502307445,186.236.6.212,11403,42.219.154.185,80,TCP,2016-11-04 04:02:33
4,653238,28,5.0111673725768915,137.80.44.185,26281,42.219.154.185,80,TCP,2016-11-04 04:02:37
4,226,23,4.000636643730103,137.116.76.212,28595,42.219.154.185,80,TCP,2016-11-04 04:02:41
4,229814,7,4.9032645262777805,137.236.79.161,26228,42.219.154.185,80,TCP,2016-11-04 04:02:45
4,43,41,3.8539997544139615,137.236.76.131,29700,42.219.154.185,80,TCP,2016-11-04 04:02:49
3,29949,17,0.8137976832222193,119.236.106.120,53354,42.219.154.185,80,TCP,2016-11-04 04:02:52
15,9312,2,5.150413035415114,42.219.154.185,80,137.226.114.237,26246,TCP,2016-11-04 04:03:07
3,31067,14,0.8119288317393512,137.229.115.212,52086,42.219.154.185,80,TCP,2016-11-04 04:03:10
4,4929,40,3.2414434505626564,153.64.67.212,27311,42.219.154.185,80,TCP,2016-11-04 04:03:14
4,51,42,0.8235823614522815,137.236.76.212,41615,42.219.154.185,80,TCP,2016-11-04 04:03:18
4,141718,12,0.8184060857165605,42.219.154.185,80,137.236.71.212,54063,TCP,2016-11-04 04:03:22
3,17452,33,5.36803855933249,131.102.76.194,49479,42.219.154.185,80,TCP,2016-11-04 04:03:25
4,48,25,3.7117084180936217,137.236.31.212,16433,42.219.154.185,80,TCP,2016-11-04 04:03:29
4,60,25,0.8311552160885185,42.219.154.185,80,253.191.76.41,27080,TCP,2016-11-04 04:03:33
4,82162,28,2.2613397063687444,142.194.76.212,16426,42.219.154.185,80,TCP,2016-11-04 04:03:37
4,10141,18,0.8369134794920683,42.219.154.185,80,137.236.76.212,5649,TCP,2016-11-04 04:03:41
4,1216,6,0.8093136905226856,42.219.154.185,80,137.236.116.94,26282,TCP,2016-11-04 04:03:45
4,46904,47,0.8377611902542412,251.228.233.212,28440,42.219.154.185,80,TCP,2016-11-04 04:03:49
3,58037,3,0.8200384571682662,137.146.76.158,24017,42.219.154.185,80,TCP,2016-11-04 04:03:52
4,37,29,3.6905330596491694,42.219.154.185,80,137.236.76.131,25896,TCP,2016-11-04 04:03:56
3,86,28,0.8145348450634629,42.219.154.185,80,137.228.148.26,1121,TCP,2016-11-04 04:03:59
3,54,26,0.8021970614790916,137.236.76.212,23453,42.219.154.185,80,TCP,2016-11-04 04:04:02
4,22967,12,1.776355674024671,42.219.154.185,80,137.236.233.212,9439,TCP,2016-11-04 04:04:06
4,50,29,4.577413299120963,100.236.206.212,13311,42.219.154.185,80,TCP,2016-11-04 04:04:10
4,21251,17,0.7813600266817957,137.226.139.212,46647,42.219.154.185,5075,TCP,2016-11-04 04:04:14
4,35495,28,0.8201392865739763,137.236.233.190,25858,42.219.154.185,80,TCP,2016-11-04 04:04:18
3,49945,85,4.464109783060849,42.219.154.185,80,137.236.115.212,1536,TCP,2016-11-04 04:04:21
4,17057,2,1.7023725835606456,13.236.76.212,27501,42.219.154.185,80,TCP,2016-11-04 04:04:25
4,52,5,4.980671759694816,193.91.233.92,28496,42.219.154.185,80,TCP,2016-11-04 04:04:29
4,48646,2,0.8226195378229022,137.235.76.212,25806,42.219.154.185,80,TCP,2016-11-04 04:04:33
4,231099,13,4.298422981984913,137.236.76.150,36066,42.219.154.185,80,TCP,2016-11-04 04:04:37
4,65081,23,4.722302027978003,137.142.76.191,16453,42.219.154.185,80,TCP,2016-11-04 04:04:41
20,42,6,4.308514374308288,42.219.154.185,5036,54.236.76.174,13517,TCP,2016-11-04 04:05:01
3,3204,32,4.775689043104649,42.219.154.185,80,51.236.63.212,13130,TCP,2016-11-04 04:05:04
4,1009,6,2.749905084259808,206.112.76.212,48879,42.219.154.185,80,TCP,2016-11-04 04:05:08
4,43344,42,3.3071828708052635,158.236.76.78,5706,42.219.154.185,80,TCP,2016-11-04 04:05:12
3,2790,29,5.042866514995693,42.219.154.185,80,137.228.42.154,25499,TCP,2016-11-04 04:05:15
3,21324,7,0.8524045273661613,212.236.76.100,30036,42.219.154.185,80,TCP,2016-11-04 04:05:18
4,104867,32,0.8347871031146497,42.219.154.185,80,61.68.165.76,12743,TCP,2016-11-04 04:05:22
4,20250,49,0.8670440611895174,195.190.76.171,24437,42.219.154.185,80,TCP,2016-11-04 04:05:26
4,7645,23,3.8327405545860533,42.219.154.185,25,137.227.76.186,25077,TCP,2016-11-04 04:05:30
3,37552,93,4.2737709106877455,233.236.76.63,26264,42.219.154.185,161,TCP,2016-11-04 04:05:33
4,44,15,0.8300046790391207,137.236.76.126,24985,42.219.154.185,80,TCP,2016-11-04 04:05:37
3,73422,7,10.698197716847062,239.236.76.212,5172,42.219.154.185,80,TCP,2016-11-04 04:05:40
4,108,5,0.8189211355056614,42.219.154.185,5100,192.236.233.212,22958,TCP,2016-11-04 04:05:44
4,24560,53,0.7944701313972473,137.236.89.212,55299,42.219.154.185,80,TCP,2016-11-04 04:05:48
69,46,29,0.8216428533196449,137.92.135.162,31376,42.219.154.185,53,TCP,2016-11-04 04:06:57
4,51,7,3.9533173106610775,42.219.154.185,80,137.236.71.158,23984,TCP,2016-11-04 04:07:01
4,55,32,4.624098412692547,42.219.154.185,80,106.235.233.114,32895,TCP,2016-11-04 04:07:05
4,49,33,3.984647618606687,42.219.154.185,80,45.236.76.239,24928,TCP,2016-11-04 04:07:09
4,332,23,0.7898831963539124,42.219.154.185,53330,137.236.76.212,26281,TCP,2016-11-04 04:07:13
4,45,27,4.175225844606756,137.236.76.212,16857,42.219.154.185,5109,TCP,2016-11-04 04:07:17
4,1350,74,7.448695689439774,68.236.76.212,29514,42.219.154.185,80,TCP,2016-11-04 04:07:21
4,48,12,4.361124842427672,42.219.154.185,80,231.236.76.204,22499,TCP,2016-11-04 04:07:25
3,34,9,4.16531565785408,137.64.76.212,6148,42.219.154.185,80,TCP,2016-11-04 04:07:28
4,29611,15,0.8320652162656188,137.236.146.209,8742,42.219.154.185,80,TCP,2016-11-04 04:07:32
3,360,31,4.664291904307903,137.236.76.127,16521,42.219.154.185,80,TCP,2016-11-04 04:07:35
3,52,17,0.7957577558699995,42.219.154.185,4948,137.236.162.211,58921,TCP,2016-11-04 04:07:38
4,39,19,0.8316839577164501,82.240.16.212,55162,42.219.154.185,80,TCP,2016-11-04 04:07:42
4,554,29,0.8534863516688347,137.236.154.212,16450,42.219.154.185,80,TCP,2016-11-04 04:07:46
4,51,33,3.483495553024113,42.219.154.185,80,137.185.76.93,41653,TCP,2016-11-04 04:07:50
4,34970,19,4.833165692165494,137.84.76.178,52151,42.219.154.185,80,TCP,2016-11-04 04:07:54
4,112975,9,8.21875986456871,38.223.76.62,51783,42.219.154.185,80,TCP,2016-11-04 04:07:58
4,46399,38,4.755022818222641,168.60.76.125,26275,42.219.154.185,80,TCP,2016-11-04 04:08:02
4,109,30,0.8226769252214581,42.219.154.185,80,137.236.31.141,26310,TCP,2016-11-04 04:08:06
4,94,3,0.8305577617138624,187.236.71.43,25697,42.219.154.185,80,TCP,2016-11-04 04:08:10
4,42414,4,5.383049547672272,212.236.76.106,28536,42.219.154.185,53,TCP,2016-11-04 04:08:14
4,70337,3,4.168969181366266,42.219.154.185,5048,137.236.159.152,26285,TCP,2016-11-04 04:08:18
3,40242,11,0.828620366519317,137.168.148.232,19499,42.219.154.185,5043,TCP,2016-11-04 04:08:21
4,86570,12,5.118708145804703,251.236.31.212,13302,42.219.154.185,80,TCP,2016-11-04 04:08:25
4,33471,52,0.8475765483453871,42.219.154.185,0,137.62.76.212,34908,TCP,2016-11-04 04:08:29
3,44456,3,4.390278993174434,42.219.154.185,80,185.236.76.99,1558,TCP,2016-11-04 04:08:32
4,57,3,16.857596162706617,137.236.76.212,22671,42.219.154.185,80,TCP,2016-11-04 04:08:36
4,51,37,4.635526534169912,143.236.31.166,25057,42.219.154.185,161,TCP,2016-11-04 04:08:40
4,1513,60,4.165660827420652,137.236.76.212,26232,42.219.154.185,5041,TCP,2016-11-04 04:08:44
3,3283,3,4.7667541885748514,42.219.154.185,80,180.236.240.212,25863,TCP,2016-11-04 04:08:47
3,51,40,4.263741385191679,137.229.153.113,26289,42.219.154.185,5108,TCP,2016-11-04 04:08:50
3,46,27,0.8194383827503771,42.219.154.185,5080,137.226.225.31,29276,TCP,2016-11-04 04:08:53
4,50,8,9.887396095320582,137.236.128.212,16502,42.219.154.185,5070,TCP,2016-11-04 04:08:57
4,46,19,4.269648822024465,137.236.76.212,4656,42.219.154.185,80,TCP,2016-11-04 04:09:01
4,54,16,4.515229023993014,42.219.154.185,80,137.236.148.88,56854,TCP,2016-11-04 04:09:05
3,49,1,3.754020933061838,42.219.154.185,53,137.236.237.212,16482,UDP,2016-11-04 04:09:08
4,446097,126,0.8651858589146286,42.219.154.185,80,20.83.76.94,62522,TCP,2016-11-04 04:09:12
3,53,17,0.8077230707276613,137.100.76.171,51565,42.219.154.185,80,TCP,2016-11-04 04:09:15
4,18798,45,0.8095107853878291,182.213.76.212,30486,42.219.154.185,53,UDP,2016-11-04 04:09:19
4,1123,33,0.8451777719892561,42.219.154.185,5051,43.228.212.212,25063,TCP,2016-11-04 04:09:23
4,1167303,11,0.8243081134278327,137.236.162.212,48431,42.219.154.185,80,TCP,2016-11-04 04:09:27
4,25360,24,4.2185356663540015,251.63.158.175,5050,42.219.154.185,5069,TCP,2016-11-04 04:09:31
3,58,11,0.8250672498252243,178.236.76.229,25430,42.219.154.185,80,TCP,2016-11-04 04:09:34
4,418588,12,0.7809063366148621,42.219.154.185,80,27.236.121.212,52039,TCP,2016-11-04 04:09:38
3,43,26,6.1775528099387875,137.236.20.138,16367,42.219.154.185,80,TCP,2016-11-04 04:09:41
4,67407,5,4.737767044454814,137.214.76.208,28470,42.219.154.185,80,TCP,2016-11-04 04:09:45
4,3428,44,0.8014282900840044,182.59.31.112,59272,42.219.154.185,80,TCP,2016-11-04 04:09:49
3,23144,31,1.6076166070997715,118.236.76.142,56901,42.219.154.185,80,TCP,2016-11-04 04:09:52
4,4493,21,0.8060487785842271,42.219.154.185,80,137.236.76.212,43841,TCP,2016-11-04 04:09:56
3,558,37,0.8021532814018428,137.236.144.212,51465,42.219.154.185,80,TCP,2016-11-04 04:09:59
