te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:04,0.008,165.133.210.175,42.219.155.89,57693,8080,TCP,.AP.SF,0,64,5,287,background,2,0,124,0
2016-04-11 00:02:04,0.012,42.219.155.89,165.133.210.175,8080,57693,TCP,.AP.SF,0,0,5,435,background,287,0,124,0
2016-04-11 00:03:44,16.992,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,6,438,background,435,0,224,100
2016-04-11 00:03:44,16.992,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,6,606,background,438,0,224,0
2016-04-11 00:04:04,0.012,165.133.210.175,42.219.155.89,57711,8080,TCP,.AP.SF,0,64,5,287,background,606,0,244,20
2016-04-11 00:04:04,0.012,42.219.155.89,165.133.210.175,8080,57711,TCP,.AP.SF,0,0,5,435,background,287,0,244,0
2016-04-11 00:04:21,3.0,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,8,616,background,435,0,261,17
2016-04-11 00:04:21,3.0,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,8,840,background,616,0,261,0
2016-04-11 00:05:35,15.308,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,18,1326,background,840,0,335,74
2016-04-11 00:05:35,15.308,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,18,1830,background,1326,0,335,0
2016-04-11 00:06:04,0.008,165.133.210.175,42.219.155.89,59200,8080,TCP,.AP.SF,0,64,6,339,background,1830,0,364,29
2016-04-11 00:06:04,0.008,42.219.155.89,165.133.210.175,8080,59200,TCP,.AP.SF,0,0,5,435,background,339,0,364,0
2016-04-11 00:06:26,0.0,176.116.195.149,42.219.155.89,5185,5074,UDP,.A....,0,40,1,440,background,435,0,386,22
2016-04-11 00:08:04,0.008,42.219.155.89,165.133.210.175,8080,59218,TCP,.AP.SF,0,0,5,435,background,440,0,484,98
2016-04-11 00:08:04,0.012,165.133.210.175,42.219.155.89,59218,8080,TCP,.AP.SF,0,64,5,287,background,435,0,484,0
2016-04-11 00:08:38,3.008,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,4,404,background,287,0,518,34
2016-04-11 00:08:52,17.012,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,6,438,background,404,0,532,14
2016-04-11 00:08:52,3.004,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,2,202,background,438,0,532,0
2016-04-11 00:09:29,2.9960000000000004,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,8,616,background,202,0,569,37
2016-04-11 00:09:29,2.9960000000000004,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,7,735,background,616,0,569,0
2016-04-11 00:10:04,0.008,42.219.155.89,165.133.210.175,8080,40366,TCP,.AP.SF,0,0,5,435,background,735,0,604,35
2016-04-11 00:10:04,0.012,165.133.210.175,42.219.155.89,40366,8080,TCP,.AP.SF,0,64,5,287,background,435,0,604,0
2016-04-11 00:10:17,0.0,176.116.194.129,42.219.155.89,34680,28017,TCP,....S.,0,40,1,40,background,287,0,617,13
2016-04-11 00:10:26,5.996,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,12,864,background,40,0,626,9
2016-04-11 00:10:26,6.0,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,12,1200,background,864,0,626,0
2016-04-11 00:11:30,0.0,209.150.124.198,42.219.155.89,9666,60238,UDP,.A....,0,0,1,60,background,1200,0,690,64
2016-04-11 00:12:04,0.012,165.133.210.175,42.219.155.89,40385,8080,TCP,.AP.SF,0,64,5,287,background,60,0,724,34
2016-04-11 00:12:04,0.012,42.219.155.89,165.133.210.175,8080,40385,TCP,.AP.SF,0,0,5,435,background,287,0,724,0
2016-04-11 00:14:00,16.992,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,6,438,background,435,0,840,116
2016-04-11 00:14:00,16.996,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,6,606,background,438,0,840,0
2016-04-11 00:14:04,0.008,165.133.210.175,42.219.155.89,40404,8080,TCP,.AP.SF,0,64,5,287,background,606,0,844,4
2016-04-11 00:14:04,0.012,42.219.155.89,165.133.210.175,8080,40404,TCP,.AP.SF,0,0,5,435,background,287,0,844,0
2016-04-11 00:14:43,2.9960000000000004,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,8,840,background,435,0,883,39
2016-04-11 00:14:43,3.0,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,8,616,background,840,0,883,0
2016-04-11 00:15:47,28.32,42.219.155.89,165.133.210.175,0,771,ICMP,.A....,0,192,18,1830,background,616,0,947,64
2016-04-11 00:15:47,28.324,165.133.210.175,42.219.155.89,34921,161,UDP,.A....,0,64,18,1326,background,1830,0,947,0
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.155.89,48777,3306,TCP,....S.,0,40,1,40,background,1326,0,960,13
2016-04-11 00:16:03,0.012,42.219.155.89,165.133.210.175,8080,36790,TCP,.AP.SF,0,0,5,435,background,40,0,963,3
2016-04-11 00:16:04,0.012,165.133.210.175,42.219.155.89,36790,8080,TCP,.AP.SF,0,64,5,287,background,435,0,964,1
