te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:04,0.0,102.216.44.236,42.219.153.47,34033,80,TCP,....S.,0,26,1,60,background,2,0,124,0
2016-04-11 00:02:04,0.34,42.219.153.47,102.216.44.236,80,34033,TCP,.AP.SF,0,0,9,7974,background,60,0,124,0
2016-04-11 00:02:04,0.344,102.216.44.236,42.219.153.47,34033,80,TCP,.AP..F,0,24,10,723,background,7974,0,124,0
2016-04-11 00:02:16,0.0,82.7.67.216,42.219.153.47,40360,1604,TCP,....S.,0,0,1,40,background,723,0,136,12
2016-04-11 00:03:09,0.0,188.31.65.88,42.219.153.47,42720,80,TCP,....S.,0,26,1,60,background,40,0,189,53
2016-04-11 00:03:10,0.228,188.31.65.88,42.219.153.47,42720,80,TCP,.AP..F,0,24,10,718,background,60,0,190,1
2016-04-11 00:03:10,0.228,42.219.153.47,188.31.65.88,80,42720,TCP,.AP.SF,0,0,9,8035,background,718,0,190,0
2016-04-11 00:03:15,0.34,42.219.153.47,194.233.67.129,80,38480,TCP,.AP.S.,0,0,8,8829,background,8035,0,195,5
2016-04-11 00:03:15,0.468,194.233.67.129,42.219.153.47,38480,80,TCP,.AP.S.,0,0,9,805,background,8829,0,195,0
2016-04-11 00:03:30,0.048,194.233.67.129,42.219.153.47,38480,80,TCP,.A...F,0,0,2,104,background,805,0,210,15
2016-04-11 00:03:30,0.07200000000000001,42.219.153.47,194.233.67.129,80,38480,TCP,.A...F,0,0,2,104,background,104,0,210,0
2016-04-11 00:03:50,0.0,102.216.44.81,42.219.153.47,36138,80,TCP,....S.,0,26,1,60,background,104,0,230,20
2016-04-11 00:03:50,0.2,102.216.44.81,42.219.153.47,36138,80,TCP,.AP..F,0,24,10,738,background,60,0,230,0
2016-04-11 00:03:50,0.2,42.219.153.47,102.216.44.81,80,36138,TCP,.AP.SF,0,0,9,8646,background,738,0,230,0
2016-04-11 00:03:52,2.8,42.219.153.47,194.233.67.129,80,63270,TCP,.AP.S.,0,0,57,76916,background,8646,0,232,2
2016-04-11 00:03:52,2.924,194.233.67.129,42.219.153.47,63270,80,TCP,.AP.S.,0,0,64,6891,background,76916,0,232,0
2016-04-11 00:04:07,0.0,194.233.67.129,42.219.153.47,63270,80,TCP,.A...F,0,0,1,52,background,6891,0,247,15
2016-04-11 00:04:07,0.124,42.219.153.47,194.233.67.129,80,63270,TCP,.A...F,0,0,2,104,background,52,0,247,0
2016-04-11 00:04:24,0.0,69.81.144.249,42.219.153.47,55428,19,UDP,.A....,0,40,1,28,background,104,0,264,17
2016-04-11 00:04:31,15.136,42.219.153.47,194.233.67.129,80,45251,TCP,.AP.SF,0,0,8,6963,background,28,0,271,7
2016-04-11 00:04:31,15.26,194.233.67.129,42.219.153.47,45251,80,TCP,.AP.SF,0,0,10,857,background,6963,0,271,0
2016-04-11 00:04:59,14.26,42.219.153.47,194.233.67.140,80,61589,TCP,.AP.SF,0,0,4,774,background,857,0,299,28
