te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:44,0.604,211.52.125.172,42.219.153.9,3988,110,TCP,.AP.SF,0,0,8,374,background,2,0,104,0
2016-04-11 00:01:44,0.604,42.219.153.9,211.52.125.172,110,3988,TCP,.AP.SF,0,0,12,606,background,374,0,104,0
2016-04-11 00:01:47,3.28,42.219.153.9,211.52.125.172,110,3989,TCP,.AP.SF,0,0,7,369,background,606,0,107,3
2016-04-11 00:01:47,3.344,211.52.125.172,42.219.153.9,3989,110,TCP,.AP.SF,0,0,6,277,background,369,0,107,0
2016-04-11 00:02:24,0.332,42.219.153.9,199.95.15.126,25,49084,TCP,.AP.SF,0,0,6,506,background,277,0,144,37
2016-04-11 00:02:24,0.444,199.95.15.126,42.219.153.9,49084,25,TCP,.APRSF,0,40,8,417,background,506,0,144,0
2016-04-11 00:02:36,0.332,42.219.153.9,202.35.54.147,40701,80,TCP,.AP.SF,0,0,6,356,background,417,0,156,12
2016-04-11 00:02:36,0.336,202.35.54.147,42.219.153.9,80,40701,TCP,.AP.SF,0,0,6,705,background,356,0,156,0
2016-04-11 00:02:54,0.784,42.219.153.9,199.94.119.170,25,59963,TCP,.AP.SF,0,0,8,633,background,705,0,174,18
2016-04-11 00:02:54,0.7879999999999999,199.94.119.170,42.219.153.9,59963,25,TCP,.AP.SF,0,72,8,457,background,633,0,174,0
2016-04-11 00:02:57,0.0,42.219.153.9,69.124.9.215,25,55252,TCP,.A...F,0,0,1,40,background,457,0,177,3
2016-04-11 00:02:57,0.08,69.124.9.215,42.219.153.9,55252,25,TCP,.A...F,0,40,2,80,background,40,0,177,0
2016-04-11 00:03:24,0.16,42.219.153.9,67.116.111.110,25,45226,TCP,.AP.SF,0,0,6,511,background,80,0,204,27
2016-04-11 00:03:24,0.2,67.116.111.110,42.219.153.9,45226,25,TCP,.APRSF,0,40,8,417,background,511,0,204,0
2016-04-11 00:04:08,0.292,202.35.54.147,42.219.153.9,80,40704,TCP,.AP.SF,0,0,6,705,background,417,0,248,44
2016-04-11 00:04:08,0.292,42.219.153.9,202.35.54.147,40704,80,TCP,.AP.SF,0,0,6,356,background,705,0,248,0
2016-04-11 00:04:10,0.028,42.219.153.9,91.74.89.126,110,43606,TCP,.AP.SF,0,0,5,306,background,356,0,250,2
2016-04-11 00:04:10,0.028,91.74.89.126,42.219.153.9,43606,110,TCP,.AP.SF,0,40,5,274,background,306,0,250,0
2016-04-11 00:04:24,0.38,42.219.153.9,86.132.20.126,25,58666,TCP,.AP.SF,0,0,6,510,background,274,0,264,14
2016-04-11 00:04:24,0.508,86.132.20.126,42.219.153.9,58666,25,TCP,.APRSF,0,40,8,417,background,510,0,264,0
2016-04-11 00:05:01,0.0,82.7.67.216,42.219.153.9,33022,1604,TCP,....S.,0,0,1,40,background,417,0,301,37
2016-04-11 00:05:04,0.0,42.219.153.9,248.6.159.87,25,14267,TCP,.A....,0,40,1,40,background,40,0,304,3
2016-04-11 00:05:04,5.0760000000000005,42.219.153.9,248.6.159.87,25,14267,TCP,.AP.SF,0,0,11,870,background,40,0,304,0
2016-04-11 00:05:04,5.46,248.6.159.87,42.219.153.9,14267,25,TCP,.AP.SF,0,40,9,425,background,870,0,304,0
2016-04-11 00:05:08,0.29600000000000004,42.219.153.9,202.35.54.147,40709,80,TCP,.AP.SF,0,0,6,356,background,425,0,308,4
2016-04-11 00:05:08,0.3,202.35.54.147,42.219.153.9,80,40709,TCP,.AP.SF,0,0,6,705,background,356,0,308,0
2016-04-11 00:05:10,0.244,42.219.153.9,203.200.24.169,110,42767,TCP,.AP.SF,0,0,5,306,background,705,0,310,2
2016-04-11 00:05:10,0.36,203.200.24.169,42.219.153.9,42767,110,TCP,.APRSF,0,72,7,354,background,306,0,310,0
2016-04-11 00:05:21,0.0,69.124.9.215,42.219.153.9,65214,25,TCP,....S.,0,42,1,52,background,354,0,321,11
2016-04-11 00:05:24,0.368,42.219.153.9,68.181.223.46,25,52091,TCP,.AP.SF,0,0,6,510,background,52,0,324,3
2016-04-11 00:05:24,0.484,68.181.223.46,42.219.153.9,52091,25,TCP,.APRSF,0,40,8,417,background,510,0,324,0
2016-04-11 00:05:25,3.976,42.219.153.9,69.124.9.215,25,65214,TCP,.AP.S.,0,0,8,653,background,417,0,325,1
2016-04-11 00:05:25,4.072,69.124.9.215,42.219.153.9,65214,25,TCP,.AP...,0,40,8,405,background,653,0,325,0
