te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:04:20,0.0,105.2.130.240,42.219.153.170,123,123,UDP,.A....,0,0,1,76,background,2,0,260,0
2016-04-11 00:04:20,0.0,42.219.153.170,105.2.130.240,123,123,UDP,.A....,0,16,1,76,background,76,0,260,0
2016-04-11 00:04:39,0.0,32.100.20.28,42.219.153.170,41478,994,TCP,....S.,0,40,1,40,background,76,0,279,19
2016-04-11 00:05:04,0.0,42.219.153.170,63.79.131.27,123,123,UDP,.A....,0,16,1,76,background,40,0,304,25
2016-04-11 00:05:04,0.0,63.79.131.27,42.219.153.170,123,123,UDP,.A....,0,64,1,76,background,76,0,304,0
2016-04-11 00:06:24,0.0,176.116.195.149,42.219.153.170,5185,5074,UDP,.A....,0,40,1,441,background,76,0,384,80
2016-04-11 00:06:30,0.0,105.2.130.240,42.219.153.170,123,123,UDP,.A....,0,0,1,76,background,441,0,390,6
2016-04-11 00:06:30,0.0,42.219.153.170,105.2.130.240,123,123,UDP,.A....,0,16,1,76,background,76,0,390,0
2016-04-11 00:07:14,0.0,42.219.153.170,63.79.131.27,123,123,UDP,.A....,0,16,1,76,background,76,0,434,44
2016-04-11 00:07:14,0.0,63.79.131.27,42.219.153.170,123,123,UDP,.A....,0,64,1,76,background,76,0,434,0
2016-04-11 00:08:39,0.0,105.2.130.240,42.219.153.170,123,123,UDP,.A....,0,0,1,76,background,76,0,519,85
2016-04-11 00:08:39,0.0,42.219.153.170,105.2.130.240,123,123,UDP,.A....,0,16,1,76,background,76,0,519,0
2016-04-11 00:09:24,0.0,42.219.153.170,63.79.131.27,123,123,UDP,.A....,0,16,1,76,background,76,0,564,45
2016-04-11 00:09:24,0.0,63.79.131.27,42.219.153.170,123,123,UDP,.A....,0,64,1,76,background,76,0,564,0
2016-04-11 00:10:11,0.0,42.219.153.170,97.44.155.131,123,123,UDP,.A....,0,16,1,76,background,76,0,611,47
2016-04-11 00:10:49,0.0,105.2.130.240,42.219.153.170,123,123,UDP,.A....,0,0,1,76,background,76,0,649,38
2016-04-11 00:10:49,0.0,42.219.153.170,105.2.130.240,123,123,UDP,.A....,0,16,1,76,background,76,0,649,0
2016-04-11 00:11:02,7.016,136.121.35.109,42.219.153.170,33226,23,TCP,....S.,0,40,4,240,background,76,0,662,13
2016-04-11 00:11:34,0.0,42.219.153.170,63.79.131.27,123,123,UDP,.A....,0,16,1,76,background,240,0,694,32
2016-04-11 00:11:34,0.0,63.79.131.27,42.219.153.170,123,123,UDP,.A....,0,64,1,76,background,76,0,694,0
2016-04-11 00:12:56,3.032,223.108.47.87,42.219.153.170,26529,23,TCP,....S.,0,40,2,104,background,76,0,776,82
2016-04-11 00:12:57,0.0,105.2.130.240,42.219.153.170,123,123,UDP,.A....,0,0,1,76,background,104,0,777,1
2016-04-11 00:12:57,0.0,42.219.153.170,105.2.130.240,123,123,UDP,.A....,0,16,1,76,background,76,0,777,0
2016-04-11 00:13:40,3.036,210.178.155.110,42.219.153.170,58867,23,TCP,....S.,0,0,2,104,background,76,0,820,43
2016-04-11 00:13:42,0.0,42.219.153.170,63.79.131.27,123,123,UDP,.A....,0,16,1,76,background,104,0,822,2
2016-04-11 00:13:42,0.0,63.79.131.27,42.219.153.170,123,123,UDP,.A....,0,64,1,76,background,76,0,822,0
