te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:03:31,0.0,240.62.27.30,42.219.156.188,45617,21320,TCP,....S.,0,0,1,40,background,2,0,211,0
2016-04-11 00:03:45,0.0,42.219.156.188,69.124.9.215,25,57243,TCP,.A.R..,0,0,1,40,background,40,0,225,14
2016-04-11 00:03:45,0.0,69.124.9.215,42.219.156.188,57243,25,TCP,.A...F,0,40,1,40,background,40,0,225,0
2016-04-11 00:04:41,0.0,57.77.136.58,42.219.156.188,58067,2083,TCP,....S.,0,40,1,48,background,40,0,281,56
2016-04-11 00:05:50,0.0,69.124.9.215,42.219.156.188,50077,25,TCP,....S.,0,42,1,52,background,48,0,350,69
2016-04-11 00:05:51,1.72,42.219.156.188,69.124.9.215,25,50077,TCP,.AP.S.,0,0,6,574,background,52,0,351,1
2016-04-11 00:05:52,1.7480000000000002,69.124.9.215,42.219.156.188,50077,25,TCP,.AP...,0,40,7,418,background,574,0,352,1
2016-04-11 00:06:20,0.0,176.116.195.149,42.219.156.188,5185,5074,UDP,.A....,0,40,1,440,background,418,0,380,28
2016-04-11 00:07:29,0.0,42.219.156.188,69.124.9.215,25,50077,TCP,.A.R..,0,0,1,40,background,440,0,449,69
2016-04-11 00:07:29,0.0,69.124.9.215,42.219.156.188,50077,25,TCP,.A...F,0,40,1,40,background,40,0,449,0
2016-04-11 00:07:34,0.0,236.231.148.9,42.219.156.188,0,2048,ICMP,.A....,0,0,1,28,background,40,0,454,5
2016-04-11 00:09:12,0.0,69.124.9.215,42.219.156.188,57470,25,TCP,....S.,0,42,1,52,background,28,0,552,98
2016-04-11 00:09:13,0.336,42.219.156.188,69.124.9.215,25,57470,TCP,.AP.S.,0,0,6,574,background,52,0,553,1
2016-04-11 00:09:13,0.516,69.124.9.215,42.219.156.188,57470,25,TCP,.AP...,0,40,5,338,background,574,0,553,0
2016-04-11 00:10:29,0.0,194.231.140.151,42.219.156.188,34680,2375,TCP,....S.,0,40,1,40,background,338,0,629,76
2016-04-11 00:11:11,0.0,42.219.156.188,69.124.9.215,25,57470,TCP,.A.R..,0,0,1,40,background,40,0,671,42
2016-04-11 00:11:11,0.0,69.124.9.215,42.219.156.188,57470,25,TCP,.A...F,0,40,1,40,background,40,0,671,0
2016-04-11 00:13:32,0.0,69.124.9.215,42.219.156.188,50747,25,TCP,....S.,0,42,1,52,background,40,0,812,141
2016-04-11 00:13:32,0.8320000000000001,42.219.156.188,69.124.9.215,25,50747,TCP,.AP.S.,0,0,6,574,background,52,0,812,0
2016-04-11 00:13:33,0.9,69.124.9.215,42.219.156.188,50747,25,TCP,.AP...,0,40,6,378,background,574,0,813,1
2016-04-11 00:14:34,0.0,242.103.60.163,42.219.156.188,45406,22,TCP,....S.,0,0,1,40,background,378,0,874,61
2016-04-11 00:15:28,0.0,228.138.29.128,42.219.156.188,56580,23,TCP,....S.,0,40,1,60,background,40,0,928,54
2016-04-11 00:15:46,0.0,42.219.156.188,69.124.9.215,25,50747,TCP,.A.R..,0,0,1,40,background,60,0,946,18
2016-04-11 00:15:46,0.0,69.124.9.215,42.219.156.188,50747,25,TCP,.A...F,0,40,1,40,background,40,0,946,0
2016-04-11 00:16:00,0.0,42.219.156.188,246.183.3.40,3306,47737,TCP,.A..S.,0,0,1,44,background,40,0,960,14
2016-04-11 00:16:00,0.392,246.183.3.40,42.219.156.188,47737,3306,TCP,...RS.,0,40,2,80,background,44,0,960,0
2016-04-11 00:16:46,0.0,42.219.156.188,246.183.3.40,3306,22473,TCP,.A..S.,0,0,1,48,background,80,0,1006,46
2016-04-11 00:16:47,0.368,42.219.156.188,246.183.3.40,3306,22473,TCP,.AP..F,0,8,3,196,background,48,0,1007,1
2016-04-11 00:16:47,0.792,246.183.3.40,42.219.156.188,22473,3306,TCP,.A..SF,0,40,4,168,background,196,0,1007,0
2016-04-11 00:18:09,0.0,69.124.9.215,42.219.156.188,60136,25,TCP,....S.,0,42,1,52,background,168,0,1089,82
2016-04-11 00:18:09,0.8440000000000001,42.219.156.188,69.124.9.215,25,60136,TCP,.AP.S.,0,0,6,574,background,52,0,1089,0
2016-04-11 00:18:10,0.884,69.124.9.215,42.219.156.188,60136,25,TCP,.AP...,0,40,7,418,background,574,0,1090,1
