te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:42,0.0,143.72.4.250,42.219.154.184,53,51665,UDP,.A....,0,0,1,80,background,2,0,162,0
2016-04-11 00:02:42,0.0,143.72.4.250,42.219.154.184,53,56359,UDP,.A....,0,0,1,104,background,80,0,162,0
2016-04-11 00:02:42,0.0,42.219.154.184,143.72.4.250,51665,53,UDP,.A....,0,0,1,64,background,104,0,162,0
2016-04-11 00:02:42,0.0,42.219.154.184,143.72.4.250,56359,53,UDP,.A....,0,0,1,72,background,64,0,162,0
2016-04-11 00:02:54,0.0,42.219.154.184,143.72.4.250,36906,53,UDP,.A....,0,0,2,128,background,72,0,174,12
2016-04-11 00:02:55,0.0,42.219.154.184,143.72.4.250,46445,53,UDP,.A....,0,0,2,128,background,128,0,175,1
2016-04-11 00:02:55,0.108,143.72.4.250,42.219.154.184,53,46445,UDP,.A....,0,0,2,209,background,128,0,175,0
2016-04-11 00:02:55,0.124,143.72.4.250,42.219.154.184,53,36906,UDP,.A....,0,0,2,209,background,209,0,175,0
2016-04-11 00:02:55,0.476,42.219.154.184,194.233.75.175,80,55715,TCP,.AP.S.,0,0,5,1798,background,209,0,175,0
2016-04-11 00:02:55,0.612,42.219.154.184,194.233.75.165,80,47557,TCP,.AP.S.,0,0,5,1885,background,1798,0,175,0
2016-04-11 00:02:55,0.78,194.233.75.165,42.219.154.184,47557,80,TCP,.AP.S.,0,0,5,500,background,1885,0,175,0
2016-04-11 00:02:56,0.644,194.233.75.175,42.219.154.184,55715,80,TCP,.AP.S.,0,0,5,756,background,500,0,176,1
2016-04-11 00:03:09,0.0,143.72.4.250,42.219.154.184,53,36026,UDP,.A....,0,0,1,83,background,756,0,189,13
2016-04-11 00:03:09,0.0,143.72.4.250,42.219.154.184,53,37436,UDP,.A....,0,0,1,107,background,83,0,189,0
2016-04-11 00:03:09,0.0,42.219.154.184,143.72.4.250,36026,53,UDP,.A....,0,0,1,67,background,107,0,189,0
2016-04-11 00:03:09,0.0,42.219.154.184,143.72.4.250,37436,53,UDP,.A....,0,0,1,72,background,67,0,189,0
2016-04-11 00:03:11,0.0,60.81.32.199,42.219.154.184,6012,26072,TCP,.A..S.,0,40,1,44,background,72,0,191,2
2016-04-11 00:03:42,0.0,143.72.4.250,42.219.154.184,53,38677,UDP,.A....,0,0,1,104,background,44,0,222,31
2016-04-11 00:03:42,0.0,143.72.4.250,42.219.154.184,53,45422,UDP,.A....,0,0,1,80,background,104,0,222,0
2016-04-11 00:03:42,0.0,42.219.154.184,143.72.4.250,38677,53,UDP,.A....,0,0,1,72,background,80,0,222,0
2016-04-11 00:03:42,0.0,42.219.154.184,143.72.4.250,45422,53,UDP,.A....,0,0,1,64,background,72,0,222,0
