te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:06,0.0,42.219.154.181,55.5.22.217,0,0,ICMP,.A....,0,0,1,32,background,2,0,126,0
2016-04-11 00:02:06,0.0,55.5.22.217,42.219.154.181,0,2048,ICMP,.A....,0,0,1,32,background,32,0,126,0
2016-04-11 00:04:12,0.836,204.223.182.161,42.219.154.181,443,47732,TCP,.AP.SF,0,0,11,6581,background,32,0,252,126
2016-04-11 00:04:12,0.992,42.219.154.181,204.223.182.161,47732,443,TCP,.AP.SF,0,0,12,1332,background,6581,0,252,0
2016-04-11 00:04:18,0.084,216.156.169.213,42.219.154.181,80,46209,TCP,.AP.SF,0,40,5,971,background,1332,0,258,6
2016-04-11 00:04:18,0.084,42.219.154.181,216.156.169.213,46209,80,TCP,.AP.SF,0,0,5,409,background,971,0,258,0
2016-04-11 00:04:20,0.084,216.156.169.213,42.219.154.181,80,46225,TCP,.AP.SF,0,40,5,1011,background,409,0,260,2
2016-04-11 00:04:20,0.084,42.219.154.181,216.156.169.213,46225,80,TCP,.AP.SF,0,0,5,413,background,1011,0,260,0
2016-04-11 00:04:21,8.512,204.223.41.243,42.219.154.181,443,52724,TCP,.AP.SF,0,0,13,5434,background,413,0,261,1
2016-04-11 00:04:21,8.668,42.219.154.181,204.223.41.243,52724,443,TCP,.APRSF,0,0,12,1341,background,5434,0,261,0
2016-04-11 00:04:24,7.396,204.223.41.243,42.219.154.181,443,52742,TCP,.AP.SF,0,0,12,5014,background,1341,0,264,3
2016-04-11 00:04:24,7.56,42.219.154.181,204.223.41.243,52742,443,TCP,.APRSF,0,0,12,1805,background,5014,0,264,0
2016-04-11 00:04:25,0.0,143.72.4.250,42.219.154.181,53,53336,UDP,.A....,0,0,2,381,background,1805,0,265,1
2016-04-11 00:04:25,0.0,42.219.154.181,143.72.4.250,53336,53,UDP,.A....,0,0,2,134,background,381,0,265,0
2016-04-11 00:04:26,0.32,56.188.231.180,42.219.154.181,80,36966,TCP,.AP.S.,0,0,3,1090,background,134,0,266,1
2016-04-11 00:04:26,0.48,42.219.154.181,56.188.231.180,36966,80,TCP,.AP.S.,0,0,4,364,background,1090,0,266,0
2016-04-11 00:04:30,11.204,116.212.46.49,42.219.154.181,443,52095,TCP,.AP.SF,0,0,26,28007,background,364,0,270,4
