te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:43,0.332,204.97.186.216,42.219.156.194,25,57998,TCP,.AP.SF,0,0,8,940,background,2,0,163,0
2016-04-11 00:02:43,0.384,42.219.156.194,204.97.186.216,57998,25,TCP,.APRS.,0,0,9,590,background,940,0,163,0
2016-04-11 00:02:44,0.48,85.194.208.148,42.219.156.194,25,54527,TCP,.AP.SF,0,0,8,940,background,590,0,164,1
2016-04-11 00:02:44,0.56,42.219.156.194,85.194.208.148,54527,25,TCP,.APRS.,0,0,9,590,background,940,0,164,0
2016-04-11 00:02:46,2.2,204.97.71.84,42.219.156.194,25,55771,TCP,.AP.SF,0,0,11,1108,background,590,0,166,2
2016-04-11 00:02:46,2.528,42.219.156.194,204.97.71.84,55771,25,TCP,.APRS.,0,0,10,642,background,1108,0,166,0
2016-04-11 00:02:48,1.716,192.22.4.219,42.219.156.194,25,57242,TCP,.AP.SF,0,0,10,1044,background,642,0,168,2
2016-04-11 00:02:48,2.008,42.219.156.194,192.22.4.219,57242,25,TCP,.APRS.,0,0,9,590,background,1044,0,168,0
2016-04-11 00:02:50,1.7919999999999998,85.194.79.216,42.219.156.194,25,59671,TCP,.AP.SF,0,0,10,1044,background,590,0,170,2
2016-04-11 00:02:50,2.088,42.219.156.194,85.194.79.216,59671,25,TCP,.APRS.,0,0,10,630,background,1044,0,170,0
2016-04-11 00:03:37,0.0,42.219.156.194,69.124.9.215,25,56749,TCP,.A.R..,0,0,1,40,background,630,0,217,47
2016-04-11 00:03:37,0.0,69.124.9.215,42.219.156.194,56749,25,TCP,.A...F,0,40,1,40,background,40,0,217,0
2016-04-11 00:03:51,0.332,204.97.186.216,42.219.156.194,25,53078,TCP,.AP.SF,0,0,8,948,background,40,0,231,14
2016-04-11 00:03:51,0.38,42.219.156.194,204.97.186.216,53078,25,TCP,.APRS.,0,0,9,590,background,948,0,231,0
2016-04-11 00:03:51,0.484,85.194.208.148,42.219.156.194,25,50038,TCP,.AP.SF,0,0,8,944,background,590,0,231,0
2016-04-11 00:03:51,0.568,42.219.156.194,85.194.208.148,50038,25,TCP,.APRS.,0,0,10,630,background,944,0,231,0
2016-04-11 00:03:54,2.12,204.97.71.84,42.219.156.194,25,55957,TCP,.AP.SF,0,0,11,1108,background,630,0,234,3
2016-04-11 00:03:54,2.464,42.219.156.194,204.97.71.84,55957,25,TCP,.APRS.,0,0,10,642,background,1108,0,234,0
