te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:21,0.0,102.216.18.184,42.219.153.80,8080,44857,TCP,.A..S.,0,40,1,44,background,2,0,141,0
2016-04-11 00:02:21,15.36,194.233.67.148,42.219.153.80,59329,80,TCP,.AP.SF,0,0,8,746,background,44,0,141,0
2016-04-11 00:02:21,15.36,42.219.153.80,194.233.67.148,80,59329,TCP,.AP.SF,0,0,8,5094,background,746,0,141,0
2016-04-11 00:02:34,2.9160000000000004,176.90.176.196,42.219.153.80,3603,445,TCP,....S.,0,0,2,96,background,5094,0,154,13
2016-04-11 00:02:46,0.3,42.219.153.80,194.233.67.148,80,54765,TCP,.AP.S.,0,0,6,5469,background,96,0,166,12
2016-04-11 00:02:46,0.42,194.233.67.148,42.219.153.80,54765,80,TCP,.AP.S.,0,0,7,689,background,5469,0,166,0
2016-04-11 00:03:00,0.0,42.219.153.80,194.233.67.148,80,54765,TCP,.A...F,0,0,1,52,background,689,0,180,14
2016-04-11 00:03:01,0.132,194.233.67.148,42.219.153.80,54765,80,TCP,.A...F,0,0,2,104,background,52,0,181,1
2016-04-11 00:03:26,0.304,42.219.153.80,194.233.67.185,80,49771,TCP,.AP.S.,0,0,6,5000,background,104,0,206,25
2016-04-11 00:03:26,0.448,194.233.67.185,42.219.153.80,49771,80,TCP,.AP.S.,0,0,7,703,background,5000,0,206,0
2016-04-11 00:03:31,0.0,175.177.229.122,42.219.153.80,26863,80,TCP,....S.,0,42,1,48,background,703,0,211,5
2016-04-11 00:03:31,0.236,42.219.153.80,175.177.229.122,80,26863,TCP,.AP.SF,0,0,4,817,background,48,0,211,0
2016-04-11 00:03:31,0.24,175.177.229.122,42.219.153.80,26863,80,TCP,.AP..F,0,40,4,479,background,817,0,211,0
2016-04-11 00:03:40,0.0,42.219.153.80,194.233.67.185,80,49771,TCP,.A...F,0,0,1,52,background,479,0,220,9
2016-04-11 00:03:40,0.136,194.233.67.185,42.219.153.80,49771,80,TCP,.A...F,0,0,2,104,background,52,0,220,0
2016-04-11 00:03:51,0.0,54.143.54.81,42.219.153.80,5139,80,TCP,....S.,0,42,1,48,background,104,0,231,11
2016-04-11 00:03:52,0.596,54.143.54.81,42.219.153.80,5139,80,TCP,.AP..F,0,40,6,547,background,48,0,232,1
2016-04-11 00:03:52,0.6,42.219.153.80,54.143.54.81,80,5139,TCP,.AP.SF,0,0,7,5764,background,547,0,232,0
2016-04-11 00:03:54,14.576,42.219.153.80,194.233.67.148,80,41995,TCP,.AP.SF,0,0,8,6313,background,5764,0,234,2
2016-04-11 00:03:55,14.696,194.233.67.148,42.219.153.80,41995,80,TCP,.AP.SF,0,0,10,989,background,6313,0,235,1
2016-04-11 00:04:20,15.16,42.219.153.80,194.233.67.148,80,35900,TCP,.AP.SF,0,0,7,5803,background,989,0,260,25
2016-04-11 00:04:21,15.28,194.233.67.148,42.219.153.80,35900,80,TCP,.AP.SF,0,0,9,832,background,5803,0,261,1
2016-04-11 00:04:36,0.0,54.143.54.81,42.219.153.80,25602,80,TCP,....S.,0,42,1,48,background,832,0,276,15
2016-04-11 00:04:36,0.36,42.219.153.80,54.143.54.81,80,25602,TCP,.AP.SF,0,0,4,816,background,48,0,276,0
2016-04-11 00:04:36,0.36,54.143.54.81,42.219.153.80,25602,80,TCP,.AP..F,0,40,4,478,background,816,0,276,0
2016-04-11 00:04:37,15.244000000000002,42.219.153.80,194.233.67.148,80,42454,TCP,.AP.SF,0,0,8,5095,background,478,0,277,1
2016-04-11 00:04:37,15.3,194.233.67.148,42.219.153.80,42454,80,TCP,.AP.SF,0,0,9,874,background,5095,0,277,0
2016-04-11 00:04:49,0.0,106.150.228.75,42.219.153.80,12875,80,TCP,....S.,0,42,1,48,background,874,0,289,12
2016-04-11 00:04:49,0.5720000000000001,42.219.153.80,106.150.228.75,80,12875,TCP,.AP.SF,0,0,8,6666,background,48,0,289,0
2016-04-11 00:04:50,0.5720000000000001,106.150.228.75,42.219.153.80,12875,80,TCP,.AP..F,0,40,6,562,background,6666,0,290,1
2016-04-11 00:05:00,15.32,42.219.153.80,194.233.67.148,80,42501,TCP,.AP.SF,0,0,9,6814,background,562,0,300,10
2016-04-11 00:05:00,15.324000000000002,194.233.67.148,42.219.153.80,42501,80,TCP,.AP.SF,0,0,9,826,background,6814,0,300,0
2016-04-11 00:05:09,0.0,175.177.229.122,42.219.153.80,14336,80,TCP,....S.,0,42,1,48,background,826,0,309,9
2016-04-11 00:05:09,0.236,175.177.229.122,42.219.153.80,14336,80,TCP,.AP..F,0,40,4,483,background,48,0,309,0
2016-04-11 00:05:09,0.236,42.219.153.80,175.177.229.122,80,14336,TCP,.AP.SF,0,0,4,821,background,483,0,309,0
2016-04-11 00:05:24,0.0,175.177.229.122,42.219.153.80,22084,80,TCP,....S.,0,42,1,48,background,821,0,324,15
2016-04-11 00:05:24,0.412,175.177.229.122,42.219.153.80,22084,80,TCP,.AP..F,0,40,6,568,background,48,0,324,0
2016-04-11 00:05:24,0.412,42.219.153.80,175.177.229.122,80,22084,TCP,.AP.SF,0,0,8,6666,background,568,0,324,0
2016-04-11 00:05:28,0.0,106.150.228.40,42.219.153.80,18071,80,TCP,....S.,0,42,1,48,background,6666,0,328,4
2016-04-11 00:05:28,0.5760000000000001,106.150.228.40,42.219.153.80,18071,80,TCP,.AP..F,0,40,6,567,background,48,0,328,0
