te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:12,0.384,42.219.153.214,37.71.8.150,110,52506,TCP,.APRSF,0,0,15,2578,background,2,0,132,0
2016-04-11 00:02:12,0.388,37.71.8.150,42.219.153.214,52506,110,TCP,.APRSF,0,0,15,1688,background,2578,0,132,0
2016-04-11 00:02:12,0.428,37.71.8.150,42.219.153.214,52505,110,TCP,.APRSF,0,0,15,1704,background,1688,0,132,0
2016-04-11 00:02:12,0.428,42.219.153.214,37.71.8.150,110,52505,TCP,.APRSF,0,0,15,2578,background,1704,0,132,0
2016-04-11 00:02:13,0.384,42.219.153.214,37.71.8.150,110,52508,TCP,.APRSF,0,0,15,2578,background,2578,0,133,1
2016-04-11 00:02:13,0.388,37.71.8.150,42.219.153.214,52508,110,TCP,.APRSF,0,0,15,1688,background,2578,0,133,0
2016-04-11 00:02:13,0.408,42.219.153.214,37.71.8.150,110,52507,TCP,.AP.SF,0,0,13,2498,background,1688,0,133,0
2016-04-11 00:02:13,0.464,37.71.8.150,42.219.153.214,52507,110,TCP,.APRS.,0,0,14,1648,background,2498,0,133,0
2016-04-11 00:02:14,0.348,42.219.153.214,37.71.8.150,110,52509,TCP,.AP.SF,0,0,13,2498,background,1648,0,134,1
2016-04-11 00:02:14,0.384,37.71.8.150,42.219.153.214,52509,110,TCP,.APRS.,0,0,14,1648,background,2498,0,134,0
2016-04-11 00:02:14,0.504,37.71.8.150,42.219.153.214,52510,110,TCP,.APRSF,0,0,15,1704,background,1648,0,134,0
2016-04-11 00:02:14,0.52,42.219.153.214,37.71.8.150,110,52510,TCP,.APRSF,0,0,15,2578,background,1704,0,134,0
2016-04-11 00:02:15,0.412,37.71.8.150,42.219.153.214,52512,110,TCP,.APRSF,0,0,15,1688,background,2578,0,135,1
2016-04-11 00:02:15,0.412,42.219.153.214,37.71.8.150,110,52512,TCP,.APRSF,0,0,15,2578,background,1688,0,135,0
2016-04-11 00:02:15,0.44,42.219.153.214,37.71.8.150,110,52513,TCP,.AP.SF,0,0,13,2498,background,2578,0,135,0
2016-04-11 00:02:15,0.46,37.71.8.150,42.219.153.214,52511,110,TCP,.APRSF,0,0,15,1688,background,2498,0,135,0
2016-04-11 00:02:15,0.464,42.219.153.214,37.71.8.150,110,52511,TCP,.APRSF,0,0,15,2578,background,1688,0,135,0
2016-04-11 00:02:15,0.476,37.71.8.150,42.219.153.214,52513,110,TCP,.APRS.,0,0,14,1648,background,2578,0,135,0
2016-04-11 00:02:31,0.0,178.242.149.137,42.219.153.214,29328,55156,UDP,.A....,0,72,1,48,background,1648,0,151,16
2016-04-11 00:03:15,1.244,42.219.153.214,69.124.9.215,25,60788,TCP,.A..S.,0,0,2,92,background,48,0,195,44
2016-04-11 00:03:16,2.892,42.219.153.214,69.124.9.215,25,60788,TCP,.AP...,0,2,5,538,background,92,0,196,1
2016-04-11 00:03:16,2.988,69.124.9.215,42.219.153.214,60788,25,TCP,.AP.S.,0,42,5,309,background,538,0,196,0
2016-04-11 00:03:17,3.164,69.124.9.215,42.219.153.214,60788,25,TCP,.A....,0,40,5,200,background,309,0,197,1
2016-04-11 00:05:16,0.348,42.219.153.214,37.71.8.150,110,52515,TCP,.AP.SF,0,0,13,2498,background,200,0,316,119
2016-04-11 00:05:16,0.38,37.71.8.150,42.219.153.214,52515,110,TCP,.APRS.,0,0,14,1648,background,2498,0,316,0
2016-04-11 00:05:16,0.392,37.71.8.150,42.219.153.214,52514,110,TCP,.APRSF,0,0,15,1704,background,1648,0,316,0
2016-04-11 00:05:16,0.396,42.219.153.214,37.71.8.150,110,52514,TCP,.APRSF,0,0,15,2578,background,1704,0,316,0
2016-04-11 00:05:17,0.348,42.219.153.214,37.71.8.150,110,52517,TCP,.AP.SF,0,0,13,2498,background,2578,0,317,1
2016-04-11 00:05:17,0.38,37.71.8.150,42.219.153.214,52517,110,TCP,.APRS.,0,0,14,1648,background,2498,0,317,0
2016-04-11 00:05:17,0.38,42.219.153.214,37.71.8.150,110,52516,TCP,.APRSF,0,0,15,2578,background,1648,0,317,0
2016-04-11 00:05:17,0.38,42.219.153.214,37.71.8.150,110,52518,TCP,.APRSF,0,0,15,2578,background,2578,0,317,0
2016-04-11 00:05:17,0.384,37.71.8.150,42.219.153.214,52516,110,TCP,.APRSF,0,0,15,1688,background,2578,0,317,0
2016-04-11 00:05:17,0.384,37.71.8.150,42.219.153.214,52518,110,TCP,.APRSF,0,0,15,1688,background,1688,0,317,0
2016-04-11 00:05:18,0.0,42.219.153.214,69.124.9.215,25,60788,TCP,.A...F,0,0,1,40,background,1688,0,318,1
2016-04-11 00:05:18,0.08,69.124.9.215,42.219.153.214,60788,25,TCP,.A...F,0,40,2,80,background,40,0,318,0
2016-04-11 00:05:18,0.384,37.71.8.150,42.219.153.214,52519,110,TCP,.APRSF,0,0,15,1704,background,80,0,318,0
2016-04-11 00:05:18,0.384,37.71.8.150,42.219.153.214,52520,110,TCP,.APRSF,0,0,15,1688,background,1704,0,318,0
2016-04-11 00:05:18,0.384,42.219.153.214,37.71.8.150,110,52519,TCP,.APRSF,0,0,15,2578,background,1688,0,318,0
2016-04-11 00:05:18,0.384,42.219.153.214,37.71.8.150,110,52520,TCP,.APRSF,0,0,15,2578,background,2578,0,318,0
2016-04-11 00:05:19,0.384,37.71.8.150,42.219.153.214,52521,110,TCP,.APRSF,0,0,15,1688,background,2578,0,319,1
2016-04-11 00:05:19,0.388,37.71.8.150,42.219.153.214,52522,110,TCP,.APRSF,0,0,15,1688,background,1688,0,319,0
