te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:34,0.0,42.219.155.91,82.6.252.214,443,49711,TCP,.A.R..,0,0,1,40,background,2,0,154,0
2016-04-11 00:02:34,0.0,82.6.252.214,42.219.155.91,49711,443,TCP,....S.,0,0,1,40,background,40,0,154,0
2016-04-11 00:04:05,16.992,165.133.210.175,42.219.155.91,34921,161,UDP,.A....,0,64,8,616,background,40,0,245,91
2016-04-11 00:04:05,16.996,42.219.155.91,165.133.210.175,0,771,ICMP,.A....,0,192,8,840,background,616,0,245,0
2016-04-11 00:05:01,0.0,42.219.155.91,165.133.210.175,0,0,ICMP,.A....,0,64,1,32,background,840,0,301,56
2016-04-11 00:05:02,0.0,165.133.210.175,42.219.155.91,0,2048,ICMP,.A....,0,64,1,32,background,32,0,302,1
2016-04-11 00:05:52,27.62,165.133.210.175,42.219.155.91,34921,161,UDP,.A....,0,64,18,1302,background,32,0,352,50
2016-04-11 00:05:52,27.62,42.219.155.91,165.133.210.175,0,771,ICMP,.A....,0,192,17,1707,background,1302,0,352,0
2016-04-11 00:06:26,0.0,176.116.195.149,42.219.155.91,5185,5074,UDP,.A....,0,40,1,438,background,1707,0,386,34
2016-04-11 00:07:39,0.0,42.219.155.91,55.5.22.217,0,0,ICMP,.A....,0,0,1,32,background,438,0,459,73
2016-04-11 00:07:39,0.0,55.5.22.217,42.219.155.91,0,2048,ICMP,.A....,0,0,1,32,background,32,0,459,0
2016-04-11 00:09:13,17.004,165.133.210.175,42.219.155.91,34921,161,UDP,.A....,0,64,14,1078,background,32,0,553,94
2016-04-11 00:09:13,17.008,42.219.155.91,165.133.210.175,0,771,ICMP,.A....,0,192,14,1470,background,1078,0,553,0
2016-04-11 00:10:02,0.0,165.133.210.175,42.219.155.91,0,2048,ICMP,.A....,0,64,1,32,background,1470,0,602,49
2016-04-11 00:10:02,0.0,42.219.155.91,165.133.210.175,0,0,ICMP,.A....,0,64,1,32,background,32,0,602,0
