te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:57,0.0,42.219.155.27,218.66.167.170,35807,80,TCP,.A....,0,0,1,1500,background,2,0,117,0
2016-04-11 00:02:05,0.016,42.219.155.27,165.133.210.175,80,45001,TCP,.AP.SF,0,0,5,613,background,1500,0,125,8
2016-04-11 00:02:05,0.02,165.133.210.175,42.219.155.27,45001,80,TCP,.AP.SF,0,64,5,287,background,613,0,125,0
2016-04-11 00:02:14,6.0,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,12,1200,background,287,0,134,9
2016-04-11 00:02:14,6.004,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,12,864,background,1200,0,134,0
2016-04-11 00:02:19,0.0,42.219.155.27,218.66.167.170,35807,80,TCP,.A....,0,0,1,1500,background,864,0,139,5
2016-04-11 00:03:03,0.0,42.219.155.27,218.66.167.170,35807,80,TCP,.A....,0,0,1,1500,background,1500,0,183,44
2016-04-11 00:03:05,0.012,42.219.155.27,165.133.210.175,80,45003,TCP,.AP.SF,0,0,5,613,background,1500,0,185,2
2016-04-11 00:03:05,0.016,165.133.210.175,42.219.155.27,45003,80,TCP,.AP.SF,0,64,5,287,background,613,0,185,0
2016-04-11 00:03:05,3.008,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,4,308,background,287,0,185,0
2016-04-11 00:03:19,3.2880000000000003,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,14,1062,background,308,0,199,14
2016-04-11 00:03:33,3.0,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,2,146,background,1062,0,213,14
2016-04-11 00:03:33,30.712,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,15,1551,background,146,0,213,0
2016-04-11 00:04:05,0.028,165.133.210.175,42.219.155.27,45020,80,TCP,.AP.SF,0,64,5,287,background,1551,0,245,32
2016-04-11 00:04:05,0.028,42.219.155.27,165.133.210.175,80,45020,TCP,.AP.SF,0,0,5,613,background,287,0,245,0
2016-04-11 00:05:05,0.02,165.133.210.175,42.219.155.27,35823,80,TCP,.AP.SF,0,64,5,287,background,613,0,305,60
2016-04-11 00:05:05,0.024,42.219.155.27,165.133.210.175,80,35823,TCP,.AP.SF,0,0,5,613,background,287,0,305,0
2016-04-11 00:06:05,0.024,165.133.210.175,42.219.155.27,35840,80,TCP,.AP.SF,0,64,5,287,background,613,0,365,60
2016-04-11 00:06:05,0.024,42.219.155.27,165.133.210.175,80,35840,TCP,.AP.SF,0,0,5,613,background,287,0,365,0
2016-04-11 00:06:26,0.0,176.116.195.149,42.219.155.27,5185,5074,UDP,.A....,0,40,1,440,background,613,0,386,21
2016-04-11 00:07:05,0.02,165.133.210.175,42.219.155.27,35842,80,TCP,.AP.SF,0,64,5,287,background,440,0,425,39
2016-04-11 00:07:05,0.02,42.219.155.27,165.133.210.175,80,35842,TCP,.AP.SF,0,0,5,613,background,287,0,425,0
2016-04-11 00:07:13,5.996,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,12,864,background,613,0,433,8
2016-04-11 00:07:13,6.0,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,12,1200,background,864,0,433,0
2016-04-11 00:07:46,0.0,62.100.79.46,42.219.155.27,34317,21,TCP,....S.,0,0,1,60,background,1200,0,466,33
2016-04-11 00:07:46,0.0,62.100.79.46,42.219.155.27,42472,139,TCP,....S.,0,0,1,60,background,60,0,466,0
2016-04-11 00:08:00,0.0,185.9.153.210,42.219.155.27,22,61350,TCP,...R..,0,72,1,40,background,60,0,480,14
2016-04-11 00:08:05,0.02,165.133.210.175,42.219.155.27,35859,80,TCP,.AP.SF,0,64,5,287,background,40,0,485,5
2016-04-11 00:08:05,0.02,42.219.155.27,165.133.210.175,80,35859,TCP,.AP.SF,0,0,5,613,background,287,0,485,0
2016-04-11 00:08:41,30.728,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,14,1054,background,613,0,521,36
2016-04-11 00:08:41,30.728,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,14,1446,background,1054,0,521,0
2016-04-11 00:09:05,0.02,165.133.210.175,42.219.155.27,35861,80,TCP,.AP.SF,0,64,5,287,background,1446,0,545,24
2016-04-11 00:09:05,0.024,42.219.155.27,165.133.210.175,80,35861,TCP,.AP.SF,0,0,5,613,background,287,0,545,0
2016-04-11 00:10:05,0.02,165.133.210.175,42.219.155.27,40042,80,TCP,.AP.SF,0,64,5,287,background,613,0,605,60
2016-04-11 00:10:05,0.02,42.219.155.27,165.133.210.175,80,40042,TCP,.AP.SF,0,0,5,613,background,287,0,605,0
2016-04-11 00:11:05,0.024,165.133.210.175,42.219.155.27,40044,80,TCP,.AP.SF,0,64,6,339,background,613,0,665,60
2016-04-11 00:11:05,0.024,42.219.155.27,165.133.210.175,80,40044,TCP,.AP.SF,0,0,5,613,background,339,0,665,0
2016-04-11 00:12:05,0.024,165.133.210.175,42.219.155.27,40061,80,TCP,.AP.SF,0,64,5,287,background,613,0,725,60
2016-04-11 00:12:05,0.024,42.219.155.27,165.133.210.175,80,40061,TCP,.AP.SF,0,0,5,613,background,287,0,725,0
2016-04-11 00:12:13,5.996,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,12,864,background,613,0,733,8
2016-04-11 00:12:13,5.996,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,11,1101,background,864,0,733,0
