te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:08,0.0,188.31.65.56,42.219.153.158,52647,80,TCP,....S.,0,26,1,60,background,2,0,128,0
2016-04-11 00:02:09,0.532,188.31.65.56,42.219.153.158,52647,80,TCP,.AP..F,0,24,30,1812,background,60,0,129,1
2016-04-11 00:02:09,0.532,42.219.153.158,188.31.65.56,80,52647,TCP,.AP.SF,0,0,29,38303,background,1812,0,129,0
2016-04-11 00:02:39,0.256,42.219.153.158,194.233.67.253,80,54328,TCP,.AP.S.,0,0,9,9930,background,38303,0,159,30
2016-04-11 00:02:39,0.38,194.233.67.253,42.219.153.158,54328,80,TCP,.AP.S.,0,0,10,754,background,9930,0,159,0
2016-04-11 00:02:47,0.22,42.219.153.158,165.245.4.71,443,6473,TCP,.AP.SF,0,0,8,2906,background,754,0,167,8
2016-04-11 00:02:47,0.264,165.245.4.71,42.219.153.158,6473,443,TCP,.AP.SF,0,40,12,1180,background,2906,0,167,0
2016-04-11 00:02:47,0.6759999999999999,42.219.153.158,165.245.4.73,443,6474,TCP,.AP.SF,0,0,7,2842,background,1180,0,167,0
2016-04-11 00:02:47,0.72,165.245.4.73,42.219.153.158,6474,443,TCP,.AP.SF,0,40,12,1127,background,2842,0,167,0
2016-04-11 00:02:54,0.0,42.219.153.158,194.233.67.253,80,54328,TCP,.A...F,0,0,1,52,background,1127,0,174,7
2016-04-11 00:02:54,0.14800000000000002,194.233.67.253,42.219.153.158,54328,80,TCP,.A...F,0,0,2,104,background,52,0,174,0
2016-04-11 00:04:26,15.376,42.219.153.158,194.233.67.250,80,41058,TCP,.AP.SF,0,0,13,13792,background,104,0,266,92
2016-04-11 00:04:26,15.496,194.233.67.250,42.219.153.158,41058,80,TCP,.AP.SF,0,0,14,1103,background,13792,0,266,0
2016-04-11 00:05:42,0.0,56.2.230.57,42.219.153.158,80,3932,TCP,...R..,0,40,1,40,background,1103,0,342,76
2016-04-11 00:06:18,0.0,188.31.65.56,42.219.153.158,18414,80,TCP,....S.,0,26,1,60,background,40,0,378,36
2016-04-11 00:06:18,0.21600000000000005,188.31.65.56,42.219.153.158,18414,80,TCP,.AP..F,0,24,13,890,background,60,0,378,0
2016-04-11 00:06:18,0.22,42.219.153.158,188.31.65.56,80,18414,TCP,.AP.SF,0,0,12,13256,background,890,0,378,0
2016-04-11 00:06:24,0.0,176.116.195.149,42.219.153.158,5185,5074,UDP,.A....,0,40,1,440,background,13256,0,384,6
2016-04-11 00:07:21,0.0,32.100.20.28,42.219.153.158,41478,994,TCP,....S.,0,40,1,40,background,440,0,441,57
2016-04-11 00:09:22,0.0,188.31.65.109,42.219.153.158,30685,80,TCP,....S.,0,26,1,60,background,40,0,562,121
2016-04-11 00:09:23,0.508,188.31.65.109,42.219.153.158,30685,80,TCP,.AP..F,0,24,13,958,background,60,0,563,1
2016-04-11 00:09:23,0.508,42.219.153.158,188.31.65.109,80,30685,TCP,.AP.SF,0,0,13,13800,background,958,0,563,0
2016-04-11 00:10:23,0.468,42.219.153.158,209.57.101.17,80,58357,TCP,.AP.S.,0,0,12,11643,background,13800,0,623,60
2016-04-11 00:10:23,0.472,209.57.101.17,42.219.153.158,58357,80,TCP,.AP.S.,0,0,11,944,background,11643,0,623,0
2016-04-11 00:10:40,0.9,209.57.101.17,42.219.153.158,58357,80,TCP,.A...F,0,0,2,104,background,944,0,640,17
2016-04-11 00:10:40,0.94,42.219.153.158,209.57.101.17,80,58357,TCP,.A...F,0,0,2,104,background,104,0,640,0
2016-04-11 00:11:02,7.0120000000000005,136.121.35.109,42.219.153.158,44249,23,TCP,....S.,0,40,4,240,background,104,0,662,22
2016-04-11 00:13:12,0.0,106.150.228.150,42.219.153.158,2749,80,TCP,....S.,0,42,1,48,background,240,0,792,130
2016-04-11 00:13:14,1.268,106.150.228.150,42.219.153.158,2749,80,TCP,.AP..F,0,40,16,917,background,48,0,794,2
2016-04-11 00:13:14,1.268,42.219.153.158,106.150.228.150,80,2749,TCP,.AP.SF,0,0,25,31300,background,917,0,794,0
2016-04-11 00:13:15,0.0,91.71.126.180,42.219.153.158,22941,80,TCP,....S.,0,26,1,60,background,31300,0,795,1
2016-04-11 00:13:15,0.228,42.219.153.158,91.71.126.180,80,22941,TCP,.AP.SF,0,0,16,19130,background,60,0,795,0
2016-04-11 00:13:15,0.228,91.71.126.180,42.219.153.158,22941,80,TCP,.AP..F,0,24,17,1085,background,19130,0,795,0
2016-04-11 00:14:12,0.728,42.219.153.158,75.179.204.228,80,43693,TCP,.A..S.,0,0,6,6092,background,1085,0,852,57
2016-04-11 00:14:13,1.068,75.179.204.228,42.219.153.158,43693,80,TCP,.APRS.,0,72,8,528,background,6092,0,853,1
2016-04-11 00:14:16,0.752,42.219.153.158,75.179.204.99,80,28291,TCP,.A..S.,0,0,6,6092,background,528,0,856,3
2016-04-11 00:14:16,1.112,75.179.204.99,42.219.153.158,28291,80,TCP,.APRS.,0,72,8,528,background,6092,0,856,0
2016-04-11 00:14:37,0.0,198.132.25.203,42.219.153.158,9696,16010,TCP,....S.,0,40,1,40,background,528,0,877,21
2016-04-11 00:15:44,0.0,69.81.144.249,42.219.153.158,58189,19,UDP,.A....,0,40,1,28,background,40,0,944,67
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.153.158,48340,3306,TCP,....S.,0,40,1,40,background,28,0,960,16
2016-04-11 00:17:16,7.3,226.91.87.33,42.219.153.158,2584,53413,UDP,.A....,0,40,3,87,background,40,0,1036,76
2016-04-11 00:18:09,0.0,204.223.22.109,42.219.153.158,46681,5003,TCP,....S.,0,0,1,40,background,87,0,1089,53
2016-04-11 00:20:45,0.0,102.216.44.82,42.219.153.158,26524,80,TCP,....S.,0,26,1,60,background,40,0,1245,156
2016-04-11 00:20:45,0.192,102.216.44.82,42.219.153.158,26524,80,TCP,.AP..F,0,24,12,818,background,60,0,1245,0
2016-04-11 00:20:45,0.192,42.219.153.158,102.216.44.82,80,26524,TCP,.AP.SF,0,0,11,11530,background,818,0,1245,0
2016-04-11 00:21:40,0.0,42.9.7.17,42.219.153.158,3540,445,TCP,....S.,0,72,1,48,background,11530,0,1300,55
2016-04-11 00:22:56,0.0,176.116.195.149,42.219.153.158,5218,5075,UDP,.A....,0,40,1,442,background,48,0,1376,76
2016-04-11 00:23:31,0.0,188.31.65.103,42.219.153.158,44520,80,TCP,....S.,0,26,1,60,background,442,0,1411,35
2016-04-11 00:23:31,0.29600000000000004,42.219.153.158,188.31.65.103,80,44520,TCP,.AP.SF,0,0,10,9402,background,60,0,1411,0
2016-04-11 00:23:31,0.3,188.31.65.103,42.219.153.158,44520,80,TCP,.AP..F,0,24,11,806,background,9402,0,1411,0
2016-04-11 00:24:29,0.0,91.71.126.149,42.219.153.158,21189,80,TCP,....S.,0,26,1,60,background,806,0,1469,58
2016-04-11 00:24:30,0.0,32.100.20.28,42.219.153.158,41478,563,TCP,....S.,0,40,1,40,background,60,0,1470,1
2016-04-11 00:24:30,0.416,42.219.153.158,91.71.126.149,80,21189,TCP,.AP.SF,0,0,13,14081,background,40,0,1470,0
2016-04-11 00:24:30,0.42,91.71.126.149,42.219.153.158,21189,80,TCP,.AP..F,0,24,14,945,background,14081,0,1470,0
2016-04-11 00:27:06,0.0,217.231.240.54,42.219.153.158,39255,2121,TCP,....S.,0,40,1,40,background,945,0,1626,156
2016-04-11 00:27:17,0.0,33.12.117.59,42.219.153.158,5484,5580,UDP,.A....,0,0,1,443,background,40,0,1637,11
2016-04-11 00:28:05,0.0,91.71.126.176,42.219.153.158,49711,80,TCP,....S.,0,26,1,60,background,443,0,1685,48
2016-04-11 00:28:06,0.484,42.219.153.158,91.71.126.176,80,49711,TCP,.AP.SF,0,0,13,14016,background,60,0,1686,1
2016-04-11 00:28:06,0.484,91.71.126.176,42.219.153.158,49711,80,TCP,.AP..F,0,24,14,924,background,14016,0,1686,0
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.153.158,5060,5060,UDP,.A....,0,0,1,445,background,924,0,1690,4
2016-04-11 00:28:15,0.0,188.31.65.115,42.219.153.158,60077,80,TCP,....S.,0,26,1,60,background,445,0,1695,5
2016-04-11 00:28:15,0.304,188.31.65.115,42.219.153.158,60077,80,TCP,.AP..F,0,24,13,882,background,60,0,1695,0
2016-04-11 00:28:15,0.304,42.219.153.158,188.31.65.115,80,60077,TCP,.AP.SF,0,0,12,12298,background,882,0,1695,0
2016-04-11 00:29:22,0.38,42.219.153.158,194.233.67.249,80,40588,TCP,.AP.S.,0,0,11,11680,background,12298,0,1762,67
2016-04-11 00:29:22,0.508,194.233.67.249,42.219.153.158,40588,80,TCP,.AP.S.,0,0,11,806,background,11680,0,1762,0
2016-04-11 00:29:37,0.0,42.219.153.158,194.233.67.249,80,40588,TCP,.A...F,0,0,1,52,background,806,0,1777,15
2016-04-11 00:29:37,0.124,194.233.67.249,42.219.153.158,40588,80,TCP,.A...F,0,0,2,104,background,52,0,1777,0
2016-04-11 00:30:44,0.368,42.219.153.158,75.179.204.230,80,29737,TCP,.AP.SF,0,0,4,619,background,104,0,1844,67
2016-04-11 00:30:44,0.72,75.179.204.230,42.219.153.158,29737,80,TCP,.APRS.,0,72,6,522,background,619,0,1844,0
2016-04-11 00:30:45,0.35200000000000004,42.219.153.158,75.179.204.108,80,30183,TCP,.AP.SF,0,0,4,523,background,522,0,1845,1
2016-04-11 00:30:45,0.708,75.179.204.108,42.219.153.158,30183,80,TCP,.APRS.,0,72,6,633,background,523,0,1845,0
2016-04-11 00:30:46,0.708,42.219.153.158,75.179.204.246,80,30602,TCP,.AP.SF,0,0,5,540,background,633,0,1846,1
2016-04-11 00:30:46,0.708,75.179.204.246,42.219.153.158,30602,80,TCP,.AP.SF,0,72,6,636,background,540,0,1846,0
2016-04-11 00:30:47,0.72,75.179.204.243,42.219.153.158,31024,80,TCP,.AP.SF,0,72,6,585,background,636,0,1847,1
2016-04-11 00:30:47,0.7240000000000001,42.219.153.158,75.179.204.243,80,31024,TCP,.AP.SF,0,0,5,605,background,585,0,1847,0
2016-04-11 00:30:48,1.604,42.219.153.158,75.179.204.226,80,31410,TCP,.AP.SF,0,0,18,19999,background,605,0,1848,1
2016-04-11 00:30:48,1.608,75.179.204.226,42.219.153.158,31410,80,TCP,.AP.SF,0,72,19,1088,background,19999,0,1848,0
2016-04-11 00:34:26,0.0,188.31.65.111,42.219.153.158,27285,80,TCP,....S.,0,26,1,60,background,1088,0,2066,218
2016-04-11 00:34:27,0.208,42.219.153.158,188.31.65.111,80,27285,TCP,.AP.SF,0,0,11,11939,background,60,0,2067,1
2016-04-11 00:34:27,0.212,188.31.65.111,42.219.153.158,27285,80,TCP,.AP..F,0,24,12,821,background,11939,0,2067,0
2016-04-11 00:35:29,0.0,91.71.126.148,42.219.153.158,50659,80,TCP,....S.,0,26,1,60,background,821,0,2129,62
2016-04-11 00:35:29,0.204,42.219.153.158,91.71.126.148,80,50659,TCP,.AP.SF,0,0,4,645,background,60,0,2129,0
2016-04-11 00:35:29,0.204,91.71.126.148,42.219.153.158,50659,80,TCP,.AP..F,0,24,5,472,background,645,0,2129,0
2016-04-11 00:35:32,5.572,42.219.153.158,64.158.71.84,80,63828,TCP,.AP.S.,0,0,94,103804,background,472,0,2132,3
