te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:51,0.0,54.143.54.203,42.219.153.179,6818,80,TCP,....S.,0,42,1,48,background,2,0,111,0
2016-04-11 00:01:52,0.8640000000000001,42.219.153.179,54.143.54.203,80,6818,TCP,.AP.SF,0,0,7,5607,background,48,0,112,1
2016-04-11 00:01:53,0.868,54.143.54.203,42.219.153.179,6818,80,TCP,.AP..F,0,40,6,578,background,5607,0,113,1
2016-04-11 00:01:59,0.0,188.31.65.77,42.219.153.179,18475,80,TCP,....S.,0,26,1,60,background,578,0,119,6
2016-04-11 00:01:59,0.256,188.31.65.77,42.219.153.179,18475,80,TCP,.AP..F,0,24,9,666,background,60,0,119,0
2016-04-11 00:01:59,0.26,42.219.153.179,188.31.65.77,80,18475,TCP,.AP.SF,0,0,8,7012,background,666,0,119,0
2016-04-11 00:02:47,15.024,67.65.199.173,42.219.153.179,41048,143,TCP,....S.,0,24,5,300,background,7012,0,167,48
2016-04-11 00:03:03,0.0,67.65.199.173,42.219.153.179,41048,143,TCP,....S.,0,24,1,60,background,300,0,183,16
2016-04-11 00:03:34,0.0,106.150.228.255,42.219.153.179,21218,80,TCP,....S.,0,42,1,48,background,60,0,214,31
2016-04-11 00:03:34,0.376,42.219.153.179,106.150.228.255,80,21218,TCP,.AP.SF,0,0,4,803,background,48,0,214,0
2016-04-11 00:03:34,0.38,106.150.228.255,42.219.153.179,21218,80,TCP,.AP..F,0,40,4,453,background,803,0,214,0
2016-04-11 00:03:50,0.0,32.100.20.28,42.219.153.179,41478,994,TCP,....S.,0,40,1,40,background,453,0,230,16
2016-04-11 00:04:38,16.36,194.233.67.161,42.219.153.179,47566,80,TCP,.AP.SF,0,0,13,1272,background,40,0,278,48
2016-04-11 00:04:38,16.364,42.219.153.179,194.233.67.161,80,47566,TCP,.AP.SF,0,0,13,9429,background,1272,0,278,0
2016-04-11 00:05:18,14.588,42.219.153.179,194.233.67.172,80,41778,TCP,.AP.SF,0,0,7,5501,background,9429,0,318,40
2016-04-11 00:05:18,14.712,194.233.67.172,42.219.153.179,41778,80,TCP,.AP.SF,0,0,9,808,background,5501,0,318,0
2016-04-11 00:05:54,0.0,175.177.229.58,42.219.153.179,7829,80,TCP,....S.,0,42,1,48,background,808,0,354,36
2016-04-11 00:05:54,31.056,67.65.199.173,42.219.153.179,41061,143,TCP,....S.,0,24,6,360,background,48,0,354,0
2016-04-11 00:05:55,0.396,175.177.229.58,42.219.153.179,7829,80,TCP,.AP..F,0,40,6,556,background,360,0,355,1
2016-04-11 00:05:55,0.4,42.219.153.179,175.177.229.58,80,7829,TCP,.AP.SF,0,0,7,5427,background,556,0,355,0
2016-04-11 00:06:06,31.04,67.65.199.173,42.219.153.179,41062,143,TCP,....S.,0,24,6,360,background,5427,0,366,11
2016-04-11 00:06:24,0.0,176.116.195.149,42.219.153.179,5185,5074,UDP,.A....,0,40,1,439,background,360,0,384,18
2016-04-11 00:07:34,0.0,175.177.229.58,42.219.153.179,22070,80,TCP,....S.,0,42,1,48,background,439,0,454,70
2016-04-11 00:07:35,0.0,175.177.229.58,42.219.153.179,1265,80,TCP,....S.,0,42,1,48,background,48,0,455,1
2016-04-11 00:07:35,0.284,175.177.229.58,42.219.153.179,22070,80,TCP,.AP..F,0,40,4,482,background,48,0,455,0
2016-04-11 00:07:35,0.284,42.219.153.179,175.177.229.58,80,22070,TCP,.AP.SF,0,0,4,803,background,482,0,455,0
2016-04-11 00:07:36,0.392,175.177.229.58,42.219.153.179,1265,80,TCP,.AP..F,0,40,5,532,background,803,0,456,1
2016-04-11 00:07:36,0.392,42.219.153.179,175.177.229.58,80,1265,TCP,.AP.SF,0,0,6,4057,background,532,0,456,0
2016-04-11 00:08:08,15.164,42.219.153.179,194.233.67.161,80,55645,TCP,.AP.SF,0,0,7,5484,background,4057,0,488,32
2016-04-11 00:08:08,15.292,194.233.67.161,42.219.153.179,55645,80,TCP,.AP.SF,0,0,9,819,background,5484,0,488,0
2016-04-11 00:08:25,14.452,42.219.153.179,194.233.67.251,80,44862,TCP,.AP.SF,0,0,4,789,background,819,0,505,17
2016-04-11 00:08:25,14.584,194.233.67.251,42.219.153.179,44862,80,TCP,.AP.SF,0,0,6,553,background,789,0,505,0
2016-04-11 00:08:26,14.48,42.219.153.179,194.233.67.161,80,40258,TCP,.AP.SF,0,0,4,603,background,553,0,506,1
2016-04-11 00:08:26,14.608,194.233.67.161,42.219.153.179,40258,80,TCP,.AP.SF,0,0,6,773,background,603,0,506,0
2016-04-11 00:08:26,14.748,42.219.153.179,194.233.67.252,80,35616,TCP,.AP.SF,0,0,4,804,background,773,0,506,0
2016-04-11 00:08:26,14.796,42.219.153.179,194.233.67.255,80,57516,TCP,.AP.SF,0,0,4,603,background,804,0,506,0
2016-04-11 00:08:26,14.876,194.233.67.252,42.219.153.179,35616,80,TCP,.AP.SF,0,0,6,772,background,603,0,506,0
2016-04-11 00:08:26,14.928,194.233.67.255,42.219.153.179,57516,80,TCP,.AP.SF,0,0,6,760,background,772,0,506,0
2016-04-11 00:09:03,31.064,67.65.199.173,42.219.153.179,41083,143,TCP,....S.,0,24,6,360,background,760,0,543,37
2016-04-11 00:10:04,0.0,82.7.67.216,42.219.153.179,47071,1604,TCP,....S.,0,0,1,40,background,360,0,604,61
2016-04-11 00:10:09,0.812,42.219.153.179,72.145.20.45,80,59462,TCP,.AP.SF,0,0,4,845,background,40,0,609,5
2016-04-11 00:10:09,1.212,72.145.20.45,42.219.153.179,59462,80,TCP,.AP.SF,0,0,6,749,background,845,0,609,0
2016-04-11 00:10:10,0.8240000000000001,42.219.153.179,72.145.20.43,80,3721,TCP,.AP.SF,0,0,4,714,background,749,0,610,1
2016-04-11 00:10:10,1.212,72.145.20.43,42.219.153.179,3721,80,TCP,.AP.SF,0,0,6,830,background,714,0,610,0
2016-04-11 00:10:36,0.0,78.71.64.22,42.219.153.179,59117,22,TCP,....S.,0,8,1,48,background,830,0,636,26
2016-04-11 00:10:41,2.512,42.219.153.179,72.145.21.213,80,9795,TCP,.AP.SF,0,0,8,6376,background,48,0,641,5
2016-04-11 00:10:41,2.908,72.145.21.213,42.219.153.179,9795,80,TCP,.AP.SF,0,0,10,951,background,6376,0,641,0
2016-04-11 00:10:50,1.556,42.219.153.179,72.145.23.32,80,23175,TCP,.AP.SF,0,0,7,5166,background,951,0,650,9
2016-04-11 00:10:51,2.036,72.145.23.32,42.219.153.179,23175,80,TCP,.AP.SF,0,0,9,867,background,5166,0,651,1
2016-04-11 00:10:58,15.244000000000002,42.219.153.179,194.233.67.161,80,44911,TCP,.AP.SF,0,0,8,5555,background,867,0,658,7
2016-04-11 00:10:58,15.304,194.233.67.161,42.219.153.179,44911,80,TCP,.AP.SF,0,0,9,812,background,5555,0,658,0
2016-04-11 00:11:02,7.0,136.121.35.109,42.219.153.179,41668,23,TCP,....S.,0,40,4,240,background,812,0,662,4
2016-04-11 00:11:38,15.032,67.65.199.173,42.219.153.179,41102,143,TCP,....S.,0,24,5,300,background,240,0,698,36
2016-04-11 00:11:46,0.0,188.31.65.41,42.219.153.179,37971,80,TCP,....S.,0,26,1,60,background,300,0,706,8
2016-04-11 00:11:47,0.4320000000000001,188.31.65.41,42.219.153.179,37971,80,TCP,.AP..F,0,24,5,493,background,60,0,707,1
2016-04-11 00:11:47,0.4320000000000001,42.219.153.179,188.31.65.41,80,37971,TCP,.AP.SF,0,0,4,794,background,493,0,707,0
2016-04-11 00:11:50,15.028,67.65.199.173,42.219.153.179,41103,143,TCP,....S.,0,24,5,300,background,794,0,710,3
2016-04-11 00:11:54,0.0,67.65.199.173,42.219.153.179,41102,143,TCP,....S.,0,24,1,60,background,300,0,714,4
2016-04-11 00:12:06,0.0,67.65.199.173,42.219.153.179,41103,143,TCP,....S.,0,24,1,60,background,60,0,726,12
2016-04-11 00:12:21,0.0,106.150.228.255,42.219.153.179,19789,80,TCP,....S.,0,42,1,48,background,60,0,741,15
2016-04-11 00:12:22,0.58,106.150.228.255,42.219.153.179,19789,80,TCP,.AP..F,0,40,6,563,background,48,0,742,1
2016-04-11 00:12:22,0.58,42.219.153.179,106.150.228.255,80,19789,TCP,.AP.SF,0,0,7,5440,background,563,0,742,0
2016-04-11 00:12:48,1.7719999999999998,42.219.153.179,72.145.21.232,80,59739,TCP,.AP.SF,0,0,8,7098,background,5440,0,768,26
2016-04-11 00:12:48,2.156,72.145.21.232,42.219.153.179,59739,80,TCP,.AP.SF,0,0,10,945,background,7098,0,768,0
2016-04-11 00:13:10,0.0,102.216.44.82,42.219.153.179,16540,80,TCP,....S.,0,26,1,60,background,945,0,790,22
2016-04-11 00:13:10,0.18,102.216.44.82,42.219.153.179,16540,80,TCP,.AP..F,0,24,8,639,background,60,0,790,0
2016-04-11 00:13:10,0.184,42.219.153.179,102.216.44.82,80,16540,TCP,.AP.SF,0,0,7,5699,background,639,0,790,0
2016-04-11 00:13:12,0.816,42.219.153.179,72.145.20.29,80,51502,TCP,.AP.SF,0,0,4,851,background,5699,0,792,2
2016-04-11 00:13:12,1.212,72.145.20.29,42.219.153.179,51502,80,TCP,.AP.SF,0,0,6,739,background,851,0,792,0
2016-04-11 00:13:13,1.22,42.219.153.179,72.145.20.30,80,3341,TCP,.AP.SF,0,0,6,4034,background,739,0,793,1
2016-04-11 00:13:14,1.612,72.145.20.30,42.219.153.179,3341,80,TCP,.AP.SF,0,0,8,936,background,4034,0,794,1
2016-04-11 00:13:34,0.3,42.219.153.179,194.233.67.161,80,61734,TCP,.AP.S.,0,0,6,5450,background,936,0,814,20
2016-04-11 00:13:34,0.4320000000000001,194.233.67.161,42.219.153.179,61734,80,TCP,.AP.S.,0,0,7,723,background,5450,0,814,0
2016-04-11 00:13:41,0.188,42.219.153.179,117.72.248.6,80,44894,TCP,.AP.S.,0,0,5,3500,background,723,0,821,7
2016-04-11 00:13:41,0.276,117.72.248.6,42.219.153.179,44894,80,TCP,.AP.S.,0,40,6,633,background,3500,0,821,0
2016-04-11 00:13:48,0.0,42.219.153.179,194.233.67.161,80,61734,TCP,.A...F,0,0,2,104,background,633,0,828,7
2016-04-11 00:13:49,0.132,194.233.67.161,42.219.153.179,61734,80,TCP,.A...F,0,0,2,104,background,104,0,829,1
2016-04-11 00:13:54,0.0,42.219.153.179,117.72.248.6,80,44894,TCP,.A...F,0,0,1,52,background,104,0,834,5
2016-04-11 00:13:54,0.092,117.72.248.6,42.219.153.179,44894,80,TCP,.A...F,0,40,2,104,background,52,0,834,0
2016-04-11 00:14:31,0.24,42.219.153.179,117.72.248.6,80,45875,TCP,.AP.S.,0,0,6,5526,background,104,0,871,37
2016-04-11 00:14:31,0.328,117.72.248.6,42.219.153.179,45875,80,TCP,.AP.S.,0,40,7,689,background,5526,0,871,0
2016-04-11 00:14:44,0.0,42.219.153.179,117.72.248.6,80,45875,TCP,.A...F,0,0,1,52,background,689,0,884,13
2016-04-11 00:14:44,0.08800000000000001,117.72.248.6,42.219.153.179,45875,80,TCP,.A...F,0,40,2,104,background,52,0,884,0
2016-04-11 00:14:47,15.028,67.65.199.173,42.219.153.179,41120,143,TCP,....S.,0,24,5,300,background,104,0,887,3
2016-04-11 00:15:03,0.0,67.65.199.173,42.219.153.179,41120,143,TCP,....S.,0,24,1,60,background,300,0,903,16
2016-04-11 00:15:49,11.58,42.219.153.179,117.72.248.6,80,47236,TCP,.AP.SF,0,0,8,6412,background,60,0,949,46
2016-04-11 00:15:49,11.675999999999998,117.72.248.6,42.219.153.179,47236,80,TCP,.AP.SF,0,40,10,871,background,6412,0,949,0
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.153.179,48370,3306,TCP,....S.,0,40,1,40,background,871,0,960,11
2016-04-11 00:16:05,1.264,42.219.153.179,72.145.23.34,80,55591,TCP,.AP.SF,0,0,8,6665,background,40,0,965,5
2016-04-11 00:16:05,1.64,72.145.23.34,42.219.153.179,55591,80,TCP,.AP.SF,0,0,10,939,background,6665,0,965,0
2016-04-11 00:17:00,1.268,42.219.153.179,72.145.30.43,80,42892,TCP,.AP.SF,0,0,8,7105,background,939,0,1020,55
2016-04-11 00:17:00,1.672,72.145.30.43,42.219.153.179,42892,80,TCP,.AP.SF,0,0,10,967,background,7105,0,1020,0
2016-04-11 00:17:13,3.872,226.91.87.33,42.219.153.179,3995,53413,UDP,.A....,0,40,2,58,background,967,0,1033,13
2016-04-11 00:17:17,0.0,106.150.228.255,42.219.153.179,15150,80,TCP,....S.,0,42,1,48,background,58,0,1037,4
2016-04-11 00:17:17,0.64,42.219.153.179,106.150.228.255,80,15150,TCP,.AP.SF,0,0,8,6174,background,48,0,1037,0
2016-04-11 00:17:18,0.644,106.150.228.255,42.219.153.179,15150,80,TCP,.AP..F,0,40,6,555,background,6174,0,1038,1
2016-04-11 00:17:54,31.076,67.65.199.173,42.219.153.179,41137,143,TCP,....S.,0,24,6,360,background,555,0,1074,36
2016-04-11 00:18:06,31.064,67.65.199.173,42.219.153.179,41138,143,TCP,....S.,0,24,6,360,background,360,0,1086,12
2016-04-11 00:18:22,0.0,204.223.22.109,42.219.153.179,46681,5003,TCP,....S.,0,0,1,40,background,360,0,1102,16
2016-04-11 00:18:42,1.2,42.219.153.179,72.145.23.39,80,6042,TCP,.AP.SF,0,0,8,6241,background,40,0,1122,20
2016-04-11 00:18:42,1.584,72.145.23.39,42.219.153.179,6042,80,TCP,.AP.SF,0,0,10,957,background,6241,0,1122,0
2016-04-11 00:19:14,0.29600000000000004,42.219.153.179,194.233.67.161,80,38176,TCP,.AP.S.,0,0,6,5460,background,957,0,1154,32
2016-04-11 00:19:14,0.424,194.233.67.161,42.219.153.179,38176,80,TCP,.AP.S.,0,0,7,711,background,5460,0,1154,0
2016-04-11 00:19:29,0.012,42.219.153.179,194.233.67.161,80,38176,TCP,.A...F,0,0,2,104,background,711,0,1169,15
2016-04-11 00:19:29,0.12,194.233.67.161,42.219.153.179,38176,80,TCP,.A...F,0,0,2,104,background,104,0,1169,0
